[00:00:08.800] よし。うわー。
[02:02:49.840] ピースはい難間クリア。ピースピースピースのピース。
[02:02:55.679] グピースのピピピースの
[02:03:01.079] はい、中グロガーディウス。
[02:03:05.360] なんだっけ?中グロガーディウスってなんか聞き覚えがあるのに覚えてない。聞き覚えがあるのに覚えてない。なんだっけそれ?中グロガーディウスってなんか聞き覚えがあるのに覚えてない。なんだこの記憶。
[02:03:19.800] なんか俺大切なことを忘れているような。
[02:03:24.239] はい、新しいコース。
[02:03:26.719] ドラクエの時に流れ行ってた。
[02:03:30.480] なんだ、なんだっけ?何のネタだっけ?それは。あとちびデカアイランドってどこ
[02:03:40.079] ね?ちびかアイランドってどこ?私まだ行ってないですよね、そこ。
[02:03:50.440] え、ちびデカアイランドってとこっちか。
[02:04:00.000] ここじゃないの?
[02:04:01.639] 入れないんだよ、ここ。これでこでも、え、これだよな。
[02:04:07.239] え、ちびデカアイランドってどこなの?ガリデブンな海業はどこ?
[02:04:18.960] え?
[02:04:20.679] ガリデブンな海魚。
[02:04:23.320] さすが。あ、あった、あった。ここだ。
[02:04:26.280] そこの部屋の何もない壁。
[02:04:28.239] いや、あの何もない壁はあそこだった。
[02:04:30.119] あ、ここも入れるの?何もない壁はあの、あの、え、あの雪、雪のとこだよ。あれはレッツゴー。
[02:04:39.440] おお、でかい。
[02:04:41.840] この男。
[02:04:45.920] 今夜もないを重らうのはこの男。笑いのニューウェイブ人内友のり。
[02:05:02.239] こで
[02:05:14.320] かややほやや俺さ
[02:05:45.239] 俺ってさ、このステージでも
[02:05:49.840] 100
[02:05:50.159] 枚コインをやんなきゃいけないんですか?マミや。
[02:06:00.040] このステージでも
[02:06:02.040] 100枚コインをやる。
[02:06:04.719] そうだと思います。そうです。
[02:06:10.079] 地獄やん。
[02:06:17.239] でかいな。
[02:06:17.920] 頑張って
[02:06:20.159] 頑れ。
[02:06:22.280] 結構老起を来てますね。
[02:06:24.440] 100枚コインって何?
[02:06:26.639] えっとね、このコースのさ、なんかなんちゃらのなんちゃらスターみたいななんかお題があるじゃん。それが全部ロックな。
[02:06:34.400] 全部で6、1つコースに月6枚、6お題と
[02:06:37.520] いうかあるんだけど、それとは別に1番
[02:06:41.400] 最後に
[02:06:43.840] そのこのステージのコインを100枚集め
[02:06:46.719] るっていうで
[02:06:48.599] スターが1枚もらえるっていうのがあるん
[02:06:51.280] だけど、まあそれが地獄らしくて、
[02:06:56.000] 何気に100枚ステージにあの集めるの
[02:06:58.920] 結構難しい
[02:07:01.119] で全ステージにあるのよ。
[02:07:03.040] コンプリートするにはやんなきゃいけなくて、ま、言うてそこまで難しそうじゃないなっていうとこだったらまだいいんだけど、この亀ナルト走りだ。この亀ナルト走りで走って
[02:07:16.880] レインボークルーズでもやるんだね、それ。レインボークルーズでもこれ
[02:07:22.040] 1。あ、ごめた。これ2枚だからね。
[02:07:25.119] や。まず何すればいいんですか?ここは。え、ヤッホー。
[02:07:57.998] [叫び声]
[02:07:58.400] やる。
[02:07:59.679] なるほどね。やわやう。
[02:08:24.853] [叫び声][泣き声]
[02:08:31.159] カポ
[02:08:32.320] カマンマミ
[02:08:59.679] 眠たくなってきちゃった。
[02:09:12.400] お先に失礼させてもらおうかな。
[02:09:15.280] 何?
[02:09:18.280] ちびデカアイランド1
[02:09:19.559] 番好きなワールドでした。
[02:09:21.559] 俺もね、そのスター
[02:09:23.360] 120枚なんて考えてなければここが
[02:09:25.599] 1
[02:09:25.719] 番好きなんだよ。なんか面白いじゃん。ちっちゃい、ちっちゃいクリボとか出てきて面白いんだけどな。
[02:09:34.000] ここで120
[02:09:34.880] 枚集めんのかって思うと僕はこのワールドが
[02:09:39.440] 1
[02:09:39.520] 番怖いかもしれないなあ。おい、風が吹かんやん。風が吹かないんだよな。
[02:09:51.960] あとこの絵でかすぎて怖い。
[02:09:54.760] 単純に。
[02:09:56.559] あと単純にでかすぎて怖い。
[02:09:58.280] 映画
[02:10:06.679] 理由は怖いから。ダメなんだっけ?
[02:10:12.599] 挙像まあそこまでうん。結構ダめか。挙像より俺は兵書だ。兵書とか交全部ダめ。怖い。全部怖い。なんかもう怖い。
[02:10:25.520] 全部俺以外のものがヤッホー
[02:10:35.840] ガラスのハート
[02:10:36.960] エビ
[02:10:38.360] エビコー
[02:10:42.880] グラスハートマ
[02:10:44.880] グラゾグラスハートチャマ
[02:10:47.480] 巨のシャーマンバルカンレイブン
[02:10:53.760] 巨のシャーマンま
[02:10:55.159] バルカンレイブ。ああ、やべ。メタルギアのレ、メタルギアレックスの、
[02:10:58.780] [叫び声]
[02:11:08.040] え、お、あ、ごめん。通じなかった。メタルギアレックスのプラモデル楽しみやな。楽しみやな。久々のプラモ配信や。
[02:11:24.119] あのね、プレゼントで買ってくれたのよ。プレゼントで買ってくれたんですよ。
[02:11:30.800] 欲しいものリストに入れてたら。なんかたまたまね、別にそんなつもりなかったんだけど、たまたま欲しい物リストに入れてたんですよ。後で買おうかなって。たまたまね、たまたま入れてたらや誕生日だから買ってあげるつってリスナーの方が買ってくれたんですよ。
[02:11:48.920] 6
[02:11:49.199] 月5日に追加されました。
[02:11:51.181] [笑い]
[02:11:52.679] たまたまね。
[02:11:54.079] たまたまたまたまね。
[02:11:56.880] たまたまね。たまたま。うん。たまたまだよ。たまたま誕生日配信
[02:12:01.880] たまたま誕生日配信ともかぶってしまったけども。うん。たまたまね。
[02:12:07.639] でさ、たま本当これもたまたまなんだけど
[02:12:09.880] さ、プラモデルやるってなるとさ、うちの
[02:12:11.880] リスナーにね、本当にあのコンテストとか
[02:12:15.040] にも出展してるあのプロモデラーの方がい
[02:12:18.119] てたまたまなんだけどなんかすっごい
[02:12:20.559] かっこよく塗装とかしてくれるんですよね
[02:12:22.520] 。たまたまなんだけど
[02:12:27.119] だも楽しみでしょうがない俺はビ
[02:12:33.599] えビゴ
[02:12:37.679] 動括とかしたんですか?
[02:12:39.651] [笑い]
[02:12:40.960] してません。見してやるよ。今までの今までの俺の配信で作った作ったプラたちを見せてやろう。楽しみでしょうがないね、俺は。
[02:12:52.599] だから
[02:12:54.119] 飾る場所どうすんの?
[02:12:59.760] 見てください。このラーの欲心龍ね。くそかっ。もう飾る場所ないんだけど。
[02:13:09.079] お金は渡してない。相手の家族とかが人質されてる。これ
[02:13:13.559] おいしょ。
[02:13:14.920] えぐいしょ。
[02:13:16.559] えぐない?すぐみじゃないからね。
[02:13:22.360] 欲しい。
[02:13:22.880] これえぐいんですよ。これ
[02:13:31.559] かっちえ。
[02:13:34.119] あ、これもね。あとこれもブルーアイズ。ブルーアイズね、これ。しかも目とか羽を築で塗ってもらったんで夜光るんすよ。
[02:13:45.040] やったっけ?
[02:13:48.920] シーゼルさんがそうきっと送ってくれたの?これシルさん、このこれは
[02:13:53.760] でラコマ君が塗ってくれたの。やばすぎやろ、これ。普通かっ
[02:13:59.000] こういうの塗り村とか出そうなものなのにしごい。あとこれもね。
[02:14:14.239] あとこれもね、ビッグバイパー。あのあれのグラディウスのビッグバイパー。えぐいしょ、これ。
[02:14:23.559] 懐かしい。
[02:14:24.800] えぐいしょ、これ。未だにちゃんと飾ってますよ。このくっそかっこめちゃくちゃかっこいいしょ、これ。ビッグバイパーね。
[02:14:38.159] 雰囲気ありますね。
[02:14:39.520] ということで次がですね、メタルギアですよ。
[02:14:43.040] 次が雰囲気あるよね。すげえメタルギアやで。楽しみすぎる。
[02:14:47.520] 男の子の夢楽しみすぎる。
[02:14:50.440] 楽しみすぎる。よし。早く届かないかな。
[02:14:57.639] ドラクエのやつは?
[02:14:59.119] ドラクエのやつ。あ、ドラクエまだ発売されてないもん。あのあれでしょ。キラーマシンでしょ?あれはまだなんか何月?
[02:15:06.119] 8
[02:15:06.320] 月とかじゃない?あれんの?まだまだ先でもあれもやってもら
[02:15:09.559] ゲガチマは?
[02:15:10.639] あ、ガチマもあるよ。ガチャマもあるよ。
[02:15:12.679] もうちに全部ありますよ。チまゲガー
[02:15:21.119] ロト持ってなかった。
[02:15:22.920] チャゲガーも可愛いしょ。このちゃんとピアスも俺の俺のピアスになってて髪型もついて可愛いんすよ。
[02:15:32.480] すご可愛すぎる。
[02:15:38.639] よいしょ。
[02:15:39.800] 岩のり乗っけられてる。
[02:15:41.520] 岩のり。
[02:15:43.800] 天空路好きよ。
[02:15:46.440] チま犬。何?茶ま。あ、ちゃまぬい犬。茶まぬ脱いね。これもうすごいよね。なんかうちのリスナーさん本当にすごい人ばっかだと思う。本当にすごい人ばっかだと思うわ。うちのリスナーさんはるかよ。
[02:16:00.084] [笑い]
[02:16:10.760] 可愛いよね。
[02:16:15.239] これもらったら絶対嬉しい。
[02:16:16.800] めっちゃ嬉しいよ。そりは嬉しいよ。で、こんな、こんなもんも作ってもらって。
[02:16:22.960] でもあれ、俺はね、これもちゃんと語ってるんすよ。これも未だに未だにっていうのもあれなんだけど、これも飾ってありますよ。
[02:16:32.519] UKさんが書いてくれた俺の1
[02:16:34.160] 番最初のイベントのイベントの絵ちゃんと額にあのこのままこれはあのゲーミング書く番だけどサブギフもらってた。ありがとうございます。
[02:16:43.559] めっちゃいいしょ。これ
[02:16:44.479] こ懐かしい。
[02:16:48.200] 意外とか皆さん皆さんに支えられてここまで来ました。
[02:16:56.519] すごいリスナーさんいっぱいだ。
[02:17:10.200] ありがたいですね。ありがとうございます。本当に本当にありがとう。皆さんにタプ入れるならできるよ。イベント楽しみにしてますね。
[02:17:23.639] イベントね。
[02:17:29.800] ま、イベント
[02:17:31.439] こい5年だった。
[02:17:33.559] イベントな。
[02:17:36.599] 今年ある?
[02:17:39.040] 今年はもう無理だよ。だってもう
[02:17:40.760] 6月でしょ。
[02:17:41.439] イベント採中に言うのもなんだが。
[02:17:43.920] まあね。いや、でもやりたいよね、なんか。いや、別にだからそのレベルアップだけじゃないからね。別に
[02:17:50.040] 別にレベルアップだけじゃないからね。イベントって。
[02:17:53.080] 他のことだったらなんかやってもいいのかなと思うよ。ほ、
[02:18:01.200] なんか俺レトロゲームのイベントやりてんだよな。
[02:18:04.120] ムッシュウップボルに
[02:18:06.599] ああ、まずもあるのか。
[02:18:10.880] レトロゲームのイベントやりてえな。
[02:18:16.639] や、
[02:18:20.599] まあ、なんかサクっとできるんであれば、ま、サクっとできるって言ったらあれだけど、サクっとできるわけじゃないんだけど、ま、費用とかかわらず構想だけでできるんだったらなんかレイドリレとかな、
[02:18:33.559] このさ、風が吹いたり吹かなかったりするの何なんだ?マミや、
[02:18:39.120] なんかレイドリレイとかやりてえなとか若干
[02:18:43.200] うん。
[02:18:43.479] レトロゲームズ、あの、例えばだけど、マイナーレトロゲーム限定レ、あの、レイドリレとかな。誰も知らないレトロゲームをレトロゲーマーる圏内のものなら参加しますよ。
[02:18:59.960] いや、もうだからそれもその人次第というかで
[02:19:02.960] 1人2時間とか3時間ぐらいで
[02:19:09.639] 誰も知らないレトロゲームを誰がしているんだ。
[02:19:13.359] じゃあなんかだから別にあれなんだよ。俺が考えてないみんなで同じゲームをやろうではなくてその期間中マイナーなレトルゲームをみんなが配信してそれをみんなで見るみたいな。
[02:19:25.479] ノバディノーズヤッホー行こ。
[02:19:30.880] 望ましいのは誰も知らないんだけど俺このゲームっちゃ好きですねんっていうのをこ
[02:19:38.160] 見して欲しいんだよな。
[02:19:39.080] で、そのなんか熱く語ってほしいというか、いや、このゲームここがいいんすよみたいな。一作品じゃなくて良いってことです。
[02:19:49.319] そう。全然人気ないゲームなんだけど、俺このゲームのここめっちゃ好きやんすよっていうのを
[02:19:55.840] 2時間3
[02:19:56.640] 時間の間にもうめちゃくちゃアピールしてもらう。
[02:20:01.760] で、
[02:20:03.920] 1
[02:20:04.120] 番最後に視聴者にあのアンケート取ってどのゲームが
[02:20:08.680] 1番面白そうでしたかのにして、あの
[02:20:11.600] 1
[02:20:11.720] 位に輝いた人にはえっとそのゲームを、え、クリア耐久する権利が与えられます。そんな権利別に俺にもらわなくてもそんなん誰でもあるんだけど。
[02:20:19.467] [笑い]
[02:20:23.520] キランディアとかキングエストとか大好きだけど日本だと誰も知らない。
[02:20:28.120] だからそういうのを
[02:20:29.280] 笑
[02:20:30.520] そういうのをいや、これ俺このゲームのこれここなんすよ。
[02:20:37.520] うん。
[02:20:39.319] で、その全員で見るから全員で見る。
[02:20:45.479] 我らがカタログに乗ってないとかだと。
[02:20:48.240] そう。ああ、その、その縛りいいね。そのレギュレーション、そのレギュレーション考えなきゃいけないじゃん。ゲームカタログに乗ってないこと。
[02:20:56.840] それ相当難しいけどね。ゲームカタログキ
[02:21:01.160] に乗ってないこと。個別ページがないこと
[02:21:03.160] 。めっちゃ難しいな。それだそれむずいよ
[02:21:08.520] 。多分。え、何した?え、なんだお前?
[02:21:14.720] 巨大パックンフラワー
[02:21:16.920] やね。
[02:21:24.399] 巨大パックンフラワー。
[02:21:25.760] Tイッチにアーカイブがないもの。
[02:21:28.600] ああ、ま、それだったら結構あるかもな。レトロゲームなんかほとんどアーカイブないもんね。こことか行けんの?行けないか。
[02:21:44.840] わほ。
[02:21:53.439] ちょっと、ちょっと、ちょっと、ちょっと、ちょっと。ほ、まあ、なんかそんなのやれたらおもろいんじゃないかなんて思ったりしてますけど。
[02:22:12.200] 20
[02:22:12.560] 年前のフリーゲームとかだと意外とある気がしますが。想像してるレトロとは違うかも。
[02:22:18.800] ああ、まあね。
[02:22:21.800] ゲームオーブ。
[02:22:22.359] あ、ゲームオーバーや。
[02:22:26.319] おき。
[02:22:30.640] ヤッホー。わほヤッホー。
[02:22:38.120] なんかやっぱレトロゲーム
[02:22:40.760] もっと広めていきたいねんな。
[02:23:00.880] ちびデカアイランド。ま、最初か。
[02:23:17.399] 今の10代とかに知ってもらいたい。
[02:23:19.760] うん。そうな。
[02:23:25.600] マジでそうだわ。
[02:23:30.359] なんかもっとね、な、何つばいいのかな?
[02:23:37.200] あ、何?え、何かた?なんだ?え、何?今のわ
[02:23:56.600] ああ。
[02:24:11.439] おヤッホーやほやほヤッホー
[02:24:34.359] 巨大バックンフラワーや。これ倒したらええんか?どうやって倒すの?これ。
[02:24:47.479] あ、意外と簡単に倒せる。
[02:24:57.120] あ、どう?これで。あ、だめか。
[02:25:02.760] え、巨大パックンフラワーじゃないの?今のスターもらえのか?もらえのんか?ヤッホー。ここ誰やぜ?みんなも眠時間帯だよね。
[02:25:28.720] パソコン98
[02:25:29.880] やふトンスなどの人があまり持ってない機種持ってると強い気がします。れた。
[02:25:36.319] そう。そうだと思う。もう俺は配信でやっちゃったけどさ、そういうマイナーで全然知られてないゲームでってなるとう、それこそうスとかさ、うスとかなんかさ、そういうのやれたらさ、めっちゃめっちゃいいよね。うシャスとかエルギーザとかやったら、え、何これ?めっちゃおもろいやんってなるじゃん、絶対。
[02:26:01.880] 確かにな、ファミコンとかスーファミとかってなっちゃうと結局みんななんていくらなって言ってもね、
[02:26:09.800] ある程度流し入れてるからな。レッツゴー。
[02:26:17.756] [鼻息]
[02:26:21.080] いや、進み悪いね。
[02:26:24.520] ハードルが高くなってきたぞ。
[02:26:27.040] いや、まあわかんない。いや、わかんないけど、そ別にそんな別になんかまだ言ってるだけだから。全然全然言ってるだけだから。
[02:26:44.960] あんまり人気ないけど、あんまりメジャーじゃないけど、自分がめちゃめちゃこのゲーム語れますっていうゲームかな。
[02:26:55.600] ルールというかあれは
[02:26:59.279] だから別にゲームボーイでもファビコンでもスーファミでも何でもいいんだけど全然シリーズのじゃないし全然全然あれなんだけど私このゲーム好きですねっていう。もうこれコーラ乗っちゃだめだな。
[02:27:19.160] ままミーやほ。
[02:27:27.080] ああ、よすか。一旦仮眠取りますかね。ここでこれはちょっともうす、
[02:27:36.880] 進まん気がする。眠いもん。
[02:27:41.319] ほほ。
[02:27:47.080] 甲ーに同体視力が追いつかないね。一旦リフレッシュハーリアね。それは耐久なの?もうええって。そういうのは俺は無理だよ。寝ないで配信なんか。ヤッホー。
[02:28:10.319] これはできる人がやってください。ほ、
[02:28:21.553] [叫び声]
[02:28:33.800] 機嫌が悪くならない程度に寝てほしい。
[02:28:37.272] [笑い]
[02:28:41.080] ああ、ちょっと全然進まなくなってきた。マジで
[02:28:47.920] 巨大パックフラワーじゃわからないんですよね。笑。
[02:28:52.840] 巨大パックフラワーじゃわかんなくないですか?これなんの?何?
[02:28:59.520] レッツゴー。
[02:29:00.200] 巨大パックフラワーを倒せとかさ。
[02:29:04.680] 倒せとかさ。
[02:29:07.080] あるや。
[02:29:18.800] さっきのあいつらで会ってなかったかなって。
[02:29:22.160] え、でも倒したよ。
[02:29:24.760] 倒したんだけどな。
[02:29:32.960] まあ、ドラクエ好きの僕でも
[02:29:34.600] 6時間が限界。
[02:29:38.920] 何が
[02:29:41.080] 6時間か限界抱こで14
[02:29:42.880] 時間半やってんだぞ。
[02:29:45.800] 14
[02:29:46.200] 時間半。そら眠いの一言も言わせてくださいよ。
[02:29:47.358] [叫び声]
[02:29:59.080] 視聴者も脱落してくる時間ですからね。と思ったけど皆さん意外と起きてる。
[02:30:05.279] そうなんだよね。意外と食らいついてくるんだよな。
[02:30:19.840] こんなによっかしたの久々やわ。
[02:30:23.279] そうね。
[02:30:36.040] ゴヤッホー。
[02:30:58.120] ヤッホー。ヤッホー。ゴー。
[02:31:27.120] もう取られへんだよ。あんの取られへん。
[02:31:32.160] 1匹ノコ取られへん。
[02:31:40.479] 田中シングル。
[02:31:44.000] え、取られへんでも発動するの?田中信って。
[02:31:50.080] もう浜やねんでもないじゃん。取られへんだ。
[02:31:55.120] 何々やねんじゃないんだから。
[02:32:10.319] やべ、眠たい。
[02:32:13.880] 糸眠たし。
[02:32:21.560] 顔色。
[02:32:23.359] 顔色悪い。顔
[02:32:27.600] 寝ないの?どう見たって眠そう?
[02:32:31.040] 顔。ただもうちょっと頑張って。
[02:32:35.240] あー、全然ここ何していいかがわかんねえんだよな。ヤッホー。
[02:32:44.439] うわ。
[02:32:52.080] いや、でもほら、
[02:32:55.000] 耐久は寝たらダメみたいな空気あるじゃないですか。や、
[02:33:01.640] 耐久は寝たらダめたいな空気あるじゃないですか。
[02:33:07.840] 怖。
[02:33:09.756] [笑い]
[02:33:12.439] 豚ないで。
[02:33:14.319] 撃つぞ。ほ、
[02:33:15.760] 耐久って言わなきゃいいのに
[02:33:17.560] ね。なんで言っちゃう?
[02:33:18.840] このルールって一体誰がな
[02:33:20.560] んで言っちゃったんだろう?
[02:33:22.000] 豚だけに
[02:33:23.040] 豚だけに豚ないで。
[02:33:26.240] 長時間配信怖い。
[02:33:34.120] バレないように見ればいいんでしょ。
[02:33:54.240] や
[02:34:07.840] わ、
[02:34:15.520] 怖いね、高明
[02:34:34.240] URL省
[02:34:50.319] 顔笑う。
[02:34:56.640] 笑うな。笑うな。顔笑うな。
[02:35:01.106] [叫び声]
[02:35:03.359] ゲームオーブ全然進すまん。
[02:35:08.967] [笑い]
[02:35:09.760] 高明。そういえばポリメガリミックス届き始めてるね。
[02:35:15.960] あ、そうだね。俺でも2
[02:35:17.520] 時出荷だからまだだ。来週だね、俺。
[02:35:19.880] 2次出荷だから。2次出荷なんだよ。
[02:35:24.720] 2次出荷。
[02:35:25.640] あれ寝るの?
[02:35:27.200] 寝るよ。もう1
[02:35:28.479] 回ちょっと寝ない?ちょっとちょっとだけ。
[02:35:31.399] 1時間、1
[02:35:32.880] 時間だけでいいからちょっと寝ないけど寝ないけど寝ないんだけど寝ない
[02:35:40.560] ちょっと待ってここでワイプ
[02:35:43.000] 寝ないんだけどワイプを引くて
[02:35:48.880] 寝ないんだけど
[02:35:50.399] だけど
[02:35:51.160] 寝ないんだけど寝る真似というか寝ないんだけど
[02:35:54.162] [笑い]
[02:35:56.720] 目をつる
[02:35:57.880] そうちょっと瞑想して俺趣味瞑想だ
[02:36:01.800] 寝ないんだけどちょっとだけちょっとだけちょっとだけゆね
[02:36:08.960] つ太郎一旦意識をねうんうんうんうんワンチャンまた出しを精神統一ならまあヨ
[02:36:28.560] が
[02:36:35.200] ファイヤー
[02:36:41.560] 寝るマネもねまるね解分
[02:36:56.880] トマト海
[02:37:22.240] すげえ。親指みたい。寝たね。海分。
[02:37:30.479] 高明急に後ろの扉から誰か入ってきそう。
[02:37:38.439] 寝たまま。またね。海分。
[02:37:50.680] 目つむってどう?だいぶ落ち着いた。
[02:38:03.439] いい顔してるね。
[02:38:20.439] ああ。
[02:38:30.880] ああ、ベッドで寝たいよ。
[02:38:40.960] ふわふわしてきた。
[02:38:42.279] ベッドで寝たいよ。こんな椅子じゃなくて、もうベッドで
[02:38:49.319] 10時間ぐらいいいね。
[02:38:51.520] 10
[02:38:51.760] 時間ぐらい寝たってええねんだよ。
[02:38:55.080] てくれるなら別にええねんでやったったってえんで寝たったってえねんけどな。寝たった。
[02:39:05.960] ふわふわさんのお家
[02:39:08.399] ふわふわさんのお家行きてえな。
[02:39:10.479] 就寝ありルートポプネモ君おはよう。
[02:39:14.479] ふわふわさんのお家に来てんだよなあ。
[02:39:15.250] [音楽]
[02:39:19.120] ふわふわさんのうちに
[02:39:21.000] 星あと何個?
[02:39:23.319] え、B
[02:39:24.040] オこんばんは。おはよう。何?星あと何個か?今何個だったの?俺星何個だったの?覚えてないよね。プレスタートプレイ。
[02:39:38.720] うるせえ。
[02:39:39.120] 86でしたっけ?86。
[02:39:42.279] 86だからあと304。
[02:39:46.520] あと34。
[02:39:48.439] 34段だったら一旦ここで仮眠してさ、
[02:39:51.960] 起きてからやってもさ、クリアできますよ
[02:39:54.760] ね。だ34だよ。いけんちゃのぶっちゃけ
[02:40:03.160] ぶっちゃけ行けるんじゃないか。どうです
[02:40:04.800] か皆さん?
[02:40:05.880] どうですか皆さん?私はもう正直眠い
[02:40:09.800] 。
[02:40:15.600] お前らはいいよな。
[02:40:17.000] 眠たくなったら寝りゃいいんだからよ。おい、俺が
[02:40:25.479] 7
[02:40:25.760] 時間寝る。グーグー。
[02:40:28.359] 7
[02:40:28.680] 時間寝る。いいな。
[02:40:30.640] しようかな。腹減ったから飯食ってる。
[02:40:37.279] 美起きんの早ない?つも
[02:40:40.000] 2
[02:40:40.120] 度ってかまだだって夜中やん。おはようっていうか。
[02:40:49.479] ちょっと分かった。ちょっとでもまあでも
[02:40:52.120] ちょっともうちょっと頑張るかな。うん。
[02:40:54.680] ちょもうちょっと頑張ろう。まだちょっと
[02:40:56.920] まだ寝るには早い気がする。ただ全然進捗
[02:41:00.840] がなくなくなきたのはもう俺の気持ちだけ
[02:41:03.000] の問題じゃないんだよね。
[02:41:04.880] 進捗がないのは本当に体が
[02:41:07.200] 男前やな。
[02:41:08.240] だ、一旦タバコ。一旦タバコ。タバコですね。一旦
[02:41:11.187] [笑い]
[02:41:16.840] 頑張れるタイプの配信者だ。
[02:41:18.720] 一旦タバコです。タバコアントイレでリセットしてきますので、ちょっと、ちょっとあの寝るんじゃない?休憩。ちょっと
[02:41:28.200] 10分、15
[02:41:29.920] 分休憩ありだね。ちょっと待って。
[02:41:32.520] ちょっと長めにいいっすか?長めにいいっすか?ま、戻ってくるけどね。
[02:41:36.560] 5
[02:41:36.720] 分ぐらいで。ちょ、とりあえずタだけ吸ってくるわ。とりあえずな。ゲーム疲れた。
[02:41:43.520] どうぞ。
[02:41:54.479] 喋りながら消えてった。
[02:42:36.240] そして6時間後
[02:42:49.160] からのベ
[02:43:02.600] ベッドの誘惑。
[02:43:48.359] 45って
[02:43:58.920] そりゃもう
[02:44:09.080] でもそろやからな。ああ。おや。
[02:44:21.240] チまドペまドペまドペゼルダ
[02:44:26.200] 人生終わったんすげえ。
[02:44:41.120] タバコ休憩レイド。今ちゃまさんはタバコ
[02:44:44.240] 休憩中。審議不明だそうです。ぺ
[02:44:49.359] ちゃまぺ
[02:45:01.439] レイドカラーまたこんばんは。さん
[02:45:04.439] ポリトイレ
[02:45:09.000] で45ってます。なんか眠りそうだったね
[02:45:12.240] 。
[02:45:33.880] 心が汚れてしまった私には茶げが見えませ
[02:45:37.080] ん。
[02:45:38.720] チマドッツ。
[02:45:46.944] [音楽]
[02:45:50.359] コーヒーとかはどうなんだろ
[02:46:13.800] [音楽]
[02:47:34.880] 攻略サイトも見てるんかな?
[02:47:44.520] そりゃもちろ
[02:47:56.560] よかった。
[02:48:13.200] これでクリア早くなるね。
[02:48:25.960] ついでにファンザもグー
[02:48:35.600] ぐーグーグーグーグ
[02:49:10.240] こ来ない。
[02:49:41.560] 寝ちゃったか。横になってるやろね。
[02:50:18.880] 起きられるかな?
[02:50:23.200] 見応えのある部屋だな。
[02:51:47.800] き来た。おかり。
[02:51:55.600] やりますよ。やります。やります。
[02:51:59.600] レイド来たよ。
[02:52:02.080] え、何?レド来た。
[02:52:05.359] レード[音楽]来た。
[02:52:10.279] K[笑い]チャンネル。Kチャンネルから
[02:52:15.479] ごめん。ごめん
[02:52:18.760] ごめんね。でかいレドもらったのに申し訳
[02:52:21.040] ない。ちゃんけい
[02:52:23.600] ちゃんお疲れ。
[02:52:25.640] ごめんね。人生プレイ終わったから。
[02:52:27.680] 終わったんだ。
[02:52:28.920] 67なの皆さんの過半数はもう
[02:52:31.760] すいません。すいません。ちょっと僕もあのすいません。あの本当やさあゼロだかどうわけじゃなかったか。
[02:52:41.279] すんません。あの
[02:52:43.520] 、本当にKチャンネルの耐久配信を見慣れ
[02:52:48.560] てる皆さんには大変申し訳ないんですけど
[02:52:51.800] も、大変こんなこと言うのは本当に申し訳
[02:52:54.600] ないですけど、高々14時間で僕ちょ寝
[02:52:57.239] を上げて今ちょっと長めの休憩を取って
[02:52:59.640] ました。長めの休憩と言ってもタバコ吸た
[02:53:01.279] だけだけどな。タバコ吸ただけだけど、
[02:53:04.680] もう俺にはね。だから、だから、だから
[02:53:07.765] [笑い]さ、もう画然俺だからこの
[02:53:11.399] タイミングでKチャンネルから冷来ちゃっ
[02:53:13.439] たらもうさ休め
[02:53:16.120] なくなっちゃったじゃん。[笑い]
[02:53:19.960] 休みにくくなったわ。笑笑
[02:53:23.399] 対象がレジェンドすぎる。いちゃんと比べ
[02:53:26.279] たらダめだよ。
[02:53:28.720] できてるが普通なんよ。14時間、15
[02:53:32.560] 時間何がしぐらいでよ。うわ、ちょっと
[02:53:35.800] 仮眠取ろっかななんてさっきまで言ってた
[02:53:38.080] なんて言えねえじゃねえかよ。[笑い]
[02:53:41.479] やりますよ。
[02:53:46.160] クラフトボスブラック。こいつをやっぱ
[02:53:49.520] でもレイド嬉しいぶちめて。いや、レード
[02:53:51.520] は嬉しいよ。嬉しいよ、レイドは。
[02:53:53.399] ドさんコー
[02:53:56.239] 15時間続けの決してまともないんだぜ。
[02:54:01.160] で、もうえ、けいちゃんは何時間かかったの?今回ゼルダかかったの?何時間かかったの?いいちゃんは
[02:54:07.920] ブラックかっけ。
[02:54:13.720] カフェ入れとな。カフェン入れ。
[02:54:15.760] ラムネちょぼちょぼ食べたら。
[02:54:17.800] ラムちょぼ食べ。ちょ、これだけ飲んじゃうわ。先にちょっと飲み合わせが悪い。
[02:54:27.920] 14時間くらいでクリアできたよ。
[02:54:30.160] 神トラ人生プレイ14
[02:54:31.920] 時間くらいもうそうですか。すごいですね。そうですか。すごいですね。僕はあの今
[02:54:38.811] [笑い]
[02:54:43.680] 草人生で
[02:54:45.760] 14時間は早い。
[02:54:47.439] 僕は
[02:54:48.960] 30歳の誕生日なんで
[02:54:50.640] うまいじゃん。30周年マリオ6430
[02:54:54.239] 周年記念アチャマゲーム30歳記念という
[02:54:57.040] ことで
[02:54:59.399] スター120個耐久やってるんですけども
[02:55:02.600] 14時間50分約15時間やりました。
[02:55:06.160] まだまだスターが84個です。[笑い]
[02:55:11.600] あと30何枚もある。
[02:55:14.960] いやあ、きついっす。[笑い]
[02:55:17.840] なめてたね。
[02:55:21.800] レードありがとうね。レードありがとうね。
