[00:00:17.840] ケムっす。
[02:11:37.199] 懐かしい。それ何年前だそれ?あれもう
[02:11:46.440] PTになっちゃった。
[02:11:55.360] 2個あるねんな。こっちか。
[02:12:03.880] 2
[02:12:04.040] 年前の11月。2
[02:12:05.800] 年前なんだ。去年でもないんだ。もうそんなんだなあ。あ、あった。
[02:12:31.440] なんかここしまったくせえな。あれ?これ
[02:12:33.520] もしかして押さない方がいいとかもあんの
[02:12:35.480] かな?なんかここしまった臭くない?先見
[02:12:38.840] ないで押しちゃったからわかんないけど。
[02:12:40.760] ここなんか閉された感あるね。
[02:12:46.800] 先に押しちゃいけないとかもありそう。で
[02:12:49.000] もしかも押すと押したらもう戻れないんだ
[02:12:51.480] よな。
[02:12:56.079] ああ、なんかさっきの押すべきじゃなかっ
[02:12:58.320] たかな。なんかあの奥っぽいなあ。
[02:13:05.119] で、もうこれPTでしょ、これ。
[02:13:06.520] なんか不思議な感じ。
[02:13:08.320] なんか不思議な感じ。なんか不思議な感じ。だめだこれ。
[02:13:19.000] PD
[02:13:19.320] だ。ええ、わかんないよ。攻略サイト見たいよ。
[02:13:33.239] もう攻略サイト見てもいいかな、これ。
[02:13:35.960] もう
[02:13:37.800] だってわかんないよ。
[02:13:56.960] これも押しちゃった後。そうだよな。
[02:14:02.920] ごめん。一旦リセットさせてくれ。これ
[02:14:04.239] 最初からですね。
[02:14:09.800] ケム、
[02:14:19.280] あそこのスイッチ押しちゃだめ。あそこの
[02:14:21.480] 最後のとこは押しちゃだめ。
[02:14:29.639] なんか行けそうな感じするぞ。
[02:14:32.880] 行けそうな感じするぞ。もうもう最短で行こう。最短で。あ、違う。間違えた。しょっぱから最短で行こうすって道間違えて。
[02:14:46.599] 笑笑。ダブル
[02:14:51.840] クラピカリオンで左から行っちゃうから。
[02:15:06.880] ほいだらほいだらえっとねえっとどうすん
[02:15:12.440] だっけ?違う違う違うちゃうねんちゃうね
[02:15:15.400] ちゃうねちゃうねちゃうここ押したら戻っ
[02:15:17.239] て
[02:15:18.760] ここ押したら戻間違えた戻らないんだよ。
[02:15:22.239] 戻らないちゃうねん。ちゃうねん。ちゃう
[02:15:23.800] ねん。ここ、ここ、ここ、ここ横、この横
[02:15:26.400] 、この横ここ
[02:15:31.040] は
[02:15:33.920] オッケー。
[02:15:35.800] もうダッシュ、もうダッシュもダッシュで
[02:15:40.079] ここの扉、この奥の扉行く。
[02:15:48.079] で、さっさとここ上がる。
[02:15:52.719] 溶け始めてるよ。ロ族溶け始まってるよ。
[02:15:57.480] ここから来ました。
[02:16:00.679] で、飛びこ押す。ここは押してオッケー。
[02:16:09.559] もさったとしたら行っちゃう。
[02:16:15.040] このPTの扉。こっちを選ぶ。
[02:16:21.719] で、ここの扉の先のボタンは押さないだな。これ押さない。そしたらそこが開いてない。え、開いてないやん。あ、ここ押す。
[02:16:38.200] 笑笑。
[02:16:40.200] ここ押すわ。ここ押しました。
[02:16:44.679] 開いてなかった。
[02:16:46.599] あ、ここ開いた。ここ開いた。ここ開いた。どこだそれ?違うとこのどっかが開いてる。
[02:16:51.200] 戻ろう。じゃあどっか開いてるんだ。どっ
[02:16:52.920] かが開いてるんだ。戻ろう。
[02:16:58.000] 掴みかけたな、今。あ、違う。もしかこっ
[02:17:00.719] じゃね。こっち。間違えた。いや、これ
[02:17:02.399] 結構時間きついんじゃない?これ。もしか
[02:17:04.439] してやること多くて
[02:17:10.920] 結構これシビアなんかな。ロソが
[02:17:16.359] 今どっか開いてたな。どこだろうね、あれ
[02:17:18.760] ね。で、ここ戻ります。
[02:17:25.639] はい。こ開いてんのか?
[02:17:28.599] 開いてないでしょ。開いてない。開いて
[02:17:32.920] ないね。
[02:17:35.479] あれ?全然ないよ。ああ、しかも、あ、
[02:17:37.920] しかもなんか閉まってんな。あれしまった
[02:17:40.880] な。あ、あ、こっちか。
[02:17:46.000] はい。え、何もねえじゃん。え、何それ?
[02:17:49.080] え、わかんない。え。
[02:17:51.399] さすがにこれ最初に戻される多分ね。え、
[02:17:55.479] ここじゃないのか。なんかどっか開いてた
[02:17:58.120] ぞ、今。
[02:18:18.240] ん、開いてないよね。ここもね。
[02:18:25.719] え、どこなん?
[02:18:34.840] もうわかんないですわよ。
[02:18:40.399] もう12時か
[02:18:43.519] やめべ、これもう。
[02:18:46.599] いや、もうちょいやるけどさ。
[02:18:50.200] もうちょいやりますけど。
[02:18:54.920] え、じゃ、この触ってみる。これ。
[02:19:02.840] ううわ、戻されてますやん。
[02:19:11.000] まずは心の扉を開けてください。
[02:19:13.479] フルシャドウゲート64
[02:19:15.519] トライアルズオブザゴタワー
[02:19:18.479] N64シャドウテ64
[02:19:21.679] トリアルスオフアトア見たって構わない下
[02:19:28.000] ナカマ攻略見たって構わな
[02:20:34.080] Jaあ、
[02:20:42.800] 朗報バレンタインになってた。
[02:20:45.040] あっちや。今すぐ俺の欲しいものリストを開いて俺に何か送れ。あ、だめだ。欲しい物リスト全部消しちゃったんだ。あ、そ、今、今残念ながら欲しい物リスねえんだ。
[02:21:02.280] マジか。
[02:21:03.160] ない、ない、ない。
[02:21:04.479] 全部消した。あのなんかどうせならもうオリスクだけ入ってた。
[02:21:11.120] オビリスク入ってた。消し忘れてる。
[02:21:15.600] 笑笑
[02:21:17.560] いや、あのなんかもっと高くていいもん入れとこうと思って。なんかもらえる可能性ちょっと高そうだなと思って。
[02:21:25.960] もっとなんか今まで適当にお菓子とかなんか色々入れてたけど何迷いなくやる。何迷いなくやるって何
[02:21:36.120] 個水?笑
[02:21:37.479] そらそうだろうよ。え、
[02:21:40.960] も復活させ。
[02:21:41.920] 欲しい物リストなんてさリストってコスくやって当たり前じゃねえかよ。コスくやっていいに決まってんじゃん。
[02:21:53.120] 欲しいものミストなんか公開しててさ、
[02:21:55.319] なんかこすこすくないなんかしょうもない
[02:21:58.760] もんば入れてる方が俺は逆になんかあれだ
[02:22:01.720] と思うわ。人に物買らうとしてんだからさ
[02:22:05.200] 、もうどんどんコスくしていいだろ。人に
[02:22:08.160] もか人に買らうとしてる時点でこいんだ
[02:22:11.479] から
[02:22:15.280] 何のよ、それ。
[02:22:16.800] によっては住所バレの星もちょ怖いこと言うよね。怖いこと言うよね。ね、ちょっとわかんない。マジでこれね。ね。その、そのなんだよ。その、その、そのクリップなんだよ。ちょ、ちょ、ちょっと見るかじゃ。ちょっと見るかじゃあ。
[02:22:42.240] 気にしなくていいよ。
[02:22:47.280] マスクが壊れた。おい、人前に殺してくれ。
[02:22:57.000] 殺してくれって言われたからね。ど、
[02:23:01.760] 笑い笑。
[02:23:03.040] ここからX
[02:23:03.680] 笑笑。
[02:23:05.120] 俺こいつに重さなきゃよかったわ。俺こいつに重さなきゃよかった。ラスアス。こういうゲームじゃねえから。ラスアスって。
[02:23:11.760] 笑笑。
[02:23:13.000] ラスアスってこういうゲームじゃねえから。
[02:23:15.479] がない。笑。命の取り味が早い。
[02:23:18.520] そこでめちゃくちゃ悩んでうわ、このゲームマジかって思うとこだから。
[02:23:23.760] 1番最初のとこな。1
[02:23:25.279] 番最初のとこ。ここでうわジかってなってこのゲームやべえなってなるとこだからさ。そういうとこじゃそんなそこパンって行くとこじゃないから。
[02:23:35.080] URL
[02:23:37.200] でも頼まれたし。躊躇なさすぎだろ。
[02:23:41.120] 何わろてんねん。
[02:23:42.399] あれ?中にしたの良かったの?
[02:23:44.080] もおさん迷い虫。笑笑
[02:23:47.399] いやだって言われた通りにしただけなんですけど闇バイトとかでもそうやって言うんだろうな。多分こいつ闇バイトとかで強盗とかやっても多分同じことない言われた通りにしただけなんでに俺に構わず先に行けって言わないようにね。先にいなくなっ
[02:24:02.560] い。絶そう。絶そう。絶そう。絶そう。
[02:24:05.399] 笑笑のキャラの願いを叶えただけではあるか。
[02:24:09.960] 笑。
[02:24:10.600] 助け。
[02:24:12.040] 意外と男らしい。
[02:24:13.399] マスクが壊れた。おい、人前に殺してくれ。
[02:24:20.399] だってさ、だってさ、
[02:24:22.040] もうすぐエムしてる。
[02:24:23.680] だってさ、このさ、テロップ見て。あの、テロップは頼むまで出してんのに言ってないからね。こいつ人思いに殺してくれ。頼むって出てんのに。頼むって言ってなかったもん。
[02:24:38.439] 笑笑。すごない?テロップより早い。
[02:24:40.800] 気味に打つの草。
[02:24:42.120] テロップより早い。
[02:24:43.000] ちゃん行こう。
[02:24:46.279] くっ笑。
[02:24:47.279] はい、お疲れちゃん。
[02:24:49.800] はい、お疲れちゃん。なんでちょっと巻き舌?おい、巻き舌でお疲れちゃんじゃねえだろ。はい。お疲れちゃん。
[02:24:57.359] 笑笑。軽い。
[02:24:59.080] お疲れちゃん。
[02:25:00.760] 笑笑。
[02:25:01.920] 殺してくれ。
[02:25:03.800] はい。お疲れちゃん。笑笑。
[02:25:07.720] いいな、これ。
[02:25:09.040] ここだけ切り取って欲しいわ。
[02:25:12.120] はい。お疲れちゃん。
[02:25:16.920] なんこいつマジで勝さなきゃよかったこいつに。早えわこいつにはラストオブアスそういうゲームじゃねえから。猫ボイス欲しい。
[02:25:27.359] はい、お疲れちゃん。はい、お疲れちゃん。え、ほんで
[02:25:35.439] 笑笑。
[02:25:36.960] それはそれとして。それはそれとしてだよ
[02:25:40.080] 、みんな。それはそれとして。これどう
[02:25:42.359] すんだ?
[02:25:47.680] あ、押せるんかい、ここで。
[02:25:52.359] あ、ここで押せるんだ、また。あ、
[02:25:55.000] じゃ戻れるやん。
[02:25:58.080] 代わりにシャドウゲートを送り付け本当な
[02:26:00.399] 。あいつにやらせてよな、これな。
[02:26:03.600] あ、あ、あ、あ、あ、あ、あ、あ、あ。
[02:26:05.600] はい。
[02:26:05.880] お疲れちゃん。はい。お疲れちゃん。よし、これで先進むぞ。
[02:26:11.319] これで先するぞ。やった、やった、やった。笑。
[02:26:14.600] もう1
[02:26:15.120] 回ボタンを押すってパターンもあるんだな。はい、お疲れちゃん。はい、お疲れらちゃん。
[02:26:20.640] 意外とこっちはあっさりクリアしたら笑う。
[02:26:23.840] いや、無理だろ。じんちゃんにこのゲームは無理よ。いや、言われた通りに従うだけなんだね。
[02:26:36.560] 闇バイトや。
[02:26:42.240] え、ここか。
[02:26:48.640] あ、違う。間違えた。違う、違う、違う。
[02:26:51.080] やばい。もういや、ロソがない。これ
[02:26:53.560] ちょっときついって。これきついよ。ロソ
[02:26:57.080] が足りん。
[02:26:59.760] はい。お疲れちゃん。
[02:27:02.640] はまっちゃった。
[02:27:08.880] 笑笑。
[02:27:10.080] おお。ああ。ああ。やった。クリアか。え?あ、行った。やった。
[02:27:19.560] 入ってなかった。
[02:27:25.760] おお、すごい。
[02:27:28.120] よっしゃ。
[02:27:28.680] パチパチパチ。
[02:27:29.880] ほんでぐ。パチパチ。パチパチパチパチ。
[02:27:35.560] はい、お疲れちゃん。はい、お疲れちゃん。
[02:27:39.680] あと2
[02:27:40.040] つあるけどいいのかな?もうええ、もうええ、もう。はい。お疲。
[02:27:44.680] パチパチパチ。お疲れ。
[02:27:47.720] には光寄せに向けることも進化としての勤めではない。
[02:27:53.880] 奇跡24クラップ。奇跡24
[02:27:56.720] クラップ。奇跡24クラップ。
[02:27:59.040] え、鏡なのに何も映ってねえ。俺が映ってねえじゃねえかよ。
[02:28:04.200] なんだよこれ。あだ、よくここまでたどり着けたね。ようこそ最終の前君のことを歓迎するよ。
[02:28:15.279] ラーの鏡の
[02:28:16.200] 何をそんなに驚いてるんだい?魔法の鏡を映ってるのは君自身なんだぜ。僕は君であり、君は僕である。この鏡は人の心の奥底にあるものを出してくれてるんだよ。僕は君の心の中の深くて暗いとこからやってきたのさ。
[02:28:32.520] さあ、ディル、さっさと最終資を克服させて。大家の指輪は目と鼻の先にあるんだぜ。
[02:28:39.560] なんですね。
[02:28:40.399] そうなんだよ。俺も初めて知ったわ。あ、初めて知ないけど。姿見んの初めて。賢い君のことだからこんなん簡単だろ。逃げ出そうたって無駄だぜ。魔法の鏡は君を全てを覚えちまった。もしもこの謎が解けなければ君の体は僕がいただくことになる。君の魂は次に誰かがここを訪ねるまで鏡の中で光を求めることになるのさ。
[02:29:00.479] これ主人公なんだ?
[02:29:02.200] これ初めて主人公の姿見たな。え、鏡は光を反射する。光るところ必ず闇があるんだよ。輝かしい君の魂になって闇を潜んでいく。分からないか?それが僕さん。だけどこの中に
[02:29:14.279] 1
[02:29:14.399] 人だけ嘘の僕がいる。それがうわ、ちょっと待って。やだやだや。俺一番嫌いなんね。これいいっちゃん嫌いやな。これ多分あれだろう。隣の人は嘘つのこと言ってるみたいな。俺一ちゃん苦手やねん。それバカだからわからん。いや、それやめて。
[02:29:29.319] その辺よくあるやつ。隣のやつは嘘をついてるが、その隣のやつは本当のことを言ってるんだ。
[02:29:36.600] るやこしいや。
[02:29:37.880] 俺いっちゃん嫌いやねん。それよくあるけど僕の名前はディル攻撃団と共に街道を旅するハーフリング。僕は旅の途中海賊団に襲われてしまった。そして仲間たちは全て死んでしまった。だけど僕
[02:29:52.520] 1
[02:29:52.640] 人だく生き残ることできた。死んでしまった仲間なことを思うと僕は辛くなる。どうして僕だけ生き残ったんだろう。
[02:29:59.240] 盗賊に襲われた時は僕は殴られてすぐしまった。起してしまった。試
[02:30:02.640] 試験問題。
[02:30:03.800] え、Google
[02:30:04.479] の試験問題なの?それってやっぱ頭いいやつしか入れねえんだな。いや、それは仕方がない。シレスが言って僕は運が強い星の下に星の元に生まれているんだ。
[02:30:15.600] でもなんかGoogleもそれなんか
[02:30:17.000] 真面目に解いたやつは落としそうじゃない
[02:30:18.520] ?なんかあのメインブラックのさ、あのさ
[02:30:21.120] 、メインブラックのさ、あのウィルスミス
[02:30:22.840] がさ、1番最初のさ、あの試験でさ、
[02:30:25.399] 女の子のバーンンって打った時にさ、なん
[02:30:27.720] で彼女を打ったんだい?いや、1番怪しい
[02:30:30.120] のあの女の子でしょって言った。うわ、
[02:30:31.720] もういいや。お前らどうせ伝わないだろう
[02:30:33.080] から。もうこれ以上言わない。お前らには
[02:30:35.800] どうせ伝わないだろうから。それで合格に
[02:30:37.600] なるっていう。そういう下りじゃないの。
[02:30:39.720] そういう下りじゃないの?真面目に解い
[02:30:42.120] てるやつなんかいらないんだよ。
[02:30:43.240] なんかそこで面白いことやってるやつが勝。
[02:30:44.840] ありそう。
[02:30:47.120] へえ。
[02:30:48.160] そう。あのなんか
[02:30:49.160] 知ってるそれその
[02:30:51.160] のやつがエイリアン。
[02:30:52.240] そう。そう。そう。エイリアンのやつばっか出てくる中で女の子は打つなよってなんかま、説明されてないんだけどあのエイリアンを打てって言われて他のやつらもエイリアンをこうやって打つんだけどスビスだけ女の子を打つのよ。女の子のなんか教科書を持った女の子。
[02:31:07.479] なんで彼女を打ったんだつ。いや、どう
[02:31:09.279] 考えてもこんな時間に教科書持って
[02:31:11.560] うろついてる女の子のが怪しいでしょ。君
[02:31:14.000] は合格だみたいな。ちょっとこっちに来
[02:31:15.960] なさい言われて。他のやつピカっつ変なの
[02:31:18.560] ピカやつでピカやってあの消されてな。
[02:31:24.080] はい。あのメインブラックめっちゃ好きが
[02:31:26.120] エイリアン言ったんだ。めちゃくちゃ
[02:31:29.240] ペーパーテストの時にみそうそうそう
[02:31:34.920] そうそうペーパーテストの時にさ、みんな机なくてさ、こうやってやったり、こうやってやったりするんだけど、ウィルスミスだけあのでっかい机ギって持ってきて、お前も使うとかつって。あれめっちゃ良かった。
[02:31:50.000] めっちゃ好きやねんな俺。メインブラック。メインブラックめっちゃ好きだけど
[02:31:55.560] 3お前だけは絶対許さん。
[02:31:57.920] あれはゴミ映画だわ。
[02:31:59.560] 3はゴミだった。本当に
[02:32:02.080] ダブル鉛筆折れるやつ。
[02:32:05.200] 鉛筆っちゃ簡単に降りんのね。パキって
[02:32:08.600] 3は本当にもみだ。やっぱ
[02:32:12.120] 2
[02:32:12.359] までだよな。手を伸ばしたら引っ張り込むぜ。
[02:32:17.920] 3
[02:32:18.120] どんなんだっけ?3は
[02:32:20.840] あれ違ったかな?あれ
[02:32:22.520] 4だっけ?1
[02:32:23.279] 番新しいの。ごめん。あ、ごめん。3
[02:32:24.840] じゃないかも。1番新しいやつゴミ。3
[02:32:27.080] はあれか、あのあ、
[02:32:28.920] 3はめっちゃ面白い。3
[02:32:30.279] はあのなんだっけ?あの
[02:32:32.920] 2の最後であのJの記憶消してあの
[02:32:36.560] に戻るやつ。
[02:32:37.880] あのね3の最後、あ、2の最後でJをJ
[02:32:42.200] あのあのおじいちゃん、あのおじいちゃん先輩を記憶消して奥さんのモに戻すんだよ。
[02:32:47.960] で、3
[02:32:48.640] はあのウィルスミスだけになるとウィルスミスとなんかあのワンちゃんだっけでやってであの
[02:32:57.120] トミーリーンズ
[02:32:58.240] トミーリージョーンズの記憶消しちゃってでもその後だね
[02:33:01.200] 1番新しいやつから4や4
[02:33:03.040] だったかな面白くなかったんだよなっ見に行ったのちなみに
[02:33:09.160] 4
[02:33:09.399] の内容全然覚えてねえわくなかったっていう記憶だけがある。
[02:33:15.680] え、僕の名前はビル攻撃だと共に。え、
[02:33:17.520] これ待って。何?また同じこと言うの?
[02:33:19.520] ローの隣には、え、隣のローには魔法使い
[02:33:22.040] エイガルがいた。僕は排水溝の蓋を開けた
[02:33:24.200] と彼と一緒に逃げようとしなかった。確か
[02:33:26.800] に僕は後からエイガルを助けた。でもそれ
[02:33:28.960] はシーレスに頼まれたから。でもも
[02:33:30.479] シーレスに倒れなかったな。僕はきっと
[02:33:32.439] 1人で逃げてただろう。親戚で話しかけて
[02:33:34.240] くれたエイグレを僕は見捨ててきてしまっ
[02:33:35.800] たんだ。いや、それは仕方ない。なぜって
[02:33:38.319] 僕は盗賊に襲われたんだ。でも映画は違う
[02:33:40.080] 。彼は塔を壊そうとした下がに同罪を
[02:33:43.040] 問われ投されただ。エイガルは当然の身を
[02:33:45.319] 受けていたんだ。なんだ?
[02:33:49.080] くよくよしても仕方ない。元はといえば
[02:33:50.680] エガルが降りんだ。鏡の中のディルが笑っ
[02:33:53.279] てる。手を伸ばしたら引きずり込むぜ。
[02:33:58.080] なんだこの鬼めゼリア。
[02:34:03.760] 僕の名前はディル攻撃団と共にはい。
[02:34:07.399] 僕は小さな存在英雄じゃない。そんな僕に
[02:34:09.160] 楽ミるは世界の名運を託した。確かに
[02:34:13.160] ワールロード恐ろしい誰かが切活を阻し
[02:34:15.279] なければならない。でもどうして僕なん
[02:34:16.479] だろう?僕に銃席を背わすといてどうして
[02:34:19.439] ラクミールは何もしない。なぜラクリ
[02:34:20.760] ミールは自分で行動しない?いや、それは
[02:34:23.120] 仕方ない。初詮ラックミールは魔法使いた
[02:34:24.600] 。どんなに頑張っても彼は英雄にはなら
[02:34:26.160] ない。彼はいつだっそうだ。ロードジェル
[02:34:29.479] を悪くと戦わせた。自分では何もしない。
[02:34:32.640] なんだ
[02:34:35.040] しも仕方ない。初詮彼は魔王使い1人何も
[02:34:38.720] できないのさ。鏡の中のえー、手を伸ばし
[02:34:42.640] たら引っ張り込むぜ。
[02:34:46.200] これな何なんこれな?全何すればいいの?
[02:34:48.600] これなんか誰か1人を選べばいいんか?
[02:34:50.520] もう3択でしょ。セーブして3回やれば
[02:34:52.640] いいよ。
[02:34:55.359] セーブして3回やればいいだろ。
[02:34:58.680] るローラー
[02:35:03.120] でしょ。
[02:35:06.720] マジかよ。
[02:35:07.640] だってわかんねえもんよ。わかんねえもん
[02:35:10.840] 。よい。
[02:35:16.359] あれでもどうやってん?なんだこれ?どう
[02:35:18.880] やってやればいいの?手を伸ばしたら
[02:35:21.120] 引っ張り込むぜ。何?どうやって手を
[02:35:24.120] 伸ばすの?何これ?
[02:35:26.960] え?何?
[02:35:30.040] なんだこれ?何もできないじゃん。
[02:35:36.600] 何これ?
[02:35:41.600] 通れない。通ることもできない。は、はあ
[02:35:46.200] 。なんだが。何すればええねん。
[02:35:59.800] 手を伸ばすって何?
[02:36:15.880] ちょっと何これ?何すればいい?なんや
[02:36:17.359] ねん、これ。
[02:36:31.479] 時には光を背に光に背を向けることある
[02:36:49.319] 何すればいいですか?全然わかんないん
[02:36:53.279] ですけど。全然わかんないんですけど。
[02:37:07.560] いいんですか?いいんですか?
[02:37:09.399] いいんですか?いいんですか?こんなに人を好きになっていいんですか?
[02:37:22.800] 木さ31kg。あびちゃん助かる。だめ。
[02:37:29.880] ちょっとちょっとこれ何?ああ、背中でグリグリしたら行けた。背中でグリグリしたら行けた。しかもなんか正解だったっぽくて草。なんか適当にやったらいけた。やったぜ。成し遂げたぜ。
[02:37:54.560] え、これでクリアか?これでクリアか?この塔なんかわからんけど。今
[02:37:58.319] めちゃくちゃ進んでる。
[02:37:59.560] なんか今日えぐない?今日の進捗。待って。まずあかの向こうが見えたわ。ここ。おい、あれ?あ、出れませんけど。出れませんか?出れなくなっちゃったけど。ええ。出れないけど。
[02:38:24.840] 出れませんか?出れないんだが。
[02:38:29.840] 進捗すぎて起きてられる。つだか。
[02:38:32.920] え、ちょ、これね、これ出れませんけど。出れないんだが。出れないイゴ。
[02:38:43.040] あれ?
[02:38:49.200] コンコンコンじゃなくて。あ、分かった。
[02:38:53.120] 分かった。つけちゃう。おほ。ほい。あ、何もなかった。え、何もないんや。
[02:39:07.840] け。
[02:39:13.160] おい、これなんだ?ほい。え?何?ど、わから何?なんやねん、それ。
[02:39:25.720] お、クリアしたで。
[02:39:30.479] 守備よく王の指輪を手に入れたな。
[02:39:32.560] ハーフリングよ。そっちの勇気と知恵には
[02:39:35.080] このラグミールですが目を見張る。次なる
[02:39:39.200] 目標は桐流の塔者。キリの塔に入るには
[02:39:42.880] 王家の王家に伝えるものでなければ触れぬ
[02:39:45.399] ことのできない品があるからだば。しかし
[02:39:48.960] その王家の指輪を手に入れた。することは
[02:39:51.439] ない。いざ肥の塔の封印を破るのだ。
[02:39:55.800] ラクミールな。
[02:39:58.720] ちなちな。次行くとこ分かってます。
[02:40:01.920] どうせあのあれだろう。あの変なドラゴン
[02:40:04.279] のさ、扉でしょ。あの王者にしかル
[02:40:10.439] クそ神曲。ルルルんルんルん
[02:40:15.439] ルんルんルン
[02:40:19.520] 。
[02:40:19.680] これも神やべえなんかクリア行けそうじゃねにしたい。このゲームの目った。
[02:40:29.040] これで目覚すかな。余計眠っちゃいそうだけどゲームの目的は分からない。なんかワーロックの封印をあーだ。コーダセーブしようぜ。
[02:40:50.080] なんかクリア行けそうじゃね。すげえよな、チャマゲームな。なんだかんだ言ってこんなゲームでもちゃんとクリアまでやるからね。こんなゲームクリアでもクリアまでやるからね。
[02:41:06.040] ワラームソルスティスのタイトルの
[02:41:08.960] BGMだよ。
[02:41:10.479] いいね。懐かしい。ソルスティス。ソルスティスもきつかったけどね。あのゲームもね。
[02:41:16.319] クリアまでやったけど、ま、片やドラクエ
[02:41:19.880] 8とかいう国民的RPGを3
[02:41:21.920] 日で投げる俺でもいい。俺でもあるのだが。
[02:41:24.640] やっぱボコスカをクリアした男は違いますね。笑。ティムリン鳥じゃん。ダブル
[02:41:30.920] 鳥ジャン。懐かしい。ティムフォリンね。あ、え、何これ?え、何これ?あ、ロードオブドラゴン。ドラゴンを呼ぶものだぞ、これ。ドラゴンを呼ぶ笛えじゃないの?これ会場が使うやつじゃん。
[02:41:45.240] ドラゴン笛え何?龍の笛何ぶつかっていいの?
[02:41:57.680] バロンの角笛え
[02:41:59.359] パパパパ呼んでいるだったね。今呼んでいる。
[02:42:07.080] 胸のどこか奥で何これ?どこで何使えば
[02:42:12.000] いいの?これ竜の角龍のは何すんのこれ?
[02:42:21.240] 何これ?どこで使うの
[02:42:27.840] ん?で、どこに行きゃいいの?
[02:42:32.200] んで、どこ行きゃいいんだよ。
[02:42:36.720] よ。
[02:42:40.080] なんでなんかこいつヒントなかった。
[02:42:42.720] ベルザール。いや、これ関係ないな。
[02:42:45.960] いや、こやった。やった。
[02:42:50.160] 馬小屋の、あ、馬小屋の家事やってないね
[02:42:53.319] 。あ、間違えた。馬小屋の家事やってない
[02:42:56.240] ね。馬小屋ん中で火打ち鳴らしてみようぜ
[02:42:58.720] 。なんでここに来て嫌がらせやねん。やる
[02:43:02.040] ことが。
[02:43:05.600] 何
[02:43:06.880] でもそうじゃねえと進まねえだろうよ。
[02:43:09.920] 馬小屋の家事をやってないよ。馬小屋の家事やってない。どこだっけ?ウ小屋って。う小屋ん中のやに牡蠣を持ってくとすげえ怒られるぜっていうやつだけやってないからやろう。
[02:43:26.040] 人の心なし。
[02:43:27.800] 人の心とかないんか?ごめん。元ネタ知らない。
[02:43:36.479] バ刺しがいいのに
[02:43:38.359] 何?火通すなってこと?バ刺しうまいよね。バ刺し食いてえ。バ刺しうまいよな。クソたけえけど。
[02:43:48.680] くそうまい。
[02:43:49.600] クソうまいけど。くそ高くない?あの居酒屋で頼もうもんなら
[02:43:56.840] バレンタインば刺しにしよう。
[02:43:58.319] いや、いい。バ刺しでも。バ刺しでいい。本当に。
[02:44:03.760] あ、今のちょっと炎上するかも。バ刺しでいいよ。晩御飯ば刺しでいいよ。なんか適当に。うん。カレでいいよ。カレ
[02:44:16.040] 実家帰った時ば刺し持っていった。だか簡単なのでいいよ。
[02:44:23.600] これ女性女性ぶち切れぶち切れ案件なんでやめた方がいい。やめた方がいいよ。
[02:44:33.640] の可愛い馬たち早く帰ってこねえかな。ん
[02:44:38.359] ?お前のお前の可愛い輪を帰ってこない。
[02:44:41.160] なぜなら今からここが家事になるから。
[02:44:47.720] そんなものいらね。ほら馬たちに開いて
[02:44:52.840] 100g2000円した高
[02:44:56.479] 100gなんて申し訳ないけどペロやで。
[02:45:01.240] 100gなんて申し訳ないけど
[02:45:06.359] 何も怒んない。え、何も怒ないじゃん。
[02:45:07.920] なんだよこれ?どうすらいゃいいんだよ。
[02:45:10.840] あ、欲しいものにバ刺し入れよう。欲しい
[02:45:13.760] ものにバ刺し入れとこ。
[02:45:20.000] ドラゴン呼ぶ。
[02:45:21.279] ドラゴンも呼べなかった。何これ?
[02:45:23.120] どうすらいゃいいんだよ。
[02:45:28.279] 何これ?何?何これ?
[02:45:42.640] え、ちょっとさ、次どこに行けばいいかと
[02:45:45.560] かはさ、教えてくれなきゃさ、
[02:45:49.560] ダめじゃんねど
[02:45:53.840] だって。もうどこ行きゃいいかわからん。
[02:46:00.000] えー、ドラゴンの呼ぶ笛え。
[02:46:03.760] ああ、びっくりした。何?
[02:46:09.720] ダブル。笑笑びっくりした。笑。
[02:46:16.040] びっくりした。穴開いてた。
[02:46:19.960] うボあ。
[02:46:22.200] トライアゲム。
[02:46:26.600] え、どっからだ、これ?どっから?あ、ここか。
[02:46:31.520] デスポイン。
[02:46:32.640] あ、ドラゴン、ドラゴンの杖取ってないや。ドラゴンの杖。もう
[02:46:40.800] 1
[02:46:40.880] 回取り行かねえと。え、ドラゴンの塔に行けって言ってたよね。どうやって行くんですかと。どうやって行くんですかと。
[02:46:55.080] どうやって行くの?分かんねえな。
[02:47:10.920] あ、分かった。分かった。分かった。分かった。分かった。分かった。あそこだ。あのあそこだ。うん。分かった分かった。分かった。分かった。分かった。分かった。分かった。わかった。
[02:47:19.160] みんなは分かったかな?次の塔最後
[02:47:29.439] じゃないのじゃないの?
[02:47:31.479] わかんない。
[02:47:33.000] みんなは分かったかんな?あそこやろ。
[02:47:43.359] 1個行ってないのかあったわ。
[02:47:48.200] いや、でも今日マジでめちゃくちゃ進捗
[02:47:50.399] えぐいね。昨日なんかマジ3
[02:47:53.080] 時間でちょっとしか進まなかったのにまるで俺が
[02:48:04.520] 素びっくりするや動ゲート
[02:48:07.359] 6ま
[02:48:08.000] で俺が攻略サイトでも見たかのような
[02:48:11.040] N4
[02:48:14.240] トリアルスオフアトア仕事中ずっと攻略サイト見てた説ま見て
[02:48:21.439] いや、見てないから。見てねえわ。
[02:48:25.800] やん。
