[00:00:33.760] 待ってたんだよ。黄色やな。
[01:45:29.800] 嘘だよな。81
[01:45:31.040] 人のレードあったんだよな。
[01:45:32.880] 81人のレードあった。
[01:45:34.239] 興味ないんだよ。笑笑。
[01:45:37.159] 80、81時にレドってなんで誰も
[01:45:40.000] コメントしてくんないわけ。えー、目。
[01:45:44.000] はい。これ取った。口。口は固くたれ。身
[01:45:47.480] をめるものの静寂。ちょっとこれわかん
[01:45:49.679] ない。あ、もうちょっと寝るわ。
[01:45:53.239] ごめん、ごめん、ごめん。もう寝よ。もう
[01:45:54.920] もうちょっとあの寝るから。あわよやった
[01:45:58.199] 。フォローいたよ。フォローいたよ。そう
[01:46:01.719] いうこと。
[01:46:03.840] お茶のお茶のどか。Fフラさんありがとう
[01:46:06.280] 。
[01:46:06.719] ありがとな。フォローありがとうございます。ま、こんな感じでシクシと配信してますわ。
[01:46:15.040] ノ、ディノ男性。
[01:46:16.400] はい、もうセーブして終わり。セーブして終わり。せっかくでかい。
[01:46:20.360] は冷めた目で見ています。
[01:46:22.719] またまた。
[01:46:23.960] え、
[01:46:24.880] もう終わりだよ。明日も
[01:46:27.520] です。もう終わっちゃうの寂しいです。
[01:46:30.760] うるせえ。もう寝るよ。もう寝るよ。もう
[01:46:33.360] 12時だから。深夜の12時だから。
[01:46:37.920] 謎かけも滑ったし、なんか面白くないって言われたし。
[01:46:41.840] 明日の配信も楽しみです。
[01:46:45.280] ま、できたらやります。
[01:46:46.599] できたらやります。大り
[01:46:48.960] 滑り滑りの大りした。
[01:46:52.920] やめろやめろ。俺、俺がマジで何も思いつかなかった時で
[01:46:56.639] 滑るの犯罪やで。コラボじとキャラ違いませんか?
[01:47:02.280] 女の子ばっかで全然喋れんかったからな。
[01:47:05.760] もう今もう文字相手に知ってるだけだから。笑。
[01:47:08.679] 文字相手にしてるだけだら簡単なんだけどな。
[01:47:12.280] 文字開いてるにしてるだけだから。
[01:47:13.639] 謎かけってより大喜りだった。
[01:47:15.440] 大喜りだったな。そうだね。大喜りでした。はい。ということではい。ということでありがとうございます。ありがとうございます。もう寝ますよ。寝ます。寝ます。
[01:47:25.040] 落とす異もありませんでしたね。
[01:47:27.880] うるせえ。よし。さあ寝よ。もう寝るで。
[01:47:33.639] 今度からマイクラで楽しかけるチャットにするね。ます。何?何?何?
[01:47:39.400] お疲れ様でした。
[01:47:40.440] チャットで話くれんの?はい、どうもこんばんは。
[01:47:43.000] シンデレラとかけてみたいなの始まるかと思ってた。
[01:47:46.440] シンデレラとかけましてってことなんだ。あ、そっちでやれば、そっちでやればよかったな。
[01:47:51.320] そっちでありがとね。ありがとう。レドもありがとうね。レドもありがと。またちょっとまたみんなでゲームやろうな。またみんなでゲームやろう。そういう話も出てますから。何もない。もう寝る。
[01:47:59.520] こっちでやっても変わらんしょ。もう、
[01:48:01.400] もう寝るぞ。
[01:48:02.159] もう寝るぞ。もうそっちでやっても変わらん。変わるよ。なんかあれだな。
[01:48:07.440] ねかけなら受けそう。
[01:48:09.960] でけえでけえ。レイドもらって今なんかど説結構あるし。ドヤ顔レードできるからレドしよう。つもだったらレードしないのに。つもだったらもう今日レードなしつって終わるのに。今日同説がいっぱいある時はもうドヤ顔できるんで。
[01:48:24.480] 左に受け流しレイド来た。
[01:48:26.679] どドどやどやレイドしようぜ。ドヤレイド。
[01:48:30.239] 俺こんな洞おるねん。俺こんなに同説おるねん。レードしよ。
[01:48:36.719] 来て数分で横流し。
[01:48:40.599] えー、でもレドできる友達いないな。
[01:48:45.119] 落ちるとこまで落ちたな。
[01:48:47.880] レードできる友達おらんなあ。ハでいっかな。
[01:48:53.159] 悲しいこと言わないで。大好き。
[01:48:56.440] はい。じゃあ8にレドしますと。
[01:48:59.199] 88
[01:48:59.960] にレドするわ。ランティでお疲れ。虚しレードしよう。よし、じゃということでね。え、ありがとうござました。もう寝ますから私は。いや、ドラクなかなか終わらんね。
[01:49:12.960] おつおつ。
[01:49:13.599] おつおつ。ありがとうね。ロボさんもありがとう。
[01:49:16.400] おやすみ。
[01:49:17.119] おやすみ。おやすみ。ありがとう。
[01:49:18.599] お疲れ様でした。
[01:49:19.480] 明日もやればの。助きで相撲リザンドってお休。
[01:49:26.560] おやすみ。おやすみ。
[01:49:27.599] みんなおつやで。おつやで。ありがとな。ありがとうな。まだね。
[01:49:30.119] お疲れ様でした。お疲れ。もありがとう。釣り
[01:49:32.599] にでも行く。釣り行かない。釣り行かない。釣り行かない。
[01:49:35.599] お疲れ様でした。
[01:49:36.639] Fさんありがとう。フォローありがとね。
[01:49:38.760] てことでお疲れ様でした。じゃあまた明日か明後日かにまた配信したいと思います。ということで
[01:49:46.280] した。荒らした。
[01:50:00.760] あ、使った。
[01:50:07.679] そろそろ寝過ごしきそうだな。と食いだ。
[01:50:11.960] おつおつ。
[01:50:21.080] エンジンだせやろ。チャバゲームって意外と
[01:50:31.480] 意外とおしゃれなんですよ。こういう配信部屋とかさ、みんななかなか注目してくれませんけど。こういうとこだわるね。
[01:50:40.560] こういうとこだわってますね。
[01:50:42.760] が見えたよ
[01:50:43.920] ね。是非ね、あの、また配信来てくださいね、皆さん。なの?
[01:50:48.880] おやすみ。
[01:50:49.360] これ自作じゃないけどね。
[01:50:52.199] これ買ったやつ。
[01:50:56.679] これ買ったやつですけどね。自宅自じゃないです。なんかだけどエだな。こので、これあれだけね。だけ
[01:51:09.199] 買っただけです。すいません。買っただけです。
[01:51:11.719] オジナリティのもかけもない配信者です。すいません。
[01:51:16.639] ということで、ということで8
[01:51:18.159] にレドするからよろしく。はい、おやすみ。
[01:51:21.280] またね。
[01:51:25.320] スプロでスプロでスプロでお休
[01:51:32.119] ちゃ
