[00:00:11.559] Да
[05:33:34.240] バ、
[05:33:35.360] え、SDッチャーというMSX
[05:33:38.440] のゲームやってるんですけども、
[05:33:40.480] え、なんかミラーハウスとかいう謎の変な
[05:33:44.840] ところに入って、もう約30
[05:33:46.400] 分以上、え、うろうろしてます。もうな、わけがわからん。もう頭おかしなるで、これ。
[05:33:50.920] ほんま地獄
[05:33:52.638] や。地獄や。地獄終わり。どうすればいい
[05:33:57.320] か分かりません。敵も出てこないから何に
[05:33:59.400] もう
[05:34:01.200] わかんない。これ
[05:34:04.400] 面白さがない。
[05:34:08.760] 面白がないだよ、これ。
[05:34:13.958] でも好きな汚い
[05:34:16.360] でも好きなの。でもスナッチ好き。
[05:34:21.320] めっちゃ文句ばっか。笑。
[05:34:23.000] もう文句しか出てこんねえ。いや、せえやろだって。これ、これマーブルじゃお前これやりてえと思うか、これ。おい、貸したろか?配信でやんだったら勝すで、これ。本体と一緒に送ってやるよ。だクリアするまで絶対やること。クリアするまで絶対やること。笑。笑。
[05:34:44.600] もうわかんないって。これ何なんだよ。
[05:34:49.718] なナちゃんファイナルファンタジー
[05:34:51.400] 113
[05:34:52.040] クリア。すげえ。お疲れさん。マジか。ナしんどくなかった?しんどくなかった。私は私とはぐれる。私は私。ああ、しんどい。しんどいしんどい。
[05:35:12.718] 笑笑。
[05:35:18.400] ファイナルファンタジーはね、俺も好きなんだけどね。び
[05:35:25.878] やりて。
[05:35:27.600] あの、全く何言ってかわかんないシーンね。声ちっちゃくて。あの、画面暗すぎて何が起きてかわかんないやつね。もうこれ、もうちょっと待って。マジでこれさ、誰かさ、正解教えてくんね。
[05:35:42.638] もうし、もうあの
[05:35:45.920] 9
[05:35:46.240] 万もしたのにこのゲーム全然面白くねえな。ここしんどいだけやで。これ月
[05:35:56.080] 2
[05:35:56.240] 年8ヶ月もやってたらやば
[05:35:59.480] マジでお互いにびっくりしてる。今お互いにびっくりしてそうだよ。これこれ笑
[05:36:09.680] 9万した中古や。
[05:36:13.360] スナッーっていうゲームの大ファンなんですよ、俺。スナッチャーっていうゲームが元々あって、小島監督のね、そっちマジで神ゲーなのよ。そ、ま、これも面白いけどスナッチャーってゲームが俺本当に好きすぎてが良かった。
[05:36:27.120] エアコン変えたよね。寝にエアコンないのにエアコン変えたなあ。でもいいんだ。スナッチャーって好きだから。
[05:36:39.638] 本当のスナッチャー好きを名乗るのであれ
[05:36:41.558] ば俺はこのゲームをやらなきゃいけないん
[05:36:43.040] だ。ただしかしこのダンジョンはほんまに
[05:36:45.080] 思んないと思います。本当に面白くないと
[05:36:47.760] 思う。これ敵も出てこない。ま、敵出てこ
[05:36:50.360] ないのは逆にありがたいけど
[05:36:59.798] なんかあそこだけ見えないか見えない
[05:37:02.000] しったら最悪や。これであったらもう無理
[05:37:04.878] よ。クリア絶対できないとで何するの?笑
[05:37:09.360] これは何されてる方なのだよね。本当にね。これは何待ちの時間なのだよ。本当に。南さんこんばんは。
[05:37:15.480] この曲目覚ましにしよ。
[05:37:17.120] 目覚めるか?こんな覚めるか?こんなの。悪夢悪夢見るぜ。これはなんかね、このミラーハウスってとこ抜けなきゃいけないんですよ。わけわかんないじゃん。
[05:37:31.200] このなんかこれ鏡になってて
[05:37:33.120] 9万円まゆが時代錯誤
[05:37:36.680] 時代錯誤新しい新しいレギュレーション来たよ。時代錯誤解。
[05:37:44.718] 笑
[05:37:46.200] 新レギュレーション。あうあ、これもう面白くなさすぎる。ここね。
[05:37:57.360] これさ、1回出たいんだけど新しい可能性
[05:38:02.280] 時代錯誤か
[05:38:03.718] 今ゆちじゃないからか。
[05:38:05.360] ああ、そういうことね。ああ、そういうことね。なるほど。あ、そういうことね。そういうことね。時代錯誤解
[05:38:17.240] 海分すげえ。
[05:38:19.360] 海分すごいんで。声優さん海分を開分の鬼だから。
[05:38:27.958] ああ、しんどい。タバコ吸いたくなってきた。
[05:38:30.520] 出るで。
[05:38:36.400] 出たで。
[05:38:38.920] 笑笑。まだここやってて草。出るで。ほ、
[05:38:43.400] もうやだ。これ思んないね。ここ正解ないよ。教えて。もうこれ無理だよ。
[05:38:49.718] クリアするの自分5時間かかりました。
[05:38:53.360] ええ、ここクリアすんの
[05:38:56.958] 5
[05:38:57.120] 時間ね。ちょっとマジもう正解教えて。ま、さすがに無理。さすがに無理。これはさすがに人のやるあれじゃない。配信でやるゲームじゃない。これここちょっとまで正解教えてくんね。
[05:39:11.000] これ以上何も書いとらんねん。
[05:39:13.000] いや、もう終わったわ。
[05:39:14.638] 次回1枠使ってクリアかな?
[05:39:17.000] もう終わりだよ。終わりだよ、このゲーム。
[05:39:28.958] なんかさ、あのRTAとかねえの?RTA
[05:39:31.478] の動画出る出たで寝るね。ハストになってる
[05:39:36.400] ね。ええねん。そんなどうでもそんなどうでもええねん。
[05:39:40.840] 見てマップ作るかな。
[05:39:42.680] あのさ、これ
[05:39:44.240] RTA
[05:39:44.798] の動画とかもう見よ。もう見ようぜ。ここだけ。ここだけ見ようぜ。
[05:39:50.718] RTAのマップもうさすがにこれ
[05:39:56.000] URL省略Youすぎる。
[05:39:59.240] VX14。
[05:40:00.320] え、これ見ていい?みんなさすがに
[05:40:06.120] プライドが
[05:40:07.080] いもうないないない。別に
[05:40:14.440] 11
[05:40:15.000] ヶ月前だってこれでにここ抜けられるか飛ば。
[05:40:19.160] いやいや無理だよ。ないダブル
[05:40:20.840] やだよ。2時3時まで2
[05:40:23.040] 時間もできるかこんなん。もうあとあと
[05:40:26.600] 15分が限界だよ、俺。多分あと
[05:40:29.718] 15分。ここで迷ったら
[05:40:31.840] スチャーファンとして軽戦軽戦軽戦した時あの時見てしまったってよぎらないなら
[05:40:38.798] 4
[05:40:38.958] 時までならないないない。ちなみにじゃちょっとみんな見てきて。ちょっと他の誰か見てきてよ。
[05:40:49.040] それで俺に、俺にヒントくれよ。
[05:40:52.680] 俺にヒントをくれ。あの、
[05:40:57.000] あのさ、さあ、さ、え、最初のフロワアっ
[05:40:59.558] てここで合ってる?それだけ知りたいわ。
[05:41:01.878] ここだよな。
[05:41:04.558] 落とし穴が3つあるって言ってたもんね。
[05:41:06.440] 12
[05:41:09.840] うん。
[05:41:11.638] え、もうそれうん。3そやろ。ここやろ。
[05:41:17.440] で、B1に降りるって言ってたから。
[05:41:22.520] B1に降りるってどこなんだ?
[05:41:28.400] んで?違う。えっと、さっきもこのな何て
[05:41:30.798] 言ってた?
[05:41:35.160] 最初のフロアにある1階には3つの下り
[05:41:37.600] 階段があるが、最も奥にあるのが正解
[05:41:39.718] ルート。最も奥にあるってのはあれか。3
[05:41:42.320] つの下り階段1。いや、2
[05:41:46.400] つしかない。だから俺最初の風呂はもうさ、次去りし時を求めちゃったからさ、わかんねえんだよ。最初のどこが最初のフロアなのか。ああ、もうくそ。ゴミです。
[05:42:04.240] ベロニカチアずちゃずちゃずんちゃずちゃ。
[05:42:10.638] トゥル
[05:42:16.400] ミラーハウスカットしてある。
[05:42:18.120] はあ。ゴミ動画や。
[05:42:22.440] ダブル
[05:42:23.240] 何カットしとんねんボケ。
[05:42:24.840] 笑笑1
[05:42:25.680] 番やろが。え、それ
[05:42:27.360] RTA
[05:42:27.798] って言いませんよね。編集入れてたら
[05:42:29.520] RTAじゃないっすよね。それ
[05:42:32.478] RTA
[05:42:32.958] って言わないっすよね。編集入れてたら
[05:42:36.920] 頼みのつ途切れる。
[05:42:38.958] 終わったわ。
[05:42:54.920] ここが1番奥の階段ってこれ。
[05:42:59.040] これしかなくね
[05:43:09.240] 。
[05:43:33.520] URL省略YouTubeコムは土地
[05:43:36.878] VXO7
[05:43:38.558] エップゴースはマップ付きグマみさんってなんか聞いたことあるな。
[05:44:14.160] ニコニコの人やな。
[05:44:15.478] あ、ニコニコの人なのか。やってるんだ、このゲーム。
[05:44:18.878] 部屋がすごい。
[05:44:20.000] 部屋すごいね。部屋すごいな。これな、何なんだこれ?うわあ。でもしかも俺、俺と同じとこにいる。ちょうど。
[05:44:41.520] なんかこの画角憧れるよな。
[05:44:46.120] 俺もなんか画角変えようかな。配信のこの
[05:44:48.440] さ、ちょっと引きの画角でバッ部を全体
[05:44:51.400] 映すのよな。やりたいな。ま、やれやろう
[05:44:54.200] と思えばできるんだろうけど。
[05:44:59.320] で、もうマップ見ていい?もう
[05:45:01.558] 限界ダブルとか書いてる。笑。
[05:45:04.360] え、そのマップまだ行ってないよね、まだね。ミラーハウスのとこに行きたい。あ、ミラーハウスやってるわ。ミラーハウスやってんなあ。
[05:45:42.400] だって。おい、見てみろよ。おい、こうなるって。俺もこうなるって。こうなるよ。分かるわかる。いや、こうなるもん。笑。
[05:45:51.680] 53348
[05:45:53.920] あたりですね。マップが提供されたの。
[05:45:56.760] こうなるって。
[05:45:57.400] 笑笑
[05:45:58.520] 笑笑。
[05:45:59.000] いや、マジでなる。いや、分かるわ。いや、俺もそうなるもんだって。
[05:46:02.280] マジでなるよ、これ本当に。え、何分だっ
[05:46:06.320] て?5分335
[05:46:10.600] 時間。5時間33分。こっから1時間半
[05:46:14.600] 以上やってるんだ。
[05:46:36.520] ちょっと待って。5時間33分
[05:46:40.718] 48秒。
[05:46:43.400] おお、
[05:46:47.280] ずる。これ何これ?絶対これあれでしょ?
[05:46:50.400] 雑誌の切り抜きでしょ?さっきしたやつ
[05:46:53.958] なっちゃる後半で1番めんどくさいと思わ
[05:46:55.760] れるこのマジカルハウスのマップだ。ここ
[05:46:57.520] は総鏡の、えー、遊園地にあるマジック
[05:47:01.440] ハウスとか呼ばれてる建物なのだ。へえ、
[05:47:03.558] こんなん
[05:47:06.160] や、めんどくさい。
[05:47:10.080] もうこれだけさ、これだけに
[05:47:12.680] 見ながら行きたいっすね。これだけに
[05:47:15.558] 見ながら行きたいの。ちょっと待って。
[05:47:17.600] 後半だって良かったやん。あった後なんや
[05:47:21.400] 。嬉しい。ちょっと待ってね。
[05:47:23.798] 当時のムスックスファンという雑誌からの切り取りみたいですね。
[05:47:27.718] ああ、MSX
[05:47:28.440] ファンのさっきなんか言ってたな。もコラが言ってたやってた。
[05:47:31.680] 90年何月後みたいな。そんなんさ、
[05:47:35.080] 90
[05:47:35.440] 年何月後に乗ってるぞって言われてもさ。言われてもさ、これ見ながらやる。ま、ちょ、みんなには見えないんだけど。ごめんね。みんなには見えないんだけど。
[05:47:54.760] ただこれがすっげえ見づらいんだけど。
[05:48:00.958] SDスナッチャーの後半で1番めんど
[05:48:02.478] くさいとばれるマジカルハウス。えー、
[05:48:06.120] なん
[05:48:07.718] 階段以外のものは全く見えない。しかも
[05:48:09.440] 通路までのなんとか反射で見えなくなっ
[05:48:11.600] てるんで厄介だ。え、通路を見つけるには
[05:48:13.798] 鏡に移った自分を見てればいいのか。
[05:48:16.558] 着ぐるみを着きなっちゃーが追いかけて
[05:48:18.120] くる。ゆっくり通路を多分してる時間が
[05:48:19.958] ない。
[05:48:21.000] 着ぐるみを着たスナッチャーが追いかけてくる。いや、そんなことないよ。
[05:48:23.760] 1回も追いかけてこなかった。えっと、
[05:48:28.638] 1回が多分ここなんだよね。
[05:48:32.718] パンダおったな。
[05:48:35.400] あいつと追っかけてきてんの。
[05:48:37.200] URL省略。
[05:48:41.160] えー、どこにあったの?これねえ。モースなんだが。マジで。
[05:48:49.680] いやいやいや見つけてきた。これどこにあったん?これ
[05:48:54.320] ネ
[05:48:55.680] メモスすぎる。これどこにあったの?これ
[05:48:59.400] いいね。ジェミニに聞いた。きちゃー。
[05:49:02.840] え?ジェミニにジェミニに聞いたらあったの?いや、助かる。マジで。えっと、
[05:49:16.840] 時代はい。
[05:49:18.558] 次回はAIやな。
[05:49:24.600] これやみ
[05:49:27.440] これや。いやあ、これは
[05:49:33.120] えっとだからごめんね。ちょっとみんなは
[05:49:35.200] みんなもしよかったら見ながら
[05:49:39.958] でが見えた。すごすぎる。で、俺どこに
[05:49:44.120] いんねんみたいな?
[05:49:56.280] ああ、分かった。ここね。はいはいはい
[05:49:58.200] はいはい。で、ここでここね。ああ、
[05:50:01.120] 分かった。見える、見える、見える。
[05:50:02.520] うわあ。
[05:50:05.680] いや、助かる。マジでありがとう。
[05:50:10.200] いやいやいや。
[05:50:14.200] これがなきゃ無理やで。ぶっちゃけこんな
[05:50:16.920] ん。
[05:50:28.638] うわ、ここや。
[05:50:31.520] え?あ、下か。なるほど。んで、ああ、
[05:50:36.120] 左右を、左右をあれだ。左右を囲まれた
[05:50:39.840] 場所だ。
[05:50:40.840] 左右をあれに囲まれてる。落年穴に囲まれた場所だ。うわ、助かった。マジで
[05:50:57.280] これは来たで。
[05:50:58.558] あ、あれ?え?あ、何これ?戦うんかい?え、そしてなんやねん。なんやねん。そんね、これ。
[05:51:06.400] え、戦うんかい?
[05:51:10.120] だ、誰?チラ丸来た。
[05:51:14.878] あ、チャラ丸ってチャラ丸ってあれやったんやな。チャラ丸ってスナッチだったんか。ま、通りで。うん。通りで確かに今思えばいいや、やっと進んだ。マジで。
[05:51:34.760] してるサイト初めて見た。アメリカのスナッチファンはすごいな。
[05:51:39.080] これアメリカのサイトなの?これ。いや、このサイトマジであのあれと似たあれを感じるね。あのラストハルマゲドンのあの個人ブログみたいな。助かった。マジで。ここにもなんか俺お礼したいな。ストルマゲドンのさ、最終女ョンもう同じぐらい難しくてさ。
[05:52:03.160] 攻略サイト見たんだよ。
[05:52:06.680] アメリカの方
[05:52:07.558] やっぱだからこれさ、昔の
[05:52:09.400] RPGってのはそうなんだよな。昔の
[05:52:12.958] RPG
[05:52:13.600] ってやっぱこう難しいよね。これ攻略なきゃ無理やろっていうレベルのやってくんのやっぱ
[05:52:22.440] ラストハげダブルなんかや。
[05:52:24.718] ラスハゲのさ、ラスダンもやばいんだよ。こんな無理やでっていう。めっちゃうま。
[05:52:38.120] よしよしよしよしよしよし。
[05:52:41.600] マブルもやって。
[05:52:43.000] マブルやれよ。うん。え、これもえ、あ、敵なの?うわ、だる。なんやねん。な、なんなのこのなんでそんなメルヘンな感じなんだよ。
[05:52:58.878] 絶対いいや。
[05:53:01.000] いや、でもあのゲーム面白いよ。隠せ。
[05:53:03.878] あのゲーム面白いよ。ラスマは普通に面白い。ウォーリー
[05:53:08.600] ウォーリー。
[05:53:15.840] PC
[05:53:16.320] エンジンだからマーブルできねえのか。だポリメが変えって
[05:53:20.000] PCエンジンできるから
[05:53:25.638] なんかグロイエの厚具やんね。
[05:53:27.478] そうそうそう。
[05:53:28.120] モンスターが主人公のやつ。死ぬ。
[05:53:35.080] サターンじゃなかったっけ?
[05:53:36.760] いや、あれはあのPCエンジン。PC
[05:53:40.200] エンジン。CD
[05:53:40.760] ロムロム。確かにあれはね、ブグム神。
[05:53:47.920] BGM神。ロムロムな。
[05:53:51.200] PCエンジン。CDロムロム。
[05:53:57.000] もうしんどるやろ、それ。もう
[05:54:04.478] いや、生きとんのかい?それ
[05:54:10.360] どこが生きてんねん。
[05:54:28.760] いや、マジでこのアメリカのこのサイト神
[05:54:31.440] やわ。
[05:54:46.760] どうなんだろう。でもこれなんかラスダな
[05:54:48.638] のかな?どういう位置なんだろうね。
[05:54:51.760] なのかな?なんかもうクリアじゃない?
[05:54:56.080] 最悪。うわあ、
[05:55:02.320] もういって。もうだるいわ、もう。
[05:55:10.000] はあ。もうやだ、マジでこれ。
[05:55:15.360] うわ、また最初から。
[05:55:17.440] しかも全ての敵のステータスと弱点までもらしてる。なんて執だこのサイト。
[05:55:25.600] 俺どっから来た?しかも
[05:55:39.520] SD
[05:55:39.878] スナッチャーってあれだからね。海外は発売されてないからね。それなのに相当だよね。
[05:55:46.400] 日本語の日本語のやつやったってことでしょ。
[05:55:52.400] えぐ、
[05:55:53.000] えぐいよね。
[05:55:58.200] すげえや。
[05:55:59.840] めちゃめちゃ執深いんだな、マジでな。よしよしよし。これ敵復活しなくていいからね、マジで。あ、下か。
[05:56:17.320] いや、敵復活してる。だる。お前マジいって。いや、だるいって。お前マジでなんやねんお前。今戦うけど。
[05:56:28.400] らしてくれてありがとう。
[05:56:29.798] いや、マジでパーミえ
[05:56:40.360] ですね。
[05:56:41.080] ランディアメリカ人説出た。
[05:56:42.760] を作ってますが、それより前に日本語のまま情報をまとめてますね。この人
[05:56:49.680] 翻訳があるんだ。へえ。うわあ、このサイトすごいね。
[05:57:12.000] ランディって本名説。
[05:57:16.160] もしかしたらランディって本名だったんだ。
[05:57:18.478] 別のゲームも無理やりパッチ作って日本語版を英語に
[05:57:22.200] ああ、まあ中にはあるよね。逆にあのアメリカ版のゲームを日本語のパッチするやつもあるしね。あのメタルギアの海外続編のさ、海外限定の続編のファミコンのやつがあるんだよ。
[05:57:35.240] スネークスリベンジっていうゲームがあんだけど、それの日本語パッチとかあるじゃない?日本語化パッチ。それ持ってるからやりてえんだよな。パッチ当てて日本語でやりたいんだよ。
[05:57:49.680] そういう意味では吸い出せるゲームは楽なんだろうね。
[05:57:52.760] うん。
[05:58:01.638] あ、これ1回戦闘挟むと俺がどこにいるの
[05:58:03.878] かマジでわかんなくなる。どこにいるんだ
[05:58:06.478] ?俺下に降りてきたとこだよな。多分な。
[05:58:20.040] で、ここ穴に落ち、穴に落ちるから上に
[05:58:22.000] 行く。
[05:58:28.920] ジグザグ折りして。えー、穴見えないよ。もうマジだり。本当に
[05:58:40.200] また笑。
[05:58:41.680] ほんまにだるいんだけど。ただる。なんかそのただイライラさせるだけの仕組みやめよう。
[05:58:50.478] たださ、お手を患らわせるためだけのなんかダンジョンの作り方良くないわ。良くないわ。
[05:59:02.558] 行かない。
[05:59:03.680] ただ人をイライラさせるためだけのうん。いくないでも好きなの。
[05:59:22.760] まあ、好きだからやってんねんけど。ま、
[05:59:25.760] でもデトロゲーム好きなんやけど。文句
[05:59:29.320] 言っちゃうけどレトロゲーム好きなんや
[05:59:31.200] けど。
[05:59:43.718] あれ?間違った。道間違った。あ、道
[05:59:46.558] 間違ってる。こっちじゃない。
[05:59:53.000] 愛の力すごいわ。
[05:59:56.760] 愛とか言いながら文句ばっか言ってっけどな。ここやねん。問題は全ての人々にラブを。
[06:00:17.840] 笑。
[06:00:20.520] 愛の力とか言ってるけど。マジしんどい。長いね。ほんま長い。
[06:01:08.440] 大
[06:01:13.920] ライブなんでライブ多いの?ああ、
[06:01:25.120] ライフ、
[06:01:26.240] ライフね。もうこれもうほぼ死んでるやろ。
[06:01:41.280] ライフの方が安いまで。それはそれで面白そうだったよね。
[06:01:48.638] 懐かしい。面白くないわ。懐かしい。
[06:01:54.558] 駅前に
[06:01:56.840] ピーコックがあるのですが、
[06:02:01.240] 外園西通りを通った先の俺もどこにいるん
[06:02:05.680] だ?ライフに行きます。ライフの方が安い
[06:02:11.320] ので
[06:02:15.040] 地面早くシーズン2やってほしいよな。
[06:02:17.400] ピコック潰れてはになったくね。
[06:02:29.000] やだやだやだやだやだやだ。ライフは相材が多いよ。
[06:02:44.680] 731オムぐ。731オムぐ。731
[06:02:48.958] をぐれも言いましょうか。
[06:03:23.080] え、なんすか?
[06:03:34.120] ちょっと待って。
[06:03:35.080] でも好きなの?
[06:03:39.080] 覚えた。もうこれ第1、第1
[06:03:41.080] フラの道覚えた。
[06:03:45.798] お前マジだ。お前だるいんだよ。マジで逃げる。相手してられ。
[06:03:52.958] そんなん聞きたない。
[06:03:54.200] だるいねん。
[06:04:00.680] こんばんは。お年と穴地獄は心が砕けるパックだげ。
[06:04:05.840] ノードマんこんばんは。ちょっと待って。道間違えんなよ。道間違えんなよ。
[06:04:13.240] ここやんな。ここやんな。ねえ、ここ見えねえ。落ち穴あんのマジゴミなんだけど。マジであそこわからん。
[06:04:26.920] そんなん
[06:04:27.958] もうほんま思んないって。このダンジョンマジで手抜き。いや、手混んでるか。手混んでるのかな?わかんね。
[06:04:45.000] ただめんどくさくすんのやめろや。
[06:05:07.638] 次落ちたらタバコ吸いに行くね。
[06:05:11.558] 次落ちたらタバコ吸いに行きます。
[06:05:18.120] わざとあります。
[06:05:20.478] あんなにやる前は笑顔では見せてたのに。
[06:05:25.000] もうただただしんどいだけや、これ。
[06:05:41.958] こ落年穴あるから気をつけろよ。お年穴
[06:05:45.040] あるからな。
[06:05:48.240] ちょ、マジで。ちょっと待って。わかん
[06:05:50.080] ねえんだよね。これ俺今どこにいるんだ、
[06:05:51.798] これ?
[06:05:54.120] そこ。
[06:05:57.760] これも早い。
[06:06:01.600] どこにいるの?これ。
[06:06:10.120] あ、来た、来た、来た。
[06:06:11.760] なった。
[06:06:13.760] 来た、来た、来た、来た、来た、来た。ちょっと待って。ねえ、これ落ちてよかったの?あ、よくねえよ。
[06:06:31.638] ふざけんなよ、これ。も、くったばれ、マジで。はい、タコしてきます。さよなら。
[06:06:37.680] 笑笑。やに茶まどブーちゃん。
[06:06:45.280] 笑笑。
[06:06:46.440] ちゃまどブーちゃん。
[06:06:54.120] 心折れた。笑。
[06:07:41.920] カ無量とも言いましょうか。
[06:07:46.280] 高き
[06:08:20.840] もう読むの疲れた。
[06:09:19.360] さあ、ああ、もうやるぞ。
[06:09:26.280] 邪魔ゲームよ。永遠に
[06:09:29.000] 素ナッチャームスックスに素スナトチェア。
[06:09:33.440] うえ、何それ?何そのぐちゃぐちゃ。よいしょ。
[06:09:46.638] さ、やるかのやりますかの。
[06:09:57.320] 悲しい。お知らせしていい?俺
[06:09:59.360] 20代じゃなくて。
[06:10:00.558] うい。仲間じゃん。お疲れ。俺のためだもんな。もうおっさんやで。これな。
[06:10:07.440] 誕生日おめでとう。
[06:10:10.520] そうか。今日誕生日なの?おめでとう。
[06:10:21.878] 初になっちまった。
[06:10:25.400] え、30って初老なの?え、
[06:10:28.600] 30
[06:10:29.080] って初老なんすか?もう俺そんなことないと思ったんだけど。いや、しかも戻りづれえ。なんだここ?何ここ?戻れねえじゃねえかよ。
[06:10:41.718] 40ぐらいからじゃなかった?
[06:10:44.638] え、何?ここ戻れなくない?なんやねんお前。なんやねんお前。
[06:11:03.638] 30
[06:11:03.798] 台になると30
[06:11:04.958] 代はまだまだ動けたよなって思うように。
[06:11:07.798] マジで。
[06:11:15.160] もう心構前しとかないといなった時のショックがでかい。
[06:11:21.040] 逃げろや。
[06:11:25.478] このだと次はロガやで。
[06:11:28.520] う、俺目だけはいいんだよな。目だけはいいんだよね。
[06:11:40.360] 倒すや。
[06:11:40.920] 目が良いとすぐロ来る。
[06:11:42.558] え、何それ?何それ?そんなずるくない?そんなんずるくない?
[06:11:49.760] 私乱子に禁止あるんですが。
[06:11:52.840] なんで目がいいとすぐロ眼来るんだよ。それ目がいい。何それ?
[06:11:58.040] 悪くてよかった。
[06:11:59.798] それはあれだろ。目、目がいいからロ眼画になった時の楽さがすごいだけど、目悪いやつはそんなだ気づかねえんだよな。
[06:12:08.638] ロンって目のピンと調整がおかしなのが原因だから。
[06:12:13.280] 目悪くても老眼なの。うるさい。
[06:12:23.760] 余裕ない。目かけてあるから。
[06:12:29.280] 余裕ない。余裕ないよ。もう俺今心に余裕ないから。うるさい。コメントに対してもうるさいだから。
[06:12:37.040] うざいわ。俺はまだ違うって。荒がい続けるよ。こ
[06:12:48.080] 老眼にはならんよ、俺は。目いか。
[06:12:52.638] 2
[06:12:52.760] 度と老眼の話やめてよ。遠くのものも見えなくて近も見えんかったらもう。
[06:13:00.958] 確かに確かに遠くも近くも見えなくなったらもうそれはもう見えてないよ。
[06:13:11.600] 中距離がまだ残ってる。
[06:13:15.760] 中距離も普通に目が悪くて見えない。どこ行きゃいいんですか?これ分かりませんよ。
[06:13:22.680] この左にある階段じゃね?次のルート。
[06:13:25.958] 中距離も見えねえんだよ。笑笑。
[06:13:28.878] これ。
[06:13:37.240] ああ
[06:13:38.840] 、あってたんか。我たんか。ほんまや。
[06:13:43.040] 合た。もう
[06:13:47.600] メガに虫メガついてる。もう
[06:13:50.000] クリアすればよくない、これ。もう
[06:13:51.600] いもが代わりにやればいいじゃん、これ。
[06:13:55.200] いもがやれよ、これ。
[06:13:56.320] もうやりたいなら貸すけど
[06:14:01.478] 9万からわな。
[06:14:03.080] うん。いや、ただで揚げはしないけどクリアもないこというな。結婚です。
[06:14:08.840] 結構なんですナっちゃん好きや?すナっちゃんおもろかったやろか。すナっちゃんおもろかったやろ。好きやろすなっちゃんやれよ。これ
[06:14:24.160] スナッチャーはね。
[06:14:26.478] SDSになっちゃうわ。別すか?
[06:14:29.558] デスクトップみたいな機能使って代わりにやるみたいなの楽しそう。
[06:14:33.718] いや、でもリモートデスクトップすばこれ実気やからね。パソコンであの動かしてるわけじゃねえからな。
[06:15:01.080] なんかにゃん医者が遠隔でロボ動かすみたいな。
[06:15:05.558] なんかその内し教みたいななんかあの腹、腹の中に入れてやるやつみたいな。
[06:15:16.478] くそがこれ。
[06:15:22.920] いや、今は早くあれだよ。あのなんだっけ
[06:15:26.160] ?あの
[06:15:28.360] ポリポリスノーツやれよ。ポリポリス
[06:15:29.440] ノーツ。ポリポリスノーツやった感想が
[06:15:32.638] 聞きたい。早くやっぱ自分が好きなゲーム
[06:15:35.440] を人がやってその感想を聞くのはもう最高
[06:15:38.400] やからな。メガやる。あ、メダルいいっす
[06:15:41.920] ね。おもろくない?メタルギアもメタル
[06:15:45.360] ギアソリッド面白くない?ワンが一番好き
[06:15:47.760] やわ。メタルギアソリッド1が一番面白い
[06:15:49.558] と思う。
[06:16:05.600] 危ない。死ぬなよ。俺これ死んだらマジで
[06:16:08.520] もうやめるから。
[06:16:26.200] やめてよ。
[06:16:47.558] もうちできないね。こうなったらもう運できないからこいつ。
[06:17:02.200] 原作だとうんこらしい。
[06:17:04.320] あ、うんこか。うんちじゃなくてうんこなんや。もうこできないね。なんか知らんかった。もうこできないね。あれめっちゃ怖。
[06:17:17.360] 警察。
[06:17:18.240] あれめっちゃ怖いよね。うんこ警察や。俺が今どこにいるのかが分かりません。俺今どこにいるんだ?これ
[06:17:27.160] 読んでみたい。
[06:17:29.958] クズのなんちゃらだっけ?
[06:17:35.840] あ、来た。ああ、来たよ、みんな。ああ、
[06:17:39.520] 嬉しい。嬉しいから1回セーブ。
[06:17:44.760] いや、嬉しい。マジで嬉しい。よかった。
[06:17:48.200] もうほんま勘弁してくださいよ。
[06:17:52.558] パチパチグーグ
[06:17:54.680] いや、長かった。マジで2時間ぐらい
[06:17:56.638] かかったんじゃない?マジで2時間。マジ
[06:17:59.878] しんどかった。ここほんまに。
[06:18:05.120] いや、しんどいって。
[06:18:08.878] いや、きつかった。ここ
[06:18:12.840] 心俺かけたね。すいません。文句ばっか
[06:18:14.920] 言っちゃって。うん。いや、でも言うって
[06:18:18.120] 。これは
[06:18:23.280] 良かった。
[06:18:25.840] うわ、もうや、もうやだな。
[06:18:29.200] 休む暇なし。
[06:18:34.280] うわ、またこっからダンジョンなんす。こっからダンジョン。
[06:18:40.200] え、これクリアじゃなくてこっから
[06:18:42.520] ダンジョンなの?
[06:19:05.280] 弾足りるんか、これ
[06:19:17.400] いや、そうな顔。笑
[06:19:19.958] いや、またこっから敵うじゃうじゃいるのかなと思ったらさ。しいい。うまいね。もうレベルも上がりづらくなってきたわ。
[06:19:36.240] また殺さすね。は邪魔だりえん。狭い通路にぎっちり詰まってんのやめてください。
[06:20:08.638] 最後までチョコたっぷり。
[06:20:16.798] いや、なんかこれもうラスダであってほしいな。強いなあ。やめろや。
[06:20:37.760] ラスダの雰囲気じゃない気がする。
[06:20:39.840] ええ、これラスダンやろ。もう、もうラスダンだよ、これ。いや、もうこれラスダンってことにしましょう。
[06:20:55.760] もうだいぶストですよ、これ。もう、ま、多分このサイトを、この攻略サイトを見たら分かるんだろうけどれ、そこはさすがに見ません。さっきのダンジョンだけね、見るのはさすがにそれ以上は
[06:21:15.638] ポケモンで言うと7
[06:21:16.840] つ目のバッジ暗らいそう。
[06:21:18.440] え、
