[00:00:55.520] おはちゃまちゃまドンちゃに
[01:49:33.159] ひどい荒れるようです。一体誰が
[01:49:35.239] スナッチャーだ。奴らは何かを探してるん
[01:49:37.320] だ。
[01:49:40.480] めちゃめちゃに荒らされています。神曲。
[01:49:44.320] ドゥルルル。
[01:49:50.199] トゥルルル。
[01:49:55.239] 俺たちの探してるものと同じかもしれない
[01:49:56.880] 。
[01:49:58.800] 完全にアウトです。ギムスンが残しておい
[01:50:00.440] たディスクを見ておいて良かったですね。
[01:50:02.440] 奴らがデータを隠そうとディスクから読め
[01:50:05.080] ませんが私のメモリーに対記録されてます
[01:50:07.199] から大丈夫です。
[01:50:10.199] 鋭い爪のようなもので引き裂かれています
[01:50:12.000] 。奴らはあの病院の場所がどこかバレるの
[01:50:14.599] 恐れているんだ。その手掛かりを
[01:50:16.400] カトリーヌは見つけたんですね。おそらく
[01:50:18.440] な。
[01:50:21.000] カトリーヌが心配だ。呼んでみよう。
[01:50:25.199] 返事がありません。やはりなんかあったん
[01:50:26.599] でしょうか。やばいな。カトリーヌ大丈夫
[01:50:29.480] かな?
[01:50:34.800] でん。
[01:50:43.760] 死んでない。死んでない。まだわかんない
[01:50:45.679] けど。最後のPC68だったの。貴重な
[01:50:49.280] ハードだ。貴重なハードだったんです。
[01:50:55.159] た、これPC98のこと言ってんだよね。
[01:50:57.119] 多分ね。PC98のこと言ってるんだろう
[01:50:59.480] けど
[01:51:03.480] 確かに今からしたらPC98なんて
[01:51:06.000] めっちゃレアだけどな。
[01:51:09.800] 貴重なハードだけど
[01:51:13.199] いないっすね。ちょっと戻ってみる。
[01:51:21.079] 私の他には誰もいません。どこ行ったん
[01:51:22.719] でしょう?
[01:51:24.599] テレビや情報端末がついたまんまです。
[01:51:28.920] 電気も付けっぱなしのままです。カには
[01:51:30.679] どうしたんでしょう?
[01:51:32.960] モニターが熱を持っています。付けっ
[01:51:34.400] ぱなしなんでしょう。
[01:51:37.199] あ、あれ何?何?窓だと思ってたらこんな
[01:51:42.960] とこに棚がありました。どうして気づか
[01:51:44.520] なかったんでしょうか?
[01:51:47.880] 棚?棚の上に家の模型があります。なんだ
[01:51:51.840] 家の模型って?オルゴールになってますが
[01:51:55.079] 中には何も入っていません。
[01:51:58.320] え、
[01:52:02.440] もっと調べた方がいいんじゃん。ギブスン
[01:52:04.880] の家の完全なミニチュアです。キャスト性
[01:52:06.800] ですがよくできています。ギブスンの家の
[01:52:09.480] 模型があるとは知らなかったな。中に何か
[01:52:11.760] 入ってたようですね。この身内は操作に
[01:52:14.079] 何か関係があるかもしれない。ジャンは家
[01:52:16.719] を探せと書いていましたから。このことか
[01:52:19.079] もしれん。とりあえずもカトリヌを探そう
[01:52:20.719] 。
[01:52:24.159] 家を探せってそういうことだったんだな。
[01:52:26.599] 家を探せっていうのはこれ家の模型のこと
[01:52:28.599] 言たのかな?
[01:52:42.320] 裏庭出てみるか。
[01:52:46.400] 裏庭です。おや、アリスがいないな。アリ
[01:52:48.840] スってあの犬かさん犬。アリスも行方不明
[01:52:51.840] ですか?
[01:52:54.800] 地面になんか首輪が落ちてる。ゲーミング
[01:52:58.719] 首はゲーミング首はな、
[01:53:03.199] 俺このゲーム初めてであのやった時同じ
[01:53:07.040] こと言ったと思うんだよ。こんな
[01:53:08.719] ゲーミング首はゲーミング首は犬
[01:53:11.560] がかわいそうでしょうがねえやってなんか
[01:53:13.800] 1周目言った気がするんだけど俺近所を
[01:53:16.679] 最近散歩するようになってさ夜るんだよな
[01:53:19.520] マジでポメラニアンによゲーミング首は
[01:53:22.480] つけてるじじいるんだよなあれよ眩しく
[01:53:25.239] てかわいそうでよ
[01:53:31.480] つけたマグネットリン
[01:53:32.639] しかもじじ
[01:53:33.599] しかもじじじじポメ
[01:53:35.920] よ
[01:53:37.520] ポメ
[01:53:39.400] ポメにつけられてポメあの毛が長いから
[01:53:41.840] なんか毛の内側から光ってたわ。
[01:53:44.920] 時期を利用して自分寸から出ないようにしてる首はへえ。誰もいないようですね。何かいるような気配をするんだが。気のせいか。怖いな。
[01:53:58.239] 疲れないようにかな。
[01:53:59.679] まあ、多分そういうのもあるのかもな。見えないもんね。確かにちっちゃいなんかね。夜中歩か歩いても見えないもんな。アリスはドーベルマンだ。簡単にやられるような動物じゃない。相手が人間であればの話です。
[01:54:19.040] いる気配はありません。意外と人っこい犬
[01:54:21.119] ですからいれば出てくるはずです。
[01:54:24.280] アリスどこ行ってたんだ?出てこい。うん
[01:54:27.040] 。なんか出てこないね。
[01:54:34.800] うーん。
[01:54:37.560] やっぱ出てこないね。
[01:54:43.719] もう全部調べたかな?
[01:54:50.960] 人間ならとかくアリスがここから所斎を
[01:54:52.960] 通らずに外に出ることはまず考えられない
[01:54:54.639] 。なるほどな。
[01:55:02.520] 一旦セーブしとこう。
[01:55:11.880] やっぱりやっぱり曲がよ、曲が良いんですよね。サントラ欲しいな。え、でももう何もないよ。
[01:55:29.360] レコード買おう。
[01:55:30.480] いや、レコード持ってるんですよ。このあのスナッチャーレコード出てるんで持ってるんですけど、それがね違うんすよ。
[01:55:38.000] Pエンジン版の曲じゃないんですよ。
[01:55:41.360] 収録されてんのが
[01:55:42.960] PC
[01:55:43.280] エンジン版って海外で発売されてないんで、あの、どうしてもね、あのね、
[01:55:48.760] それは惜しいな。
[01:55:50.480] あの、プレステ版とかこれ以降の曲になっちゃってなんか違う。なんちげなんだよね。なんちげなんよ。あ、は、アクション。ギリアン、そのくしゃみは?おっと、スノーすぎか。
[01:56:10.520] くしゃみが出るところにスナッチャーあり
[01:56:13.280] いるな。待ってください。この辺の空気を
[01:56:16.119] 分析してみます。
[01:56:19.760] 分析終われました。極く微妙ですが素過ぎ
[01:56:22.320] 反応があります。ここにスナッチャーが来
[01:56:24.520] たことは間違いないですね。通信に障害は
[01:56:27.400] それは大丈夫です。通信障害を起こす濃度
[01:56:29.400] ではありません。
[01:56:32.199] なんだと?
[01:56:43.520] いや、もう出てこないやんな。もう
[01:56:56.480] えっともうちょっと模型調べる。何もない
[01:56:59.760] か。
[01:57:06.880] ここちょっとね、多分結構しつこく調べ
[01:57:09.159] ないと進まないと思うんだよね。
[01:57:26.079] 反応があります
[01:57:27.880] 。外からです。
[01:57:30.599] あ、ああ。
[01:57:38.639] ズタじタに引き裂かれています。ません。
[01:57:42.280] スナちゃんの仕業でしょうか。
[01:57:43.840] これは
[01:57:44.480] いことをしやがる。
[01:57:46.320] すごいっすね。
[01:57:48.119] カトリヌはどこに
[01:57:49.119] かい。
[01:57:49.480] この現場処理はジャンクに任せるとして私たちはカトリーヌを探しましょう。
[01:57:53.960] この部屋の嵐をからしてまだスナッチは探し物を手に入れてはいないようだな。
[01:57:58.920] ということはカトリーヌはまだ無事ということですね。
[01:58:02.599] カトリーヌが捕まっていればこれだけかき回す必要はない。
[01:58:05.960] なるほど。カトリーヌがそのを持って逃げたと。
[01:58:10.000] そういうことか。メダル
[01:58:12.040] 奴らより先にカトリけた。
[01:58:14.520] とにかくトライサイクルに戻るぞ。
[01:58:17.719] アリス。
[01:58:21.960] いやいやいやと村ってやれよ。と村って
[01:58:25.199] やってくれよ。
[01:58:32.719] じゃ、アリスを探さないいけないやんな。
[01:58:34.960] アリスじゃないや。カトリーヌを探さない
[01:58:36.639] いかんねんな。カトリーヌを探さなきゃ
[01:58:39.440] いけないわけ。
[01:58:42.599] ちなみにさっきのシーンもめっちゃ黒いん
[01:58:45.360] でプレステ版とかだとモザイクがかかって
[01:58:47.840] て何のこちゃわかんなくなってんだよね。
[01:59:02.760] 規制って本当クソだよな。
[01:59:04.639] マジでそう思うわ。だからあのそれもあって鹿島監督自身もスナッチャーは色々出てるけど
[01:59:11.280] PC
[01:59:11.679] エンジン版までしかやらないでくれってさ。そのそれ以降は自分関わってないし勝手に作ってるしブめっちゃいいでしょ。
[01:59:21.159] PCエンジン版まだ自分が監修してるし
[01:59:23.560] 規制もかかってないからここまでしか
[01:59:26.440] ツナッチャーじゃない。よし、ハカ渡って
[01:59:30.040] みよう。メタル彼女を見逃すなよ。カトリ
[01:59:33.480] のを見逃すもんですか?
[01:59:36.199] だめだ。全く見当たらん。いないようです
[01:59:38.040] ね。
[01:59:42.280] だめだ。全く見当たらない。いないよう
[01:59:44.280] ですね。
[01:59:46.119] 手して探そう。俺はこっちだ。では私は
[01:59:49.320] こっちを探します。
[01:59:51.920] いたか?ダめです。見つかりません。
[01:59:55.280] よし、半掛けわ、当たってみよう。
[01:59:59.719] このなんかカトリーヌ探すシーンも
[02:00:01.800] ちょっとなんか好きなんだよね。この
[02:00:03.639] BGMになんか合ってていいよね。みこう
[02:00:07.000] 手当たり次第探しててさ、見つからないの
[02:00:09.119] がなんか映画っぽいというか。
[02:00:12.719] ジャンカー本部に行ってみる。
[02:00:40.239] カトリンヌ取れて。取れてないんすよ。
[02:00:43.360] カトリーヌ
[02:00:45.159] アリスが残されてカトリーヌが行目不明な
[02:00:47.520] んだ。みかどうしたらいい?片ミを探して
[02:00:50.079] 。探してって言ってたがどこにいるのか
[02:00:52.520] なっていう
[02:00:54.840] どこにいるのかっていうのを意見聞きたい
[02:00:57.280] んだけど
[02:00:59.920] 彼女知り合いもつけないだろうしどこに
[02:01:01.480] いるんでしょう。
[02:01:09.679] うーん。
[02:01:14.000] ま、この本部には来てないよな。ミカが見
[02:01:15.880] てないんだから。本部には来てないと。
[02:01:18.560] ま、これ、ま、これ多分あの、ま、ここに
[02:01:21.360] いるんですけど
[02:01:23.520] 早くカトリヌを探し立てください。家に
[02:01:25.119] 帰るの。そ、いやいやいやいや。フラグ
[02:01:26.679] 立ってない。
[02:01:29.199] フラグが立ってない。これギリアンの家に
[02:01:31.639] いるんですけども、どうやってこれフラグ
[02:01:33.639] 立てるんでしたっけ?
[02:01:36.079] フラグの立て方忘れた。
[02:01:45.239] なんかまだ調べなきゃいけないとこあった
[02:01:46.560] んだっけ?
[02:02:06.440] そか調べるとかこういうのでもあれかこう
[02:02:09.639] いう風に
[02:02:12.520] これも探してることになるんだなはいよ
[02:02:15.119] ですね。他を探しましょう。
[02:02:24.040] いや、いないよ。いないよ。
[02:02:32.119] いないやん。
[02:02:37.679] あ、あれはカドレのがいたか。いえ、
[02:02:39.920] 人違いでした。なんや。
[02:02:47.079] うーん。
[02:02:51.360] まあこん
[02:02:53.360] ここにはカトリーヌは来てないようだ。他
[02:02:54.960] を探そう。他を探すてないだろう。
[02:03:00.400] これでオレンジ行けんのか?一旦家に帰っ
[02:03:02.920] てみよう。そうですね。近場を探してみる
[02:03:05.040] のもいいかもしれません。オッケー。
[02:03:31.880] ギリ、あなたのマンションの前です。
[02:03:37.119] ん?
[02:03:38.800] あれ?俺の部屋に明りがついてる。変だな
[02:03:43.280] 。確か決して出たはずなんだが。
[02:03:46.159] まさかあなたの部屋まですなっちゃうが?
[02:03:49.520] やしか?家には証拠置いてないはずだ。
[02:03:54.400] やしかなあ。間違えた。警備システムをなっています。特に異常はありません。同体先をギリアンの部屋には限定はできません。世界センサーのなどだ。
[02:04:13.400] うん。
[02:04:18.599] 部屋の前行こうや。部屋の前もう行こうや
[02:04:21.480] 。
[02:04:24.400] 行けない。
[02:04:26.880] 扉メダル。こっから俺の部屋の扉を調べて
[02:04:29.960] みてくれ。マンションのセキュリティに
[02:04:31.840] 侵入します。
[02:04:34.920] 扉はか、影はかかってません。なんだって
[02:04:37.159] 間違いなく鍵はかけたんだが。
[02:04:47.800] ユリアの今です。
[02:04:48.520] 何か音がします。
[02:04:50.040] 今度は俺にも聞こえる。
[02:04:52.119] の誰かいますよ。
[02:04:54.280] よし、メタル玄関の鍵を閉めるぞ。これで逃げらればいい。
[02:05:23.920] 音は浴室の方から聞こえてきます。この音は浴室の方からですん。
[02:05:32.800] なんか似ようなスナッチャーですか?
[02:05:35.239] わからん。どっかで嗅いた匂いだ。
[02:05:38.440] くんくん。やっぱりなんか匂う。何かいるぞ。浴室に入る。あらん。むっとするな。部屋の温度が高い。
[02:05:51.880] くる。
[02:05:55.000] 何か落ちてますね。おや。床に何か落ちています。に
[02:05:59.760] ちゃにちゃ。
[02:06:03.239] なんか落ちてるね。にちゃ
[02:06:09.679] 邪魔ゲームお疲れ。
[02:06:10.920] あ、くらさんこんばんは。くらさんこんばんは。つナっちゃんやってるよ。これはスキャンティブブラジャー。え、下着ですよ。それも女性物の
[02:06:24.320] パンツかぶってるみたいでしょ。何回も言われた。
[02:06:27.880] くんかくんか
[02:06:28.920] くんかくんかもらっておこうかな。局調に言いつきますよ。操作のためにも下着を取らねばならん。調べればならん。下着を取ってくれ。仕方ありません。でもちゃんと返すんですよ。取るんかい?取るんかい?自分の服も取っとく。服を抜いてどうするつもりですか?この下着を身につけるんだよ。冗談でしょ。
[02:06:51.360] ああ、
[02:06:56.280] 匂いかぐってなんだよ。マジで変態なんだ
[02:07:00.679] よな。マジで変態なんだよな。
[02:07:04.760] 匂い嗅ぐか。でも一応匂い嗅いとか
[02:07:06.559] なあかんよな。男なら。よし、嗅いで
[02:07:10.679] みよう。くんくん。うーん。いい匂いだ。
[02:07:13.760] この匂いなら
[02:07:15.320] 紳士だろな。そういう趣味があったんです
[02:07:17.440] か。誰にも言うなよ。こら違うって。この
[02:07:19.920] 匂いはもしかしてどうしたんです?そうだ
[02:07:21.960] 。この匂いだ。
[02:07:25.400] やっぱりメタル分かったぞ。この匂いだ。
[02:07:28.920] くんくん。汗臭いな。
[02:07:36.159] シルクの下着です。もち主はかなり服に気
[02:07:38.800] を使ってる人物と想像できます。下着は女
[02:07:41.719] の最終武器ですから。
[02:07:45.520] ウーム。可愛い下着だな。
[02:07:49.079] シャワーブーツに何かいます。もう、もう
[02:07:51.159] 、もう何かいるとか、もうそういうそう
[02:07:54.199] いう話じゃないよね。
[02:07:58.000] サーモセンターで見ると熱を帯びています
[02:07:59.719] ね。え、ネットが使用されてると思います
[02:08:02.040] 。
[02:08:04.159] ブース開けるか。ではブラインドガラスに
[02:08:07.440] 電圧をかけます。いいですか?よし、いい
[02:08:10.440] ぞ
[02:08:12.239] と。
[02:08:12.679] の前にポケットにしまった下にはちゃんと元のところへ返してください。あ
[02:08:18.639] あ、分かった。返せばいいだろ。返せば。
[02:08:22.719] ではブラインドを開けます。
[02:08:26.559] あら、エッジ。
[02:08:33.079] 早く出て。
[02:08:35.079] 俺の顔とかぶってんじゃねか。
[02:08:38.480] 俺の顔と完全に被ぶってたな、今。
[02:08:42.360] 笑笑。
[02:08:45.800] 自ですよ。
[02:08:47.679] こいつ。お前も鼻の下長くしてたじゃないか。
[02:08:51.920] 残念でした。私には鼻の下はありません。
[02:08:55.119] ヘリクスの多いロボットだ。
[02:08:59.119] カトリーヌが出てきました。
[02:09:02.280] あら、なんかやったらエッチなんだから。
[02:09:06.880] なんか魅惑のドットが
[02:09:09.119] あれは
[02:09:10.000] 男らしくないですよ。
[02:09:11.760] なんかポっちがありますな。
[02:09:14.079] まあ、カトリヌが無事でよかった。
[02:09:16.880] 私怖くて。それでギリアンの住所を調べて勝手に入っちゃったの。ごめんなさい。驚いた。
[02:09:24.880] ブ
[02:09:25.360] 驚いたって驚いたさ。
[02:09:27.320] ごめんなさい。
[02:09:28.360] これは操作対象だな。
[02:09:30.679] けどどうやって
[02:09:31.679] よしメダギがあれをジの娘
[02:09:34.920] あれを証拠品としてろし前
[02:09:38.159] なるほど
[02:09:38.719] 笑笑
[02:09:39.559] センサーに引っかからだ
[02:09:42.719] 分析に回せ
[02:09:45.480] 大胆ヘリ屈あららだ
[02:09:49.320] 大胆ヘリ屈びっくり変態だすげえな
[02:09:53.599] あや
[02:09:57.199] 匂いよ大
[02:09:59.639] ヘリ屈びっくり変態だ。
[02:10:04.400] 見ます。
[02:10:10.119] 1人の目には毒だ。イリアンってそんなに
[02:10:13.840] 見ないで。
[02:10:20.920] 色っぽいな。
[02:10:25.719] ちょっとタオルを調べさせてくれないか。
[02:10:28.199] 顔もよし。
[02:10:29.840] もうそんなことばかり言って私の裸が見たいんでしょ。分かってんじゃねえかよ。
[02:10:36.679] 今んとこさかもしれん。
[02:10:39.679] めっじゃあ俺も一っプ浴びようかな。メタルギアトミガルバタを取ってくれ。フルネームで呼んでもダめです。フルネームで呼んでもダめ。
[02:10:51.880] なぜ私がそんなことしなければいけないん
[02:10:53.679] ですか?2人とも何言ってるの?
[02:11:08.159] 話しますか?あ、そういえばアリス死んだ
[02:11:10.760] んだ。こんな、こんななんか浮かれてる
[02:11:13.840] けど。そいやアリス死んだんだわ。
[02:11:16.320] 俺なんかアモスの時みたいに嘘つけねえから大丈夫かな?ドラクエ
[02:11:20.199] 6
[02:11:20.480] のアモスみていこいつなんかいなくなんない?大丈夫?なんかアリスなんか死んだよつって。なんか本当のこと全部言っちゃうから。アモス仲間になんなかったけど俺。ドラクン
[02:11:31.079] 6の時。
[02:11:31.760] アモスの悲劇内臓飛び出してたよ。
[02:11:36.599] 飲んでりすぎる。嘘つけれねえんだよな。
[02:11:39.360] これアボスの時みたいになっちゃうから
[02:11:41.880] 大丈夫かな?ああ、なんか腹なんか
[02:11:44.559] ぐっちゃぐちゃになって内臓飛び出せて
[02:11:46.079] 死んだよって。
[02:11:49.800] え、私シャワー浴びたから暑いの。この
[02:11:51.639] ままでいいでしょ。お前もなんかちょっと
[02:11:54.119] エッジやん。俺の服ならあるけど。え、
[02:11:57.199] もう少ししたら。いや、そのままでいいん
[02:11:59.679] だよ。
[02:12:02.719] 実はアリスのことなのか。やべ、言いそう
[02:12:04.880] 。アリスがどうかした。アリスがギリアン
[02:12:08.679] 止められた。止められたメタルに。ああ、
[02:12:12.280] どうしたの?いや、また後で話すよ。変な
[02:12:16.119] 人。
[02:12:18.960] 電話の件だけど詳しく教えてくれないか?
[02:12:21.360] そうだわ。留を整理してたら、あ、岩を
[02:12:23.880] 整理してたら家の模型の中からこんなもの
[02:12:26.199] が出てきたの。
[02:12:28.880] そういえば今の棚の上に義ブのミニチュア
[02:12:31.599] がありましたよね。お、
[02:12:35.000] ホスピタルリスト。これは病院リスト。
[02:12:39.360] それも闇ルートの病院リストのようです。
[02:12:42.960] 病院名、委長名、住所分野が書かれてい
[02:12:45.440] ます。そうするとこん中にスナッチャー
[02:12:47.679] たちの病院があるというわけか。ギブスン
[02:12:50.199] の見つけた病院がギブスンのメモにあった
[02:12:52.679] 家を探せというのはこのことも意味して
[02:12:54.480] わけですね。できすぎだな。このリストお
[02:12:58.320] 役に立つかしら。でもリストは
[02:13:00.280] 30003000件は超えます。ローラー
[02:13:02.360] 作戦は不可能です。何か手がかりがないと
[02:13:04.360] 。あの、リトルジョンのメモリーに残って
[02:13:06.840] いた映像が鍵だと思うんだが。ギリアンが
[02:13:09.880] 病院名を打ち込んでくれるんでしたら私が
[02:13:11.800] リストを検索します。え、
[02:13:19.800] 年齢かりはいくつだったっけ?このあ、
[02:13:22.960] やばい。あ、嘘、嘘、嘘。あの
[02:13:26.040] Twitchが認識したら俺がbanさ
[02:13:27.639] れる可能性があるから年の話はやめてくれ
[02:13:30.239] 。Twitchが認識しちまう。
[02:13:34.480] いや、こは20十歳以上です。21
[02:13:37.320] 歳です、彼女は。うん。彼女は
[02:13:39.000] 21歳です。その病院リストをいいかな。
[02:13:50.800] どう見ても21。
[02:13:52.280] どう見ても21歳だよな。
[02:13:53.639] いいもんな。
[02:13:54.320] ああ、ありえない。ありえない。これは孤動なわけがないね。え、それではギリやん。こん中からスナッチの病院を探し出しましょう。
[02:14:00.800] こん中にあるリトルジョンのメモリーに
[02:14:02.520] あった。この中にあのリトルジョンの
[02:14:04.280] メモリーにあった病院がイビリアン、それ
[02:14:06.960] らしい病院名を行ってみてください。あの
[02:14:08.880] ネオンサインから思いつくような名前よ。
[02:14:11.400] サイン社サインはオリーンだったな。それ
[02:14:14.040] では調べる病院名を悲入力してください。
[02:14:17.920] これなオリーンオリーン病院なんじゃない
[02:14:20.840] の?まずはな
[02:14:28.320] オリン病院でな。そのまんま読んだら
[02:14:32.559] オリーンですね。探してみます。
[02:14:39.639] ないんだよ。素直に読むとそう読めるん
[02:14:42.520] ですが。そういえば昔こんなうんかったな
[02:14:45.199] 。オリーン。オリーン。オリーン。それは
[02:14:49.320] ジョリーンでしょ。わかんないな、これも
[02:14:51.159] 。これもちょっとネタが古すぎてわかん
[02:14:54.280] ないんだよな。そうだったか。違うよう
[02:14:57.159] ですね。やはり違う名前でしょう。あの
[02:14:59.559] メモリーの映像よく思い出してください。
[02:15:04.440] オリーンというネオンから考えられる名前
[02:15:06.360] 。そのサインには間違いなくその病院の
[02:15:09.040] ものなんでしょう。オリーンという資格
[02:15:11.719] 情報はほぼ間違いない。
[02:15:15.239] オリーンが基本ね。読み方の問題なの
[02:15:17.360] かしら。いやあ、読みつでもパートンのど
[02:15:22.239] ドリーパートンの元ネタなの。
[02:15:26.199] オリーン
[02:15:28.320] 映像の乱れじゃないんだからオリンって
[02:15:30.760] いうネオは事実よね。
[02:15:39.280] オレンとかな。なんか俺もこれ1周目やっ
[02:15:42.040] た時全然わかんなくてさ。
[02:15:46.800] オリーンだ。オレオレーンとかなんか色々
[02:15:50.040] 色々やった気がするわ。
[02:15:56.960] 1発で分かった。
[02:15:58.880] 嘘。ここ1
[02:16:00.440] 発で行けた。すごいね。俺普通にわかんなかった。ここあれ。
[02:16:14.400] これってさ
[02:16:16.679] 以外に金トって出ないんだっけ?
[02:16:20.239] 例でもなんか適当に
[02:16:30.679] なんかこれやればなんかね、ヒントが色々
[02:16:32.880] もらえたりするんだよね。
[02:16:35.319] せっかくなんで全パターン見とこうい。あ
[02:16:37.679] 、これ答え分かってるけど。もしかしたら
[02:16:40.880] Nの続きがあるかもしれません。オリーン
[02:16:43.359] なんとかオリーナとかオリーノとか
[02:16:52.040] いろんなあの
[02:16:56.000] ヒントが出るからそれも面白いから
[02:16:57.679] ちょっと見てこう
[02:17:02.160] そういえばアルタミラのパチンコ屋の
[02:17:04.000] ネオンガが壊れて危ない文字になってまし
[02:17:06.599] たよね。
[02:17:08.559] これもヒントなんだよね。
[02:17:09.760] まさかのこれが、まさかのこのなんでもないと思ってたパチンコのパが消えてる。これがあのヒントになってるんだな。もうこれも答えちゃうか。他にもヒントって出んのかな?
[02:17:23.559] 笑。
[02:17:25.639] 要はこのオリン病院のオリン病院っていうこのネオンのどっかが消えてるんですよね。そうよ。ネオンが壊れてるのよ。どっかの一部か消えてるんだわ。
[02:17:40.319] もしネオン会が切れてるんなら
[02:17:41.719] アルファベットも変わるな。オリーンと
[02:17:44.040] いう文字も怪しくなりますね。オリンに何
[02:17:47.439] 本か加えて考えてみたらどう?リ行った。
[02:17:50.599] リ行った。
[02:17:57.280] これまだ間違えたらまだヒント出るのかな
[02:17:59.319] ?まだヒント出るのかな?
[02:18:14.000] ああ、だめだ。出ないわ。ま、これ答えは
[02:18:17.679] 、ま、
[02:18:19.760] あの、Oのところのネオン感が壊れてて
[02:18:23.719] 本当はこれ9なんすよ。だからこれ
[02:18:26.519] クイーンになるんだな。クイーン病院に
[02:18:29.599] なります。
[02:18:36.519] クイーン病院で、あのジャンのポケット
[02:18:40.479] から出てきたあのチェスのコマ、あれも
[02:18:43.200] クイーンなんだよな。それもヒントになっ
[02:18:45.200] てんだよ。なんて周りくどい、
[02:18:49.280] なんて周りくどいヒントの残し方なんだよ
[02:18:51.479] 。もう書いといてくれよ。なんかになんで
[02:18:55.040] そんなことするんだ。いちいち
[02:19:07.960] あ、そしたらあれか。Lも本当はUって
[02:19:10.000] ことだよな。本当はLもき、L
[02:19:12.840] のこの縦文字もあの、あのなくなってるってことだよね。俺それバカだから最初わかんなくつ。あの、クレーンって最初売ったからね。
[02:19:20.240] 1
[02:19:20.399] 周目の時急に気づいたことが嬉しすぎて。
[02:19:24.439] 笑。
[02:19:25.280] キが急に気づいたことが俺は嬉しすぎてあ、分かったとかつってクレーン病院だと違いますってた。あ、クイーンか。そうか。
[02:19:40.280] やっぱりネオンが壊れてたんだ。クイーンがオリーンに見えたんだ。チェスの駒はそれが言いたかったんだな。その病院の住所は
[02:19:53.880] CX地区PHC77です。委長は鎮
[02:20:01.680] 新法か。おそらくこいつもすナっちゃん。いよいよ敵の本拠地だな。
[02:20:13.960] イリアン気をつけてね。
[02:20:16.160] カトリーヌ、もう君は安全だ。奴らに狙われる心配はないだろう。
[02:20:21.120] 念のために神戸ポリスに護衛させます。ギリア、私さっきのこと全然怒ってないから。
[02:20:29.200] ガトリーナ、俺たちのことなら大丈夫だ。無茶はしないさ。
[02:20:33.720] もう私誰も失いたくないもん。
[02:20:38.520] 横顔のカトリーヌめっちゃ
[02:20:40.080] 病院へ
[02:20:41.080] めっちゃしゃくれてるよな。ということでクイーン病院行きますか。ではクイーン病院へ向かいます。いや、いいね。やっぱおもろいなあ。やっぱチャーはねもろいよ。
[02:21:07.840] おもろいね。いや、こういうところもさ、あの
[02:21:12.680] RPG
[02:21:13.359] でどうな、どんな風になってんのかとか楽しみだよな。
[02:21:16.680] RPG、あの、この後SD
[02:21:18.280] スナッチャーだ。どういう風になってんだろうっていう
[02:21:20.359] 気になる。
[02:21:21.040] 気になるよね。こういう謎、同じ謎解きするのかなねえ。楽しみだよね。ここがクイーン病院です。
[02:21:32.960] あ、あのネオンサインリトルジョンの
[02:21:35.200] メモリーに残ってたのと同じだ。
[02:21:39.200] 中入れんの?その前にドアのロックの形式
[02:21:41.960] を調べないと対は
[02:21:49.680] これは近くで見てもオリーに見えますよ。
[02:21:53.240] あ、本当だ。わ、すげえ。この
[02:21:55.359] アニメーションでちゃんとちゃんとネオン
[02:21:57.560] がついたりつかなかったりしてる。細かい
[02:22:00.359] ね。
[02:22:02.240] 人の潜入感が真実を負けてしまうことも
[02:22:04.600] あるんですね。
[02:22:06.600] 細かいよね。延中上の建物です。全盛期末
[02:22:11.040] に良行したものですね。入り口の扉は正面
[02:22:13.760] だけのようです。
[02:22:17.680] ロックされてますが、この程度なら私も
[02:22:19.560] 開けられます。警備装置は引っかかるなよ
[02:22:22.000] 。
[02:22:36.960] ロック解除しました。では扉を開けます。
[02:22:44.880] 病院内に入りました。暗いな。
[02:22:49.640] もう奴らが潜んでる可能性があるからな。
[02:22:51.399] もうな、この辺からな。え、受付のブース
[02:22:54.399] に中央が中央にあります。それから奥に扉
[02:22:56.520] が3つある。はい。
[02:23:00.399] ずっとこの状態のまま放置されてるよう
[02:23:02.040] です。休業中ならどうして表のネ王がつい
[02:23:04.720] てる?球場を通じするとホームレスや
[02:23:07.000] いろんな連中が中に入ってくるから
[02:23:08.359] でしょう。なるほどな。
[02:23:12.000] 埃りが溜まってますね。ここ何ヶ月機能し
[02:23:14.319] てないようです。おや、何かのスイッチが
[02:23:16.200] ありますよ。
[02:23:19.920] これを見てください。オープンザドアツ3
[02:23:22.880] と書かれています。え、奥の扉を開ける
[02:23:25.600] ボタンでしょう。このブースから
[02:23:26.760] コントロールするのだと思います。うん。
[02:23:29.279] うん。
[02:23:32.520] おお。電気は通ってんだな。入ってみる。
[02:23:41.560] 1号室に入りました。うわ、明らかに
[02:23:43.840] なんか
[02:23:46.040] ちょっと明らかだね、これ。明らかに明だ
[02:23:48.359] ね、これね。
[02:23:51.080] 手術隊があります。どうやらここは手術室
[02:23:53.120] か診察室のようですね。
[02:23:57.520] オペオの様々な照明器具やカメラが並んで
[02:23:59.680] います。うん。
[02:24:02.040] オペをサポートしたために医療用VRを
[02:24:04.279] 投映するモニター
[02:24:07.680] シートも埃りが被ぶってる。埃りが被ぶっ
[02:24:09.680] てるってことはでもな、
[02:24:13.479] 埃りの水跡状態から、えー、動かしたよう
[02:24:16.200] な先はありません。うん。
[02:24:21.479] なんだこのあんまり意味ある?この見渡
[02:24:24.479] すって。そんなに見渡してるわけでもない
[02:24:27.319] し。
