[00:00:31.199] おしゃ、毒。
[02:37:27.439] かかったとかどうでもいいねんな。
[02:37:29.920] やっぱりうん。どうでもいい。どうでもいいのよ。すいませんね、こんな配信者で。すいません。マーブルが優しいからな。
[02:37:43.920] だからあんだけ人集めれるんだよ。やっぱそのゲーム見ないでやっぱお話に来る人もいるからさ。お話メインで来る人もいるじゃん。ま、俺もさ、ゲームやりながらみんなと話してのが楽しいんだけど。
[02:37:55.920] そうだね。
[02:37:56.960] 楽しいな。楽しいんだけどさ、やっぱま、あるからな。あれがな。て、でもこうやって言うと
[02:38:02.960] ちなみにこれはまんです。本人にもそれ今か言た
[02:38:08.160] まだマムはだからあいつはすごいよ。あいつはすごいよ。
[02:38:12.880] マムはもうやばいよ、あいつは。だってあの
[02:38:16.680] 言えるならいいねん。まあ、
[02:38:18.000] ま、そう、ま、言えるならいいね。そうなんだよ。言えるから言うけどマムはすごいよ。
[02:38:24.000] ボテあいつなんか
[02:38:26.359] TwitchbanされてTwitch
[02:38:28.680] banされてTwitchのコメントどこ
[02:38:31.359] でもできなくなった時にあのなんて言うの
[02:38:34.880] ?あの
[02:38:38.040] ハリボテの配信でコメントしたすぎて
[02:38:41.000] ハリボテのあのDisccordサーバー
[02:38:44.040] でを1人でコメント欄みたいにして使って
[02:38:46.359] たのよ。
[02:38:47.600] あれだからあいつがコメントするたびに通知全部来て、もうクソイライラしてさすがに俺あの全部通知切ったもんね。
[02:38:53.800] 笑笑
[02:38:55.000] あれはあれはさすがにちゃだってさ、それはさすがにどうなのよ?って思った。でもそういう人もなんかなか中にはいるからやっぱ全員のコメントをちゃんと優しくね返してあげたい気持ちは分かるんだけどでも俺には無理。俺には無理。ごめん。
[02:39:17.000] しかもあの激しいコメント頻度のままな。笑
[02:39:20.479] そうごめんな。ごめん。ほんまごめん。みんなだ。これをこれを聞いて俺のこのスタンスを聞いたら多分ただかな。あの
[02:39:28.359] Twitch
[02:39:28.760] パートマナーでもないお前が何を襟り好みしとんねんって言われるのも分かる。分かる。ほ、ゴミだと思う。クズだと思う。俺ごときみたいな配信者がそのリスナー様のねコメントをねに対して文句言ってる。それもう間違ってるよ。間違ってるの分かった上ででもごめん。でも間違っててもいい。
[02:39:46.840] クズでもいい。ゴミの配信者でもいい。でも無理。無理だもんは無理。
[02:39:56.800] ちゃ君が楽しくできるのが
[02:39:58.640] 1番。
[02:39:58.920] こうやって言ってるとチまさんの配信ではコメントしづらいって思われちゃうん。そんなことないよ。別にそんなコメントしづらくないね。コメントしづらくないよ。
[02:40:10.040] 別読まないのは嫌だから読まないんじゃなくて、ま、やだから読まないのもあるけど、やだから読まないのも全然あるけど、それよりも一生飛び降り自殺未してるのっぽに悲しく天才るんかい?
[02:40:24.479] あるあるある。全然あるよ。
[02:40:26.040] 笑笑
[02:40:26.840] 全然あるでしょ。いや、これあれだからこのノポ、あのあと
[02:40:30.920] 30
[02:40:31.200] 分やるからな、これ。あれ、俺エアームとこんばんはって言った。挨拶すら抜けてるから人といてよかったね。
[02:40:39.240] 言ってない。
[02:40:40.279] 言ってないか。エアムこんばんは。ちゃん別だ。しかも別にこれだってさ、エアームとこんばんはって言ったっけって言ったって別にさ、別に嫌だから言ってないわけじゃないもんね。
[02:40:50.520] ね。嫌だから言ってないわけじゃないの。ただに気づいたら言うし。ただ本当気づけないもんがあるのよ。
[02:40:56.680] 普通に話してるし
[02:40:58.279] ね。そうそうそうそう。だからやでもやっぱ挨拶抜けてんのはちょっと悪いなって思うからやっぱ忘れてるなって思ったら言うし。
[02:41:07.160] 前はな、なんかあったもんな、俺。イベントでさ、めっちゃイベントでやっぱイベント開いたら、ま、ど説
[02:41:12.800] 100
[02:41:13.040] ぐらい行ったのよ。当時ね、ネットのイベントなんだけどでさ、すっごいわーってさ、イベントの説明してて、で、結構その時なんか音が止まったりして、なんかすごいとらぶって焦ってたのよ。
[02:41:24.920] でもなんか俺は配信しなきゃ
[02:41:27.920] 配信しなきゃいけなくて配信でやりながら裏であのなんつうのあのルとかがさ音出ないの頑張ってやっててくれててでも俺は裏も見ながらそれもしながら配信の説明もしながらでそこで
[02:41:40.080] 100ビ投げてくれた人がいたのよ。
[02:41:42.040] 100
[02:41:42.279] ビ投げてくれた人たのでも俺それ気づかなくてリアルにもう焦っちゃってで気づかなかったらもう
[02:41:48.520] Twitterで100
[02:41:50.080] ビット投げたのに無視されたんでもうあの人の配信には行きませんって言われた。
[02:41:55.080] いや、ごめんて、それは。やが、ごめんて、それはだって、それだって、それはさ、
[02:42:03.080] 笑笑
[02:42:04.160] めっちゃ焦ってるのわからんかいな。めっちゃ焦ってたやん。うわ、音出ない。やばい、やばいってなってんのにさ。ごめんて。それはそんなこと言われんだったらビッツ投げんで。俺そこまでしてビッツくれなんて言ってないから。ま、言ってるけど。
[02:42:19.760] マが悪いね。攻めて。
[02:42:21.240] マグが悪い。うん。俺が悪い。
[02:42:23.479] 俺が悪い。や、あのタイミングだったら線投げられて俺わかんなかったよ。だってわかんないよ。だってその金額の大きさで通知が大きくなるわけじゃないもん。それ本当にわかんなかったんだから。
[02:42:33.720] 100
[02:42:33.880] ビです。100
[02:42:34.600] ビだから読まなかったとかじゃないんだよ。
[02:42:38.120] うんうん。それは彼氏君が悪いね。ジャ
[02:42:42.520] 笑笑。それを分かってくれない人もいるんですわな。ま、しょうがないよね。しょうがないよね。俺が読み込ばしちゃったんだもん。
[02:42:51.920] 1万でも気づかんよ、あんなん。
[02:42:53.880] いや、気づかないよ。だってそれさ、なんかそのめちゃめちゃ大げさななんかね、なんかそのなんつうの、あの通知がなるんだったらそれで気づくかもしんないけどさ。
[02:43:07.359] と100どっち優先的によ。
[02:43:09.120] 優先。それは線読むでしょ。それワルメじゃあ
[02:43:15.479] 気持ちいいよ。気づいた時にお猫と裏で大爆笑した覚えある。
[02:43:20.160] 笑笑。例なんて多いほど良いんだから。ほ、
[02:43:24.120] それそれ同時に1000と100が来たら
[02:43:26.359] 1000
[02:43:26.600] から読むよ。それクズです。ごめんなさい。本当に。
[02:43:38.760] あの前にハリボテのイベントでドラクエ2
[02:43:42.920] のレイドリレイした時にさ、ドラクエ2の
[02:43:45.760] レイドリレイした時にさ、あの
[02:43:49.640] 俺アンカーでさ、でめっちゃ頑張って
[02:43:52.000] クリアしたんよ。そん時もうめちゃめちゃ
[02:43:54.760] 盛り上がってさ、もうめっちゃビッツとか
[02:43:57.120] もらえたのにさ
[02:43:58.520] いや全然デラコム君お疲れ。全然行けない
[02:44:00.680] よ。全然からここで今30分以上お金を
[02:44:04.120] 貯めてる。
[02:44:04.800] 頭で考えるものと心で考えるものがあるから心が離れたらいなくなっちゃうからね。
[02:44:10.720] そうね。なくなっちゃうだろうね。ま、でも俺はもうしょうがないと思ってるよ。配信で来る来ない来なくなっちゃったらそれまでだよ。別にもうしょうがねえよ。そんなもうネットの出会いなんだから俺止めることできないもんだって。それうん。だからみんなも飽きたら別に来なくていいと思うよ。そのなんか義でギリでなんかあのこいつ配信してっから行ってやんないとな。ま、どうやって言っても来てくれるの嬉しいけど。
[02:44:33.399] 分かった。
[02:44:34.120] うん。いや、ま、そうだと思うよ。マジでそうだと思う。ま、来ないと来ないで俺はもう文句言うけどね。
[02:44:39.120] 分かった。
[02:44:40.439] うん。そんくらいの付き合いいんだって。だから別にそんな俺もなんかま、でもでもでもやっぱりつも来てくれる人が来なくなったら寂しいよ。そりゃ寂しい。それは寂しい。でもしょうがないよね。
[02:44:54.840] 飽きたら来なくていいよ。だが俺は飽きさせねえぜってね。笑笑
[02:45:01.560] いや、まあ、そのつもりだけどな。
[02:45:03.880] そのつもりだけだから言ってんじゃん。俺みたいな面白い配信者見れていいなって。ちアげに裏切られたら家に毎月松葉送り付ける。実際飽きねえんだよな。なんだろうね、この気持ち
[02:45:23.439] やめよう。なんか気持ち悪くなってきたな。なんかな、なんか肝なってきたな。なんか、なんか、なんか、なんかちょっと空気感気持ち悪くなってきた。
[02:45:31.840] なんかその
[02:45:32.840] ほんま
[02:45:33.560] 俺を俺をさをなんかきた
[02:45:36.920] 俺なんかこれ大第
[02:45:39.359] 3
[02:45:39.560] 者というかが見たらだいぶこの配信キモいよな。なんか
[02:45:43.920] 痒い
[02:45:44.720] 痒いよね。
[02:45:45.520] を崇めよ。
[02:45:47.240] ごめん。あともここにいたいよ。これはコメントしづらい。
[02:45:52.920] これは新規の人から見たらだいぶキモいよね。
[02:45:58.680] 画力上がったら茶まげそう受け書いてあげるね。傷のなめ合い。傷のなめ合いですわね。でもやっぱもう何年も来てくれてる人もいるやん。やっぱそういう人はありがたいよな。本当にもうさ、そういう人はもう俺の俺のがどういう配信者か分かってるからさ。
[02:46:27.040] てかこれこんなに溜まんの遅かったっけ?もっと効率のいいためあるかな?ないよね。
[02:46:41.960] たまにあるこんな話の時にリアできると嬉しい。ほんでも急にったり来なくなることあるし。怖いよ。い
[02:46:48.880] や、そうよ。
[02:46:49.600] 笑笑
[02:46:50.200] そうよ。
[02:46:57.120] まあ、別配信なんかさ、なんな、別にこれで食ってことをありがとう。
[02:47:04.439] やめろって。やめてよ。なんか今日なんかムズムズするよ。なんだよこの配信。ベのコメ君長いからな。マジでうちのリスナーで
[02:47:16.160] 1番長いから。
[02:47:18.920] きしいな。ちの流れや。むずむず系配信な。これだけるの?このまま行けば抱だけるんちゃうか。
[02:47:29.520] お目が始めた物語だぞ。
[02:47:34.359] これさすがに1000
[02:47:35.200] 円で止めとくかな。ただこれ金貯めたところでさ、結局なセーブできねえからさ。
[02:47:44.960] これを次に持ち越せるんだったらさ、
[02:47:47.439] 頑張るけどさ。結局これ持ち越せねえから
[02:47:49.880] な。
[02:47:58.640] 500で貯めと打ち止めかな?500で
[02:48:01.080] さすがにさすがに
[02:48:05.760] こいつはもうこれ以上だから育てらんない
[02:48:07.880] から
[02:48:09.520] 500貯めたら行こう。
[02:48:13.920] これやったらもう2時になっちゃうもんな
[02:48:15.399] 。今日2時で終わりね。明日朝早く起き
[02:48:17.680] たいから。
[02:48:19.880] 明日朝早く起きたいから。今日2時で
[02:48:21.399] 終わりな。で、明日は午後ちょっと俺昼
[02:48:25.680] 昼飯っつんとタツンとラーメン食いてくる
[02:48:28.600] から帰ってきたらやるわ。帰らもう夜まで
[02:48:31.800] やる。で、明後日はエバコンに家族で行く
[02:48:35.479] からちょっと早いから。なんで当たれ好き
[02:48:37.720] ?当たる好きだよ。あなたテル好き。
[02:48:42.000] ま、配信やないけどね。
[02:48:44.359] ブーブ
[02:48:45.279] 夕方帰ってきて夜ぐらいからまた長めにもう明日でこれ蹴りつけてえけどな。蹴りつけてえよな。明日でな。いいでしょ。エヴポン。
[02:48:54.880] エポンて
[02:48:56.200] え
[02:48:56.640] ゆタブ
[02:48:57.800] エヴポン。エヴポンじゃなくてエヴコンね。エヴァのコンサート。エヴァの
[02:49:03.000] 305
[02:49:04.000] 周年のオーケストラコンサートがあるんだよ。
[02:49:07.080] ああ、
[02:49:09.160] 高橋洋子本人来るんだぜ。やばくね?本人来て。
[02:49:14.080] えっと、残酷な天使のゼと魂のルランと、え、フライミトザムーン歌ってくれんだよ。やば、楽しみすぎる。しかも
[02:49:24.680] S
[02:49:24.880] 席だから俺らめっちゃ前なの。やばくない?やばくない?
[02:49:28.560] ロンギヌスで見つかれに行くの?
[02:49:30.239] う、そう。ロンギヌスで殺されに行くわ。
[02:49:32.720] 殺されてもいい?
[02:49:33.399] 眠子はほぼアニメじゃん。
[02:49:36.040] 眠こ何?眠子って何?眠子って
[02:49:43.479] 眠こ曲
[02:49:54.520] あ、みんこ
[02:49:57.680] あ、わかんない。知らない。誰それ?ごめん。なんか声優は詳しくないんだ。ごめん。
[02:50:03.720] めっちゃ近くで産んで当たれのコンサートアから来て。
[02:50:07.040] ええ、行きたい。アンダーテールもいいよな。でもアンダーテール好きだけどアンダーテールのファン好きじゃねえんだよな。冗談冗談冗談冗談冗談冗談。書いた人。へえ。
[02:50:28.239] まずい
[02:50:29.000] まずいまずいまずいまずいまずい。
[02:50:34.040] なんかうん。なんかね、なんだも
[02:50:43.359] んて意味おラッド
[02:50:47.520] 呪物呪物でもそれ全部俺も好きなんだよ。
[02:50:52.279] ゼルダまんでも行きすぎたファンってのはいますからね。行きすぎたファン。
[02:51:00.960] 笑笑。
[02:51:02.040] でももしかしたらそのそこん中に茶まげ茶げリスナーってのも入ってるかもしれぞ。他のやつからしたら。すぎ。
[02:51:10.040] ラスアス。この後のシーン考えさせられます。一生考えとけ。一生考えとけよ。
[02:51:18.279] ドキ。
[02:51:21.479] 笑笑。きし笑。
[02:51:24.160] いるんだって。
[02:51:33.319] ああ、もう行こ。さすがにもう行こう。
[02:51:37.359] やっぱこんくらい育てないとさ、こん
[02:51:39.880] くらい育てないと正直ちょっとお話になん
[02:51:41.800] ないよね。
[02:51:49.640] 敵が見えねえ。青くて。やべ、やべ、やべ
[02:51:52.080] 。ちょっと待って。
[02:51:58.040] 危ねえ。
[02:52:03.000] ちょっとま、もう早くも満心してたよ、今
[02:52:05.080] 。
[02:52:13.439] ごめん、ちょっと回復するわ。
[02:52:16.760] 満身
[02:52:18.560] おマシだった今。おマシング。
[02:52:21.279] マンシングチマ。
[02:52:27.040] もうほぼ100消えた。
[02:52:29.359] まあまあまあ大丈夫大丈夫。まだ他で貯めれるから。ボスは難しくないんだよね。ボスじゃないんだよ。道中なんだよ。難しいのはな。
[02:52:47.239] ボスだったら足すだけや。
[02:52:49.439] ゴリ花道
[02:52:51.279] 祭り祭りくじもいます。亡くなったら足すだけや。どっかいい稼ぎ場所ねえかな。まあでもこ始めるんだったらこのステージ
[02:53:07.640] 2からでいいよな。
[02:53:09.319] 汚い大人やで。
[02:53:11.239] 汚い大人やでよ。
[02:53:20.120] ツトンカラーなり金暴露動画で見たこと
[02:53:22.800] ある。なくなったら足すだけ。
[02:53:46.880] あれ?ここどういうダンジョンだったっけ
[02:53:48.399] な?覚えてない。
[02:53:52.000] でーデで。ああ。
[02:53:55.080] はいはいはい。ここね、ここめんどくせえ
[02:53:57.600] な。
[02:54:01.160] できればウィットはずっと木の状態で痛い
[02:54:03.200] んだよね。
[02:54:05.359] こう楽飛んなきゃいけないんだよな。
[02:54:11.560] ちなみにこう10円稼げたりしないの?し
[02:54:13.520] ないか。
[02:54:30.600] ここはもう本当石押してこなきゃいけない
[02:54:32.760] んだけど。あ、てか別に普通にこれで
[02:54:35.080] いけんのか。
[02:54:37.080] ああ、違う。だったらもう最初からあれ
[02:54:38.960] 来ればよかった。
[02:54:42.640] ま、いっか上から行くか。
[02:54:47.880] 上開かないんだっけな?どうだったかな?
[02:54:49.520] 忘れちゃったな。
[02:55:03.359] これ取ってこう。
[02:55:26.359] ここはバックステップでのけ取りで
[02:55:30.439] うまい。やべえ。なんでこんなダメージ
[02:55:32.600] 食ってんだよ。
[02:55:35.840] ちょっとさすがにちょっと満心しすぎでは?金が飛んでく。
[02:55:45.720] 本当だよ。とんでもねえは。おいおい。それはおい、お前それはやめろよ。このしがさ、見えないんだよね。青くて。
[02:56:06.359] よし。
[02:56:54.960] あ、くそ。
[02:57:00.479] オケ。こいつは弱い。こいつは絶対勝てる。ただ稼げなかったなあ。
[02:57:11.160] パチパチ。
[02:57:19.479] まあもうステージ1
[02:57:20.920] はやんないで。こっから稼いで。あ、でもこのここの稼ぎなんかさ、ステージ
[02:57:24.960] 1の方が稼ぎ良かったよな。
[02:57:27.120] 10分ぐらいで1000超えてたもんね。
[02:57:29.600] ステージ1で稼ぐのが1番いいのかな。
[02:57:31.600] やっぱな。あそこめっちゃ稼ぎよかったん
[02:57:33.479] だよな。
[02:57:35.760] ちょうどいいポイントがあったんだよ。
[02:57:39.319] めっちゃ楽に稼げるとこが
[02:57:42.920] これじゃちょっとね。
[02:57:52.399] あ、ここね。
[02:57:54.720] ここを慣れたもんですよ、もう。
[02:58:23.399] ここの40
[02:58:24.160] 円稼げたりさすがにさすがにしないですよね。そうですよね。
[02:58:27.520] エブアコンは東京。
[02:58:29.560] そう、国際フォーラムだっけ?俺さ、コンサートって言ったことないからわかんないんだよね。な、東京国際フォーラム。
[02:58:37.439] お、
[02:58:43.319] 日曜のさ、夜だからさ、もう月曜俺休み取った。月曜休み取ったと
[02:58:48.880] よかったら立って拍手するんだよ。
[02:58:51.080] もうスタンディングオベーションですよ。スタンディングオベーション。
[02:59:00.000] え、何?ドレスコードあんのかな?ドレス
[02:59:02.279] コードあんの?
[02:59:05.160] ドレスコードあんの?
[02:59:09.680] え?スタンディング?おるでしょ。
[02:59:18.200] 超ネ体の方が望ましい。は言ったけどおじ
[02:59:22.160] パンで止められたよ。嘘、
[02:59:25.120] スタンディングマ
[02:59:27.399] いやいやいや大丈夫でしょ、さすがに嘘かな。焦った。スーツで行くとこだった。
[02:59:36.439] 笑笑
[02:59:38.840] 本当行ったことないんだから。
[02:59:47.680] 家族で1
[02:59:48.399] 人だけスーツだったらだいぶ笑うな。
[02:59:55.920] よつにアップされるの楽しみにしてる。
[02:59:59.399] え、アップされるの?あ、俺が、俺がすぐ行きたらってこと?
[03:00:09.279] 違法だろ。笑
[03:00:11.640] あ、俺があげるってこと?さすがにそりゃまずいっすよ。
[03:00:18.680] そしたらさ、あの、そしたら、あの、あれね、あの、画面わざとちっちゃくしてさ、あの、ちょっとこうや、こうやって、あの、こうやって、こうやって謎のポーズしてる俺立てとくね。ちゃゲームっていうあのロゴと一緒にこうやって、
[03:00:32.439] こういう俺立てい。
[03:00:33.399] ダブルダブル
[03:00:36.239] こうやって謎のポーズしてる俺で。時折りなんかお花畑の映像とか混ぜるわ。
[03:00:47.399] 爆音のクソでけえお花畑の映像
[03:00:53.439] 画面反転させてね。
[03:00:57.600] とんでもないタイミングで。
[03:00:59.640] そう、とんでもないタイミングで。やべ。
[03:01:15.640] や、ここやべえんだよ。ここやべえんだよ。ここがさ、もうさっとの状態で来るといや、えぐい、えぐい、えぐい、えぐい、えぐい。それえぐい、えぐい。大学生見たくなっちゃうよ、お前。
[03:01:30.120] えぐいて。笑。
[03:01:31.479] いや、えぐいて。それえぐい。えぐい。それえぐい。えぐい。ちょっと待って。もう待って。これ
[03:01:37.520] えぐのえっちゃん。
[03:01:39.720] いや、もうしどい。ここ。
[03:01:42.840] 笑笑。きしい。
[03:01:46.880] ちゃまの大学時代みたい。こんばんは。お、高卒だつってんだろうが。おい、バ鹿してんのか?高卒だつってんだろうが。りさん、こんばんは。
[03:01:59.800] 存在しない記憶。ビブ。
[03:02:03.720] お、バ鹿にしたな、お前。今な、俺が高卒であることを。
[03:02:07.760] 今からでも
[03:02:09.960] やだ。もういいよ。
[03:02:14.120] そこは大学行って。
[03:02:16.760] いや、行ってないって。
[03:02:38.520] Kサークル入ってたのかな?
[03:02:41.840] いや、どうだろうね。
[03:03:02.239] 下手くそすぎるな。もう疲れちゃって、もうやる気がなくなってきちゃったな。
[03:03:06.279] 北部
[03:03:09.720] 大学生なんてでもみんなそんなもんだろう。サークルなんか入るもんなのわかんないけど。
[03:03:25.760] 入る。
[03:03:26.720] サークル系サンクスになら入る。な
[03:03:29.040] んやねん。なんやねん。そのボケ。サークル系サンクスてねえしな。あるんだっけ?ナッツ。
[03:03:52.000] ファミマになった。ファミマになったよね、全部ね。うぜえ、あいつ。
[03:04:42.279] う、
[03:04:44.080] そのギミック好き。
[03:04:46.840] ペコペコペコ。よしよしよしよし。やっぱ木なんよ。やっぱ木なんよ。もう常に
[03:05:03.080] 2段ジャンプできりいいのにな。
[03:05:10.520] 木なんよ。木は木は全木は全木は全なり
[03:05:24.640] 茶げの木怒哀楽はどんな感じなん?
[03:05:27.479] 今今ア愛今愛です。
[03:05:35.000] えい、無傷、無傷です。はい、無キずです。無キずです。
[03:05:42.640] ぐーぐ。
[03:05:49.640] もうウィット1
[03:05:50.840] 択。もう僕はもうウィット君ウットし。はい。
[03:05:54.359] 1発。
[03:05:57.479] せっかく740円くらいあった金が600
[03:06:00.800] 円に。
[03:06:01.080] いや、もほんでも全然いいんだって。生きてりゃいいんだから。生きてりゃええねん。金なんてまた稼いだらええねん。
[03:06:15.560] 生きてるだけで丸儲けなんよ。しない。
[03:06:24.160] 死ぬこ以外スかり傷。死ぬこ以外り傷。
[03:06:29.200] これ言うやつ一嫌いね、俺。
[03:06:32.680] 申し訳ないけど。
[03:06:42.960] 次の5月で亡くない
[03:06:45.800] てだわ。死ぬほど痛いかすり傷。
[03:06:50.640] うなちゃんも死んで何?3年も経つの
[03:06:59.200] うなちゃん亡くなって3年も経つんだ。
[03:07:04.920] 早いね。
[03:07:12.279] 乗れない。
[03:07:20.000] ちゃまは長息きしてね。
[03:07:24.160] 本当だね。もうちょいと痩せないとな。
[03:07:40.600] もうちょっと痩せないとな。俺ができなかった。結婚してね。
[03:07:54.720] なんでもう諦めてんだよ。お、まだでかもしんねえだろうがよ。まだでかもしんねえだろうが。まだまだこっからだろうが。
[03:08:20.640] 2人がすれば解決。
[03:08:24.479] ああ、そっか。え、ランディじゃ結婚する。
[03:08:28.200] 確かに。
[03:08:29.880] いや、ちた。これだめか。
[03:08:33.200] プロポーズマジか。
[03:08:35.120] お疲れ。
[03:08:41.200] さん、こんばんは。ごいくら詰めばいい?
[03:08:44.439] うわ、うざい。このモアいマジでちょうどいいとこにやがる。よし。
[03:08:55.399] 100
[03:08:57.080] 進んでる、
[03:08:59.800] 進んでるって。あのね、これでもね、もっと先に進んでたんですよ。
[03:09:04.720] もっと先に進んでたんだけど結局先が難すぎて戻ってきた。昔のゲームアイ使いがちじゃない?ほ、いや、コナミなんだよね。コナミ。コナミはモア好きなんだよ。グラディウスとかな。このボスがいっちゃん嫌いから。え、なんでこんなダメージ?待って。なんでこんなダメージ食らってんだ?お、満タしなかった?さっき今俺。
[03:09:34.520] ま、いっか。
[03:09:38.000] あ、もしかしたら俺Fに押してたか。
[03:09:42.359] こいつマジで。
[03:09:45.560] いやあ、相性が悪すぎる。
[03:09:50.600] いや、無理だよこれ。
[03:10:00.080] 下来い。下、下来い。下、下。
[03:10:12.840] やべえな、こいつ。めっちゃ金使っちゃう
[03:10:14.960] んだよな。こいつ金めっちゃ使っちゃうん
[03:10:17.520] だよね、こいつ。マジでまだしょうがない
[03:10:19.640] 。
[03:10:21.359] 怒りのボスはもう金でごリするしかねえん
[03:10:23.840] だよな。やばい。あ、危ねえ。これ穴落ち
[03:10:26.479] たら死ぬぞ。
[03:10:35.000] おしよしよし。う、
[03:10:43.040] 会感
[03:10:44.399] 無いね。やっぱね。やっぱ無いね。
[03:11:21.000] ここのボス強かったんだよね。
[03:11:33.279] 目が
[03:11:40.200] 強いな、これ。
[03:12:16.920] よし、オッケー。ふう。
[03:12:20.000] よしよしよしよし。こいつはうん。もう
[03:12:22.239] パターン分かったからな。ま、ダメージ
[03:12:24.319] 結構食らっちゃったけど。
[03:12:28.080] いやあ、ステージ2クリアすんのも結構
[03:12:30.720] 時間かかるね。
[03:12:39.600] 結局ここなんだよね。
[03:12:43.239] 結局ここっすよね。
[03:12:47.359] 結局ここですよね。
[03:12:50.520] 問題はね、問題は結局ここなんだよ。
[03:12:56.680] おい、早く寝ないとまた睡眠障害になってこんばんは。
[03:13:03.160] 確かにそうなんだけど。プさんこんばんは。プさんの言う通りそうなんだよ。早く寝ないとまたまたあの何も色なんかね色が感じられなくなるんだよな。何をしても面白くない状態になっちゃうんだよ。
[03:13:21.760] あの、はい、もうはい、今日ここまでです。終わり。はい。もうな、
[03:13:30.200] これ俺クリアできんのかよ、これ。もう
[03:13:34.120] 笑笑ビグサッドビグサッドビグサッド。信号なし。逃げ。ねべ、ね。逃げ、もうゲベゲベゲベ。
[03:13:43.479] ゲやだ、やだ。
[03:13:45.479] 逃げ、もうこれ、これクリアできんのか?あ、たきお疲れ。あ、ペットリブお疲り。お疲れ。お疲り。お疲
[03:13:54.720] 俺クリアできんのかな?め
[03:13:58.680] 10倍もしや。
[03:14:00.040] いや、10倍で
[03:14:01.680] ポリメが買いな。
[03:14:02.760] いやあ、高き嘘。そ、え、買った方がいいかな、やっぱり。ポリメが
[03:14:10.520] いつもみたいに途中でやめたらいいじゃんね。
[03:14:13.600] そういうこと言うなよ。そういうこと言うなよ。俺クリアするって決めたんだよ。
[03:14:17.200] 岩転。逃げろ。怖い。海分。
[03:14:22.399] シンプルでいいな、それ。岩コげ。逃げろ。怖い。
[03:14:26.720] ダブル
[03:14:27.439] すごいな。シンプルでよき。
[03:14:29.279] 笑笑。やっぱ金カストさせなあかんか。
[03:14:32.640] いやあ、ちょっとマジで金。いや、でもさっきみたいにさ、ローリングで
[03:14:37.200] 1発で死んじゃったらさ、
[03:14:40.040] ローリングで1
[03:14:40.640] 発で死んじゃう可能性もあるからね。
[03:14:44.800] いや、無じって。これ無じって。
[03:14:51.319] プチで終わるの怖い。
[03:14:53.439] そうなんだよ。あんだけ頑張ってもさ、結局それで死んじゃうんだよね。ああ、ポリメが欲しいな。買おうかな。どうしようかな。いや、買えるよ、全然。全然買えるんだけど。
[03:15:05.880] 見せてくれよ。
[03:15:07.000] 全然買えるんやけどさ。
[03:15:09.120] でもな、全部実機あるってのがなんかネックになってんだ。別に買わなくてもだったらその
[03:15:15.319] 4
[03:15:15.600] 万別のゲームに使いてえなっていう。だったら他の
[03:15:20.920] MSXのソフトすポらしいじゃ。
[03:15:23.720] なんかすげえポリメが出るらしいじゃん。
[03:15:26.279] 4
[03:15:26.560] 万するんだよね。
[03:15:28.720] 4万するんだけど。
[03:15:29.760] 売ればいいじゃん。
[03:15:31.640] 買ったばっかなのに。だからそのだってさ、これポンと遊んでる。
[03:15:37.040] このこのゲームだってめちゃ高いんですよ。その
[03:15:40.560] 4万あったら俺安定派するね。
[03:15:43.680] うん。まあね。まあね。あのいちいち用意しなくていいしね。
[03:15:49.600] あとさ、車ないのとか自殺と一緒。
[03:15:52.040] そう、自殺と一緒。本当それあの
[03:15:54.479] CD
[03:15:54.920] ってもうディスクメディアがどんどんダメになってきてるからね。今のうちに全部データ化して持っておきたいんだよね。確かにね。で、
[03:16:02.160] 1
[03:16:02.319] つのまあそう考えたら買った方がいいよな。
[03:16:06.239] でもなあ、
[03:16:08.680] でもなあ、なんか、ま、言ってもポリメガ
[03:16:12.880] でも買えるんじゃねえかなって思うんだよ
[03:16:14.600] ね。
[03:16:17.359] MSXのもっとコナミのゲームのああんだ
[03:16:20.359] よね。揃えたいなってのもあるんだよね。
[03:16:24.160] そう考えるとさ。そう考えると迷股換機
[03:16:28.359] にくっすん
[03:16:30.680] どっちやねんお前。
[03:16:35.319] どっちの味方やねん。安定するねって言ったり互換気にするって言ったりどっちの味方やねん。まあなでもなメなんか買っちゃったらな大変だよなとかな。
[03:16:48.319] 天使悪魔
[03:16:50.120] モジュールどうせ買わなきゃいけないんでしょ。あれモジュールディスクゲームだけだったらいいらないけど結局
[03:16:55.520] 1
[03:16:55.680] つのはライブラに集約するんだったらさモジュール買ってさ
[03:16:59.120] 結局実機がかけじゃんね。
[03:17:01.439] つの家庭だけど反動体の値段が上がり続けた。そうだよ。そう。いや、マジでそうなの。マジでそうなんだよ。マジでそうなの。ポリメガの今度出るあの新しいやつじゃなくて昔のそのスタンドアローンでゲーム機として使えるやつ。あれも最初はさ、
[03:17:15.319] 5万ぐらいだったんだよね。今8万
[03:17:17.399] の方じゃなくてガチの方買。
[03:17:19.199] いや、うん。リミックスでいい。リミックスでいい。リミックスでいい。あの、まず買えないから、あの、もう在庫なくてあっちはで、しかもあれ
[03:17:25.520] 8
[03:17:25.760] 万ぐらいするし。さすがに買えんわ。さすがに買えない。
[03:17:29.520] 8万はでま、ま、買えと言われるも買う
[03:17:32.040] けどでもまあでもいらないかなそこまでし
[03:17:34.760] て。
[03:17:36.920] ただな配信でさもう昔の実期とかさんだよ
