[00:00:06.319] 最終回来ちゃー。ちゃまぷんちゃにめ。
[01:58:28.440] 神父様は実際に私たちをくれました。
[01:58:30.107] [笑い]
[01:58:34.079] 誰がな
[01:58:37.040] んだろうね。
[01:58:37.520] そうだよね。
[01:58:38.440] だって最後の鍵もらったしね。
[01:58:50.400] 覚えていますか?あの神父様が最初に言ったことな
[01:58:55.280] んだろう。
[01:58:58.079] 新父様は確か
[01:59:00.679] ロンダルキア王と信じていたって
[01:59:02.202] [笑い]
[01:59:06.280] 話していました。
[01:59:07.719] つまりあの神父様はハーゴンを倒してくれる人が現れるのをずっと待ってたということです。
[01:59:17.199] ロンダルキア国民の
[01:59:18.639] 結局どういうこと?
[01:59:21.320] 亡霊というか
[01:59:22.520] はそもそも
[01:59:23.520] ああやっぱそういうことなんだ。
[01:59:24.800] ロンダルキアが滅んだ時に
[01:59:26.760] だからあれはなんかその
[01:59:28.360] に焼けていたのではないでしょう。
[01:59:30.079] 霊コン的な。
[01:59:32.719] 私たちがあったシプス
[01:59:34.440] ああだそういうことだ多分な。
[01:59:35.760] 幻というよりも魂のような存在だったのかもしれません。
[01:59:41.000] そうだな。
[01:59:42.480] そっか。だから僕たちを助けてくれたんだ。
[01:59:47.960] なるほどね。
[01:59:48.480] 私たちに願いを託したんだね。
[01:59:50.880] なほね。
[01:59:56.280] 神父様、シスター様、僕たちハーゴンを倒しましたよ。
[02:00:05.920] ちゃんと報告しておこうって思ってきっと聞こえたよね。
[02:00:10.560] 聞こえた。聞こえた。
[02:00:18.599] え、新父様ドッキリのプラカード持って出てくるんじゃないの?
[02:00:24.040] に呼びかけてるんかこいつ。
[02:00:28.119] 何?え、返事かもしれませんね。
[02:00:35.040] 届いたなら良かったです。
[02:00:36.320] すごいじゃん。
[02:00:41.920] へえ。こんな風なのも追加されてるんやねえ。あ、ちょ待さ、ちょっと待って。最後さ、ちょっと装備変えるわ。
[02:00:54.480] さすがになんか空気思うぜ。さすがにこれで行こうや。最後はな。
[02:00:57.483] [笑い]
[02:01:02.119] 水着か?
[02:01:03.119] いや、もう水着はない。でもさ、これさ、洞窟ね、これルーラいいよな。さすがに洞窟やり直さなくていいよね。いいか
[02:01:12.920] なあ。洞窟やり直さなくていいよね。
[02:01:15.168] [音楽]
[02:01:22.960] ちょっと洞窟だけ飛ばすわ。
[02:01:24.639] で、凱旋しろよ。通常装備もよし。
[02:01:25.649] [音楽]
[02:01:27.679] 通常装備でええねん。あ、じゃ、もうくんのお墓行くべ。もうくのお墓行こうよ。もうくんのお墓さすがにこれは教えてあげないとね。もうくのく
[02:01:43.159] もう忘れてんだみんな。おら、これうんちみたいな。
[02:01:45.299] [笑い]
[02:01:49.800] みんなで作ったも君の方がえー、ここにイベント作ってないの?ここにイベント作ってないの?いや、普通あるでしょ。
[02:02:01.119] 笑笑
[02:02:01.960] あんなに
[02:02:02.520] 笑笑
[02:02:04.000] あんなに引っ張ったのに。
[02:02:06.119] もくんとは
[02:02:07.840] マジで忘れてんじゃん。え、何これ?なん
[02:02:09.719] 発者も忘れてます。
[02:02:10.880] なんか何これいら?なんか知らん。何これ?知らん。
[02:02:13.679] 何これ?え、何?もくんって?嘘やん。
[02:02:18.040] 残念ですが、これが真実です。
[02:02:22.440] みんなで作ったも君のお墓がある。ひど、ひどくない?嘘でしょ?本当に言ってんの?これ?いや、みんなで手合わせるだろ、普通。
[02:02:26.564] [笑い]
[02:02:41.639] もう君、俺たちやったよみたいな。
[02:02:43.320] なんかあった?
[02:02:44.760] え、マジで?
[02:02:51.719] みんなここで片すかし?ちゃんと食らうから。
[02:02:54.320] いや、思うよね。ここはここもないんかい?まあまあこま別ここはなくてもいいか。えー、も、もうよな、
[02:03:06.320] もう。や、あっていいよね、これ。
[02:03:13.000] もう締め切り間近だったんかな。この最後
[02:03:15.280] のイベント作んの。
[02:03:18.520] もうくん
[02:03:20.930] [笑い]
[02:03:22.320] うせやん。
[02:03:28.840] めっちゃでも丸いてるわ、
[02:03:34.480] マジで。もうくの下り合っていい?
[02:03:38.960] びっくりするなあ。
[02:03:46.040] 倒してきたで。倒してきたで。あ、ここはイ。いや、全然こいつよりもくんのが思い出れあるって。カッターあるよね。
[02:03:57.800] あるあるあるある。
[02:04:04.160] [笑い]
[02:04:05.320] そこからちょっと待ってくれ。え、そこから?
[02:04:12.840] 笑笑
[02:04:17.800] そこから
[02:04:18.440] せやん。
[02:04:21.480] うせやん。いや、もう嘘やん。
[02:04:25.520] なんか話
[02:04:29.760] お頑張ったんだな、あいつ。はい。彼がいなければ私たちの勝利は。あ、ああ、でもそういうことか。ああ、でもそういうことか。ああ、そ、それがあってさらに俺たちは買ってきたよってことね。なるほどね。ここのイベントで一応文句触れられてんのね。
[02:04:47.000] あ、なるほどね。あ、ならいいわ。いや、なんか俺が伝え忘れてただけで、今その前のイベントやってんのかと思った。そういうことじゃないのね。
[02:04:54.960] じゃあいっぱい話しんだ後は天まで届く
[02:04:56.920] こと褒めてやらないとな。最高にかっこ
[02:04:58.719] いいって。
[02:05:01.159] みんなに教えてあげてください。もう君は
[02:05:03.040] 世界を救った勇者の仲間の1人です。
[02:05:07.320] 盛大にお祝いするよ。前代未の勇者になっ
[02:05:09.599] た魔物だってな。
[02:05:12.119] あ、まあまあまあまあまあまあまあまあ
[02:05:14.360] まあまあまあまあま
[02:05:16.360] もくん。あ、良かった。ああ、良かった。
[02:05:19.480] びっくりしたわ。さすがにね。
[02:05:23.639] さすがにね、
[02:05:28.520] ここはあ、いなくなってんだ。あ、そう
[02:05:39.480] 。
[02:05:41.520] あ、待って。俺なんかここ来てねえな。
[02:05:44.520] あ、ごめん。これ取かったわ。
[02:05:47.280] じゃあま、小さなし。笑
[02:05:50.360] ま、そういうのもありますとな。
[02:05:54.280] あ、よかった。でももうくがなんか闇に
[02:05:57.119] 葬られたのかと思った。よかった。よかっ
[02:05:59.199] た。ちゃんとちゃんと忘れられてなくて
[02:06:05.119] 。これ丸いてるとこ回ろうか。結構あるよ
[02:06:07.760] ね。結構あるよね。
[02:06:14.400] これさ、街だけにすればいいんだな。
[02:06:18.520] ペーパー1回じゃない。ここの教会。
[02:06:22.320] え、嘘?何?ここの教会?オッケー。こ教会もね、戻ろ。何?そんなに結構イベントあるんだ?
[02:06:36.920] 後年には悪い盲を倒して魔王軍の進行を阻止したことになってるよ。
[02:06:45.040] 何?何?何?え、ちょっと待って。
[02:06:48.280] え、で、どこだっけ?え、ペルポイの教会教会って
[02:07:04.287] [音楽]1番下か?
[02:07:05.079] 命落とした英雄。
[02:07:08.800] 命を落とした英雄として語りついてくれ。
[02:07:17.280] え、何?何?
[02:07:30.119] イベント進めてないじゃん。
[02:07:32.040] え、何が?
[02:07:35.159] え、なんかあんの?ここ。
[02:07:39.599] え、なんか、なんかあった?これ。もしか
[02:07:42.040] して
[02:07:44.243] [音楽]
[02:07:45.360] 何?イベント進めてないって。
[02:07:49.599] え、
[02:07:55.079] なんかあんの?これ。
[02:08:03.920] 座ハの遭難者イベントがここにある。
[02:08:06.520] え、何それ?全然知らないよ。全然知らない。あ、そうなんだ。えー、まだそんなにあるんだな。まだそんなにあるんだ。イベント俺結構やったと思ったけど全然だったんだ。
[02:08:09.788] [笑い]
[02:08:27.473] [音楽]
[02:08:43.679] ここは
[02:08:47.960] あ、こ、あ、ラゴスか。さっきの牢屋にい
[02:08:50.880] たやつね。
[02:08:52.920] もう魔物がいないから旅立って怖くないよ
[02:08:54.679] 。ラゴスから聞きました。皆さんが子供に
[02:08:57.320] なってた心を元に戻してくれたって本当に
[02:08:59.480] ありがとうございました。あ、でも聞いて
[02:09:01.480] くださいよ。僕たち的にラゴスさんも心が
[02:09:03.639] 子供に戻されちゃってるんだと思って勘し
[02:09:05.599] たんですよ。
[02:09:07.639] 俺たちも最初はみんな悪ふざけてラゴスの
[02:09:09.840] 真似をしてるんだと思いました。なんか僕
[02:09:12.639] のせいでややしくなったみたいな言い方
[02:09:14.280] やめてよ。
[02:09:18.719] 後の話を聞いたらラゴスが色々頑張っ
[02:09:20.559] たって知って反省しました。まあ少し満月
[02:09:23.040] のもう少し満月のとこのことが話して
[02:09:25.159] 欲しかったけどな。
[02:09:31.480] ほい。
[02:09:34.400] はいはいはいはいはいはい。ああ、
[02:09:36.719] なるほど。今までのこれ多分全部あるな。
[02:09:39.639] さては。いや、これ今日12時まで早めに
[02:09:44.840] クリアしちゃってどうしようかなと思った
[02:09:46.480] けど12時までかかるな、これ。さては。
[02:09:50.679] さてはこれかかるな。12時まで。
[02:09:56.599] ちょうどいい安倍。
[02:09:58.119] そうだね。
[02:09:58.440] かかるやろな。
[02:10:00.079] これ全部見るって。しかもこれフルボイスにしてよ。読むの俺。これ
[02:10:06.280] 森ださわしい。
[02:10:08.559] 森だ沢さすぎるやろ。でもさ、でもだよ。
[02:10:17.960] あ、ここは声な
[02:10:19.480] んで避けるのよ。
[02:10:20.599] でもさ、ありがとう。
[02:10:22.239] 本当にこれで終わり
[02:10:24.719] だって怖かったんだもの。
[02:10:28.639] どうしたのよ、そんな世界がひっくり返ったみたいな勢いでさ。
[02:10:34.119] ひっくり返ったよ。平和なみんなが安心して暮らせる世界になったんだから。様が言ってたの邪悪な気配が完全になくなったってあんたちがやったんでしょ?
[02:10:48.079] そうです。
[02:10:49.719] えへ。
[02:10:53.239] まあな、何するんです?
[02:11:01.079] 今だかそ、祝福の気持ちを避けられないようにって思って。
[02:11:07.079] 祝福の気持ちっていうよりこれは物理攻撃。
[02:11:13.360] 何わてんねん。
[02:11:17.599] 本当に本当に本当にすごいことだよ。世界を救ったんだね。ねえねえ、これからはここに住んだらそしたら毎日喋れるじゃん。
[02:11:35.679] 魚しか食いもんないからやば。
[02:11:37.000] ありがとう。楽しそうだけど私たち自分の家に帰らないといけないからさ。
[02:11:43.000] もちもち1回帰ってからその先の話だよ。
[02:11:51.199] 私たちみんな王家の血を継いでいるのです。
[02:11:54.840] それも含めて魚だよ。
[02:11:56.520] ですからこれからは国のためにまた色々やることが
[02:12:01.520] ま、プリンちゃんは国滅びちゃったけどね。
[02:12:03.360] あ、あ、
[02:12:06.679] え、人間のお姫様と王子様ってこと
[02:12:12.239] のんデり
[02:12:14.106] [笑い]
[02:12:14.480] 知らなかった。見えない。
[02:12:17.960] おい、
[02:12:20.360] ま、プリンちゃんは帰るお家な。あ、
[02:12:22.239] か、じゃあ旅が終わったらむしろ自由度減っちゃう感じ。
[02:12:29.239] まあ、そうですね。
[02:12:33.360] そっか。でもさ、人魚との交流とか中に過去つけて遊びに来てよ。王子様、お姫様の権限でさね。
[02:12:47.520] ええ、絶対にまた会いに来ます。
[02:12:51.360] いや、これさ、
[02:12:52.880] みんなでも大歓迎で待ってるよ。
[02:12:56.800] なんかこん当になんかこのままなんか終わりそうじゃねえ。ラーミアはもうラーミアとかもしかしてないのかこれ?
[02:13:11.480] あかんのか?何もないね。
[02:13:13.559] いや、だってさ、驚く最後かってたらなんかあると思うやん。これだって普通にドラクエ
[02:13:22.760] 2やで。嘘だろ。
[02:13:25.159] よく来てくれたロットの猶者よ。ルビス様
[02:13:28.000] の力を得てハーゴンを失ただな。
[02:13:33.639] 私も感じたよ。禍々しい気配の全てが
[02:13:35.960] 消え去ったことを。
[02:13:39.559] こっからどこまで
[02:13:41.079] も気をまま自由にいでください。
[02:13:44.800] あさんおはよう。お疲れ。お疲れ。
[02:13:47.440] クリアしたの?
[02:13:48.320] した。した。した。今までは人魚から人間に知られるように
[02:13:52.199] に仕掛けがあるとか。
[02:13:53.559] いや、もうなんかしらあなきゃねえ。だってさ、
[02:13:59.040] 人魚と結婚ってできるの?
[02:14:00.960] え、知らね。何?人形とできんのかな?もし今回初めから人間と人魚が手を組んでいればお前たちの黒を減らすたかもしれん。自分お前たちが言ってたように我々の強い武器は協力である信頼であり、そして愛であった。メンヘらなかんだな、この女王な。だからこれから人間の付け合い方をもっと前向きに考え直そうと思うんだ。
[02:14:22.040] じゃあもし人間と仲良くするならぜひサマルとやって国に来てくださいね。
[02:14:25.440] 僕がみんなにさんのことご紹介しますから。
[02:14:28.440] 激お重女だね。ずるいわ。ムーンブルクにも来てください。ま、ムーンブルクはね、あの、ま、あね、ま、ムーンブルクはほらほらあれだし。
[02:14:50.000] え、だってなんかさ、めっちゃ匂わせあっ
[02:14:51.760] たじゃん。このゲーム発売される前とかさ
[02:14:54.000] 、1と2にはラーミアがいないのになぜか
[02:14:58.079] ロゴにはラーミアの姿かみたいななんか
[02:15:01.119] そういう匂わせあったじゃん。なんかある
[02:15:03.559] んちゃうの?
[02:15:05.920] ないまま終わるんかこれ?だってロード
[02:15:08.040] 画面もなんかラーミアのラーミアの羽
[02:15:10.480] みたいなのじゃん。ロード画面のマークも
[02:15:13.559] 。
[02:15:13.920] え、どれでないんか?さすがにない。てかこれ全部回るんか?
[02:15:23.360] 残念だったね。
[02:15:25.599] 嘘や。
[02:15:26.079] なんか隠し条件いるとか?
[02:15:28.360] ええ。
[02:15:32.719] 3の江戸みたいに最後の最後に
[02:15:35.159] ドラクエのさロさのシンボルじゃない?ま、楽しみにしててよ。
[02:15:42.398] [笑い]
[02:15:43.119] なんかなんか制作者みたいなやつがいるな。ま、楽しみにしててよ。ドラクエでマルチエンドとかはないからな。お前たちは最高で最強のキスしてんの。
[02:15:48.948] [笑い]
[02:16:07.880] 勇者だ。
[02:16:10.840] ぐるじ。
[02:16:14.760] これなんかガキ塚のなんかやあの山みたい
[02:16:18.440] にさ、あのだけビンタされてほしかったね
[02:16:21.320] 。[笑い]
[02:16:24.040] ガキの山ちゃんみたいにるだけ。笑笑
[02:16:34.760] お耳が早いですね。もご存知とは
[02:16:37.760] 今日の
[02:16:40.280] うちには優秀な情報収集担当がいるからな。ああ、さっきあの情報屋ね。はいはいはい。こいつなんかいたな、こんなやつもな。紋章のことでお世話になりました。はいはいはい。
[02:16:53.559] サマるタイキック
[02:16:54.960] サまるタイキックつってアジャークの根源たのハーゴンを倒し世界の平和を取り戻したらロドの勇者である彼らなのだ。ま、そういうこと。若がきの勇者が世界に平和を取り戻したとな。
[02:17:22.399] ゆたってくださいな。
[02:17:24.880] 任せてください。勇者三国にも死者を送ら
[02:17:27.719] んでばお前たちの鉱石を称えさせて
[02:17:29.519] もらおう。
[02:17:32.559] オ、次行こう。
[02:17:43.120] なるほどね。なるほね。じゃ、次行くぞ。
[02:17:50.559] あるね。た
[02:17:51.599] からラスボス余裕かと思ってたら熱いバトルだった。
[02:17:55.479] いやあ、ちょっともうめっちゃ真剣になっちゃった。いやあ、あるね。
[02:18:04.240] 今回途中のイベントで何かやったらエンディングが変わるとか。そうなると君も行き返った。
[02:18:09.120] [音楽]
[02:18:10.639] え、そんなことないでしょ。
[02:18:19.439] え、これ船え、違うわ。あ、ザハンね。ザハン行きますか。じゃあめっちゃイベントあるやん。最後の最後でしさんが
[02:18:34.120] 5ドルです。
[02:18:34.800] あ、ありがとう。うに
[02:18:37.399] ありがとうございます。
[02:18:39.280] うくに、こんばんは。クリアしました。
[02:18:45.599] サブスクありがとう。赤ちゃんが生まれたんですね。おめでとうございます。
[02:18:50.800] パチパチパチ。ありがとう。あの時はこの子か父親の顔を見られないんじゃないかと心配したけど本当に良かったよ。あの人魚たちのおかげです。こうして娘と一緒に過ごせるのはパンパでもいいの。なんでそんなわけないだろ。お前と一緒に今遊べんのも人魚さんが助けてくれたおかげだ。ならいいけどさ。
[02:19:15.479] 分かるよ、君の気持ち。妹ができると
[02:19:18.800] お兄ちゃんは放っておかれちなんですよね
[02:19:20.639] 。腹が立ちますよね。
[02:19:23.840] でもね、その妹が大きくなったらね、意外
[02:19:26.040] と助けてくれたりもするんですよ。喧嘩
[02:19:28.120] することもたくさんあるけど、妹がいて
[02:19:29.960] よかったって思える日がきっと来ると思い
[02:19:31.599] ます。
[02:19:34.599] いいですね。
[02:19:41.559] うん。
[02:19:42.160] 妹も嬉しいはずでお兄ちゃんのこときっと大好きになると思う。ええやん。こういうのでいいんだよ。こういうので、こういうのを見してくれ。
[02:19:54.319] でもこのイベント全てこなしたらちょうど
[02:19:56.680] 12時ぐらいにそうだね。
[02:19:58.479] そうね。いや、俺さ、ちょっと早く終わって、あ、次のゲーム何するか会議でもしようかと思った。何より
[02:20:04.560] 幸せならオッケー。さ、えっと、ベルコンダル行った。
[02:20:10.840] ど、どこまで行ってたか覚えてルビスの方
[02:20:13.280] 行くか先に。これ先に行っちゃっていいん
[02:20:15.200] かな?ルビスんとこ行ったらなんか
[02:20:16.720] めっちゃめっちゃなんかイベント済みそう
[02:20:18.479] な気がするけど。まいっか。
[02:20:21.520] あららら
[02:20:28.640] 。
[02:20:41.880] めんどくさいな、ここ。めんどくさ、ここ。これちゃんと足で歩いてかなきゃいけないんか、これ。
[02:20:50.160] ルビス会いに行くの面倒ね。
[02:20:52.120] 面倒だね。て、会えるの?あいつなんかまた消えたんじゃなかったっけ?あ、会えるんだ。お、会えるんか。こんにちはす。
[02:21:09.439] レトロドと
[02:21:16.880] ネボスケルビス
[02:21:18.160] 皆さん約束通り
[02:21:21.720] よく戻してくれましたね。
[02:21:24.000] 私はこの世界を想像したってまた言うぞ。これまた言うぞ。
[02:21:29.399] 恐れ世界像マウント
[02:21:33.800] ありがとうございます。
[02:21:35.520] 大地を作った私も感謝しています。
[02:21:39.640] 約束を果たしたまでです。
[02:21:44.600] それにお礼を言うの
[02:21:46.240] 誰も勝てねえよ。
[02:21:48.800] もうまろみの中で身を守る必要もなくなりました。
[02:21:54.120] 確かに精霊ルビスってこの後どうなるんだ?
[02:21:56.960] これからはこの美しい大地を
[02:22:00.200] にはけません。
[02:22:01.280] 自分の真子で見守ることができます。
[02:22:05.359] 私世界を作っていますって。
[02:22:08.479] ありがとう。
[02:22:10.040] 俺ここにあるだろ。それは俺が昨日あれだな。ツイートして消したやつだな。
[02:22:26.760] あれなんで追い消ししたん?
[02:22:28.560] え、なんか違ったかなと思ってのルビス様の姿じゃん。
[02:22:34.399] 精霊ルビス物語を知らない。
[02:22:37.880] 精霊ルビス物語知らない。
[02:22:43.520] いや、あれね、俺ね、あれはちょ、みんな
[02:22:47.240] にね、
[02:22:49.439] みんなにてか配信とは全く関係なく
[02:22:53.920] そのレトロゲームのアカウントがあるのね
[02:22:55.760] 。お前らには絶対教えないけど。スクショ
[02:22:57.600] してるからみーちゃんに送ろか。いやめて
[02:23:00.760] 。[笑い]
[02:23:03.240] やめて。なんかそういうの別にいいけどさ。
[02:23:08.960] 裏赤マジか。
[02:23:10.479] 裏赤っていうか普通にレッドロゲームのことをいろんななんかだこれ配信者みんなに言うこのアカウントでやっても
[02:23:18.200] あ、あんまりにもマニアックすぎて
[02:23:21.640] だ。全然あれだからガチのレトロゲーマーの人たちのやつがあるのよ。
[02:23:26.200] なんかその改造とかそういうなんかロムのなんつうの追い出しとかエミュレーターの話とかをする。ま、あんまりこの話しても盛り上がないからしないけど。
[02:23:38.439] 遊びだったのね。
[02:23:39.720] そういうことじゃねやん。そういうの好き。
[02:23:42.760] いや、あのね、あんまりにもその俺の
[02:23:46.520] Twitter
[02:23:46.840] のアカウントでやっても全然あのみんな意味わかんないだろうし。そう。だからそれ分けてんだよ。ガチで。
[02:23:55.560] あのなんかわかんないこと聞くアカウントみたいな。そっちでツイートしたらあれめっちゃバズってるよ。そっちでツイートしたら今ちょっと見ていい?そっちでツイートしたら
[02:24:08.880] 探そ。
[02:24:09.640] 今いいね。919だよ。で
[02:24:12.680] 125
[02:24:13.399] リツイートあるねん。そういうアカウントが。
[02:24:16.840] すっご
[02:24:18.600] だからあ、やっぱそっちでしようと思って消したの。どうせこいつらにはすごさわかんねえと思って。
[02:24:24.439] [笑い]
[02:24:25.279] どうせこいつらに見せたって何もすごさわかんねえんだろうなと思って。ま、探してもいいよ、別に。鍵垢でもなんでもないし。見つけられればね。ただ見てもあんま面白くないと思う。マニアックすぎて。
[02:24:44.120] 一瞬で見つかって草。
[02:24:46.600] 嘘でしょ?[笑い]
[02:24:48.680] 笑笑。
[02:24:50.000] ま、トプとか分かるしね。
[02:24:52.720] 笑笑。
[02:24:54.880] ま、ま、いや、別に別にあの、いいよ。あの、見ても全然いいけど思んないやろ、多分。フォローすんなよ。フォローすんなよ。
[02:25:10.290] [笑い]
[02:25:16.920] 笑笑。
[02:25:19.040] りうちゃんに前に行く。りうちゃんに前に行くよ。
[02:25:21.800] りうちゃんに前に行くけど、ま、ちょっと待て。やめと至るわ。
[02:25:32.279] いや、いや、いい、いい、いいよ。別にいいよ。別してもどっちでもいいわ。だ、見ても思んないと思う。マジで。あ。あと配信者って言ってないからこっちには。あ、こいつまさか死んでねえだろうな。
[02:25:48.200] 新父様。
[02:25:51.560] ちゃんと待ってましたよ。皆さんのお帰りを。
[02:25:57.880] 私たちやり遂げました。ハーゴンを打ち果たしましたよ。
[02:26:07.200] 知っていますよ。
[02:26:09.040] 町の者たちが魔物の姿が見えなくなったと大喜びしてますから。
[02:26:09.896] [音楽]
[02:26:15.880] こいつ死ぬだろうな。多分
[02:26:17.200] 遅くなってごめんなさい。
[02:26:19.960] もっと早くロンダルキアが襲われる前に倒せていたら
[02:26:26.840] まだ生きてたんだ。
[02:26:29.200] 皆さんが生まれる前のことです。何をおっしゃいます?私はずっと自分の人生を呪っておりました。
[02:26:43.840] 全てを失い苦しみ続けたとですが、
[02:26:49.600] デルコンダルの友とそのご主則に支えられ
[02:26:54.840] 後に皆さんと出会った。
[02:26:58.800] そして
[02:27:00.520] 勇者がハーゴンを打つお手伝いをできた。
[02:27:05.160] 私の人生は悲劇と苦痛だけではなかったと
[02:27:10.240] 。
[02:27:12.359] 確かに思えます。ありがとう。神父様、肩をお支えしますから外を見に行きませんか?
[02:27:20.637] [音楽]
[02:27:24.720] ハーゴンも魔物もいなくなった世界。本当のこの世界を一緒に見ませんか?うん。ああ、それは素晴らしい案ですね。ええ、見てみたいです。
[02:27:42.680] 平和になったこの世界を。
[02:27:53.920] ま、ぶっちゃけそんな変わってないけどね
[02:27:55.920] 。ぶっちゃけこの街ん中はそんな変わない
[02:27:59.040] んですけどもね。
[02:28:07.840] 綺麗。
[02:28:08.640] これからだね。これからだ。
[02:28:11.399] なんと美しいのでしょう。昔ロンキアの城から見たい日同じです。あの日の夕日。明日の朝日も一緒に見ましょうよ。きっと同じくらい綺麗ですよ。
[02:28:36.520] いいですね。
[02:28:39.439] でもそんな早起きできるかしら。
[02:28:43.120] 確かに。うん。でも頑張るもん。新父様は早起きは大丈夫ですよね。え、え、え、え、え、
[02:28:56.560] シプ様
[02:28:57.399] な。え、嘘やん。
[02:29:04.128] [笑い]
[02:29:04.720] え、
[02:29:15.160] えー
[02:29:19.193] [笑い]でしょ?マジかよ。
[02:29:23.040] 良いに方。
[02:29:24.200] いや、ま、
[02:29:26.279] そうだけキングダムの王きと同じに方した
[02:29:29.640] じゃん。[笑い]
[02:29:32.200] 同じ死に方じゃん、今の。こういもうな立ちながら眠りながらこうやって死ぬ。白
[02:29:37.640] 髭と同じ。[笑い]
[02:29:41.000] 大きと白い家と同じ。嘘やん。死ぬんか?キンロック。
[02:29:49.000] わあ、死んでもた。そうか。もう限界だったんだな。
[02:30:00.760] ロンダルキアの王子、ここに眠る。いい
[02:30:03.080] ですな。
[02:30:07.240] よし。やっと半分ぐらいか。やっと半分
[02:30:09.960] ぐらいになった。
[02:30:20.240] メルキド行くじゃ次。あ、りうちゃんに
[02:30:22.520] 会いたいね。りうちゃんにね。
[02:30:27.240] こう、これ
[02:30:27.880] ハーゴン倒さなきゃ死なないから結果的
[02:30:31.244] [笑い]
[02:30:32.560] 嘘やん。そっか。こっちもあんのか。このアレフガルドもあるのか。なんだっけ?ああ、はいはいはいはいはい。あのねあ、皆さん聞きまして。あ、皆さんが世界に平和をもたらしちゃって。
[02:30:51.120] 面獣。
[02:30:52.859] [笑い]
[02:30:53.439] えー、仮面魔獣マスクドヘロレイザーね。
[02:30:58.200] え、本当に立派なことです。それに比べて私はです。ガーディウスです。ガーディス。
[02:31:03.339] [笑い]
[02:31:07.399] デス中グロガーディウスね。デス中グロガーディウスな。デスガーディウスじゃなくてデス中グロガーディウスね。えー、
[02:31:21.080] 上の子がいなくなってからどれだけあの子が家族のため、街のために頑張っていたか知って。
[02:31:26.265] [音楽]
[02:31:26.760] 私はあの子がうまくできないことをばかりに目を向けて息子の本当の姿が見えてますんでした。デス中グロデス中グロ中黒中グロガーデンスじゃそダメなんだ。
[02:31:32.814] [笑い]
[02:31:37.800] 天1つで中黒って読むか。デス中黒
[02:31:43.359] でもそう思えてたらならもしかお兄さんが
[02:31:45.600] 戻ってきたらあ、何のサかしら?あれ?
[02:31:49.920] お兄さんってさ、家帰ってないんだっけ?
[02:31:52.465] [音楽]
[02:31:57.080] あ、帰ってきたやん。
[02:32:01.359] ようやく帰ってきたのか。もうどこ行って
[02:32:02.840] たんだよ。あなたがいないから不安だった
[02:32:05.200] のよ。お兄ちゃんお帰り。寂しかったよ。
[02:32:10.840] ただいまごめんな。急に出てきたりして。
[02:32:15.399] あ、謝なきゃいけないんだ。俺の方
[02:32:22.595] [音楽]
[02:32:24.319] 世界に平和を取り戻してくれたんですね。
[02:32:26.439] 皆さんのおかげでもう魔物はいません。
[02:32:27.960] 本当にすごいことです。
[02:32:30.720] 君の方こそだって初会あった時と顔付きが
[02:32:33.120] 全然違う。
[02:32:36.080] 今はもう自分のことが嫌いじゃないんだね
[02:32:37.600] 。
[02:32:39.880] かつてロトの勇者が辿ったとされる旅地を
[02:32:42.120] 歩む中でいろんなことを考えました。僕は
[02:32:44.200] ずっと父と弟とはただ自分のことが嫌いな
[02:32:46.640] んだろうと思っていました。でも僕の具ど
[02:32:49.240] さが家族のみんなに迷惑かけたんだろうと
[02:32:51.920] も思えるようになったんです。
[02:32:57.240] よかったね。[音楽]よかったよかった。
[02:33:01.000] それと全部兄貴がやってたからメルキドを
[02:33:03.200] 守れたのに俺は全然気づいてなかった。
[02:33:08.445] [音楽]
[02:33:12.399] よかったね。仲良くなれて。[音楽]
[02:33:22.201] [音楽]
[02:33:24.359] すいません。今戻りました。僕修行してた
[02:33:26.000] んです。自慢できる息子に会いたくて。
[02:33:29.359] 違うわ。あなたはずっと私たちにもったい
[02:33:31.040] ないほど息子だったのに。それが分かって
[02:33:32.399] ねバカな親だったの。
[02:33:56.800] うん。
[02:33:57.279] あ、はい。はい。良かったねというぐらいのイベントですね。
[02:34:02.000] まあそうだな。
[02:34:05.240] ちょっとこれ結構[笑い]近
[02:34:09.120] 俺ちょっともう早くそのなんかその真層が
[02:34:12.840] 知りたいんですけど真層というかなんて
[02:34:15.200] いうのなんかあるやろ。なんかあるやろ。
[02:34:19.399] あ、ま、竜王のしろ。りうちゃんは会いに
[02:34:21.319] 行こうか。
[02:34:23.760] え、本当にこれで終わるんか?終わらん
[02:34:26.200] やろ。
[02:34:29.479] え、こっからさ、あ、
[02:34:31.680] 来ない。
[02:34:32.840] あ、行ける。こくこ来ないよ。
[02:34:52.319] あ、この3の白入った方がいいね。
[02:34:56.359] いや、それは行くでしょ。勇者の3つの城
[02:34:58.520] ってだから国でしょ。よくやってくれたな
[02:35:01.439] 。お前たちはこの世界に平和を取り戻した
[02:35:03.600] のだ。先日先祖の勇者らしらも誇らしく
[02:35:07.000] 思ってるだろう。
[02:35:10.279] ありがとうございます。多くの人々に支え
[02:35:12.040] られてることです。
[02:35:16.240] お前たちは大きなことをやり遂けたが、
[02:35:18.160] むしろ人生はこっからだ。王位になる力と
[02:35:21.080] 名誉を終えてこの先どう生きるかよく
[02:35:22.600] 考えると良い。
[02:35:25.040] 何はと思われる?おめでとう。
[02:35:26.720] お前たちは新たなとの勇者な勝利を称えさせてくれ。いいやつやん。
[02:35:35.120] 1[音楽]
