[00:00:15.719] ポコっす。
[02:37:30.960] とかはぶっちゃけいらないから。
[02:37:39.160] メダーパニとかも入んないもんね。ケ、お疲れ。
[02:37:50.600] MDXさん、こんばんは。MD
[02:37:52.080] さん、こんばんは。えい
[02:37:55.000] やって。まんでだったらもうドルクマやってた方がいいよね。
[02:38:01.960] ドルクラ
[02:38:05.399] やばい。バーストしちゃおう。あ、
[02:38:11.200] 2
[02:38:11.439] つ兼用してるとこのバーストも選べるようになるんや。
[02:38:16.120] 行くわよ。
[02:38:19.080] 山びの親。
[02:38:22.560] ま、ベホイム、
[02:38:25.600] ベホイム、ベホマラー
[02:38:28.040] だっけ?一時期と思ったんだけどな。
[02:38:33.160] 覚えてねえか
[02:38:36.359] ま、アイラ回復した。
[02:38:38.319] 気聞かせてさ。木聞かせて。他のやつに回復とか
[02:38:41.760] 回復。
[02:38:42.720] もうじゃ、それそこどうにかならんか。おお、やばい、やばい、やばい。ベホマラー欲しいよな、ここまで来たらな。
[02:39:06.720] 何?割とあとね、このね、アイラさんがちょっとね、やることないっすな。ローズ台風
[02:39:27.880] ぐるル。
[02:39:30.520] あイラさんのボケです、今の。アイラさんボケ。
[02:39:37.279] これは貯めた方がいいかな?いや、行っちゃうか。
[02:39:45.920] あの、滑ってます。
[02:39:49.200] あさん、あの、ちょっと滑ってますよ。
[02:39:52.720] たな。
[02:39:53.479] 滑ってますよ。
[02:39:56.200] 行くぞ。
[02:40:02.640] 回復がね。でグラコス止まるかも。
[02:40:09.000] 共感性いける。
[02:40:10.479] 309。さらにさらにえ、一発ギャグ。
[02:40:22.479] こんなのはどう?
[02:40:24.800] コンボ読めなって。ね、今早。おい、一発
[02:40:29.080] 逆の文章が早すぎてもお前お照れてますや
[02:40:31.600] ん。あイら照れてもうなんか一発ギャグ
[02:40:34.680] やれよって言われて1番ダメなやつや。
[02:40:36.840] なんかブブってやってなんか終わるやつ
[02:40:39.120] 堂々とせえよ。もっとゆっくり
[02:40:41.880] どっしり構えてやれよ。照れてますやんな
[02:40:46.120] 。照れて全然読めんかったわ。
[02:40:51.560] やべ、俺死ぬか。
[02:40:55.240] やべえ。
[02:40:59.000] さすがにここはちょっとごめんなさい。
[02:41:04.200] え、待って状態のけ攻撃力をかなり上げる
[02:41:07.640] え、こんなんあったこんなんあったんちょ
[02:41:10.560] さすがに。さすがにごめん。もうじゃもう
[02:41:12.520] 死ぬや。
[02:41:14.880] もう天丼してくないとなかい
[02:41:20.040] 。
[02:41:21.600] はい。はい、おつ。
[02:41:28.479] 猛毒がうぜえ。
[02:41:30.160] はあ。
[02:41:35.439] 回復したって。回復したって。
[02:41:39.640] 登録だから。
[02:41:40.960] ありがとうございます。ありがとうございます。もっと言ってください。で、次出しバる。
[02:41:49.600] 食い止める。
[02:41:56.800] やべ、やんべ、やんべ。
[02:42:00.479] あ、やんべえ、やんべえ、やんべえ。
[02:42:03.319] もっと早く歌え、GG。この野郎。
[02:42:05.120] ありがとう。
[02:42:08.120] おーい。
[02:42:10.120] アイラ今んとこの戦いでボケてボケてなんかボケて一発ゲして出しばってるだけだからね。何もしてないよ、ほぼ。
[02:42:21.479] ほぼ何もしてないっすね。
[02:42:23.640] 笑笑。
[02:42:24.720] あイラさん、ほぼ何もしてない。ほぼ遊び人のムーブ。いや、やりすぎ、やりすぎ。回心の天下無双ってなんだよ。
[02:42:40.399] 回心の天下無双ってなんだよ。
[02:42:43.240] とんでもねえや。
[02:42:44.279] とんでもねえ。
[02:42:45.240] グーぐ。
[02:42:46.720] さすがにやり。ザオリク。ザオリク。来た。
[02:42:51.720] あら、私がプンちゃめちゃプ。
[02:42:54.760] これは本当にあら、私がだよ。お前何もしてねえもん。
[02:42:58.640] この戦いに関しては確かにあら、私がだよ。本当に
[02:43:02.439] 我が我が負けるというのか。
[02:43:08.720] 認めん、認めんぞ。
[02:43:11.840] 海の魔人グラカスが人間ごときに破れるなど隠貴様たちも道連れにしてくれるわ。
[02:43:34.439] もはや
[02:43:36.120] ここから逃れることはできない。
[02:43:39.359] 確かに
[02:43:42.000] 人間とよ。我と共に滅びよくよい。
[02:43:48.439] 座ってる時のお腹の感じがもう俺のそれ。俺のそれなんだが座ってる時のお腹の感じがもう俺なんだが。あ、死だ。立たれての水攻めか。
[02:44:07.399] うつなしじゃな。もうおしまいじゃというのは冗談じゃ。ま、しばらく待って出すで。
[02:44:19.319] ベランダでな。あ、こんなところからはさっさとおばしよう。
[02:44:42.760] またできた。謎の謎の暗黒空間。
[02:44:46.200] さり
[02:44:47.560] いや、これ別に背景作ってよかった。
[02:44:49.760] 第覆っていた水が引いておる。
[02:44:52.520] いや、これで見よとか言われてもさ。何を見たらええねん。何も見えへんわ。何?何が見よね。
[02:45:06.600] じゃあもうなおさらおかしいわ。あそこ真っ暗なのが俺ここにいるんでしょ?どうやったってなんか見えるはずなんだけど。いや、おかしいですよ。
[02:45:19.120] あんたたちのおかげでこの大陸の人々は救われた。霊を言うよ。
[02:45:26.479] ええ、こんなのも許されないの?
[02:45:28.880] そうはならんやろ。
[02:45:30.640] これここの背景でなんでない?これなんかさ、そんなんでさ、
[02:45:36.160] せめてモザイクでよかった。
[02:45:38.399] そんなんでさ、なんかこの背景真っ暗にされちゃったら何この先全部そうなるで。
[02:45:43.640] 今回のことはとてもわし
[02:45:46.760] 1
[02:45:46.920] 人の手に終えるものではなかったようじゃ。建越入ってますやん。
[02:45:51.760] 人々を救うための旅をして行く年わしも年を取った。
[02:46:01.359] ここいらが塩時きか。
[02:46:03.880] 1つのところに落ち着いて。
[02:46:06.040] それが理由とは限らんか。を償ぐも育てる。
[02:46:09.359] めっちゃありそうではある。
[02:46:11.200] 余性もいいかもしれんな。
[02:46:13.720] ま、でもあんだけでもさっきパの四天皇のとこみてだ。
[02:46:17.880] 波乗りできんのかな?ここ謎の場所行けんのかな?
[02:46:24.080] わしは少々疲れた。
[02:46:27.359] 閉じ込めていた人々にはあんたたちが出ていった後事情を説明しておいたからの
[02:46:34.200] 日が効いてんだ。
[02:46:35.560] 水が引いたのに気づいて今頃は自分たちの町や村に帰って行ってるかもしれんな。
[02:46:54.840] 絶対ジャンだよね。
[02:47:03.439] ガ。それにしてもあのじいちゃんのツーラの技はすごいな。一体どこで習ったんだろう。
[02:47:08.960] え、お前ら気づいてないんですか?え、何?え、この人気づいてない?え、これジャンじゃないの?ジャンだろ?
[02:47:20.080] え、ジャンじゃないのか?いや、言及してくれとまでは言わないけど、こいつらが気づいてないの。さすがにさすがにそんなそんなか。気づいてるだろ。
[02:47:47.520] あ、普通にまだ魔物はいるんだ。
[02:47:49.520] ねえ、あれじゃんだよね。
[02:47:52.880] そう言っててもおかしくないよね。
[02:47:55.680] まだ気づいてない。
[02:47:57.160] え、だって昔わしは一族の置き手があゴダでその時に助けてもらった者たちに似ておるとかも答えやん。
[02:48:08.880] 教えてあげないよじゃん。
[02:48:10.240] お、
[02:48:11.439] 教えてあげないよじゃん。じゃ、閉めて帰ろう。じゃあ閉めて帰ろっか。
[02:48:32.520] 教えてあげないよジャンプ。
[02:48:46.279] あ、来た。
[02:48:49.120] おい、あんたたちまだこんなとこにいたの
[02:48:50.520] か。先に行ってくれと言ったのに。さあ、
[02:48:52.080] ここの旅の扉はもう閉じねばならんからな
[02:48:53.760] 。早くハメリに戻ろう。
[02:49:00.600] 悪いがわしはここで失礼させてもらうぞ。
[02:49:04.560] どう行くねん。
[02:49:05.600] 人々に感謝されるのは苦手じゃし。それにわしにはそんな資格もないし。
[02:49:13.399] なんでよ。
[02:49:15.080] わしはこれから我が技の光継者を育てることにするよ。
[02:49:21.080] うん。
[02:49:21.680] こいつはわしからのせめてもの霊者。
[02:49:25.600] 受け取ってくれ。
[02:49:28.640] え、赤の石板なんてめっちゃ久しぶりなの。
[02:49:36.880] 昔わしの一族を訪れた旅人が同じような石を持っていてな。
[02:49:44.080] もう答え言ってますやん。なんで気づかないの?これで
[02:49:47.399] もしもう1
[02:49:48.439] 度彼らに会うことがあったら渡そうと思ったんじゃない?
[02:49:53.399] 見せがすごい。
[02:49:56.160] それはお前さんたちが持っているのがいい気がするんじゃよ。
[02:50:01.359] いや、俺らやん。
[02:50:02.720] さらばじゃ。縁があったらまた会おう。
[02:50:10.160] 気づいてくれ。
[02:50:15.840] わざと気づいてないふりしてんのかな。あのおじいさん名前もに
[02:50:20.600] 1
[02:50:20.720] 人で立っていくなんて名前の割年の割に来たよね。
[02:50:23.560] ちょっと格好つけすぎって感じだわ。でもどっかでだった。ええ、ガモ。
[02:50:28.279] これで気づいてないんですか?
[02:50:33.760] あったことあるあるある。
[02:50:37.640] なんで気づかないんだよ。じゃんでしょうよ。あ、
[02:50:43.520] ホツ庫の入り口。ホ物子あんの?ホあるってな。持ってっていいってさ。
[02:50:53.080] 物つ子あるよ。お、どこにあるって言ってた?酒場。
[02:51:03.120] ああ、
[02:51:05.920] 酒場の下。オッケー。酒場の下って酒場ってどこだ?
[02:51:09.680] 泥棒の許可が降りた。
[02:51:14.439] 泥棒じゃないよ、別に。あげるって言ったからもらった。それまでのことだ。
[02:51:23.600] なんここら辺にこの辺に
[02:51:30.600] この辺になんか石板の匂いがするんだが。
[02:51:36.399] え、なんか地図に乗ってるよねえ
[02:51:40.920] 。何こ?どうやってどこに?
[02:51:42.880] うまいラーメン屋じゃないのか。
[02:51:46.520] この辺に邪ル。うん。え、どこ?地下ってどうやって行くの?地下ってどうやって行くねん?
[02:51:56.359] 酒場の地下って何?どうやって行くの?え、何?何?どこ?ふう。
[02:52:15.279] え、酒場の地下って何どこ?
[02:52:23.080] え、
[02:52:28.520] これなんかああ、なんかああ、こういう
[02:52:31.800] ことか。分かりづら。こういうことね。
[02:52:34.560] ここね、
[02:52:36.600] ここね。こっから行くんかい?
[02:52:52.439] や
[02:52:53.080] おいや大陸を救った英雄たちの頂上ですね
[02:52:56.279] 。あんでもあなたたちにこの島のこの町の
[02:52:59.760] 宝を送ることが決まったそうだ。の都の宝
[02:53:02.479] とは一体何だったのか後で僕にも教えて
[02:53:04.439] くださいね。
[02:53:10.120] どうも。
[02:53:16.200] 痛くないんか?なんかそれおう
[02:53:26.520] 。
[02:53:29.239] 人魚の月。あれなんかどっかで聞いたな、
[02:53:32.359] これ。あれなんかなんかなんだっけ?どっ
[02:53:35.000] かでこれあったよな。
[02:53:36.279] 持ってこいみたいな。
[02:53:39.399] 確かこいつうん。誰だっけなら覚えてねえ。なんか人魚の月がどうのこうのであーだこうだって言ってたんだよな。もう覚えてねえ。なんだっけ?リアのダメージ少なすぎやろ。
[02:54:07.359] Ja
[02:54:35.840] た。
[02:54:40.359] うえー、
[02:54:42.520] バリアは1歩200でいいよ。
[02:54:45.880] あら、
[02:54:47.000] ま、200はさ、あれだけど前は
[02:54:50.319] 10だよな。1歩で10減ってたよな。
[02:54:58.880] 今日3時まで
[02:55:00.399] んやるかな。もういや、迷ってるよ。
[02:55:03.200] トラマナの意味を持たせろ
[02:55:05.239] なあ。トラマナの意味ないな。
[02:55:11.960] いや、迷ってるわ。今日どうすっかな?
[02:55:15.720] 今日はでももうでも今超あれ違うよね。あ
[02:55:20.960] 、あそこ戻っちゃいのか。
[02:55:24.600] どうしようかな
[02:55:28.760] 。1時までやろうかな。でもこれすごいが
[02:55:32.520] いい気がしてるんだよな。
[02:55:37.560] はあた。
[02:55:41.479] 今すごくキりがいい気がするんだよね。
[02:55:47.319] 得意のコメランのお前ら次第ですか?
[02:55:54.120] いや、
[02:55:55.760] 笑笑
[02:55:56.840] まもうちょっとやるけど、もうちょっとやるけど、まあリいいな、今これ。現代のイベント見て終わりでもいいかな。
[02:56:07.399] やったぜ
[02:56:09.160] ね。
[02:56:09.560] ちゃまゲーム今日もおもろいな。あ、まあ、ちょっとだけやるわ。ちょっとだけな。ちょっとだけ。ちょっとだけ。お兄さん、
[02:56:20.960] 今日美ジいいな。ディノディノディノライス号霊来。
[02:56:28.520] 楽す霊雷。
[02:56:34.040] えっと、どこから行くのが
[02:56:42.680] 1番近いかな?あ、あれ
[02:56:45.160] たやねんと相方のなんとかさん。
[02:56:47.439] えー、田中シングル。田中シングルな。
[02:56:55.720] すっご
[02:56:59.600] 覚えちまった。田中シングル。
[02:57:02.840] 田中シングルだけで毎回出てこない。
[02:57:08.120] ゲより名前がおもろい。
[02:57:09.760] あ、なんかある。あ、チーンメだか。
[02:57:19.960] 田中シングルが先に出てくるようになってきた。
[02:57:25.200] 浜やねん。浜やねん。浜やねんね。
[02:57:29.319] 俺もタガシングルが出てくる先に
[02:57:39.560] ちゃまやねん。どうもちゃまやねんです。キり
[02:57:53.920] 売れねえ。
[02:58:00.279] 5
[02:58:00.479] 分か。
[02:58:04.200] 5
[02:58:04.399] 分バズーカ長。ちょっと待って。ちょっと待って。お兄さんごれてなんですの?ちょ、ちょ待て。ウニさん
[02:58:21.960] 略すん霊。
[02:58:26.640] もういいって。その陰謀ロは
[02:58:29.239] 感謝。おーい。
[02:58:34.720] ちょっと待って。
[02:58:39.479] ないないんでしょ。ちょっと待って。こはあるの?あ、あるんだっけ?ないんだよ。じゃあ
[02:58:46.399] ちょっと待ってことなかったんじゃない?
[02:58:47.600] ないの?あるんだな。
[02:58:49.399] あるんか?あれなんかないな。
[02:58:53.359] か
[02:58:54.120] あるんかへ来い。
[02:59:12.520] 楽勝。
[02:59:16.120] よし。オッケー。ディバインスペル。名前だけはかっこいいけど使ったことがない。ヒット。
[02:59:26.920] 敵おい。敵おい。
[02:59:35.239] おーい。
[02:59:37.800] いいね。
[02:59:44.479] どんなもん。
[02:59:53.840] これどっから入るんだ?ここ。うわあ。ててててて。
[03:00:07.040] 来い。
[03:00:09.960] もう外れや。バギクロス。
[03:00:18.319] ま、こんな弱い敵でも、あの、あれだから
[03:00:20.680] な。あの、職業熟連度は8ポイント
[03:00:23.800] もらえるからな。
[03:00:25.920] おいしい。
[03:00:29.040] もうだってほら、武踏カマスターするぜ。
[03:00:30.640] やっとこいつ上級色行ける。
[03:00:36.560] あ、踊り子マスターしてるね。いや、どう
[03:00:38.720] しよっかな。変えちゃおっかな。変え
[03:00:41.359] ちゃってもいいかな。あ、でもいっか。
[03:00:45.600] まだ、まだ頑張ろう。
[03:00:49.880] 何?こっから上がれねえのかよ、これ。どっから上陸す?うわ、下だよ。最悪だ。下かよ。
[03:01:02.880] かいい。
[03:01:05.080] お前ほんまそれしかやんなくなったな。ま、でもあ、トヘロスはやらないようにしよう。あるのかわかんないけど。
[03:01:13.160] うん。
[03:01:15.560] もやっぱ職業マスターしたいからな。
[03:01:28.840] おーい
[03:01:35.120] 強いな。
[03:01:38.840] よかった。
[03:01:41.160] お、いいね。獣。絶対強いね。
[03:01:50.040] あっとついた。やっとついた。
[03:01:59.840] はい。ここは天辺と老学の伝説が語られる
[03:02:04.760] 町。はい。
[03:02:08.520] あそこにはかなり有名な学者アズモフ博士
[03:02:11.120] と女の女子のベック。
[03:02:13.120] が住んでいるんだ。博士は今この町に伝る伝説を研究してるそうだよ。どこ?お、なんかいるね。
[03:02:23.640] うん。
[03:02:24.760] ほら、ベック君引いてますよ。頑張ってください。
[03:02:27.359] はい。
[03:02:32.760] あ、ください。それ。
[03:02:49.920] おお、間違えません。やはりここの放りの魚はこの金塊でリルもと同じです。
[03:02:55.279] え、
[03:02:56.040] ということはえ、ベック君、これはこの辺りが昔梅に沈んだことを示すものです。いや、なんかそれは、ま、そうい、それはそうなんだけどお掘り。まあ、そうか。
[03:03:10.800] そんなおりの魚が一致しただけでそうな
[03:03:14.239] あれかな?
[03:03:17.760] ベック君結論を急急いではいけませんよ。
[03:03:21.040] まだそこまで断定はできませんから。なん
[03:03:22.479] で結論をひがにしたんだ。とりあえずこの
[03:03:25.880] 研究も一歩全進です。さあ、次の調査に
[03:03:28.120] 参りましょう。
[03:03:34.640] 線かな伏線伏線になる。何か言ようですか
[03:03:39.640] ?今忙しいんですが。ふむ。この石板が
[03:03:41.960] 欲しいと落っちたんですか?どうせくれ
[03:03:43.399] ないんだろうな。たじゃこういうやつて
[03:03:46.239] それなんだよ。そうですね。それなら私が
[03:03:48.640] あんた方で人質仕事を頼みましょう。
[03:03:52.600] この石板はその仕事をやっていただきたら
[03:03:54.560] その霊に応し上げします。詳しい話はまた
[03:03:58.600] 後ほど私の家の方であなた方はなかなかの
[03:04:01.239] 強そうだ。そこを見込んで頼みたいことが
[03:04:02.840] あるんです。
[03:04:04.640] 頼びたいことがあるんだ。
[03:04:09.080] それでは、とりあえずはこれで失礼します
[03:04:10.680] ね。また後でお会いしましょう。
[03:04:16.800] はい。
[03:04:36.080] うう。うう。
[03:04:43.040] あのうん。そういえば自己紹介がまだ出したな。私ウズも学者をやっております。で、そっちにが助をしてくれるレック君。
[03:04:51.880] はい。
[03:04:53.399] あなたたちはそうれさんとおっしゃるですがいい名前ですな。それでは早速本題に移りましょう。私は今この町に伝える老学の大水の伝説を研究しておりましてね。世間では単なる作り話とされてる伝説が私はそうではないと考えているんです。
[03:05:07.560] ではそれを、え、説明するために研究し
[03:05:09.760] てるのですが、これがどうにも研究が足り
[03:05:11.800] なくて、そこで連さんに研究のを出えない
[03:05:14.359] かと考えたわけなんですよ。実はこの町の
[03:05:16.760] 北の山に、え、伝説と関係があると言われ
[03:05:19.080] てる古い塔があるんですが、そこには凶暴
[03:05:20.880] な魔物が出るらしく、え、父さに行きたく
[03:05:23.239] ても行けずに困っていたのです。見た
[03:05:25.200] ところ、あつは戦いにたけてらっしゃる
[03:05:26.680] ようだ。どうかその力で塔に救う魔物を
[03:05:30.120] 退治してもらえないでしょうか。もちろん
[03:05:31.439] お礼はいたします。先ほどの石満差違える
[03:05:33.120] という約束も忘れておいませんよ。え、
[03:05:35.520] 行ってきます。分かりでした。
[03:05:47.040] このこのあれだな。このこのうちさ、
[03:05:50.080] さっきここであれだよな。あの
[03:05:53.760] 荒くれが風呂に入ってたとこだよな。どん
[03:05:56.720] だけこうな地区なんねんだよ。あの頃から
[03:06:00.200] 全然変わってねえ。
[03:06:09.640] なんだい裏から入ってきたりして買い物たら簡単に回っとくれ。あ、ファ、それ頭いいんだぜ。あ、なるほど。え、めんどくせえ。何この店?こっちから買わせてくんねえの?普通にどう考えてもこっちを表にするべきだろ。おかしいだろ、この店。あ、違うわ。普通にあれだった。こっちだった。ここか。なんだ俺?船で回ってくんのかと思ったわ。クソめんどくせえと思った。繋がってたわ。
[03:06:38.040] 特にないね。別におや。
[03:06:42.120] 別にないね。ないね。
[03:07:01.279] おや。
[03:07:03.680] ちょっとデブなってきたな。わ、どう
[03:07:06.120] しよっかな。ここまでにしよっかな。でも
[03:07:08.760] な、ここだけクリアしちゃいたいな。
[03:07:12.920] 次の石板完成するとこまでやりてえよな。
[03:07:27.479] 結構ここ行くとこあるんだ。いっぱいな。
[03:07:48.239] ガボ。
[03:07:50.040] うん。
[03:07:52.680] 何?強い魔物なんかいるのかな?
[03:08:05.000] てい
[03:08:13.840] た
[03:08:39.720] せい。う
[03:08:42.200] わ、1箱や。
[03:08:45.720] 久々に来たのかい
[03:08:50.120] めて自のを作ってから終わり。
[03:08:52.479] そうやな。そうやな。うん。そうそうだね。ここまでやろっか。
[03:08:57.439] そうでよし。
[03:09:00.399] ここのあの赤い石板もらったらいけるかな?
[03:09:03.520] でもだってここさなんかこのハーメリア以外にもいっぱいあったじゃん。なんかそっちもありそうなんだよね。色々ね。
[03:09:10.319] こっちもなんか色々ありそうなんすよな。
[03:09:16.760] 足りてたっけ?
[03:09:18.920] せりたりどうかな?覚えてねえ。
[03:09:25.600] おーい。
[03:09:28.880] ゴールズラ
[03:09:34.840] やったわね。
[03:09:38.479] いいよ。
[03:10:01.399] とりあえず1番上目指していいんだよな。
[03:10:19.960] あ、なんか光ってたな。今
[03:10:24.560] ていいよ。
[03:10:29.000] お、上がった、上がった、上がった。職業レベル上がったな。あ、武踏化マスター。おし、来た。
[03:10:34.319] しやダッシュラン
[03:10:40.960] かいい。
[03:10:41.920] あんまり見ないモンスターだな。ダッシュだ。
[03:10:54.640] よし。
[03:11:04.279] 走る走る。
[03:11:08.520] ダブルミーニング。
[03:11:13.359] はーい。
[03:11:15.160] ダッシュランヤンガスの不思議なダンジョンのイメージが強い。
[03:11:18.960] へえ。そんな出てくんだ。やっと上級所。バトルマスターだ。
[03:11:28.080] え、強いんかこれでも疾風好き渾身切りは早ぶさ切りモ場切り岩石でも良かった。
[03:11:38.200] 何ダッシュでもよかったな。
[03:11:41.160] 天流人もいますと。
[03:11:43.600] え、天竜人も元ネわかんねえ。え、どうしようかな。武踏を引き継い。や、戦士駆け持ちバトルマスターで行こうか。
[03:12:00.600] よし。ワン
[03:12:01.160] ピースだよ。
[03:12:02.279] いや、わかんねえよ。ワンピース知らん。ワンピースはもうクソお世話になりました。ドン。これしか知らないから。あ、開かないんちゃ
[03:12:12.319] ガモ。
[03:12:14.720] お前で。お前は
[03:12:17.279] ガモ。
[03:12:17.800] この先に行くには穴を通れるぐらい小さいやつが必要だぞ。お前行けないんか?お前もちっちゃいんやん。
[03:12:35.319] え、ちっちゃいやつってどこにいるんだ?
[03:12:46.880] はあ。
[03:12:48.319] あ、分かった。スライムか。
[03:12:52.359] スライムなんちゃう?あの1
[03:12:53.600] 番最初の似た。え、
[03:13:00.239] プレイ。
[03:13:01.880] え、そ、さっきたもん。
[03:13:04.160] 1回合ってますもん。
[03:13:09.040] ただあいつ仲間になってくれんのか?
[03:13:11.479] 曲がりなりにも
[03:13:13.760] ちょい
[03:13:27.399] いやでかなってる。
[03:13:32.399] フが
[03:13:34.399] ええええ。
[03:13:35.439] 戦うの?戦うの?なんだそれ?戦うんだ。
[03:13:42.720] でっか。
[03:13:44.359] 強そう。でかい。
[03:13:47.000] でかなってますやん。
[03:13:52.840] はあ。リーナ
[03:13:58.479] でかなってますやん。一応スクロード入れとこう。お任せ。
[03:14:19.600] ごら
[03:14:28.399] まそうでもないか。
[03:14:30.239] そうでもないかな。こいつはあれかな?お、ボイズンダバツの軍じゃねえかよ。
[03:14:40.319] 行け。
[03:14:43.120] そうや。無神鉱物。はせい。
[03:14:56.000] こんなもんよ。
[03:14:59.040] もう1回ちょっともう1
[03:14:59.960] 回ちょっとあえ弱なんだよ。ボス
[03:15:06.520] BGMボスのBGM
[03:15:07.680] だからネタ強いんかと思ったわ。
[03:15:10.560] そんな強ないや。や、
[03:15:15.239] 俺が強くなりすぎたか。あ、あ、あ、あ、あ、あ。くそ。おいらたもここまでかん。
[03:15:25.239] よく見る人間じゃないか。おい、人間。この塔はおいらたちの住だぞ。一体何しに来やがった?
[03:15:34.359] 4体か。
[03:15:37.439] 確かに4
[03:15:37.960] 体ではならないのがいいつだったろな。
[03:15:44.680] なめた。口聞くやつは吐けそうか
[03:15:48.720] なあ。スライム風勢がほらスイラッチって言うんだ。よろしく。
[03:15:54.800] 頼むぜ。はい。
[03:16:00.760] スラッチ、頑張れ。人間。スラッチのこと
[03:16:02.960] 頼んだぞ。君たちが強いのはさっきので
[03:16:06.120] よくわかったけどさ、塔のてっぺにいる
[03:16:07.920] 怪物もとっても強いんだ。だからあんまり
[03:16:09.479] 無理しないでね。いいやつじゃねえかよ。
[03:16:12.560] あ、そいつは人間の言葉させないんだ。
[03:16:17.560] わお。ツボック。あ、ツボックやん。
[03:16:22.120] かも。
[03:16:26.640] おりゃ。
[03:16:31.040] ええ。
[03:16:35.640] あ、
[03:16:42.120] これはまずいか?何しとんねん。
[03:16:46.199] もういいわ。
[03:16:49.040] お、ツっコみがあり。
[03:16:50.560] ツッコミがツっコみが入りましたよ。
[03:17:04.880] 何が
[03:17:06.080] もうええわ。
[03:17:10.080] かいい。
[03:17:13.040] これ何が当たりなんだろう。
[03:17:16.359] 強獣って何が当たりなの?誰が来たら当たりなんだろう?
[03:17:22.239] ま、ざっとこんなもんね。
[03:17:37.720] キラパンがキングスライム枠。
[03:17:39.960] あ、そうなんだ。じゃくは外れ枠だ。
[03:17:44.359] 当たり何なんだろうな。
[03:17:53.279] チャラまるネタバレはダめ。
[03:17:55.040] だめなね。その目で自分の目で確かめてくれタイプね。
[03:18:09.279] ゾンビ呼びも強い。
[03:18:11.160] なんか今光
[03:18:11.840] の攻略本スタイル
[03:18:13.080] なんか今光ってるスライブみたいになかった?見違いか?ゾンビ呼びも強いんだ。あ、ちょっとほんまやめて。危ない危ない危ない。今なんかイベントに助けられたな。
[03:18:42.080] さあ、行こうぜ。
[03:18:51.199] いや、これ絶対あれやろ。ツボックいる
[03:18:52.840] やろ。いなかった。しかも熟連のたとか。
[03:18:57.160] ん、ここは足元がもろくなってる。
[03:19:10.520] バイキングアーマー。よし。
[03:19:18.319] た。
[03:19:19.000] おら、もう1
[03:19:19.479] 発だ。エルフの飲み薬。よし。あ、セーブしよ。
[03:19:39.840] よし、じゃあちょっとここのボスに勝ったら終わりにしよっかな。
[03:19:52.960] ブロードトライる
[03:19:54.920] 行くぞ。あれ誰もいないじゃない。
[03:20:01.760] すまん。今日だけはボス応援するわ。
[03:20:10.359] まあ負けること。ええ、
[03:20:14.720] スカイドラゴンなん?
[03:20:17.920] こんなんドラクエ3にしか出てこないん
[03:20:19.720] ちゃう?こんなん
[03:20:22.880] ドラクエ3の客ちゃうん?この
[03:20:26.600] バカバカバカバカバ
[03:20:30.040] かっけえ。
[03:20:32.080] スカイドラゴンかっけえ。ガディ
[03:20:38.319] 急に外出るやん。改正
[03:20:40.520] 本当だよな。急に改正になるやん。真っ暗だったんに。
[03:20:45.600] 真っ暗だったのに。なんだよこれ。
[03:20:50.000] 背景あるじゃねえか。
[03:20:51.239] 背景あんじゃねえかな。いまい。ポイズンダ。ジバリーナやる前にポイズンダカーガーだな。
[03:20:58.080] そりゃ
[03:20:59.120] そり。
[03:21:01.920] なかなか毒にはなりませんと
[03:21:08.239] 行くわよ。来るぞ。お任せ。
[03:21:23.040] オッケー。いいね。山びのりって
[03:21:25.960] 1回だけなんだ。あ。
[03:21:32.720] まあそうだわな。
[03:21:34.760] はあ。
[03:21:41.520] はあ。えい。
[03:21:43.920] いいね。デバフが揃ってていいね。
[03:21:49.720] そりゃ。
[03:21:51.439] こいつ毒になんのかな?
[03:21:57.439] デバフ、デバフデバフバフバフバフよく分かってないバフが味方デバフが相手よう分かってない
[03:22:20.080] ややさ
[03:22:22.080] バフやな、これは。じゃあバファイト。
[03:22:35.239] あれが上がって出
[03:22:37.319] そういうことやな。じゃあ、じゃあバフが間違ってました。すいません。
[03:22:41.600] 行け。
[03:22:42.399] 申し訳ない。あ、ドクターた。あ、ドクターた。毒た。よしよしよしよし。ええやん。ええやん。
[03:22:49.880] ベホま、ベホマラーは覚えてないのかよ。マラーは
[03:22:56.359] は
[03:22:57.720] 可いいえ。
[03:23:03.479] 癒しの歌前は
[03:23:09.640] 歌りがてえ。
[03:23:12.160] 歌りがてえ。やあ、
[03:23:22.279] からのそらせてい。
[03:23:29.640] 次の配信は歌枠頼まい。
[03:23:32.720] 誰が見たいねん、俺の歌枠。俺の歌枠誰が見たいねん。
[03:23:42.760] 一発逆効かないって。だけガチで見たい。
[03:23:46.040] いや、何歌えばええねん。俺歌もないわ。
[03:23:52.520] 改正上昇れるにゃ。頼む。
[03:23:54.680] ゼロマ戦。イエー。そんなつでも歌えんじゃねえか。つでも歌んじゃねえか。そんな
[03:24:00.640] サボテン頼む。うお。
[03:24:04.680] どこに行くの?こんな雨の中。どんな言葉満てど
[03:24:13.279] 529
[03:24:23.520] 枠ね。
[03:24:25.960] DJ枠ね。ありがと。
[03:24:30.560] 枠なぜ。
[03:24:37.920] DJ枠なんかなんか需要ないでしょ。
[03:24:43.160] なるほどね。
[03:24:44.359] はい。お疲れちゃん
[03:24:51.399] つっぴょ。
[03:24:54.040] やるとなぜか配信不安定になるのおもろい。そう。
