[00:00:29.080] あ。
[03:35:30.720] グリーク城も風のとしびなんじゃ。前大
[03:35:32.880] 魔王ごのために。その具ってのは一体何な
[03:35:35.680] んだ。え、ゴドは大昔より悪の被害者とし
[03:35:39.880] て闇の世界をに君臨しておる大魔王のこと
[03:35:42.880] じゃ。古からの予言所には次のように書か
[03:35:45.800] れておる。何千年もの間、え、神の怒いを
[03:35:50.439] 邪魔し、人間の心を惑わし、そして今の
[03:35:53.560] 時代その時刻のから呼び返り、恐怖と悪に
[03:35:56.479] より人間世界を敗させるであろうはそれ
[03:35:59.520] までに8人の魔王を、え、王国に散りばめ
[03:36:02.160] 、絶望、滅亡の準備を始める。そしてその
[03:36:06.120] 星がグランドクラスとなる時、え、その姿
[03:36:08.840] を表すであろう。また私の1人チェルシー
[03:36:13.040] チェルシー姫が、え、半月前より行方が
[03:36:15.359] 分からなくなってる。どうか姫を探し出し
[03:36:17.560] え大魔王5具を退治してほしい。そこに
[03:36:19.720] ある肖像画で姫の顔を覚えていってくれ。
[03:36:22.239] ああ。
[03:36:45.920] って感じだね。
[03:36:48.680] 面白そうではあるけどこれ多分あれなん
[03:36:51.239] だろうな。そのあれやんなきゃダメなん
[03:36:53.040] だろうな。前作とかやっといた方がいいん
[03:36:54.880] だろうな。
[03:36:57.040] え、でもこれがさっきのゲームと繋がっ
[03:36:58.880] てるのか本当に
[03:37:01.439] 同じシリーズだからね。さっきのやつと
[03:37:03.720] 清原
[03:37:06.279] なんで清原なの名前。お前だけ明らか日本
[03:37:10.160] 人や。シャブやってねえよな。大丈夫だよ
[03:37:12.199] な。
[03:37:17.560] ダブル
[03:37:18.800] 何かするの?あ、なんかこれも、あ、あったわ。このあるんだ。こっちにもこの
[03:37:25.319] 2
[03:37:25.560] ページ目があるんだ。うわ、しかもすげえ。このゲームセーブ法
[03:37:34.800] 3
[03:37:34.960] つある。パスワードとテープとディスク。すごいなあ。
[03:37:46.840] うわあ、なんかすごいこれなんか家とかも
[03:37:50.479] ちゃんとなんかこう延金感がある。
[03:38:07.359] でもなんかRPGみたいに戦うわけじゃ
[03:38:09.800] ないんでしょ、これ。戦うわけじゃないん
[03:38:11.439] だよな。
[03:38:32.319] 一瞬ドラクエみたいなBGMなんだよ。
[03:38:41.960] 自分の脳みりでも調べたら俺は丸コメあ、
[03:38:48.080] 脳みそか脳みそでも調べた。俺は丸コメ
[03:38:50.760] 味噌が好きなのようわからん。
[03:38:55.120] のりがちょっとのがちょっときついとこ
[03:38:58.359] あるね。
[03:39:00.640] ノりがちょっとたまにちょっとあの昭和な
[03:39:02.720] んだよな。
[03:39:13.439] どこに行きゃいいの?これ。
[03:39:41.120] すぎる。
[03:39:44.920] ちょっとドラクエすぎるよな。なんか
[03:39:49.000] RPG
[03:39:49.720] なんだかあれなんだかわかんねえな。アドベンチャー
[03:39:53.160] RPG
[03:39:53.760] みたいな感じ。あとどこに行けいいか全然わかんねえ。なるほどね。なるほど。うん。なるほどな。シャロムね。はい。分かりました。
[03:40:08.120] ダブル
[03:40:09.920] 今じゃないな。やりたいけどな。
[03:40:12.840] MSX
[03:40:13.439] は制覇したいからつかやるけど、今じゃないかもな。今じゃないかもしんないすね。ちょっとじゃ何やろっかな。まだあるんすよ。まだあるんだけど。まだあるんだけど。いや、右スとかおもろかったもんな。
[03:40:30.080] えっとね、
[03:40:32.760] シャロムで唐突に出てくるパズルって有名なので解放知ってる人が多いものの。そうでなければパズル上級者。もう読むの疲れた。
[03:40:42.199] へえ。あ、そうなんだ。そんなあれなんだ。ちょっとさ、俺さ、やっぱあのメタルギアやりてんだよな。せっかく買ったしね。メタルギアやりてんすよ。ちょっとやっていい?ちょっとやっていい?俺厳重に放送しちゃってるから出すの大変なんだけど。
[03:40:59.960] メタルギアやりたいよね。やっぱりね、
[03:41:02.319] MSX買ったからにはね、
[03:41:06.920] ビニールでもあれ、もう封印しちゃってん
[03:41:09.439] だよね。
[03:41:16.000] よいしょ。
[03:41:18.720] ま、ちょっとやりたいよね。
[03:41:21.160] あとメタルギア、このね、MSXの
[03:41:23.680] メタルギア2ってゲームがあるんだけど、
[03:41:26.880] ま、これがあのコなミのあのMSXソフト
[03:41:31.120] 最後のソフトなのね。それを見て欲しい。
[03:41:35.319] それを見て欲しいんだ、俺はみんなにどん
[03:41:37.479] だけ素晴らしいかって
[03:41:40.000] すげえんだからこのゲーム。
[03:41:45.600] よいしょ。
[03:41:51.040] ギアソリッドやる前にこれ2はクリアし
[03:41:53.120] たいよな。
[03:42:00.080] どんだけ厳重にこれ
[03:42:03.359] どんだけ厳重にこれ放送されてんねん。
[03:42:08.880] よいしょ。やべてかもう3時。
[03:42:12.840] もう3時なの?まだ俺
[03:42:16.560] 11。あ、あれかと思って1時。
[03:42:18.680] クそ世話になりました。やりすぎた。
[03:42:22.600] まだ俺1
[03:42:23.319] 時ぐらいかと思った。よいしょ。メタルギア
[03:42:27.560] 2
[03:42:27.840] 見ましょう。オープニング神だから見てほしい。これが
[03:42:37.000] MSX
[03:42:37.680] メタのコナミソフト。最後のソフトね。
[03:42:49.120] 毒がかっこいいんだよね。
[03:43:02.760] かっこいい。やっぱこれすごい。これ
[03:43:04.880] MSXかよって思うよな。
[03:43:14.520] オープニングがかっこいいのよね。
[03:43:25.560] 俺1回配信でクリアしてるけどね。
[03:43:28.960] これすごくない?これ、このAMSXだ
[03:43:33.560] からな。
[03:43:59.880] すごい。
[03:44:00.520] おはようございます。
[03:44:01.560] あ、シさんおはよう。シさんおはよう。
[03:44:07.239] かっこいい。
[03:44:08.159] かっこいいよね。
[03:44:10.399] MSXのメタルギア2オープニング見て
[03:44:13.600] ます。実機で。
[03:44:20.120] かっこいい。え、で、誰?これスネークだ
[03:44:24.479] からね。誰だよ。
[03:44:37.680] やっぱMSX版じゃなく見れないからね、
[03:44:39.640] あのスネークは。
[03:44:47.479] ちなみにこのBGMはソリッドスネークの
[03:44:50.080] テーマつってあのスマブラにも流れるよね
[03:44:54.399] 。この曲スマブラでもアレンジされて
[03:44:56.520] 流れるやつ。
[03:45:00.199] これ怒かりさんって人がまたこの
[03:45:02.199] ミュージックコンポーザーすごいんですよ
[03:45:04.439] 、この人。
[03:45:10.960] かっけ。
[03:45:18.399] これすごいよ。これMSXでこんな
[03:45:22.800] 書き込みがすごいね。本当。
[03:45:32.840] おお、かっこいい。
[03:45:37.359] マジかっこいい。すご。
[03:45:47.279] メタルギア2ソリッドスネーク。
[03:45:53.080] すごくない?
[03:45:55.359] すごくないすか?これ
[03:45:58.960] もオープニングもう1個あるんで。
[03:46:02.000] オープニングもう1個見ようぜ。
[03:46:09.720] 1990年後半。世界は安定化の時代を
[03:46:13.600] 迎えようとしていた。
[03:46:18.120] 文字もでかくて読みやすい。ベースを中国
[03:46:21.880] 間の雪時に始まり小島だね。この辺
[03:46:27.159] 角度脅威出た出た出た。
[03:46:30.439] この辺小島監督だよな。
[03:46:34.800] しかし平和を好まないもんたち。
[03:46:41.479] 中東で不穏な空気が高まっていたね。
[03:46:49.359] ソ連中国中近に隣接する小国
[03:46:51.800] ザンジバーランドに、え、軍事政権が受立
[03:46:55.040] 。ザンジバーランドは世界各国の廃気を核
[03:46:59.680] 兵器貯蔵庫を襲撃。回廃棄だった核兵器を
[03:47:02.880] 奪い、世界で唯一の核を成し遂げた後、え
[03:47:05.720] 、隣獄に対して無差別進行を開始したので
[03:47:08.159] ある。えぐいことしてるな。核有を放棄し
[03:47:12.960] た世界に再び核の脅威が目を出そうとして
[03:47:17.199] いる。していた。
[03:47:22.880] 一方、30年は持と言われていた地球の
[03:47:25.439] 石油資源の枯渇が想像医療に早く訪れ、
[03:47:28.040] 石油に変わる安全な大外エネルギーが得
[03:47:30.359] られないまま世界は深刻なエネルギー危険
[03:47:32.760] に直面していた。
[03:47:35.319] デレデレんデんデレデんデレんデレ
[03:47:38.520] 。そんな中、チェコの生物、え、科学者、
[03:47:42.040] え、キオマルフ博士によって公準度の石油
[03:47:44.840] を生成するという生物オイルリックスが
[03:47:48.000] 発明された。
[03:47:50.880] オイリックスをメカって世界はこのこれ
[03:47:54.680] ソリッドスネークだからね。これ誰だよ
[03:47:56.960] お前。マジで。
[03:48:05.159] ザンジバーランドは核兵器とオイリックス
[03:48:07.479] によって軍事優位を確立しようとしていた
[03:48:10.239] のである。
[03:48:15.760] わずかスーミクロンの美生物が世界を
[03:48:19.040] 動かそうとしている。
[03:48:21.560] いいね。
[03:48:24.399] あ、飛ばしちゃった。
[03:48:28.640] なるほどね。
[03:48:33.159] いや、いい。画面構成も最高。
[03:48:43.359] いや、マジで久々にやりてえな。
[03:48:56.399] こちらスネーク入ポイントに到着。
[03:49:01.520] スネーク相変わらず時間通りだな。よし。
[03:49:05.600] オペレーションイントルード
[03:49:08.080] F014開始。もう1度を確認する。君の
[03:49:12.520] 任務はザンジバーランドの潜入。されて
[03:49:15.479] いるチェコの生物学者清マルフをダッシュ
[03:49:18.120] すること。
[03:49:20.279] 今回の新兵器、え、物体反応同体反応
[03:49:24.239] セターセンサーのTwitchを入れて
[03:49:25.760] くる。
[03:49:29.199] いや、いいですね。
[03:49:31.560] やっぱり何回やってもいいね、このゲーム
[03:49:33.600] はね。
[03:49:56.600] ランボみたいな顔だった。
[03:49:59.239] そうそう。このだからあのいや、ランボだよ。多分これね、あのこのソリッドスネークっていうゲームなんだけどメタルギア
[03:50:07.199] 12ってMSX
[03:50:08.680] でさ、メタルギアソリッドのその原点が出てるんだけどなんかもうめちゃくちゃ昔のゲームなんだけど、なんかやっぱあのメタル系ソリトが有名だから色々移植されてるんだよね。
[03:50:19.040] あの、プレステ2で移植されたり、あの、
[03:50:21.800] なんかコレクションに入ったりとかしてる
[03:50:23.760] んだけど、それって
[03:50:26.960] なんか本当だから顔、顔グラフィックとか
[03:50:29.439] がさ、これ、あの、なんて言うの?もう
[03:50:33.840] めっちゃあれなのよ。顔グラフィックがさ
[03:50:35.880] 、映画の映画のなんかポスターからその
[03:50:39.479] まんまこれ確か誰なんだっけな。
[03:50:43.279] そう、あの映画のポスターからそのまんま
[03:50:46.120] なんかあの書き起こしたみたいな
[03:50:49.359] めちゃめちゃ著作権侵害みたいなことし
[03:50:51.279] てんのね。ま、当時緩かったから許された
[03:50:53.479] んだけど。そうそう。だから顔がね、
[03:50:56.040] めちゃくちゃ差し替えられてるのよ。
[03:50:57.720] プレステ2版とかだとこのこの顔でできる
[03:51:01.319] のはこのMSX実機のみなのよ。だから俺
[03:51:04.520] はわざわざこれがやりたくて、
[03:51:07.920] この顔でできるのって
[03:51:10.760] このバージョンだけなんだよね。他のやつ
[03:51:13.399] は全部なんか今のスネークの顔になってる
[03:51:15.560] んだよ。全部書き直されちゃって。この
[03:51:18.479] だってこれ誰やねんて話。これだってこれ
[03:51:22.279] 全然スネークじゃないもん。これ誰?この
[03:51:25.000] 無彩おっさんは。
[03:51:29.640] これキャンベルも確かあれなんだよね。
[03:51:31.120] なんか書き直され、全部書き直されてるん
[03:51:32.800] だ。
[03:51:34.479] あとこのなんかこのテキストとかも、ま、
[03:51:37.439] 時代的に許されないテキストとかもあっ
[03:51:40.640] たりして、
[03:51:42.600] そういうのもなんかこのなんていうの規制
[03:51:46.279] 前の状態で集めるのこの実記版だけなんだ
[03:51:49.399] よね。
[03:51:54.279] 実機の特権ですわね。そうなんだよ。だ
[03:51:56.279] からわざわざた金払っていくらすると思っ
[03:51:58.880] てんの?これメタルギア2
[03:52:01.319] ソリッドスネーク箱付き。これ
[03:52:03.319] いくらすると思います?ま、もうそれはまあえてあえて特に言いませんけどもとんでもないっすよ、これ。とんでもないっすよ、これ。
[03:52:11.880] 3
[03:52:12.159] 万
[03:52:18.159] 3万申し訳ないけど。申し訳ないけど。
[03:52:25.319] こんなお前3万
[03:52:37.680] これね本当にMSXとは思えないぐらい
[03:52:40.840] 本当ゲコマでさ、
[03:52:48.800] ちゃんとこう壁殴ったりすると敵がさ何の
[03:52:51.199] 音だとか言ったりさしてくるんだよ。
[03:52:56.359] え、あ、ちょうどあっちから来たんかい。
[03:53:01.840] こ逃げ込もう。
[03:53:05.560] これでセーフやろ。
[03:53:08.199] 普通これま、これ普通フェンスだ。
[03:53:11.120] フェンスだから普通にバレると思うけどな
[03:53:12.920] 。普通にこれでバレないのおかしいけどな
[03:53:15.479] 。
[03:53:22.479] この時代ステルスゲーとか珍しそう。
[03:53:25.080] ていうかステルスゲがこれ初めてのゲームだからね。ま、このこれの前にあのメタルギア
[03:53:30.880] 1が出てるけどメタルギア
[03:53:33.159] 1もあるんだけど
[03:53:35.120] マジか。
[03:53:35.920] そう。これ、あの、え、ステルスゲーって
[03:53:38.920] 、あの、本当にこれメタルギアが1番最初
[03:53:41.319] 、ま、1番厳密には1番最初じゃないけど
[03:53:43.880] 、一般的ななんて言うの?
[03:53:47.080] 一般的な
[03:53:49.520] 何て言うんだろう?
[03:53:55.880] これより前にもステルスゲートあった
[03:53:57.439] らしいんだけど、なんかパソコンゲーム
[03:53:59.880] だったりするんだけど、一般的にこうやっ
[03:54:01.399] てあの記録広めたのはメタルギアが最初。
[03:54:04.239] それはもうギネスに戻ってるらしいです。
[03:54:06.720] ギネスにも乗ってるらしい。
[03:54:18.359] 小島監督って元々ファミコン
[03:54:23.199] のゲームが作りたくてコナミに入ったんだ
[03:54:25.239] けどなんかファミコンのチームにこう配属
[03:54:28.960] されなかったらしいんだよね。ファミコン
[03:54:31.479] のチームに配属されなくてMSXのチーム
[03:54:33.800] に配属されてなんかもうそこやめようと
[03:54:37.080] 思ったらしいんだね。ファビコンのゲーム
[03:54:39.520] 作れねえんだったらやめますわみたいな
[03:54:43.080] だったらしいんだけど、なんか、ま、一応
[03:54:46.120] ちょっとゲーム作り続けようつって、あの
[03:54:49.920] 、続けて1番最初になんかメタルギア作る
[03:54:54.199] 時になんかファミコンでいうなんかあの
[03:54:59.479] 戦場の狼とかさ、俺がこな間だやったあの
[03:55:02.960] な、何だっけ?ヒットラの逆襲のさ、あの
[03:55:05.399] 上から目線のあのステージあった。戦争の
[03:55:08.720] 銃打ち銃をさ、バババって打つようなやつ
[03:55:11.720] 。ああいうゲームを作れって言われて、で
[03:55:14.720] もなんかこれ、ま、MSXなんでキャラの
[03:55:17.080] 動きもカクカクだしさ、あの、そんなに弾
[03:55:19.399] とかキャラクターとか一気に出せないから
[03:55:21.880] 発想の逆転でなんか敵とあんまり戦わない
[03:55:24.880] ことを目的にするゲームを作ったらしいん
[03:55:26.720] 。それがなんかメタルギアらしいんだよね
[03:55:28.600] 。MSXのなんかあの性能が悪いからでき
[03:55:33.560] たゲームらしい。おもろいよね。
[03:55:38.479] ほう。詳しすぎな。好きだからね。好きだから。でも有名なエピソードだけどね。有名なエピソードだけどね。でね、これ本当にストーリーとかマジ神だからね。見て欲しい。てか君たちあんまりまずメタルギアを知らないね。メタルギアソリッドの方もめっちゃいいからね。あのメタルギアのあのなんだっけ?あのも作るからやるからね。これやるからね。
[03:56:07.399] もう1回このオープニング見ていい?
[03:56:10.560] いや、あのこれ本当にMSXと思えないよ
[03:56:14.080] 、これ。本当グラフィックとか
[03:56:24.479] 怒ってるんだよね。
[03:56:38.840] いや、かっこよすぎるな。
[03:56:55.800] で、結局
[03:56:57.960] 、結局俺の好きなゲームを語ってしまった
[03:57:00.239] けども、あの、結局次のゲーム何やんの?
[03:57:06.199] 結局次のゲーム何やるんだ?
[03:57:16.880] いや、リクエスト。うー、どうしようかな
[03:57:19.720] 。
[03:57:35.960] シナリオ秀小島ルカにジムプ
[03:57:51.520] いや、それかスナッチャーも行きてえな。
[03:57:54.000] スナッチャー一瞬やろっかな。
[03:57:57.479] スナッチーも行きてえな。
[03:58:16.880] ま、ちょ、考えます。考えますなって今日
[03:58:18.920] 考えようと思ってたんだけど結局決まん
[03:58:20.479] なかった。
[03:58:31.560] 素晴らしいゲーム。
[03:58:42.359] いや、これかっこすぎるよ。このワイヤー
[03:58:44.680] フレームのこれ。ま、これもなんかなんか
[03:58:46.640] の映画のパマージュ。
[03:58:49.640] ま、なんかのま、あの漫画じゃなくて、えっと、映画のなんかおマージュらしいけど、このオープニングもま、そんな感じ。
[03:59:05.800] インスパイア、
[03:59:06.720] インスパイア、インスパイアされてるね。
[03:59:09.159] あ、ゆけさん、こんばんは。ゆけさん、こんばんは。今ちょっとあのソリッドスネーク見てました。オープニングかっこよすぎな。かっこよすぎな。
[03:59:19.720] 多分俺が所持してるゲームで1番高いとか
[03:59:22.399] 1997
[03:59:23.840] あ、何それのあれなんだ?あのオープニングのあれなんだ。ちなみにこの説明書見て。これ誰やねん?これむ作くないからね。スネークって。今のスネークはね。
[03:59:41.000] だ誰?
[03:59:42.880] 誰やねん。これが味わえるのはもう実気だ。
[03:59:47.600] 実機だけですから。これが味わえるのは。
[03:59:51.600] このさ、箱もかっこいいのよ。掘っててさ
[03:59:56.319] 。
[03:59:58.040] これあのガンプラとかの昔のガンプラとか
[04:00:00.720] のあの絵とかを書いてる人が書いたんだっ
[04:00:04.040] て。これこの絵もかっこいいよね。
[04:00:09.840] こんな
[04:00:13.279] かっこよくない?まずパッケージが
[04:00:15.960] パッケージがかっこよくない。
[04:00:17.199] まずこのなんか箱が凝ってるというか
[04:00:22.720] あげない。俺が持ってるゲームの中で
[04:00:25.120] 1
[04:00:25.279] 番高いかもしれない、今んとこ。うん。すごい値段したね、これ。すごい値段したね、これ。
[04:00:37.520] ブアンパイアキラー声マジか。
[04:00:40.159] うーん、そうかもな。そうかもな。
[04:00:48.880] ま、いいつかっていうか、ま、そ、近々配信でやるよ。
[04:00:53.319] あの、近々配信でやる。これまたま
[04:00:55.479] 1回やったんだけどね。これじゃないけど
[04:00:57.560] 俺俺もあのMSX版ってやったことなくて
[04:01:00.800] あのプレステの移植版その時持ってなかっ
[04:01:02.960] たからさ、MSX移ore移植版でやった
[04:01:05.279] んだけどあの
[04:01:09.080] このなんていううの原点っていうかその
[04:01:11.040] なんて言うの?元ネタというかあの
[04:01:16.960] 何も修正されてないバージョンがやりたく
[04:01:19.239] てさ。
[04:01:21.960] ま、頑張って手に入れたんでやりますわ。
[04:01:24.920] やりますわ。
[04:01:25.680] 頑張って手に入れたんでね。よいしょ。ま、ちょっと高いゲームなんでちょっと本当に調に扱わせてください。これ。うわ、
[04:01:38.120] 8や。お疲れ。ハお疲れじゃん。
[04:01:42.199] キさんもお疲れ。さんも疲れ。
[04:01:44.800] キラキラんは
[04:01:46.520] お疲れ。にさんもお疲れじゃん。は、お疲れ。
[04:01:50.840] グーぐ。
[04:01:53.560] 色ハグラー。ロハグラー。色ハグラーッド。
[04:02:00.319] ちょっとごめん。今
[04:02:02.760] 痩せた。
[04:02:03.239] ちょっとごめん。今痩せた。痩せたかもな。
[04:02:08.640] 痩せたかもな。許さない。待ってるぜ。こっちのステージでな。こっちのステージでな。今ちょっとあの次のゲーム何やるか決めてたとこなんすよ。
[04:02:23.479] 次のゲーム何やるか決めてたんだけど結局俺があのお気に入りの高いゲームを自慢して終わるというつもの流れね。いつもの流れね。
[04:02:34.120] 8に今説明するとりあえずドラクエをな
[04:02:38.040] んでそんなところに指輪ついてるの?彼女でも出た。
[04:02:41.800] 出たよ。もうなんなんだよ。え、別に普通にあれじゃない?なんかなんみんな言われんだけど。
[04:02:48.680] 普通のネックレスですから。で、今の流れを説明するとそういうことなんすよ。ドラクエクリアして次の配信何やろっかなつって
[04:03:03.840] 完全に読めてた。
[04:03:05.359] そう、あの流れです。そういった流れになってます。メタルギアそあのソ
[04:03:11.640] 2
[04:03:11.920] ソリッドスネークをあの見てあれしてました。
[04:03:16.840] みんなに自慢してたところでした。で、
[04:03:20.199] 結局次のゲーム何るか決まってません。
[04:03:23.760] どうしようかな。どうしようかな。どう
[04:03:27.199] しようかな。
[04:03:30.000] 何やろうかな。いや、リクエスト枠もやる
[04:03:33.239] かどうか考えてたんだけどいつものごと
[04:03:35.720] 自慢してる。自慢してことは余裕あるから
[04:03:38.800] クリアもしてるねこれ。
[04:03:40.439] って言ってもう読むのそうなの?あ、もうそういうので来てるんだ。ああ、なんかいつものことく自慢してるわつってきたんだ。自慢しますよ。そ、それは自慢しますがな。ああ、ぐちゃめちゃぐちゃだ。
[04:04:01.880] 自慢し、自慢し、
[04:04:03.399] 自慢し、自慢たち自慢です。
[04:04:09.319] いいんです。みんなそれ見に来てる。笑笑
[04:04:12.319] 自慢しです。見てよ、これ。
[04:04:17.120] SD
[04:04:17.600] スナッチ。これもやりてえな。これもやりたしね。これもやりたいすね。え、笑。え
[04:04:24.640] えでしょ。ええでしょ。岩さんこんばんは。いけん。でょ。
[04:04:28.600] もうええでしょ。
[04:04:30.080] だから何もだから、だから次何やるかマジで決まってないんだよ。
[04:04:34.439] 初めてリズム天国したよ。
[04:04:36.000] え、やってたね。あ、見たよ。見たよ。俺もちょっと見てたよ。
[04:04:38.520] 下手くそだなと思って。下手くそだなと思ってた。
[04:04:45.520] 笑笑
[04:04:46.720] 笑笑。
[04:04:51.640] 夢たいリカードベンチャーちょっとやろうかな。いや、もうでも俺もう配信終わろうかなと思ってんだけど面白かった。あれ新しいリズム天国
[04:05:00.880] 5
[04:05:01.120] 時間ほどやってまだメダル行。下手すぎる。絶対見ないもん。
[04:05:10.080] 俺あんなん目つぶってもできるからな。リズム感だけはあるんだから。
[04:05:18.199] 鬼のリズムル
[04:05:25.560] ドラマーにはなれなそうだった。
[04:05:27.920] え、ドラマー無理でしょ。
[04:05:31.399] 8
[04:05:31.560] には俺このゲームもちょっとやりてえんだよな。このゲームもなんかね、なんか面白い。なんかそんな面白くなさそうじゃん。
[04:05:47.159] ドラマー体力もいるし。無理そう。笑笑。
[04:05:51.840] こんな面白くなそうに見えてめっちゃおもろいんですよ、これ。
[04:06:03.080] ドラマは体力いるね。痩せるで。あれ?ドラマやってる時は痩せてたもんな、俺も。え、リズム天国か。
[04:06:15.920] ドラマーデブ多いのなんで?え、
[04:06:20.080] それ勝手なイメージだよ。別にデブ、そんなこと言ったらギターやってるやつもデブいるよ。
[04:06:29.399] それ以上に食ってるのかな?そんなにデブのドラマいない。
[04:06:34.640] なんかこのゲーム
[04:06:36.239] デブのゲないって。そんなドデドゥデデ
[04:06:55.319] ソシャげでちょっとありそうだね。ダブル攻系のゲーム。笑。
[04:07:00.239] あれわざと失敗するやつね。
[04:07:02.199] あった。
[04:07:02.880] わざと失敗するやつね。
[04:07:05.000] あ、笑笑。
[04:07:11.640] あのなんかあれじゃない?あのさ、なんか
[04:07:14.359] さ、あのなんかあのなんかあの
[04:07:18.640] 敵がいっぱい攻めてきてなんかあのさ×2
[04:07:22.199] とさプラ10の入るとこがあっていやそれ
[04:07:26.119] ×2行った方がお得かいやつに
[04:07:29.399] て思インストールしちゃ
[04:07:31.000] そこかけるに行けやボっていうやつね
[04:07:34.119] 笑笑
[04:07:35.040] あれクイラらラするやつ
[04:07:37.520] なんでそこかける取らへんねんていう。あ
[04:07:40.279] 、ほ、絶対かけるかけるの方入った方が得
[04:07:44.800] なのに。
[04:07:50.159] インストールしたら全然違うゲームでしょ
[04:07:51.840] 。
[04:07:53.359] インストールしたら全然違うゲームね。
[04:07:55.359] 下手くそみ。現象
[04:08:00.319] 俺にやらせみろつって。
[04:08:12.000] エバーテイルのホラー広告のやつ派が
[04:08:14.520] エバーテイルエバーテイルってなんかあったね。全然違うやつね。のかな?
[04:08:24.000] みんな今そう思ってんのかな?もしかして下手くそと思ってる。
[04:08:40.319] このゲームなんだっけ?
[04:08:42.800] 24
[04:08:43.600] ステージぐらい来てみたら懐かしいゲーム。
[04:08:45.760] あ、フラさんこんばんは。夢大陸アドベンチャーやってます。ま、もう終わる。もう寝るけどね。もう寝る。ちょっと試しで。いや、今
[04:08:52.520] 1
[04:08:52.600] 個ゲームクリアしたからさ。次何やろうかなと思って。ただこのゲーム鬼むずいらしいんだよね。
[04:09:00.840] 鬼珍しくてレ
[04:09:04.399] ねレね。この辺まではやったことあるんだ
[04:09:07.199] よな、俺。
[04:09:13.279] これ敵も出てくるんだな。この辺からな。
[04:09:21.600] あ、すごいカーブする
[04:09:24.239] 。このMSXってことをちょっと踏まえて
[04:09:27.279] みてくれよ、お前ら。なんかしょぼそうな
[04:09:29.520] ゲームだなとか思ってそうな感じするけど
[04:09:32.000] 。絶対そんなことないから。MSおすごい
[04:09:35.640] な。引っかかるな。MSXですから。
[04:09:49.239] 後ろ姿可愛いから助かる。
[04:09:53.239] 可愛いよな。
[04:09:59.279] 確かこいつの名前確かペンギン君ね。
[04:10:02.560] こいつのこのキャラクターの名前ペンギン
[04:10:04.439] 君です。
[04:10:12.800] 人間君みたいな。
[04:10:21.720] 赤い1発なんだよ。1発なんすよ。
[04:10:30.439] いや、このお魚みたいのはいや、嘘やん。
[04:10:37.080] まだステージ3だよ、
[04:10:40.800] これ。お魚を。お魚がお金になってて
[04:10:44.880] なんかあのおあ、これあれ?これ入れない
[04:10:47.800] 。ああ、入れなかった。今のなんかあのお
[04:10:51.520] 店があるらしいんだよ。どっかになお店が
[04:10:53.560] 。
[04:10:56.720] あ、まずい。
[04:10:57.600] これクリアしちゃう。あら、まずいね。で、ボスもいるんだよ、これな。
[04:11:02.600] そうそう。穴の大きさで分かるんですよね。
[04:11:05.359] ちっちゃい穴が確かあれなんだよね。でもでもせっかくおみ貯めたのにお見され。いや、これむずいよ。いやあ、むずいって。
[04:11:25.680] 問答無で最初からです。これ、これ
[04:11:29.560] 24
[04:11:30.159] ステージだぜ。って結局南極大冒険ってゲームとは違う感じ。
[04:11:34.359] 結局南極大冒険の続編だね。続編結局南極よりかなり進化してる。いや、
[04:11:44.840] そなのね。あれのレベル
[04:11:46.399] 1000くらい。
[04:11:47.000] レベル1000。
[04:11:47.880] 次の耐久企画。
[04:11:50.239] これ地獄やろ。
[04:11:54.399] いや、あの
[04:11:57.319] コナミの10倍カートリッチ持ってるから
[04:11:59.960] 最悪それ使っていいんだったらできるけど
[04:12:01.800] 。これをさ、脳ミスで24捨てクリア
[04:12:06.000] するって
[04:12:08.239] マジで難しいと思う。本当に死ぬほど
[04:12:11.760] むずいよね、これ。多分脳ミスで1周
[04:12:14.439] クリアするって。
[04:12:21.640] 高橋を乗り越えたチまなら
[04:12:23.520] 高橋の方が簡単まだある。
[04:12:25.000] むずいですね。
[04:12:25.880] だよね。だって高橋名人なんでクリアできたかって言うとあれね無限なんだよ。だからクリアできんだけどコンティニュー有限でさで
[04:12:41.920] 24
[04:12:42.479] 伏でしょ。ちょっとちょっと金玉が縮み上がるね。
[04:12:54.000] マジか。
[04:12:55.520] そう、そう、そう。
[04:12:57.439] 3
[04:12:57.680] 回死んだら最初からだからね。で、敵に接触したら
[04:13:01.319] 1
[04:13:01.439] 発アウトだからね。ま、なんか金貯めてなんか銃とか買ってなんかそれもおかしいんだけどピストルピストルがもらみ上がる。
[04:13:14.399] 笑。
[04:13:14.880] ピストルが手に入るんだけど。ピストルで敵を打てば倒せるみたいだけど世界観すげえんだよね。ルルーん。
[04:13:26.040] うん。ちなみにこのゲームのストーリーを
[04:13:28.880] 説明しとくと、このペンギン君の恋人の
[04:13:32.680] ぺんこちゃん。ぺんこちゃん。恋人には
[04:13:35.640] 名前あるんだけどペンコちゃんって言うん
[04:13:37.279] だけどぺんこちゃんが病気になっちゃった
[04:13:40.080] んで
[04:13:41.800] えっと夢大陸っていう場所にある
[04:13:44.359] ゴールデンアっていう
[04:13:47.399] 何でも病気を直すことができる
[04:13:51.000] あの
[04:13:52.840] ALLEを取りに行くっていう。
[04:13:56.239] え、取ってあ、入れなかった。取ってあの
[04:13:59.080] 帰ってこなきゃいけないんで
[04:14:01.720] 往復なんだよね。
[04:14:09.560] いや、店の穴がマジ分かりづらくて入り
[04:14:11.920] づれ。
