[00:00:54.960] チまど可愛い。チまど可愛い。チまど
[01:46:00.599] 入れて頑張ることった。え、今までの分は
[01:46:03.159] 今まで俺めちゃくちゃ取ってたけど
[01:46:06.599] やった。
[01:46:10.000] なんか今暗号が書いてある。なんかなん、
[01:46:12.560] なんて
[01:46:14.599] 俺なんだ3ヶ月かかったってにあ、虚しい
[01:46:16.599] な。
[01:46:19.280] 良いに利用されたんですか?僕が増えてよかったね。
[01:46:23.199] なんだと?僕が増えたの?
[01:46:26.119] 頑張るがカタカナなの。彼がチラチてしいです。
[01:46:30.040] 分かる分かる。このゲームなんか頑張るをさ、カめにするんだよね。や散らついてもいいんだけどさ、もらうの大変だったんだから。これちゃまげさんのおかげ。
[01:46:42.920] 頑張る太郎。
[01:46:43.920] 頑張ろ。
[01:46:46.119] ありがとう。どういたしまして。
[01:46:54.199] もう1回。もう1回。
[01:46:58.679] 新海業売る権利を認めるブルーランド協会
[01:47:02.040] 共同組み合い。レースの暗号。だめだめ。
[01:47:06.360] いやん、それもよし。なんやねん、それ。
[01:47:13.679] だめだめ。いやーん。それもよし。
[01:47:18.679] 何?何?何?ダメダメいやん。おい、おい
[01:47:21.080] 、おい、おい、おい、おい。すごいこと
[01:47:22.599] やるじゃん。だよね。権利に溺れないだよ
[01:47:26.000] ね。まま、それはそう。
[01:47:32.400] 崖でも飛び越せほど足の力ついた。うん。
[01:47:38.159] えい。
[01:47:46.119] これもらったけど。もらったけどさ。
[01:47:51.760] あ、でも見た。あれだ。成長率50%超え
[01:47:54.800] た。めっちゃ実績増えてるじゃん。挨拶、
[01:47:58.560] 料理、掃除。右れ。ドルフィンゴの操縦。
[01:48:01.880] 漁子の資格を取った。
[01:48:05.360] 結構実績増えてるよ。ミスコンで2位に
[01:48:07.760] なった。歌がうまくなった。踊りがうまく
[01:48:09.679] なった。夢が見れた。過去が持てた。未来
[01:48:11.599] が持てた。すごいここ夢が見れた。過去が
[01:48:14.760] 持てた。
[01:48:15.239] 未来が持てただって。この実績は俺たちには一生解除できないやつだな。幸せが分かった。なかなかいい実績をお持ちですな。フ
[01:48:25.800] パイルフィッシュ。
[01:48:26.679] それが1番、それが1
[01:48:28.119] 番大変なんやから人間。それが
[01:48:30.599] 1
[01:48:30.719] 番。私には未来ができたの。ぼンさちこんばんは。ボンちこんばんは。オ子を育てておる。ちょっと待って。
[01:48:40.239] その実績私も欲しい。
[01:48:41.960] 欲しいよね。
[01:48:44.679] ちょっと服着替えていい?服着替えたくね。な
[01:48:47.719] 幸せ見つけてこ。
[01:48:49.520] 青い服着てみよう。青い服。
[01:48:54.920] どこで見つけられますか?
[01:48:57.520] この色々考え事したくなっちゃう。いいよ。いいこと。着替えろて。
[01:49:08.400] 服の選択ってできんのかな?
[01:49:10.760] できるんじゃない?いや、なんで来たくないの?だめ。青だよ、お前。今日は青だよ。おい、おい、おい。だこけなてんな。なんだ、考え、考え事ことしたくなっちゃうのはいいんだけど。い、それはいいんだけど。それはいいんだけど。
[01:49:34.960] 来て
[01:49:37.599] 来なさい。これ
[01:49:40.679] 見ちゃだめ。あ、着替えてくれるんかい?
[01:49:46.719] 青いな。思ったより青いねんな。思った
[01:49:50.040] より青いねんな。これ全然畳んである時と
[01:49:52.920] 色全然違うやん。青いね。ま、でもいっか
[01:49:57.520] 。あ、たまには青も
[01:50:00.840] ちょっと目に染みる。目に染みる青だな。
[01:50:05.159] どっちのが好き?
[01:50:07.119] うーん。赤と青。まあでも赤、赤、赤の方が可愛いけどね。青、これちょっと本当ちょっとなんかこの子には合わないなあ。ま、でもちょっとこれで行こう。
[01:50:20.960] 断然赤。
[01:50:22.159] 断然赤だね。あれ、どこ行けばいいんだろうな。なんか次イベントなんかあったっけか。
[01:50:32.080] 細川孝志の八着。
[01:50:34.400] あのドクのやつな。あのゴルフウェア上下セットアップで
[01:50:40.199] 12万ぐらい。
[01:50:41.880] 上下セットアップで12
[01:50:43.280] 万ぐらいだからね。あれ
[01:50:45.360] たけ
[01:50:46.239] クソたけ。ゴミ捨テバの猫ね。ゴミ捨テバの猫ってどうすればいいんだろうね。あれゴルフのなんかゴルフのなんかあれなんだよね。有名なブランドのやつなんだよね。
[01:51:02.360] ああ、これもさ、
[01:51:12.920] どうにかできそうだけどね。
[01:51:16.239] こいつぶっ飛ばそうじゃ。
[01:51:20.920] どうやったらぶっ飛ばせるんだろう。どうやったらぶっ飛ばせるのこれ。
[01:51:42.960] あ、
[01:51:44.639] どっかでボがべないの?
[01:51:46.679] あ、いいかも。
[01:51:47.960] じらしを引いてガと
[01:51:50.239] ガツとクラちゃんみたいな友達って言うのね。
[01:51:53.480] 黄緑いね。
[01:51:56.280] ね、ちゃさん、友達でたくさんいなきゃダめなの?そんなことないよ。別にそんなことない。俺なんか友達いないんだから。全然ネットにしか友達ないんだから。
[01:52:03.760] そんなことないよな。
[01:52:05.119] そんなことないよ。マジで。
[01:52:06.960] じゃねえか。う
[01:52:08.719] え。これダメ。緑。緑良くない?数じゃなくて本当の。おお。もうジョゼットさんはいい、いい子に育ってますね。あ、間違えた。
[01:52:24.239] いや、あ、
[01:52:25.079] 狭く深が大事よ。
[01:52:26.800] そう、そう、そう、そう、そう。
[01:52:33.239] ありがとね。
[01:52:39.599] 友達おらんからここにたどり着いた。
[01:52:44.320] うう。どうした?どうしたの?何?何?何?何?どうしたの?あ、やべ。きちげ解放してる。
[01:52:54.960] はあ。
[01:52:55.679] なんだよ。何はあ?なんだお前?おい、ガキ。
[01:53:00.920] 怒りっぽい子だね。可愛い
[01:53:04.360] ガキ。こら何怒ってんだこら。おい。
[01:53:09.639] え
[01:53:13.560] 用がないならやめてくれない?何?マジこいつ。
[01:53:16.880] 何こいつ急にどうしたの?
[01:53:21.159] 激おやん。
[01:53:22.800] ホルモンバランスがぞ。
[01:53:24.639] 反抗ちゃ。
[01:53:25.920] ホルモンホルモンバランスが崩れた。命の母飲もうか。おい、
[01:53:30.880] 何もしないなら帰れ。
[01:53:33.199] 山口メンバーも何?買い物買ったよね。可愛い。可愛い。買ってあげよう。可愛いから買ってあげよう。可愛いから買ってあげよう。じゃあプリン買ってあげよう。
[01:53:48.119] それ可愛いんだ。笑笑
[01:53:49.960] 可愛くない。プリンガよねって。でさ、俺今
[01:53:53.239] きめのやつにしたげる。
[01:53:54.520] 俺今とんでもないのも見つけたんだけど俺今おいまさかまさか俺が直すんかなあなあ。まさか俺が直すってこと?これあのクラの病気。
[01:54:06.360] 笑笑
[01:54:06.920] え?俺が直すの?これ結構い熱い。熱いけどこれ結構無理あるだろ。え?
[01:54:14.000] 爆笑ってんだ。笑。激ア展開。
[01:54:17.320] 俺が直すってこと?嘘だろ?マジ?なんか俺買ってたはず。医学嘘。少しむかつくは?何がやねん?おい。何がだ?ふん。ちゃが。そう言うならね。
[01:54:44.400] お医者様。
[01:54:45.159] クソガき
[01:54:45.960] てこと。
[01:54:47.239] ほら、クソガき。医学所。医学書。お弁の時間ですわな。あれ?医学書持ってないんだっけ?良くない。本違う。あ、医学書持ってないわ。医学書持ってなかった。
[01:55:12.480] いらない本全部売る。
[01:55:15.800] まあでもお金はさ、困ってないから別に。よし。機嫌直った。映画って面白いね。うん。勉強して。
[01:55:36.400] え、
[01:55:37.199] あ、え、人間って女の人の体の中から生まれるの?そう、そう、せやな。せやな。まだ元を立たせば、元をせば男、男の中と言っても過言ではないけどな。出発店、出発点はそこみたいなとこあるからね。
[01:55:59.320] 出発点はそこみたいなとこ。む、むいちゃん、こんばんは。
[01:56:01.679] むちゃん、こんばんは。今日もやってます。ワンダープロジェクト
[01:56:05.239] J2、
[01:56:05.920] 元はね、
[01:56:06.800] 元は
[01:56:07.360] は
[01:56:09.560] 右か左かみたいな死ぬっての機能が全て止まってしまうことなのね。お、なるほど。死についてやべ、もう
[01:56:16.159] 12
[01:56:16.480] 時でもちょっとでもごめん、やっぱ今日ちょっとやらせて。今なんかがっつり進んでるし。ちょっと今日ちょっとだけ長くやるわ。すまん。私もつか死ぬのかしら。
[01:56:27.880] 金曜だし。
[01:56:28.800] 金曜だしね。
[01:56:31.000] やだよ。
[01:56:32.480] ぐーぐ。へ。
[01:56:38.199] やべ、やべ、やべ。ちょっとだけ、ちょっとだけ、
[01:56:40.360] ちょっとだけちょっとだけ。お兄さん。ちょ、ちょ、ちょだけ。さん。やべえ。ま、泣いちゃったよ。泣いちゃった。プリン食べる。プリン食べる。クシク。ごめん。
[01:56:59.719] でも医学症も思う。もう1回。もう1
[01:57:00.960] 回読もう。だめか。じゃ、プリン食べていいよ。はい。ああ、プリンだわ。
[01:57:13.480] あ、食べるんだ。
[01:57:14.719] 皿ごと悲しみ。吹っ飛び。また食べたいな。いいよ、いいよ。まだ買ってやるか。じゃあお勉強頑張ろう。
[01:57:24.079] 笑笑
[01:57:25.599] お勉強頑張って。じゃあお前が直すんだよ。
[01:57:28.199] あの女の子の病気を前がクラの病気を直すんだよ。医学書で。クラちゃん教育にかなり悪いプリンだな。
[01:57:39.480] 外の死によっては人の抵抗力もその力を発揮できない場合もん。
[01:57:45.960] 刺激なんか外の刺激によっては人の抵抗力をスマジか。
[01:57:58.400] え、どう、どういうことなんだろう。
[01:58:01.760] ん?
[01:58:13.920] これでクララんとこ行ってみるか。これで
[01:58:17.119] クララちゃんとこ行ってみる。
[01:58:20.960] 登るの辛いけど。え、また悲しくなっ
[01:58:22.840] ちゃった。
[01:58:32.199] 歩くの遅くなった。
[01:58:45.800] 子供の頃やってたらはまってたかも。
[01:58:48.440] これでも女の子のジョゼット可愛いもんね。
[01:58:59.760] あ、やべ。あ、やべ。グミこした。1個。
[01:59:04.159] くそ。くそ。あ、もう、もう見えないよ。
[01:59:08.079] もうグミを殺した1個。
[01:59:12.679] あ、たたたたた。椅子の上に押してた。
[01:59:24.719] ええ、なんかイベント進まないな。マ
[01:59:26.400] クなんだから落とさないで。笑。
[01:59:32.639] この下バカバカ汚ねえからな。この下はマジでマ屈になってるから。
[01:59:41.360] コントローラーもパーツも組も落とす。
[01:59:44.040] チカまでてきた時本当に絶したよ。笑。
[01:59:48.040] あのあれな。この体温系と間違って俺があ、体温系みたい。
[01:59:54.159] 落ちるって出したらあの囚人さんにもらった半年ぐらい前に中人さんが欲しい物リストから送ってくれたチカマが出てた。
[02:00:02.280] 怖すぎた。笑笑
[02:00:05.480] あ、これちげえつってちカマじゃねえかつって。
[02:00:11.960] 熟成
[02:00:13.119] 熟成に熟成を重ねた。
[02:00:16.840] 体調悪すぎるだろ
[02:00:19.679] ねえ。これどこ行きゃいいの?やっぱここか。
[02:00:22.520] うまかった。
[02:00:23.920] さすがに食ってねえよ。さすがに食まなかったよ。え、やっぱここなんかな。やっぱここでんですかね。なんかでもあるとしたらここだろうな。
[02:00:40.000] はーい。
[02:00:46.320] あ、なんか変なさ、これじゃない。
[02:00:52.280] エレベーターどこだったかな?
[02:01:01.119] いや、どこだったかな?
[02:01:07.239] なんかあのコウモとかが出てきたんだよね
[02:01:08.920] 。
[02:01:10.560] コウモとかが出てきたんだよな。その辺
[02:01:12.920] 行きたいんだよね。
[02:01:21.040] マッピングならな。
[02:01:22.599] にゃあ。マッピングはちょっとめんどいわ。さすがに。いいや。食べちゃえ。くんく。
[02:01:37.320] ここのBGMグに好き。
[02:01:40.199] これ。これがデてデんデんでんでん。
[02:01:49.000] えい。
[02:01:50.360] お、いいね。この石がなんかたまにこれ振りかぶった時に地面から石がぴょコって出るじゃん。これがなんかね、無事に地上まで帰ればお金になるらしいんだよね。ま、あんまりこのゲームお金稼ぐ意味
[02:02:04.199] おもろい。
[02:02:05.679] あんまりこのゲーム金稼ぐ意味感じてないんだけど
[02:02:12.079] 昔のアプグみたいなBGM。
[02:02:14.280] ああ、確かに。これ鳥おもろい。鳥おもろい。
[02:02:19.040] どっち行けばいいんだ?
[02:02:22.639] なんか前回さ、なんか変ななんか変なさ、
[02:02:28.360] 変なとこ行ったんだよね。適当に行って
[02:02:30.400] たらなんかあ、これ飛び越えれるんじゃ
[02:02:33.119] ないの?いきなりそこには行けない。
[02:02:36.719] けないの?
[02:02:38.040] えい。
[02:02:38.800] ジャンプ。うい。やるぜ。お、いいね。
[02:02:45.440] すご。
[02:02:47.000] 今回できるようになったんです。そういうことが。
[02:02:50.119] えい。
[02:02:50.719] 世界狙えるやん。
[02:02:53.520] まあ、ロボットなんでね。
[02:03:00.320] え、
[02:03:04.719] なんかあのさ、コモがいたとこに行きたいんだよねえ。い、今、今更。そうだよ。この子ロボットなんだよ。人間じゃねえのだから。なんか
[02:03:15.960] なんだろう。死とかさ、なんかそういうのがわかんないのよ。死ぬって何?って。
[02:03:23.880] えい。
[02:03:24.960] ナイス。いいね。
[02:03:31.960] 軽やか。
[02:03:33.199] カろやか。うん。いいですよ。なんかさ、エレベーターもう
[02:03:45.000] 1個あったんだよな。だったかな?
[02:03:56.920] あ、これか。
[02:03:59.920] これか。あ、違う。これじゃないんだね。
[02:04:02.880] このなんか1階とか2階がぶっ壊れてたん
[02:04:05.119] だよな。
[02:04:07.400] 3回も下かな。
[02:04:18.880] どこでしたかね?もう覚えてないんだよね
[02:04:20.920] 。マッピングしとくべきだったんかな。
[02:04:31.920] この回のどっかだったような気もすんだよ
[02:04:33.840] ね。
[02:04:42.559] 違うんだな。
[02:04:47.920] えい。
[02:04:49.280] お、いいね。えい。
[02:04:53.760] お、いいね。さすがにこっちには行けないよね。行けないな。ててててててレてて。
[02:05:18.679] 勝備お金はどうでもいいから
[02:05:22.040] ストリー進んでほしいな。
[02:05:26.920] あ、でここも渡れるっしょ。いや、
[02:05:29.559] いきなりこういうこと。これはい。余裕も
[02:05:35.119] 全然平気。全然平気全然平気。はいはい
[02:05:37.280] はい。
[02:05:41.719] オケ。うーん。
[02:05:50.760] えい。
[02:05:54.119] こっちは行けないよね、多分ね。
[02:06:00.639] え、
[02:06:01.880] お、いいね。
[02:06:04.559] えい。
[02:06:06.360] えー、どこですかね
[02:06:08.480] ね。
[02:06:41.360] ここじゃないと思うけど。ここか。
[02:06:47.239] あった。これだわ。これ、これ。これ、こ
[02:06:49.920] れっすわ。
[02:06:57.520] んで、なんかここにコウモが出てくるんだ
[02:07:01.199] よな。そしたらコウモはどうやらなんか
[02:07:04.159] あのツハでぶっ倒せるみたいな聞いたんだ
[02:07:06.719] よね。
[02:07:18.559] 来た、来た。で、俺前回ツハをこのこの鳥がさ、動かせることをさ、忘れてました。やっちゃえよ。え、え、ちょっと待って。倒せないんですけど。おっと。
[02:07:33.639] 何する?お、
[02:07:41.119] 行けるやん。行けるやん。
[02:07:45.840] え、
[02:07:47.199] おいおいおい。ここに来てすんごいアクションゲームになっている。
[02:07:52.199] ここに来てとてもつもないアクションゲームとかしている。くン。え。
[02:08:03.639] いきなりボス敵来た。え、
[02:08:07.760] いた。え、
[02:08:11.199] これだめだ。距離が難しい。ちょっと待って。ちょっと待って。もうちょっと離してこぐらいで。
[02:08:18.480] えい。
[02:08:19.480] おいしょ。え、なんでなんでなんでそういうことしてくんの?お、やべ。
[02:08:25.960] えい。
[02:08:27.960] この橋振るのも体力を使う。
[02:08:30.719] え、そうなの?あ。
[02:08:34.040] えい。
[02:08:35.159] じゃ、あんまりやるとさ、HP
[02:08:36.960] なくなっちゃうんだ。でもさ、あれでしょ?なんかさ、この石たら回復でしょ?ちゃう。
[02:08:46.119] え、
[02:08:48.559] 1回。
[02:08:53.639] なんか宝箱あるよ。あ、待って。宝箱の開け方練習してない。
[02:08:58.920] うわあ、これ。
[02:09:01.800] うわあ、嘘。これダメ。うわ、宝箱の開け方練習してないよ。うわあ、マジでここまで来たのに。うわ、やっときゃよかった。帰ろっか、じゃあ。うわ、ちょ、宝箱の開け方ちょっと俺練習してく。うわ、しかも帰りもいるんだ。
[02:09:27.199] 帰りもいるんだ、こいつ。帰りもいるんかい?
[02:09:33.760] えい。
[02:09:34.440] リスポン早。あ、
[02:09:36.079] リスポン早すぎ。マジで。
[02:09:40.400] えい。
[02:09:41.520] ちょ、下手当てんの。
[02:09:44.199] えい。
[02:09:45.199] よし。
[02:09:52.840] えい。
[02:09:54.320] よし。あ。あ。
[02:09:58.159] よしよし。いや、宝箱じゃしてこよっかな。宝箱練習してからここ来か。もう
[02:10:06.960] 1回。ふんふ。
[02:10:19.320] えい。
[02:10:32.920] 意外とこれ。
[02:10:34.440] えい。
[02:10:35.960] え、なんで?
[02:10:38.320] え、な
[02:10:40.079] んで当たんねえんだ?
[02:10:43.880] え、
[02:10:46.119] 一旦じゃあ帰るわ。一旦じゃあ帰ろう。宝箱練習してこよう。
[02:10:59.320] おか、ここで宝箱出んのか。わ、ここの先もありそうだな。
[02:11:26.320] えい。あ、
[02:11:29.840] えい。
[02:11:45.480] ナイス。
[02:11:53.559] えい。
[02:11:58.760] いいね。こっぱ出る。
[02:12:01.360] えい。はん。早いな。もう
[02:12:14.559] 12時か。12時15分か。
[02:12:19.760] えい。わ、なんか待って。これ宝箱開けられない状態で行っていいのかな?
[02:12:44.760] こんばんは。
[02:12:45.800] あ、ルビさんこんばんは。
[02:12:49.880] 64のワンダープロジェクト
[02:12:52.840] J2やってます。
[02:12:54.760] こんばんは。
[02:12:55.679] ニンカルさんもこんばんは。やってまんねん。オナオを育ている。まくちゃにめ
[02:13:06.960] オナゴを育てている。
[02:13:09.079] えい
[02:13:12.040] でもなあ、なんかまだじゃここなんか早いような気もすんねんな。
[02:13:16.320] あ、
[02:13:19.599] えい。
[02:13:20.840] 出る。ここだけ見たらどんなゲームやねんって思うかもしんないけど。
[02:13:33.639] なんかどんどん先進んじゃってけど大丈夫
[02:13:35.880] ?これ
[02:13:45.880] あえてこっちに曲がる。
[02:13:54.599] ええ
[02:13:57.400] 戻れなくなりそう。うん。もう、もう俺
[02:13:59.760] 戻ろうとしてるんだけどさ、もう戻り方
[02:14:01.760] わかんなくなったよ。
[02:14:04.520] 体路は立たれた。もう進むしかない。これ
[02:14:07.000] なんかあるの?ボスみたいな。おじちゃん
[02:14:09.159] お疲れちゃん。え、じちゃん今週日曜行く
[02:14:12.000] んでしょ?あれから続報何もないけど行く
[02:14:14.679] と思ってるけど俺は。え、行くんでしょ?
[02:14:16.119] 今日。今日っていうか日曜日
[02:14:19.880] 行く。あ、行くのね。オッケー。オッケー
[02:14:21.880] 。
[02:14:23.840] 8時8時な。早えな。6時の電車乗ってか
[02:14:28.520] ないと。俺
[02:14:30.639] 6時の電車乗ってかねえと。明日明日の
[02:14:33.119] 明日じゃねえか。明後日の
[02:14:40.880] 行く行く。
[02:14:47.199] うわ、またおるやん。こいつ
[02:14:50.280] よろしくお願いします。運転運転運転も
[02:14:55.280] 運転もろて。
[02:15:00.159] 12
[02:15:00.520] 時に着くらいに行ってドキドキしようぜ。
[02:15:03.639] なんかあのノベルティがなくなっちゃうかもしれないという。
[02:15:08.760] なくなんねえと思うけどな。
[02:15:15.000] えい。えい。
[02:15:20.840] なんか昔のモンハンのグッズとかあったら暑いな。
[02:15:32.320] 入場無料ってすごいっていこな。準会場ではぐれるぞ。
[02:15:36.639] ああ、終わり終わり終わり終わり。俺じちゃん車の木俺が預かっとくわ。じちゃんのじんちゃんの車だけど。
[02:15:47.239] じんちゃんの車だけど俺が車の木預かっていいか?最悪俺
[02:15:52.520] 1人でも帰れるように。
[02:16:00.239] 笑笑。鬼
[02:16:03.400] 絶対はぐれるもんだって。
[02:16:14.800] えい。えい。
[02:16:20.719] ああ、
[02:16:22.880] ペイントボールつけべ。人多いかな?
[02:16:27.280] いいね。ペイントボールつけて。いや、人多いんじゃないの?さすがに。あ、間違えた。危ね。そりゃ多いしょ。
[02:16:38.359] それたら口笛で呼んで。え、
[02:16:45.559] ばっかりでしょ。そりゃ多いよ。
[02:16:49.599] えい。
[02:16:54.319] あれ?えい。
[02:16:58.200] よし。めっちゃ並んだりそうだよね。
[02:17:09.960] えい。
[02:17:13.679] なんかめっちゃ長い。ここなんかありそうだよ。この奥。
[02:17:16.319] 急に手を振ったら居場所分かるかも。
[02:17:18.840] 懐かしい。
[02:17:20.679] これ昔のモンハンのやつ。昔のモンハンのやつ。手振ったらなんかピカピカして一瞬だけ教えてくれるやつね。どこにいるか。
[02:17:34.679] 懐かしい。
[02:17:35.399] 懐かしいね。昔のモンハンやりてえよな。セカンド
[02:17:38.920] Gとかやりてえ。やっぱモンハンはセカ
[02:17:45.840] Gなんよな。セカ
[02:17:47.800] Gなんなんよ。
[02:17:49.800] やっぱモンハンってセカジーなんにょ。
[02:17:57.280] 600時間ぐらいやったもんな。
[02:18:01.559] プスプよね。
[02:18:02.639] プスプなんよな。やっぱモンハンは長の道。
[02:18:19.160] 何これ?バカ半は青春だった。
[02:18:21.599] いやあ、もうめっちゃやってたよ。俺、俺のゴール、俺のシャンパンゴールドのさ、
[02:18:32.200] PSP1000でやってた。金ねえで
[02:18:34.719] 1000しか買えないから。
[02:18:38.399] PSP1000でやってたな。みんなが
[02:18:41.040] 3000とか使ってる間クソ重てえので。
[02:18:44.840] えい。えい。えい。
[02:19:01.519] なんかPSP1000のさ、初期のさ、
[02:19:04.719] PSP1000
[02:19:05.519] の液晶って溜まってやってたな。
[02:19:08.800] ああ、やったね。
[02:19:11.760] あのね、PSP1000
[02:19:12.920] の液晶ってなんかしんねえけどさ、抜けるんだよね。ベリベリベリベリつってで、ボロボロになったわ、俺。液晶が。そのクソ見えづらいでもやってたな。最近
[02:19:28.599] PSPの改造がさ、流行っててさ、
[02:19:30.840] PSP
[02:19:31.319] の中古の値段上がってんだよね。みんな持ってる人は大切にした方がいいね。
[02:19:44.280] PSPのIPS
[02:19:46.880] 液晶が発売されたんだよね。だ、じんちゃんから借りてる
[02:19:51.560] PSP
[02:19:52.000] を俺勝手に改造してやろうかなと思って。
[02:19:56.040] お、
[02:19:57.560] そう。めちゃくちゃ見やすいらしいよ。綺麗で発色も良くて。
[02:20:02.000] 元々PSPはさ、元々
[02:20:04.399] PS3
[02:20:04.960] はあんまり汚い画面じゃないけどさ、
[02:20:08.600] 劇的には変わんないけど、めちゃめちゃ綺麗になるらしい。
[02:20:12.600] プスプ重くて3000
[02:20:14.200] になれたらきついです。
[02:20:15.640] きつい。そうなんだよ。PSP1000
[02:20:19.280] のよ。しかもあの
[02:20:22.520] UMDのさ、あれなんつうの?
[02:20:25.560] 2000とか3000ってUMD
[02:20:27.760] の蓋自分でさ、ペカって開けてさ、やるじゃん。
[02:20:30.640] 線ってなんか爪でロックでなんかレバー
[02:20:33.920] みたいなのをカチャってるとパカンって
[02:20:35.600] 開くのよ。で、そのそれそのそれなんか
[02:20:37.760] ちょっとオートっぽくなってたいいんだ
[02:20:39.479] けどその爪がぶっ壊れて何もしなくても
[02:20:42.640] なんかUMDがトーストみてに
[02:20:45.240] パーンつ出ちゃうんだよね。ぶっ壊れて
[02:20:48.319] 使ると
[02:20:50.800] 笑
[02:20:52.520] 懐かしいやろ。笑笑。
[02:20:55.240] えい。
[02:20:58.840] めっちゃいいタイミングでさ、UMD
[02:21:00.760] がパカンつて出てさ。
[02:21:02.960] えい。
[02:21:07.240] 懐かしい。でもやっぱ
[02:21:09.120] PSP
[02:21:09.600] はせだな。俺は使いずれえけど。重たくて。重たくて使いずれえけど。やっぱ一番思い入れあるわ。
[02:21:16.399] えい。
[02:21:21.800] 3000のモンハンモデル持ってたな。う
[02:21:24.000] わあ、あったね。モンハンモデルとかあのピースウォーカーモデル欲しかったな、昔。ピースウォーカーモデル。ピースウォーカーのさ、あのなんだっけ?あれ迷彩柄。あれも持ってたな。
[02:21:47.960] てか、もう俺絶対これさ、戻れないんだけど。これ絶対戻れない。通信ってまだあるの?
[02:21:53.560] あ、すれ違い通信はできんじゃない?まだ別にあれだって
[02:21:56.600] Wi-Fiとか関係ねえから。ただ
[02:21:58.080] Wi-Fiはできない。もう
[02:21:59.920] Wi-Fiはサービス終了してるね。
[02:22:10.040] お持っていくか。笑。
[02:22:12.200] え、
[02:22:13.720] DSのすれ違い通信やんの?ま、
[02:22:16.800] 1人ぐらいすれ違いんじゃない?
[02:22:18.240] 笑笑。
[02:22:19.560] 1
[02:22:19.680] 人ぐらいすれ違えんじゃない?え、何のすれ違い?
[02:22:22.399] DS
[02:22:22.760] のモンハン。あ、モンハンもすれ違い通信ってあったね。なんかトレーナーカードみての交換できんだよな。
[02:22:32.600] とこれ。
[02:22:34.680] あ、とこれもあるんだ。
[02:22:39.840] もういい加減これもういつまでやめるんのっていうぐらいもうやってんだけどこれどんだけ長いねんだ。
[02:22:45.600] えい。
[02:22:52.920] えい。あ、
[02:22:58.800] 当時ポケモンのすれ違いとかあった?
[02:23:02.760] いや、俺ポケモンはすれ違いやってないけど、やっぱあのドラクエ
[02:23:05.520] 9はもう死ぬほどやったよね。
[02:23:08.319] ドラクエ9
[02:23:09.040] の違いはめちゃくちゃやったねえ。
[02:23:12.240] ま雪の地図ね。雪の地図知ってる?え?
[02:23:16.840] 正幸の地図っていうなんかあれすれ違い通信するとなんかダンジョンの隠れたダンジョンの地図みたいのがもらえて
[02:23:25.680] そうでその地図でなんか隠れたダンジョンに行けることが行くことができるのよ。
[02:23:31.640] そうするとなんかそこでいろんなのがある
[02:23:34.359] んだけど、そのね、正雪の地図っていう
[02:23:37.080] 地図がま、あの、なんだろう、すれ違いで
[02:23:39.840] もらえることがあって、それはもうメタル
[02:23:42.200] キングしか出てこなくなるのよ。その
[02:23:44.160] ダンジョンはもうもう伝説の地図だよね、
[02:23:46.680] あれ。
[02:23:48.439] 正雪の地図とか、あと川崎ロッカーの地図
[02:23:51.040] とかね。
[02:23:55.399] 懐かしいな。やべえ、もうHPなくなって
[02:23:57.160] きてる。やばいぞ。HPがなくなってき
[02:23:59.359] てる。石食わねば。
[02:24:05.920] 一旦帰りたいんだけど。
[02:24:12.279] HPがなくなってきた。やばい。また死に
[02:24:13.960] そう。俺
[02:24:20.200] も今更さ、戻れないんだけどここ。
[02:24:31.240] えい。えい。
[02:24:37.319] あとすれ違い通信って何やってたかな?あ、待ち。ごめん。間違えた。
[02:24:49.680] えい。
[02:24:56.000] やばい。
[02:24:57.800] えい。
[02:25:00.319] やべ、HP
[02:25:01.080] ない。やばい。また死んじゃうんですけど。ここ何すればいいか全然わかんないんだけど。これ行ける。
[02:25:12.160] えい。
[02:25:15.000] 悪いな。体力ないのに。石落ちてないかな?やばい。石が落ちてない。もうこれ戻れないんですけど。戻りたい。お家に帰りたい。
[02:25:30.880] なんか同じとこぐるぐるしてるような感じ
[02:25:32.720] するんだよね。
[02:25:50.399] とりあえずこれ死なないで戻りたいな。
[02:25:54.279] うわ、何もねえんかい。
[02:26:07.359] これ変えれるか?
[02:26:17.680] あと何やってたかな?DSですれ違い通信
[02:26:21.319] とかって。
[02:26:26.160] あ、ポケモンもあったらポケモンも
[02:26:28.359] すれ違い通信やったよね。
[02:26:31.640] なんかあの何だっけ?ミカルゲだっけ?
[02:26:33.840] ミカルゲゲットするためにはなんか30人
[02:26:37.040] ぐらいとなんかすれ違わなきゃいけない
[02:26:38.600] みたい。なんかそんなのあったんだよな。
[02:26:48.240] うわあ。ちょっと待ち。どこ?
[02:27:08.640] いやあ、もう完全に迷ってますね。
[02:27:13.000] 完全に迷ってます。長いな、ここ。
[02:27:30.240] これ無理だ。
[02:27:50.399] えー、全然帰れないんだけど。
[02:28:15.359] いや、ちょっと待って。これ何?
[02:28:19.640] お家帰りたい。
[02:28:36.080] いや、長いて。
[02:28:42.520] 笑笑。
[02:28:45.680] 笑笑じゃなくてこやん。
[02:28:47.840] もう何これマジで?いや、もう体力なくて。
[02:29:09.840] そっか。
[02:29:11.200] ここで暮らすしかないのかもしんない。もうここに住むしかない。もう
[02:29:15.880] HP
