[00:00:36.399] ひ下
[04:22:28.640] かっこつけながらチート使わないでタイプ
[04:22:33.720] いいじゃん。こんくらい使わせてよ。こんくらい使わせてくれたっていいだろう。むどすぎんねん。
[04:22:58.640] あ、間違ってレーザー取っちゃった。これ
[04:22:59.920] はレーザーいらなかったんじゃないか。
[04:23:10.319] 危な。いいぞ。これはいいんじゃないか。
[04:23:20.399] あ、危ね。
[04:23:38.080] ああ、遅くても見えない。遅くても見え
[04:23:41.479] ないのは見えない。
[04:23:53.319] 目で分かっていても体が追いつかないと
[04:23:55.880] 意味がない定期。
[04:23:59.239] あの敵が遅くなるっていうことは俺も遅く
[04:24:02.520] なるってことなんうん
[04:24:04.840] 。俺気づいたんだけど、敵が遅くな
[04:24:06.880] るってことは俺も遅いんだよね。
[04:24:12.279] ゆっくり同じことを全て繰り返してるだけ
[04:24:14.359] 。
[04:24:17.040] 俺の死ぬ速度が遅くなっただけで死ぬ回数
[04:24:20.080] が減るわけじゃない。死ぬ速度が遅くなっ
[04:24:22.359] ただけ。
[04:24:28.159] 全然変わんねえじゃねえかよ。もうええわ
[04:24:30.560] 。
[04:24:33.000] めっちゃ早の速度を落としてるわけですからね。
[04:24:37.520] めっちゃ早く感じる。どうしよう。だめだ。おい。あれ、モロハの剣だわ。あれやっちまうとさ、やっちまうとさ、だめだ。体があれに慣れちまっていつまでもあれを使うわけにはいかないからな。
[04:25:01.920] ただ1個ね、思ったんだけど、これ
[04:25:04.720] なるべくはい。
[04:25:09.880] なるべく早い段階でなるべく早い段階で
[04:25:13.159] あのミサイル取っとかなあかんわで。これ
[04:25:15.680] さ、こいつら倒す。ちょっとごめん。1回
[04:25:17.920] 渡して。これさ、最初の2匹も行けない?
[04:25:21.560] なんとか行けるじゃねえかよ。やってみ
[04:25:25.399] なきゃわかんねえ。
[04:25:30.080] 行けるじゃねえかよ。最初の2匹も。
[04:25:35.720] これでけえぞ。
[04:25:40.119] 何事も。
[04:26:10.199] これね、ミサイルがこの山を破壊するの
[04:26:12.399] 一番楽。
[04:26:16.880] 山とかこいつもミサイルがめっちゃいい。
[04:26:27.080] え、ちょっとど、何に当たってん?今見え
[04:26:29.680] ないやろ。
[04:26:32.359] 間に合わねえ。
[04:26:49.319] いいじゃん。いいじゃん。これでかいよ。
[04:26:51.760] これ1番最初からミサイル1個持てんの?
[04:26:53.760] これかなりでかいよ
[04:27:04.199] 。
[04:27:50.960] う。
[04:28:13.239] あららら。
[04:28:26.640] ただなんかちょっと巧妙が見えた気がする
[04:28:28.520] よ。
[04:28:46.119] いや、むずい。
[04:28:53.800] これちょっとくそか。
[04:28:58.279] あまり俺を馬鹿にするんじゃねえぞ。
[04:29:09.000] なめんな。
[04:29:19.600] いやあ、これやっぱ欲張りすぎなの。ここ
[04:29:21.920] 行くの?これ
[04:29:25.159] 欲張ってる。俺
[04:29:30.760] 行かんとさ、
[04:29:35.840] ここは行っとかなあかんやろ。
[04:29:50.479] お、弾が見えへん。
[04:30:19.279] や。
[04:30:23.600] はあ。しんどいな。
[04:30:33.920] 弾が出ないのよね。
[04:30:47.279] もうイライラする。
[04:31:28.520] いやいやいや
[04:31:29.279] いやいやいやいやいやいやいや
[04:31:49.800] お
[04:32:20.199] いや、折れないよ。俺は折れない。ああ。
[04:32:38.319] 笑笑ぶっ倒す。
[04:32:55.640] 古い立たせる方向。
[04:32:57.439] 俺も上逃げない。覚醒。
[04:33:00.159] あ、俺もうね、逃げない。ピネガキかっけえピネガキじゃん。俺もうね、逃げない。俺もうね、逃げない。
[04:33:26.119] そのパターンもあるんだ。もう
[04:33:35.561] 無理して無理して取り行かん方がいいのか
[04:33:37.840] な?最初の2個な。
[04:33:41.959] ここでさ、うまいこと立ち回った方がいい
[04:33:44.480] 気がするな。
[04:34:04.000] もうこの針の花を通すようなうくな。マジでよくよく避けれるわ、俺これ。よし。で、もうそんなんは無理。そんなんは無理。
[04:34:27.400] ま、あれ、取り行くのやめよう。
[04:35:02.160] 行ける時は行く。
[04:35:25.760] 早すぎる。早すぎるからな。そのなんか石
[04:35:29.199] みたいなやつ。お前さっきからどすぎてん
[04:35:32.119] ねん。
[04:35:36.840] そのくだらねえのに当たって死んだわ。
[04:35:50.160] ちょっとこれはこれやばいな。
[04:36:37.279] あ
[04:36:45.199] 。
[04:36:55.561] くそ。うん。
[04:37:07.680] えー、許してくださいよ。それは
[04:37:12.799] やめてくださいよ。
[04:37:17.199] 年金は俺の
[04:37:19.840] やめてくださいよ。
[04:37:24.639] やなのです。
[04:37:27.959] クソがマジこのゲームほんま怒るぞ。
[04:37:51.799] お、さっきの俺の、さっきの俺のモノマネは誰も分からないのね。オッケー、オッケー、オッケー、オッケー。うん、全然いいよ。うん、全然いいよ。うん。全然いい。
[04:38:01.039] すまん。
[04:38:03.760] いもこが、いもこがなんかいもこがなんかあれじゃん。責任感じてんじゃん。
[04:38:10.600] 笑笑。
[04:38:12.400] え、知らない。なんかさ、あの
[04:38:15.719] 40
[04:38:16.279] 歳超えのニートでさ、なんか通じるん笑母親なんであなた働かないのとかつってえ、やめてくださいよ。働きたくないのですって言ってる動画しんない。知らない。年金は俺のとかってやつ
[04:38:37.160] あったな。
[04:38:39.279] 年金は俺のじゃない。
[04:38:40.639] 知らない。笑笑。
[04:38:43.119] 生活りたいからお母さん働いてるんでしょ。なんで働かないの?え、嫌なのです。てやつじゃない?ちょっと日致すぎたかな?え、なんかでも結構有名なとこだよね、あれ。やら、ま、やらせ、やらせらしいけどね。やらせらしいけど。知らねえんだ。あ、そっか。ちょ、攻めすぎたな。
[04:39:11.199] やらせか?
[04:39:12.160] いや、わかんない。どうなんだろう。やらせって言われてる。さすがに
[04:39:17.480] 1回見てし、1
[04:39:18.439] 回は見てほしいね。
[04:39:20.279] 1
[04:39:20.439] 回は見て欲しいけど、な、何てやったら出てくんのかわかんない。なんて検索したら出てくんのかわからん。なん忘れた頃に
[04:39:35.520] Twitter
[04:39:35.879] で流れてくんだよね。昔からある動画だけど。
[04:39:41.000] やらせって言っとかないと本物だったら怖いじゃん。嫌なのです。あれ本物本物の可能性もあるけどね。全然。うん。ちょっともうね。はい。はい。
[04:40:08.000] もうわし、もうわしもう疲れてきたで。
[04:40:10.958] 今日4時までね。今日4時まで。いや、
[04:40:13.120] マジこのステージだけでもこさないともう
[04:40:15.080] 無理やで。
[04:40:19.920] いや、最初の最初のさ、あの、無理して
[04:40:23.160] 取り行く方さ、2匹さ、取り行った方が
[04:40:25.240] いいのかな、これ。やっぱ取った方がいや
[04:40:27.480] 、取った方がいいな。分かるけどね。
[04:40:29.600] そりゃ取った方がいいさえ。分かってん
[04:40:32.520] ねんけどさ、
[04:40:37.000] それわかんだけど、
[04:40:48.320] この針の穴を通すようなこの通りません
[04:40:51.440] でした。
[04:40:53.878] ここな。これ、これ、これ、これ、これ、
[04:40:54.920] これ。ま、これでまあね、ミサイル1個
[04:40:58.040] 稼げるんだったら
[04:41:00.878] でもね、ここがむずい。そっから上にさ、
[04:41:05.840] リカバリーすんのがむずいんすよ。
[04:41:09.360] ほら、ここの隙間狙わなきゃいけないのよ
[04:41:11.560] 。それが難しいんだよね。それが難しいん
[04:41:14.920] だよなあ。
[04:41:18.718] なあ。そうだよな。それが難しいよな。
[04:41:26.280] 撃たないで。
[04:41:29.240] みんなもそう思うよな。みんなはどっちがいいと思うなあ。ここ取らないのか取るのか。
[04:41:56.200] あえてここミサイル
[04:42:06.280] もう
[04:42:18.638] ちょほんまに?
[04:42:26.638] いや、これ無理だって、マジで。
[04:42:38.280] ま、ノータイムで行かなきゃまず間に合わ
[04:42:40.120] ない。そこもうこう始まる前に斜めして
[04:42:42.798] 押しとかないと入れねえわ。あそこ。
[04:42:53.080] よし。
[04:43:09.440] 早いの。
[04:43:17.878] あぶねえな。や、もう見えないのです。やのです。
[04:43:47.040] 笑笑。でっか。とのちゃんこんばんは。とちゃんこんばんは。地獄や、このゲーム。おい、
[04:43:59.480] おす。
[04:44:00.360] 地獄やぞ。頑張れ、頑張れ。
[04:44:06.160] やなのです。
[04:44:11.440] だってもう弾がさ、もう見えないのよ。見えないっていうのは俺がねの時は地獄やん。
[04:44:19.040] あの、あのね、弾が見えないってさっきから俺も言ってんじゃん。これね、
[04:44:23.040] 1
[04:44:23.160] 個分かって欲しいんだけど違うのよ。俺がね、俺の目視力の問題で見えねえとかって言ってるんじゃなくて、あの、本当にあの、なんて言うの?あの、もうスプライトの限界でマジであの、弾がもう消えちゃってるのよ。もうそんなんもう無理やんけ。
[04:44:39.080] そう思いませんかね?これ僕が悪いですか?
[04:44:47.920] 物のけ姫で聞いたことのある
[04:44:49.920] SE。
[04:44:50.600] このクリップを見ては許してくれたよ。
[04:44:54.958] 何?何?何?何?何?そのクリップ。何このそのクリップは?ちょっと待って。ちょ、ちょっと待って。なんだそのクリップ?
[04:45:05.760] 春とこんなの出るんだ。
[04:45:07.480] 笑。
[04:45:10.798] 何のクリップだよ、それ。何のクリップ?
[04:45:13.638] ごめん、別に見なくていい。
[04:45:15.400] 見るよ、見るよ。見るに決まってんだろ。
[04:45:21.000] もう何とどこがどこが物のけ姫で聞いたことある?
[04:45:31.840] SEやね。
[04:45:33.360] あ、もうこれどこでなるの?これどこでなるの?
[04:45:42.000] し、矢印のとこ
[04:45:44.160] どこでなるのよ、それ。もうどこでなるんだよ、このあって。どこでなんだよ。物のき姫結構詳しいから。
[04:45:58.718] 会感。
[04:45:59.840] 物のけ姫結構詳しいから。
[04:46:01.280] 神様が出てくる。あたりで突き覚えた。
[04:46:04.920] ごめん。わかんなかったわ。今度見てみるか。今度見てみるか。
[04:46:10.040] あるある。笑笑。
[04:46:11.798] え、あるんだ。
[04:46:15.200] 今度見つけたら殺らしとくね。
[04:46:20.958] へえ。あ、間違ってレド取っちゃった。
[04:46:56.280] グラデウスの割にはめっちゃカクカクした
[04:46:58.760] 動きだね。
[04:47:00.600] これはね、あのMSX版、
[04:47:04.280] MSX版なんですよ。MSX版ね。MSX
[04:47:08.440] っていうのはもう今日何回も説明してたけど
[04:47:10.600] MSX
[04:47:11.240] っていうのはね、あのハードウェア上であの横スクロールっていう機能を持ってないのよ。
[04:47:17.160] なのにコナミは変態だから、あ、横
[04:47:19.360] スクロールできねえんだったら8ドット
[04:47:21.400] ずつずらて画面書き換えれば横スクロール
[04:47:23.520] になるだろうで。これは1秒あのマ秒マ秒
[04:47:26.840] マイフレームごとに画面を書き換えてんだ
[04:47:28.878] よ。8ずつ。頭おかしいやろ
[04:47:34.360] 。頭おかしい。頭おかしいねん。
[04:47:39.200] 頭おかしいんだよ、こいつら。
[04:47:44.080] もそのもうその職人技すげえなと思ってさ、もう避けれるかいこんなん
[04:47:55.240] だから背景と弾の移動に違和感があるの。
[04:47:58.080] そうそうそうそうそうそうそう。で、背景、これは背景の星がさ、綺麗いに流れてるじゃん。これはスプライトで表現してんだよ。だから、あの、背景なんつうの、そのスクロールには含まれてない。
[04:48:11.878] 要はこの敵とか敵の弾とかと同じ風に設定
[04:48:15.958] されてんの。あの背景の星はだから星が
[04:48:18.240] 流れてることによってなんかこうスムーズ
[04:48:19.958] に見えてるっていうだけ。ガックガクよ
[04:48:23.200] これ。
[04:48:42.440] これフォースフィールド取った方がいいな
[04:48:44.280] 。フォースフィールドあるとさ、
[04:48:46.160] めちゃめちゃさ、この
[04:48:49.878] クリスタルもさ、当たってもさ、何発か
[04:48:52.080] 平気だからぶっちゃけこれ取んのありだね
[04:48:54.718] 。
[04:48:58.040] うん。
[04:49:06.718] コースフィールドあると安定するな。
[04:49:10.638] こんのありかもしんない。
[04:49:15.558] ま、どこで狙うかだよな。問題はな。
[04:49:20.320] さすがにオプションもう1気いないとさ、
[04:49:23.120] ちょっと火力足んねえわ。
[04:49:27.160] もう1気オプションいないと火力が足らん
[04:49:29.280] 。
[04:49:35.200] いや、ここはオプションごめん。ここは
[04:49:36.638] オプション取る。
[04:49:39.680] ま、どっかでちょっとどっかでちょっと
[04:49:42.920] これフォースフィールド狙うぞ。
[04:49:50.080] ミサイルはレベル1でもいいね。
[04:49:53.200] ここ下行ってオプション狙うわ。
[04:50:02.200] オケ。よしよし。いいぞ。
[04:50:25.320] やべえちた。うん。
[04:50:53.160] ああ、もうさあ、バカ、バカ。このゲーム
[04:50:58.120] 作ったやつ。バカ、バカ、バカ。ん、バカ
[04:51:03.120] 。
[04:51:06.958] もうこのゲーム作った笑やりすぎですよ、
[04:51:11.400] これ。
[04:51:21.718] Pード、
[04:51:25.480] これやりすぎです。これ
[04:51:28.040] さすがに
[04:53:13.718] よだたれた。よたれたれた。今一瞬。
[04:53:20.958] 笑笑。汚
[04:53:25.760] は綺麗だから。
[04:53:41.000] はくそ。なんであれクリアできねえんだよ
[04:53:44.240] 。なんかもうちょっとの気がすんだよな。
[04:53:59.320] 間に合う。
[04:54:39.400] や。もうその物理的にさ、あのさ、物理的
[04:54:42.600] に避けらんないようにさ、これ3つでこう
[04:54:44.558] やって囲んでくんのやめてくれる?
[04:54:47.718] 物理的に避けらんないじゃない?それ。
[04:55:10.240] はあ。ほんま。
[04:55:29.200] あれ、あれ
[04:55:33.718] だ。
[04:56:09.798] れ
[04:57:59.558] り
[04:59:23.718] お
[04:59:37.878] う
[05:00:01.718] う、
[05:01:29.840] り
[05:02:11.920] 笑笑。
[05:02:15.200] 何わろんじゃどびっくり笑えよ。
[05:02:34.958] そんなん聞きたない。うまいじゃん。
[05:02:44.440] すいません。下の貝のアベックなんですが、ちょっと静かにしてもらえますか?
[05:02:49.200] 静かな方だろ。今日全然喋ってねえんだからめちゃめちゃ静かだろ。
[05:02:56.920] ダブル
[05:02:59.080] うん。
[05:03:02.200] アベックて久しぶりに聞いた。
[05:03:05.798] じじ専門用語だから。さすがにアベックはおっさんよ。アベック言ってるやつはおっさんですわ。
[05:03:23.760] うね死ね。くそむ。
[05:03:51.760] ルンくそむずルるんルんくソむずル
[05:03:59.280] 今のはダめか?今のはさすがにダめか
[05:04:02.240] ごめんなさい。
[05:04:41.520] 早い。
[05:05:17.400] なんかBGM
[05:05:18.360] がキャラさんのオプに聞こえる。
[05:05:21.558] え、全然似てねえだろ。うん。
[05:05:31.320] ここ。
[05:05:32.878] あ、もうここっても勝っちゃった。
[05:05:44.440] 戻って
[05:06:12.240] ここからボスなのかい。
[05:06:17.600] 会館。
[05:06:20.798] ここからなのかい、これ。え、ここからなのかい。
[05:06:24.160] びっくり。
[05:06:26.558] 嘘だろ。嘘。ここからなのかい?まさか。
[05:06:36.320] 嘘だろ。しかやるしかねえ。
[05:06:44.360] なんだよそれ。え、なんだよそれ。なんだ
[05:06:46.638] よそれ。なんだよそれ。なんだよそれは。
[05:06:53.120] は
[05:06:57.040] 何?どうどなん
[05:07:05.600] ?
[05:07:07.718] え?
[05:07:14.120] よくばれな。よくばれない。よくばれない
[05:07:15.280] 。よくばれた。何匹おんねえ。何匹おん
[05:07:19.360] ねえ。よし。
[05:07:22.400] どうだ?はなんで?
[05:07:28.878] アンドレアルかよ。ああ。え、
[05:07:41.080] ビグサ。ビグサッドビグサ。笑えよ。
[05:08:46.798] え、何?
[05:08:49.080] 何?うん。別に何もないから別にね。別に
[05:08:55.280] やるけど。
[05:09:20.360] うん。
[05:10:49.878] う。
[05:11:55.958] う
[05:12:19.480] 。
[05:12:47.958] う。
[05:14:01.558] う
[05:14:24.680] え
[05:15:15.798] あれ
[05:15:47.600] うん。
[05:16:56.920] お
[05:17:17.320] え
[05:18:14.080] う
[05:18:27.360] 。
[05:19:26.320] あ。
[05:19:43.080] う
[05:19:56.718] 。
[05:21:25.920] あ。
[05:22:12.638] あ、
[05:22:13.000] よくこんなゲーム作ったな。あ、終わりにしよっか。終わりにしよっか。みんな無理だ。
[05:22:24.360] 笑笑。
[05:22:25.080] 俺これ無理だわ。え、無理だよ、これ。
[05:22:28.958] いや、これ無理だよ、俺。ちょっとこれ無理な気がするな。疲れた。で、
[05:22:41.160] 7時までしょ。ま、
[05:22:44.958] 4
[05:22:45.080] 時までやるか。ちょっとごめん。ちょっと一服させて。ちょっと一服してラスト
[05:22:52.240] 30分。ガチ。もう
[05:22:54.120] やり直して装備取ってきた方が良さそうだったかも。
[05:22:57.638] これさ、ちょ、わかんわ、これ。
[05:24:34.760] は
[05:24:51.840] ナイスフォロー。
[05:26:31.558] よし、あ30分やるぞ。俺さ、今さ、
[05:26:36.680] 自分の携帯でさ、配信開いたんだけど、
[05:26:39.240] こんな暗いんだ。
[05:26:41.878] 暗くない?部屋。これね、カメラの設定こないだ変えたんだよね。
[05:26:47.600] いや、カメラの設定をこい変えたのよ。あの、
[05:26:51.958] そう、
[05:26:53.558] 1
[05:26:54.080] 眼でつもやってんだけど、これ一眼って
[05:26:56.520] F
[05:26:56.718] 値つって、あの、光をどこでどんくらい増幅するかっていう設定があるのね。で、俺部屋暗いのよ。普通に暗いからいつも高めでやってたんだけど、あの、
[05:27:06.840] F値を上げると画質が下がるのね。
[05:27:09.480] 画質が下がるんだけど、だからまあこん
[05:27:11.798] くらい下げてもいいかなと思ってF値下げ
[05:27:13.440] たんだけど、だめだ。真っ暗。ほぼ何も
[05:27:15.320] 見えねえ。あ、ごめん。間違えた。なんか
[05:27:17.798] 押しけないボタン押したな。なんだこれ?
[05:27:20.480] おい、なんだこれ?おい、
[05:27:24.120] 危ねえ。エロ動画出るとかあった。
[05:27:25.360] 危なえ。画質悪る
[05:27:27.878] にえっち不思議な状態に笑
[05:27:32.878] ちょっと待って。どうな忘れちゃった。これか。
[05:27:42.558] F
[05:27:42.718] 値上げますわ。暗すぎるわ。前はあれにとあるソフトを入れる裏技会禁すると。
[05:27:49.320] 前はこれだった。前これこれにしよ。これだな。やっぱ感度あれだな。
[05:27:55.480] Fじゃないや。感度6400だ。俺の部屋
[05:27:58.320] はこれ。これでもちょっと画質落ちるんだ
[05:28:01.000] よね。え、やり直して装備取ってきた方が
[05:28:04.400] いい。確かにあのボスのさ、装備1個も
[05:28:07.480] 取ってないじゃん。なんかそれなんじゃ
[05:28:09.280] ない?ボスの装備ボス倒した時のさ、装備
[05:28:14.200] ないとこれきついぜ。
[05:28:18.280] あれでしょ。やなちゃんあれでしょ?あの
[05:28:20.680] キューバートでしょ?さっき教えてもらっ
[05:28:22.120] たんだよ。バートをさ、あのスロットに
[05:28:24.360] これMSXってカセット刺すとこが2個
[05:28:27.280] あるのね。で、これをやりながらその何
[05:28:30.480] 違うソフトをもう1個のスロットに刺すと
[05:28:33.160] 裏技ができるとかなのよ。だ持ってないの
[05:28:35.200] よね。9と俺。だから残念ながら残念
[05:28:38.840] ながら裏技はできません。やっぱな10倍
[05:28:42.440] カートリッチ買おっかな。10倍
[05:28:44.878] カートリッチ買おうかな。
[05:28:48.558] コナミのゲームを10倍楽しむカットって
[05:28:51.360] いうのがあるんだよ。
[05:28:54.520] それがあればなんかことが迷宮もない。
[05:28:58.878] 持ってない。ガリウスも持ってない。他はなんかある?このゲームで他のカセットでできるやつ。やべ、ちょっともやべ。ちょっと待って。やべ。
[05:29:12.080] 他は
[05:29:14.400] その2つしかないのかな?
[05:29:22.400] いやあ、こここのまずね、この1番最初が
[05:29:25.000] めっちゃむずいのよ。ここでパワーアップ
[05:29:27.120] アイテムを4つ獲得するってのはめっちゃ
[05:29:30.200] 難しい。
[05:29:32.920] めちゃくちゃ難しい。ここが
[05:29:37.440] 4つ飛んなきゃ正味。いや、当たんない。
[05:29:41.878] これがむずいよ。ここでめっちゃ死ぬのは
[05:29:45.840] ね、どうしてもここで4つね、取っておき
[05:29:48.558] たいんだよ。じゃないとあときついんだよ
[05:29:50.200] 。
[05:29:54.200] いやあ、むずいわ、これ。むずいよ、ここ
[05:30:04.520] 当たり判定でっかいのよ。
[05:30:08.440] だけどこの変なさ、このビーム出すやつと
[05:30:10.878] この敵の間に入んなきゃいけないの。これ
[05:30:13.240] で今入れたんだけど、弾2個打っちゃって
[05:30:15.840] たから画面上に弾が2個しか映せないんで
[05:30:22.120] 弾が出なかった今。
[05:30:27.798] オ、これ、これ、これ。ここでスピード2
[05:30:31.360] 速と
[05:30:34.600] ミサイル1個取っときたいんだよ。
[05:30:49.320] 早いよ。隕石が
[05:31:07.798] あとは大陸アドベンチャー
[05:31:09.798] 対応してるっぽい。たしキャラが変わる
[05:31:12.558] だけ
[05:31:14.240] 意味ねえよ。持ってるのに。
[05:31:16.680] 夢陸アドベンチャー持ってるのに。
[05:31:21.040] 何?キャラが変わるって。なんだ?キャラが変わるってやってみてえな。
[05:31:27.878] 笑笑。
[05:31:28.680] ちょっとやってみたいけど。
[05:31:42.958] 時期がペンギンになるんだっけ?
[05:31:46.920] どうでもいい。どうでも良すぎるだろ。
[05:31:51.480] どうでも良すぎるだろ。いや、あるよ。で
[05:31:53.240] もあるよ。夢アドベンチャー。
[05:31:57.160] ほら、ありますよ、これ。これもでも
[05:32:00.480] おもろいよね。これもね、ちょっとやった
[05:32:02.080] けど面白かった。ちょ、後でやってみるか
[05:32:04.798] 。ま、後でもう今日はやらないけど。
[05:32:08.120] ああ、難しすぎる。
[05:32:13.240] 難しすぎる。ま、む、このゲームが難しい
[05:32:15.878] のももちろんなんだけど、俺が下手くそっ
[05:32:17.400] ても、まあ、俺が下手くそってのも、まあ
[05:32:20.000] 、1番、1番の原因はそれなんですけどね
[05:32:22.240] 。うん。1番の原因はそれなんですけどね
[05:32:25.120] 。
[05:33:03.200] うん。
[05:33:42.080] 早
[05:33:56.480] ええ、当たったか、今。
[05:34:12.240] こんばんは。
[05:34:13.200] こうなんだ。プラディスファイト。
[05:34:16.480] あ、ゲームロボさん、こんばんは。ちょ、もう、もう、もう
[05:34:19.320] 2時間、3時間ぐらいここにいんのよ。
[05:34:24.040] 2時間、3
[05:34:24.920] 時間ここにいるんすよ、これ。法本当難しいです。
[05:34:29.920] やっぱそうなんだ、これ。めちゃくちゃ難しい。マジではね、めっちゃむずいわ。
[05:34:45.480] 野球せめてこのステージだけでも行きたい
[05:34:47.600] 。
[05:35:12.920] いやあ、だよね。だよね。だよね。だよね。今のはダめだわ。
[05:35:44.480] いやあ、早いよ。この
[05:35:53.878] ここの取り方は分かった。ここ4
[05:35:55.958] つ取んのはもう真っさした。うん。装備失うと復活がすごく難しいというグラディウスシリーズの特性もあるし。
[05:36:13.600] いや、そうなんよ。盾しが効かないし。これステージ
[05:36:20.520] 4だからね。多分まだ7
[05:36:21.878] とかまだあるでしょ。
[05:36:24.600] とんでもないよ、これ。
[05:36:30.638] はい。すいません。今のは僕が悪い。
[05:36:35.280] ここでミサイルを取ってゆっくり行くんだ
[05:36:36.920] 。こっち。いやーん。さっき行けてました
[05:36:40.040] やん。これで
[05:36:51.320] ただよくできたゲームだよな、これ。
[05:36:53.080] MSXだぜ、これ。しかもMSX1だぜ。
[05:36:56.520] やばすぎんだろ。
[05:37:21.718] コレクション出てるけど、これも収録して欲しいな。
[05:37:25.400] あのPSP
[05:37:26.400] のさ、あのサラマンダポータブルにはこれ収録されてるよね、おまけで。しかもこのスクロールが治ってるバージョン。
[05:37:33.638] スクロールが治ってるっていうか、スクロールが滑らかになってるやつやりたければそれの方がいいんじゃねえかな。
[05:37:45.240] スクロールスムーズなんですよね。ですよね。
[05:37:50.600] そう。でもそれも高いね。サラマンだ。いや、なんちゃらポータブルシリーズは高いよね。グラディウスポータブルも高いし、パロデウスも高いし。
[05:38:03.440] ごめん。ちょっと待って。も、ちょ、ちょ
[05:38:04.920] 、マジで
[05:38:08.400] 最上がってっからね。ね、ね、
[05:38:24.558] バーチャルコンソールがさ、復活して
[05:38:26.520] くれりゃね、スイッチとかでもできんだ
[05:38:28.120] けど。
[05:38:44.280] 早すぎるんだよな。な。
[05:38:58.680] よし。
[05:39:04.040] よしよしよしよしよしよし
[05:39:07.280] よし。早い早い早いよ。その氷みたいの早
[05:39:12.320] すぎるぜ。
[05:39:20.798] 弾が鋭すぎる。
[05:39:23.400] 殺意がえぐい。くそ。ここのボスだけでも勝ちてえ。
[05:39:48.920] よし。
[05:39:50.760] やべ、ミサイルレベル2に取っちゃった。
[05:39:52.200] ま、いっか。どうせ後で取るしな。
[05:39:56.000] 本当はここスピード取っときたかったけど
[05:39:57.520] 。ま、いっか。
[05:40:14.040] やわ。1速はきつい。ここ。
[05:40:28.958] うん。
[05:40:38.878] 気をつけて。まだ来るよ。まだ来るよ。
[05:40:40.280] まだ来るよ。
[05:40:50.600] オッケー。け。
[05:41:16.718] あ、もう無理だよ。
[05:41:35.200] これちょっとほんまに
[05:41:38.798] やばい。もう時間がない。
[05:41:41.080] 今日7時までな。いやあ、頼む。クリアさ
[05:41:44.360] せてここだけでいいから。
[05:42:20.280] いやー、いいとこに飛んでくる。
[05:42:46.360] 早すぎやろ、これ。
[05:42:55.520] うー、無理、無理だ。
[05:43:01.000] ああ、とんでもねえ。
[05:44:00.798] ああ。
[05:44:50.280] きついね。
[05:44:54.558] あ、くそ。
[05:45:21.478] ね。
[05:45:23.200] いい。きつい。
[05:45:25.680] いや、早いよ。早いよ。
[05:46:01.600] うえ。
[05:46:17.440] あんまり前に出すぎない方がいいよね。
[05:46:20.638] 分かってる、分かってる。分かってる
[05:46:21.638] 分かってる分かってるよ。
[05:46:25.558] 分かってんねんけど後ろは後ろで来るねん
[05:46:28.400] 。てまずい。ダブル取ってねえ。
[05:47:00.240] これはまずいんじゃないか。
[05:47:15.320] 何やってるんですか?あなたはバカだれ。
[05:47:17.840] 下手くそ。
[05:47:28.000] ちょ、もう、もう時間内全然ダめかも。
[05:47:32.760] ええ、
[05:47:36.760] お水飲みたいのも山々なんですけど。
[05:47:42.120] どんまい。頑張る。ありがとう。めい
[05:47:46.240] ちゃんもありがとう。こんばんは。
[05:47:52.798] こんばんは。よし。今日はね、とんでもない地獄のようなゲームやってるだけどね。文句ばっか言ってね、土を真っチらしながらやってるけど面白いんです、このゲーム。
[05:48:19.638] めっちゃおもろい。正味
[05:48:21.120] おもろれんだ。
[05:48:21.920] いや、正味こんなん言いながらやってますけど、
[05:48:26.520] それはもう、もうなんかそれはもうね、なんて言うの?それも含めてグラデウスです。
[05:48:54.280] せめてさ、このさ、このさ、隕石みたいな
[05:48:57.840] やつせめて壊させてほしいよね。これ破壊
[05:49:01.200] 不可能なのにしんどいよな。
[05:49:04.520] このスピードで飛んできて破壊不可能なん
[05:49:06.520] だもん。
[05:49:08.520] せめて破壊できるとかさ、早いけど。めっちゃ早いけど、それだとしてもむずいと思うけど。あれで破壊不可能なんだからびっくりするよね。やばい。そのコクコあと
[05:49:25.040] 10分かな?取れねえんだ。
[05:49:40.718] いや、間に合わない。よし。うん。この初動はうまくな。この始めあのコンティニューした後のこのカプセル
[05:50:00.478] 4つ取るのはうまくなった。
[05:50:08.040] え、
[05:50:09.320] おちゃ、こんばんは。こんばんは。今日は今日はもう配信というよりもう男の戦いだ。ちくし、来てもらったとこ悪いんだけど、もう今日
[05:50:28.840] 7時で終わりだから、あと10
[05:50:29.920] 分ぐらいしかできねえんだ。
[05:50:31.040] 笑
[05:50:31.718] いやいやいやいや。いや、ずっともう、
[05:50:33.080] もうね、ここにね、3時間ぐらいいるから
[05:50:34.680] 。うん。全然全然もうここに3時間ぐらい
[05:50:36.680] ずっといるから。うん。全然全然
[05:50:40.878] もうずっとこの画面よ。難しすぎて
[05:50:56.000] ステージなの?
[05:50:57.200] ステージ4
[05:50:59.200] 恐ろしいらまだ4なんだ、これ。
[05:51:15.040] 4でこれは相当難しい
[05:51:16.760] なあ。この後何ステージ待ち受けてんだっつ話なんだよ。早すぎだから。その隕石早すぎ問題。
[05:51:43.958] あんまり前出すぎんだよ。あんまり前出
[05:51:45.440] すぎんだよ。バカ兵隕石かな。
[05:51:51.878] 危ねえ。怖ええ。
[05:52:22.718] うう。
