[00:00:11.719] ちゃまドペペペちゃまドペペペちゃまドペ
[03:39:39.840] だハート出してよもっとやっぱ開幕
[03:39:45.560] のか開幕いい感ぶっこまないとちょっとむ
[03:39:49.279] ずい
[03:39:51.479] ねあ人いっぱい来てるやっぱ起きてるから
[03:39:54.760] みんな来る
[03:40:11.279] ねあようこそダンススクーレお願いします
[03:40:16.800] ダンスとは美の贈り物
[03:40:19.120] です磨き抜いた自分の美しさ
[03:40:22.760] を誰かに送る行為なの
[03:40:26.199] です瞳さんだしかし皆さんは
[03:40:30.319] まだまだふ美しさが足りません
[03:40:33.720] ねですから僕
[03:40:36.279] が美しくして差し上げますさ僕についてき
[03:40:40.760] て
[03:40:43.359] くださいなかなかいい感じ
[03:40:47.399] ですだんだんと良くなってきました
[03:40:52.319] ねあ70いかねえかなとても素晴らしかっ
[03:40:55.840] たです
[03:40:57.080] ようわこれちょっとハート
[03:41:00.359] がまだ筋肉が足りんのかよし頑張る
[03:41:05.560] ぞよしよしよしよし70行ったよしよし
[03:41:08.800] よし70行っとかないと
[03:41:12.120] やっぱ松岡君ちょっといい
[03:41:16.960] おひさんなんですかダンスの相手してくれ
[03:41:19.520] ます喜んで任せて
[03:41:21.840] くださいなかなか従順ないい
[03:41:26.960] 男これ
[03:41:28.840] 相手1人でできるだろ
[03:41:32.080] これダブルゴミみてなダスしやがってお前
[03:41:35.319] ら俺の筋肉見てくれた
[03:41:37.800] かこの人悪い人じゃないか
[03:41:43.199] もくそこれ強かったらやばい
[03:41:47.399] なやべえこいついい感もねえからやばい
[03:41:52.000] ぞ弱くあってくれ頼むダンス教室にお邪魔
[03:41:55.800] しますやべえここハート持ってかれたく
[03:42:01.560] ねえミュージック
[03:42:05.239] スタポうわ早い音楽がこれ大丈夫かな
[03:42:10.120] ゴリゴリさん定これ持ってかれたくないぞ
[03:42:15.439] いいかんないから撃退もできない手動で
[03:42:18.080] やんないと男かけが人生
[03:42:21.720] かなかなか痛いとこつくんだよなこいつ
[03:42:25.080] えっとねこの変なこの変なおじさんみたい
[03:42:27.159] なやつ
[03:42:28.120] がなんかま悪もなのねこいつが邪魔して
[03:42:31.199] くんの
[03:42:32.479] よこいつにドを飛ばしてハートを奪って
[03:42:35.399] くるのこれ俺が撃退しなきゃいけないんだ
[03:42:39.720] よあ弱い弱い弱い弱い弱い弱い
[03:42:44.120] 弱いゲームというかお邪魔要素というか
[03:42:47.880] こういうのたまにやってくんだよこれが
[03:42:49.680] めどくさいのやばい
[03:42:54.359] やばい
[03:43:07.439] やばい危ねえ危な危70あればいい
[03:43:12.239] よオ危ない
[03:43:20.439] イ感常に持っとかないときつい
[03:43:26.000] わうん
[03:43:29.840] 悔しい次は負けないからねお邪魔キラお
[03:43:33.359] 邪魔キャラそうそう
[03:43:36.439] そうこのハートをね787以上
[03:43:45.880] 恋愛に関することです
[03:43:49.239] ねすぽダンススクールから軽く進んだ
[03:43:56.000] すげえ似合いの
[03:43:58.399] サ似合いのブサカップルですねて言われ
[03:44:02.600] たお似合いのサカップル
[03:44:06.520] です坂結構きついからな小坂先生以外の男
[03:44:11.000] って
[03:44:15.399] 行くぞひとさん
[03:44:19.120] 辛あ来
[03:44:21.080] たさんいいです
[03:44:23.399] かえなん
[03:44:26.640] ですですねんと言えばやこれラちょっと
[03:44:30.880] もうドロが吸いきれねえっ
[03:44:34.279] てえ何の
[03:44:37.359] 話お付き合いして
[03:44:39.920] ください竹内
[03:44:45.319] 分かった答えおお脈ありだそんなこと
[03:44:51.040] ねえこの男で妥協しとく
[03:44:57.439] かえ竹内じゃなくて松岡あ松岡
[03:45:06.000] かこのと一緒にどっか行けばいいね松岡何
[03:45:10.520] 分早い
[03:45:12.520] な分の速度あなんだじゃいえエ
[03:45:20.920] 待て私えおいやばいやべえローポリ
[03:45:26.319] セックス来るかもしんねえやばい食われる
[03:45:31.000] やばいローポリセックスが始まる運命の人
[03:45:33.880] だよ考えるな感じろおいどう
[03:45:38.800] しようえこのカクカクでも
[03:45:42.439] アウトこのカクカクでもアウトパンツ脱い
[03:45:46.439] だお前瞳で抜けんのかよ
[03:45:49.560] ドンテンカンドンテンカン
[03:46:17.199] 大回転とかしてそうこれでバされ
[03:46:23.120] たやべえもう家連れ込んだ
[03:46:31.520] よしかもう
[03:46:33.479] 寝室もう寝室で隣に座る早いよサッカーの
[03:46:37.239] 中身この
[03:46:38.880] 人
[03:46:41.080] 松岡んですかさん
[03:46:44.960] 調子なくていいわ早いな人ああやっぱり
[03:46:47.920] わかりますか体は大きいのに優しい人なの
[03:46:50.760] ねあ確かに大きいです
[03:46:53.439] ね熱い胸板っって素敵だ
[03:46:57.120] わなんだよこのやり取り
[03:47:01.600] やめろよお前らやるなよあまり賢くなさ
[03:47:05.439] そうだ
[03:47:06.520] けど操縦しやすそうね言ってる頭の中で従
[03:47:11.720] さ折り紙つきたし
[03:47:15.120] に噛み合ってるコントロールはしやすそう
[03:47:18.159] ね手付けがいがありそうだ
[03:47:26.720] わ松子君私のこと
[03:47:31.560] 好きもちろん大好き
[03:47:33.920] です私の何が良かった
[03:47:37.000] の美しい人だと思いまし
[03:47:43.840] たの美しさは分かったのえ俺には分かり
[03:47:47.760] ます
[03:47:50.040] よ他の男って目が腐ってるのよねそうです
[03:47:53.960] ね腐ってます
[03:47:57.000] ね始まり
[03:48:02.479] そうああやばいうおややばいやばいやばい
[03:48:07.080] やばい始まる始まるあやああああやばい
[03:48:10.800] 本当にあやばいよベッドはまずいバカ俺は
[03:48:15.040] 俺は俺
[03:48:16.920] を準備は
[03:48:22.239] か
[03:48:23.840] えおちょっとドク出すなここでここでド
[03:48:27.600] 出すなってだるいな大丈夫ゆっくり話し
[03:48:32.040] て
[03:48:34.159] 何何何今日ここ止めていやそんなことか
[03:48:37.880] 止るえいいわ
[03:48:39.920] ようおやったぞ
[03:48:45.040] ああやばい
[03:48:48.439] あする
[03:48:50.800] ぞあああれ中した今中した
[03:48:57.600] 来る何止まるということはつまりチし
[03:49:05.880] たなんだよこれ
[03:49:09.159] ロポ少し純だけい今夜は長い夜になりぞ
[03:49:16.359] やべえ
[03:49:18.239] 久々に
[03:49:19.960] なやっと私に彼氏ができ
[03:49:23.600] た深夜2時に何見せられてんだ俺らは
[03:49:28.000] ちょっと単純そうな彼だ
[03:49:31.359] けどここも結構可愛いのよ
[03:49:35.319] ね今日は最高の1日よ
[03:49:39.920] こ終わりました終わりました
[03:49:45.319] 終わったらしいなんだ
[03:49:48.439] それ良かっ
[03:49:53.800] たなんなら
[03:49:57.080] これ良かったね彼氏でき
[03:50:04.239] てあれで
[03:50:07.439] もこれでもあれかこれで最高の1日になん
[03:50:10.960] ないんだね
[03:50:17.399] やっぱあれだななんかハートがねえの
[03:50:20.159] やばい
[03:50:21.680] ね33人起きましたあと63人67人
[03:50:25.800] 始まらなくてえ分あ違うかあ分じゃねえん
[03:50:31.479] だそれは笑笑分かと思っ
[03:50:36.040] 笑笑
[03:50:41.279] 笑笑笑それはじゃない
[03:50:45.040] あーじゃないかなどうなんだろういや全部
[03:50:47.920] 解放して全部のやつやったらじゃないそこ
[03:50:50.000] までやるかわかんないてってるのやっぱ何
[03:50:53.120] 度見てもいいなこの
[03:50:56.199] ゲームさあこのゲームどうしますか今俺
[03:51:01.199] 明日ちょっと朝遅いんだよなもう1キャラ
[03:51:03.399] だけやるかもう1キャラ
[03:51:05.960] 見よう明日ちょっと朝俺押せんだ
[03:51:10.760] よもう1キャラだけやっていいちょっと
[03:51:13.600] ハートに出すやつ行くかハート貯めて時間
[03:51:17.800] に
[03:51:18.880] 唱えようどこがどこが怪文なんだよ穂坂
[03:51:22.399] 行くわこれあの先生先生行きます先生これ
[03:51:26.319] おもろいっしょ意外とこのゲームなんか
[03:51:28.840] ボケット見てるだって見てくれよ先生初値
[03:51:33.319] 90もうハッピーじゃねえかこいつ1人で
[03:51:35.760] 生きていけます1人でハー産できるこいつ
[03:51:39.720] は穂27歳スクールナルシスト
[03:51:44.880] の写真を美しく取ることえ自宅中に自らの
[03:51:47.800] 写真で飾り立てているえ仕事中教室で生徒
[03:51:51.319] の山田やえ花のたきから迫られて
[03:51:56.520] 不快迫られて
[03:51:59.199] 不
[03:52:02.239] 笑笑迫られて不なかなか見ないなこの
[03:52:07.199] 分ちゃんとし
[03:52:13.520] 教師全て見下してるからな迫られて
[03:52:18.600] かい確かこれ前やった時こいつね
[03:52:21.840] めちゃくちゃハート出すんだよ自分が好き
[03:52:23.960] すぎてでそれでハートめっちゃ貯めて
[03:52:27.199] こいつの1日すまでにあのタンク3つ
[03:52:29.720] ぐらい貯めてで次行ってたそしたらさ
[03:52:32.720] ぶつけられるからしやっぱしょっぱなから
[03:52:35.040] いやしょっぱな100になるとその1日
[03:52:37.159] ハッピーなことやるからねやっぱねやっぱ
[03:52:39.600] しょっぱない感ぶつけるの大事なんだよだ
[03:52:41.880] これ充電器って呼んでた穂坂式充電器
[03:52:45.319] 行きます小坂見朝ブルーマンションあれ
[03:52:48.040] ブルーマンションって誰だっけ誰かも住ん
[03:52:49.800] で
[03:52:52.439] た
[03:52:54.040] 道あったな
[03:52:58.279] 笑笑鏡にカメラが今日の僕は昨日の僕より
[03:53:03.920] 美しくなれるでしょうかとりあえずお前
[03:53:06.279] 100にしとくわ自力で100になるまで
[03:53:08.319] ちょっと僕の美しさのピーク
[03:53:11.239] がもし昨日だとしたら
[03:53:16.239] いやそんなはずありませ
[03:53:24.000] んうわ風呂にもカメラだよ少し汗を
[03:53:33.040] かいふう生き返るて鏡で幸せ補給できるの
[03:53:38.279] 強いなあとあれだなんかなりキの嫁あなり
[03:53:42.399] キの嫁待ったなたはず
[03:53:45.359] あのなんか外人の嫁でしょ
[03:53:48.479] なんか朝ご飯作ったから500万円ねつっ
[03:53:51.960] たらあのなきがおいいぞあげようつっても
[03:53:55.159] ああれなあいつどうやって起こすんだっけ
[03:53:57.920] などこにいるんだっけな100%なりまし
[03:54:00.600] てる笑笑なんかあったよね
[03:54:03.680] 100万100万くれるやつねなんか作家
[03:54:07.439] の先生がなあのカの先生がめっちゃ金持ち
[03:54:11.199] な
[03:54:11.880] やついいぞこっからもうもうハートもらっ
[03:54:15.479] てく
[03:54:17.040] こいつこいつ自分で100まで行くの
[03:54:19.960] すごくねえ
[03:54:21.359] か自分で100まで行きますからこいつは
[03:54:24.920] 美を極めるには食事が大事です何食べんの
[03:54:29.479] それなんでどこで食ってんだお前それ
[03:54:32.600] 端っこのこの食欲なら昨日
[03:54:36.000] より隊長面は良行ですね
[03:54:41.239] あすっげえちゃら
[03:54:47.800] 飯食ってるとこにも鏡置いてあるん
[03:54:50.399] だ化け物だ
[03:54:57.640] な美を求めては報われ
[03:55:02.040] に哀れな僕の生徒
[03:55:05.199] たちきじゃないせめてその見にくい姿で僕
[03:55:10.000] に優越感を与えてください
[03:55:14.600] その優越感が僕を美しくさせ
[03:55:18.000] ますすげえなフリーザみてな思考回路だ
[03:55:25.080] な哀れな生徒
[03:55:29.600] たち哀れな生徒たちて思ってるこいつ頭の
[03:55:33.199] 中
[03:55:34.800] でちょっとここタンク2個ぐらい貯めれ
[03:55:37.680] たらでかいけどな
[03:55:51.000] もうレッスン行くのレッスンって誰も来
[03:55:53.199] ねえんじゃねえかな夕方まで来ない
[03:56:05.680] だろう多分まだ生徒いるんだよね多分起き
[03:56:09.159] てないんだよな生徒まだいるんだよ多分
[03:56:12.359] これあの2人だけじゃ
[03:56:14.840] さっなんかなんとかに迫られて不ってった
[03:56:17.439] から起きてないんだろうなあレストラン
[03:56:20.199] 行くんだいいねレストランミューあ起こし
[03:56:22.960] てくれるんじゃない誰かこれ起こせないか
[03:56:25.319] 誰も固まってない
[03:56:30.000] かあ働いてんのここ
[03:56:33.439] であ働いてるんだ一応ダンス教室だけじゃ
[03:56:37.680] ないん
[03:56:39.199] だ上い
[03:56:41.279] たああ固まってんじゃん金持ちそうな
[03:56:45.319] なんか親お2人のその姿はない起こせんの
[03:56:48.479] かな
[03:56:50.760] これ固まっているんです
[03:56:53.239] ねそうか固まってしまえ
[03:56:56.080] ば永遠に僕のBを残せるお前農神ネウロに
[03:57:01.439] そんな悪役いた
[03:57:03.520] な永遠に固まって僕の美を残すみたい
[03:57:11.760] な本来ならここでワイン
[03:57:17.800] 非常公務員は副業アウトよないやだって
[03:57:21.720] 講師つたもダンスダンススクールの講師
[03:57:28.120] だろあなたたちはせっかく
[03:57:31.760] の美しくなるチャンス
[03:57:34.920] を逃してしまったのですよあなるほど早く
[03:57:39.640] 起こせよまちょっとこれごめんこれ
[03:57:41.800] ちょっと起こすためにちょっとハート
[03:57:43.520] 貯めるわ
[03:57:45.279] 早くおこせうろうろしおいおいおこせや何
[03:57:48.399] をうろうろしてんの
[03:57:49.960] こいつめっちゃ出るしなんだよもうカート
[03:57:53.760] 出せ
[03:58:03.199] や全然起こさ
[03:58:06.159] ねえこいつまさか起こさないってことない
[03:58:09.040] よなこんなとこまで生きてお前が起こさ
[03:58:12.600] なかったらもう起こさないぞこれだ
[03:58:15.120] ガランとした
[03:58:17.840] レストランそこに立ち尽くす僕それはいい
[03:58:21.199] として本当に絵になり
[03:58:24.399] ますお前起こせよまさか
[03:58:27.800] え何うろうろしてんだお前生徒たちがい
[03:58:31.439] ない
[03:58:34.199] と全く張り合いがありません
[03:58:38.359] ねしかし見にくい人に関わらず僕は美しさ
[03:58:42.640] を保てました
[03:58:44.840] あ50貯まった
[03:58:48.640] けど1個溜まったけどえ起こさないの
[03:58:52.560] 起こさねえのかよ誰誰が誰が起こすんだよ
[03:58:56.560] じゃあ
[03:58:57.720] あれ自分の美に見れすぎてもう他人どうで
[03:59:01.279] もいいんだろう
[03:59:02.439] な起こさなかったわまさか
[03:59:06.840] の誰が起こすのあれじゃ
[03:59:14.479] ちょ充電1個できたからいい
[03:59:17.040] 草あまりのあまりに自分に見とれすぎて
[03:59:21.120] 起こさなかった
[03:59:23.680] キャラクターみつるすげえ
[03:59:30.040] なあえマジかよま誰かまただから来るん
[03:59:34.279] だろうなこいつ以外
[03:59:36.199] があんな資金距離まで行って
[03:59:39.399] さうろうろうろうろしてたのに起こさない
[03:59:42.359] ん
[03:59:45.439] あ来たミルダンススクールここもいいよ
[03:59:49.239] ここもあの生徒たちを罵倒してハートが
[03:59:51.279] 出るから見にくいですねあなたたちはこれ
[03:59:56.319] ハート出ますよブスがいるから
[03:59:59.080] いっぱい出すことでハートが出るからなあ
[04:00:03.040] はもっちゃん来てないじゃんあ来た来た
[04:00:08.439] たランススクールへようこそ
[04:00:14.319] こんばんはあさんこんばんはもん
[04:00:21.199] 何か
[04:00:25.120] もうしかし皆さんまだまだ美しさが足り
[04:00:28.840] ません
[04:00:32.760] ね美しくして差し上げましょうさ僕につい
[04:00:37.080] てきて
[04:00:38.720] くださいお前
[04:00:41.680] ささんでん
[04:00:54.399] ちょっとお前マジドック出さない
[04:01:01.319] で70以上
[04:01:08.159] キープ見本ステップをしましょう
[04:01:11.199] か皆さん参考にしてください
[04:01:16.040] 美しくリズムを刻ん
[04:01:18.159] で開いた足は真横
[04:01:22.199] です腕はしならせる感じです
[04:01:26.319] よ誰も聞いてないです
[04:01:30.279] ねしかし僕の美しさ
[04:01:34.199] は今ので高まりましたちょっとこれ70は
[04:01:39.120] あ難しい
[04:01:41.960] な先がですが足本さんの相談といえば恋愛
[04:01:48.000] に関することです
[04:01:53.239] ね松岡君ですね付き合うべき
[04:01:57.359] ですお似合いのブサカップルです
[04:02:02.880] よユロ
[04:02:05.760] ね
[04:02:09.520] 笑笑本当に見下してるんだな最低笑笑
[04:02:13.960] の美しさに追いついてきましたね心の声
[04:02:19.040] じゃないのかよ今のうちにダンス
[04:02:22.720] で自分を磨いておき
[04:02:26.960] ましょうあでもこあっちで告白してるから
[04:02:30.720] ほらかなり美しくなりました告白してる
[04:02:34.520] ほらほらほらこのあホテル行くんだあれ
[04:02:44.840] ビトは選ばれたものが持つものかわいそう
[04:02:48.920] な生徒
[04:02:51.840] たちかわいそうにおなんででけド出すんだ
[04:02:55.840] よそうやって
[04:02:57.479] よもっと出して
[04:03:00.040] よ昨日の僕
[04:03:03.520] を乗り越えなくてはやべえいい感1個しか
[04:03:07.920] できなかったなもっとできてもよかったな
[04:03:10.840] 家でできるかな
[04:03:18.960] ま1個できりゃでも上出だけどなできねえ
[04:03:22.040] やつはマジででき
[04:03:32.159] ねえやっぱネガティブなキャラ行く前は1
[04:03:34.960] 回3つる挟まなきゃなんねえかも
[04:03:38.520] なあのさなんかあのめっちゃハート出す女
[04:03:42.520] どうやってするだっけななんかいるの
[04:03:45.680] よみたいなやつがなんかなんか誰とも
[04:03:49.080] 関わらないで公園でずっとあ公園に凍って
[04:03:51.920] たのあれだ公園で凍ってた女だあれ
[04:03:54.960] 起こそうなんかずっと公園にいてなんかあ
[04:03:58.159] ちょちょさんだバカでかいハート
[04:04:01.359] やつキチゲみたいないるんだよマジ
[04:04:05.880] で笑笑あいつ起こさねえとあいつで充電し
[04:04:10.800] まくったんだよな
[04:04:18.080] まずは僕の瞳に乾杯なかなか言わねえよ僕
[04:04:21.720] の人に
[04:04:24.359] 乾杯この86年のラフット
[04:04:30.439] やっと飲み頃になりまし
[04:04:34.080] た今日開けて正解でした
[04:04:39.080] ね早速お店でも出すよう
[04:04:43.800] にメールしましょう誰か
[04:04:50.080] 服しふむ朝の呼吸あいでかいハート
[04:04:55.399] いただきいいねこれを連発してくれその
[04:04:59.239] そのキチゲみたいな女はこれ連発するから
[04:05:02.319] このハートばっかだすもうお
[04:05:11.720] お前だから今日のは生徒から多くの優感を
[04:05:16.199] 得てき
[04:05:19.439] たマサルとも劣らないレベルのはず
[04:05:27.520] ですなかなか最高の1日達成できねえな
[04:05:31.199] とりあえずシャワー
[04:05:37.040] て今日の僕を仕上げ
[04:05:39.840] ましょうの僕を仕上げる
[04:05:44.040] 僕で撮影に挑みましょうあ撮影があるんだ
[04:05:49.080] まだい
[04:05:50.600] わさて仕上がりはどう
[04:05:58.000] でしょうどうだ仕上がってる
[04:06:06.960] よいいよねおいちょっとお前だるいっ
[04:06:11.120] て吸いてやんないにめなく
[04:06:18.399] て70以上ないとハートも出さなくなるん
[04:06:21.279] だよなあんまりな余裕です
[04:06:23.880] ね
[04:06:26.439] さあ始め
[04:06:34.920] ましょうあいい
[04:06:39.520] ねナイスナイス出せ出せもっと出せせ
[04:06:43.920] にういお前
[04:06:47.279] さすがさすがだよさすがえー最後で出
[04:06:52.080] なかった
[04:06:54.399] でっか最後出なかった
[04:06:57.040] かラスト1枚で目を閉じてしまったうわー
[04:07:02.319] くそこれ初地ゼなのさきついんだよなもう
[04:07:05.720] ちょっと出してくんねか最後に村村最後に
[04:07:09.159] もうちょっと出て
[04:07:12.520] くいい
[04:07:14.600] ね本当にギリギリでしたねいやこれ最高の
[04:07:18.120] 1日達成できねえなしかし終わってみれ
[04:07:23.199] ばなんだよそれおそらく明日の僕
[04:07:28.199] も同じことをするのでしょうちょっと我に
[04:07:32.159] 帰ってんじゃんえ難しいなんかさこれね
[04:07:36.520] 最高の1日っていうのが達成できるんだよ
[04:07:39.080] そのなんかハートのハートが100に近い
[04:07:42.880] あま係
[04:07:45.040] なんかこのこの人のなんかままだなんか
[04:07:48.359] あるなんかあんのかなこいつこいつに
[04:07:51.119] 関わるキャラクターが全員起きててでいい
[04:07:54.119] 感じのイベントが進むとなんかこの時に
[04:07:56.560] びっくりマークが出てなんか穂坂ミの最高
[04:08:00.359] の1日を達成っっていうのが出てそうする
[04:08:02.840] と次ゲーム始めるとあのオープニング画面
[04:08:05.680] あオープニング画面が穂みになる
[04:08:09.800] んランクダダだねやっハートなんだ
[04:08:19.479] なえーどうしようか
[04:08:24.560] なもう1キャラ行こうか
[04:08:27.359] なもう1キャラ行こうかなどうしようか
[04:08:34.399] なこもう1キ
[04:08:36.600] 行くあと3キャラ多いわ3時になっちまう
[04:08:42.080] 明日遅遅から別に日なんで遅めなの明日
[04:08:46.199] ちょっとあの客先に直接直行で行くから
[04:08:49.399] スーツ来
[04:08:50.800] ていつもだったら会社行ってからなんだ
[04:08:53.640] けど俺俺ん地下のが近いから9時に客先
[04:08:57.000] 行けばいいから普通に8時に起きれば全然
[04:09:01.439] 間に合う写真ツイートしてや
[04:09:04.920] で
[04:09:06.840] ダブル謝りにいや謝りじゃない謝り
[04:09:11.560] じゃえ
[04:09:14.159] えじゃちょっともう1キャラ行くか近藤
[04:09:19.359] こいつ19歳近藤ハミルステイン
[04:09:21.920] ミリタリーマニア常に銃を所持し射撃訓練
[04:09:24.840] をさない同僚のコえ花花田花田桜子のくま
[04:09:31.920] さにえ不満を持っているが言い出せない今
[04:09:34.880] こは文句うと決し
[04:09:38.000] てえ誰行こうか
[04:09:41.439] な誰行こうかな
[04:09:49.000] ああこれ行ってみるかあの彼氏起こした
[04:09:52.720] からさ彼氏起こしたからこのお父さん行っ
[04:09:56.279] てみるか上杉来るでしょ夜これ起きてる
[04:09:58.359] もんだっ
[04:09:59.640] てちょっとじじ刀じじ行ってみるかで開幕
[04:10:05.520] 感ぶっ込むね開幕感ぶっ込む
[04:10:08.560] わそうするとねなんだかんだ番うまくいく
[04:10:11.920] んだよ幕からぶっ込んどけ
[04:10:21.720] ば刀じじ行ってみる
[04:10:34.119] かとかタオ
[04:10:52.439] はいクソハッピーです朝からハッピー
[04:10:58.840] 最高ゆ紹介したい男がいるそうだが今日
[04:11:02.479] 連れてくるから会ってみてよ彼の名前は何
[04:11:05.159] て言うん
[04:11:06.399] だ上杉さん同じ会社の人
[04:11:10.359] よこいつはうなんだお父さん似てる人
[04:11:17.040] よお父さんに似てるって言われたらな
[04:11:19.560] 嬉しいやなやれやれこの出に限るわ
[04:11:34.199] ねふん茶柱が立ったか今日はいい日になり
[04:11:38.640] そうだ
[04:11:41.600] なもそろそろ結婚する年
[04:11:46.000] か幸せになってもらいたいものだいいね
[04:11:49.960] これ多分本当100%だからこういう嘘
[04:11:52.680] だろこんな早く来るこんな早く来る
[04:11:55.479] ちょっとやってこれマジでよお腹元気お腹
[04:12:03.000] 元気とつかさん地を固く捜索し
[04:12:06.800] ちゃおう警察官だ眼光野をいじっちゃうよ
[04:12:11.199] 警察だからかけてきてんなミュージック
[04:12:19.319] スタポいやこれハート削られたくねえな
[04:12:23.479] おつパパあんた
[04:12:27.920] 幸せ娘の気持ち分かりな
[04:12:32.040] よちゃんとちゃんとそのキャラにあった
[04:12:34.600] こと言うん
[04:12:37.279] だ一体どうなってる
[04:12:46.560] 遅くた遅い遅い遅い遅くて
[04:12:49.640] 遅いちょっと早いちょっと早いちょっと
[04:12:52.279] 早い
[04:13:07.119] なわちょっと削られるなまこのぐらいだっ
[04:13:11.359] たらまだいいけど
[04:13:23.880] 渡るやばあーちょっと削られたなまあまあ
[04:13:28.439] いいかこんぐらいだっ
[04:13:31.479] たらオ
[04:13:39.159] オだるいお前出てくんな
[04:13:51.880] エでくんなお
[04:13:56.359] オハート出してよハート出して
[04:14:02.000] よ弓が結婚するということ
[04:14:06.319] はわしの息子が増えるということだいい
[04:14:09.279] いいいいいい実の息子はさっぱりダメだし
[04:14:14.760] そうだなやっぱ実の息子はダメだ
[04:14:18.199] なやっぱとか君は
[04:14:21.920] ちょっと腫れ物扱いされてんだなこの家で
[04:14:29.040] なおいのぶよ今日の夕飯は何だまだ決めて
[04:14:33.479] ません
[04:14:34.640] けど上杉が来るんだお用意しろよあいい
[04:14:38.680] お父さんいいお父さんじゃん
[04:14:42.040] よど込めて作るんだぞめっちゃいいじゃん
[04:14:46.000] いいパパいいパパいいパパあと練習を頼む
[04:14:49.399] ぞ分かってますよえめっちゃいいお父さん
[04:14:53.279] じゃんちゃんとちゃんとあれしようとし
[04:14:55.319] てるいいねねえいいいお父さんだねバさん
[04:14:58.199] 涙
[04:15:00.880] ねゆみ今日は早く帰るからなうんお願い
[04:15:05.319] ねわしも上過ぎ間に会うのが楽しみだ
[04:15:08.479] お父さんお手柔らか
[04:15:09.800] にあもちろんだじゃあ行ってくるこれ多分
[04:15:13.479] 最初から100%にしてるからめっいい
[04:15:15.720] 感じになってんだこれ多分普通だったらド
[04:15:18.840] 出るぞ多分そんな男俺は認めんぞみたい
[04:15:22.680] なやっぱ最初にいい感ぶっ込むのはマジで
[04:15:25.560] いいん
[04:15:29.520] だいい家族だねみんな仲良くてねとか君
[04:15:34.000] だけちょっと替えの外だ
[04:15:35.600] けどとかとか長なんだけちょっと
[04:15:43.159] これ警察行くんかこれ初めて見るか
[04:15:47.479] も警察なんかいっぱい寝てんじゃないのあ
[04:15:51.680] ちゃうだろう
[04:16:02.680] なフェミニンマンションだった
[04:16:06.080] 今やなマンション
[04:16:15.159] クローバー派出所出所なんだで
[04:16:19.080] も部長か
[04:16:22.000] 部長あ部長
[04:16:25.960] だ笑笑三村君が来ないな彼女も年頃だゲト
[04:16:31.680] かなあ女の子の今日は多めに見てやろう
[04:16:36.319] バカ
[04:16:39.359] も街の様子はと
[04:16:43.800] 今日も平和な街だないいねお前お前も
[04:16:46.920] なかなかピースフルなピースフルなキャラ
[04:16:49.560] だな結構ハート出すね結構ハート出すね
[04:16:52.960] いいよ
[04:16:54.239] お前いい
[04:16:57.640] よミム君の西でも見ておくかなかなか動く
[04:17:01.439] かけてるおいいねれますなんで俺が貯め
[04:17:05.920] たらお前これつってやれねえよお前
[04:17:13.199] いい
[04:17:16.000] ねなかなか思ったよりピースなキャラだ
[04:17:20.119] ね今日はいい天気
[04:17:24.359] だまさに絶好の円TH日和りだないいね
[04:17:28.960] お前なかなかいいお父さんだ上杉君は
[04:17:31.080] どんなま上杉がどんな男か俺も知らねえ
[04:17:33.439] けどなめちゃくちゃゴミ野郎だったら
[04:17:35.560] 終わる
[04:17:39.000] けど日報書いたから帰るかなわして
[04:17:43.040] 落ち着かないな可愛いな
[04:17:47.960] お前そこで着替えん
[04:17:54.319] の人の人生を覗くのは楽しいねめっちゃ
[04:17:58.439] いいお父さんだったわなんかもっと頑固
[04:18:00.319] 親父なんかと思った
[04:18:01.840] けどちゃんとちゃんとね心の中で
[04:18:06.080] はよかったこれ起こしといてよかったね
[04:18:08.920] 上杉君起こしといたから多分来るぞ多分
[04:18:12.279] これは
[04:18:31.640] 帰ってきまし
[04:18:33.279] た
[04:18:35.319] ただいまいいねハートもいっぱいあってイ
[04:18:37.920] 感も2つあっていい
[04:18:41.720] ぞ日達龍サウス
[04:18:46.800] ハイヤもうだってもうもうなんか刀置いて
[04:18:51.199] あるや横にあなたお食事の石ができました
[04:18:54.760] よなんだもうできたのか100%にし
[04:18:57.119] とこうちゃんと優しく対応するんですよ
[04:18:59.760] そんなことは分かっとる
[04:19:02.119] わそわそわしてるねあなたすぐ怒るんだ
[04:19:05.359] からこれは吸い取ってやる吸い取ってやる
[04:19:07.479] これ俺が今は100%のまま迎えで入れて
[04:19:10.720] やろえ吸いないれないぞあんまりど出す
[04:19:15.520] ぞ100%のまま迎えてやり
[04:19:19.159] たいハート出してくれ頼むよ私は幸せもだ
[04:19:23.760] すごくニコニコしてるわ
[04:19:25.640] ね珍しいこともあるの
[04:19:28.279] ねわしは幸せもだあなたどうしたんですか
[04:19:32.680] お前のおかげだよめっちゃええやんやや
[04:19:35.359] ですよどうしたのああなんか疲れた
[04:19:39.040] なあ疲れたなてお前
[04:19:44.479] の褒めといてあなんか疲れたな
[04:19:48.159] 笑笑疲れた
[04:19:50.760] な弓の大事な男だしっかり持て
[04:19:54.520] なせあら今日はお優しいんですね100を
[04:19:59.119] 持てなすと言ってるだけだはいはい分かっ
[04:20:01.680] てますよいい夫婦だなつまらん男なら
[04:20:05.040] 叩き出してやるお父さんから照れちゃって
[04:20:08.840] あでもやっぱピースフルいっぱいやっぱ
