[00:00:00.199] ちゃまぷんちゃにめ
[04:20:27.359] 蒙こを倒すためならば手段は遠いな。
[04:20:30.199] せっかくだけ良い鎧ならやるか
[04:20:32.199] 手に入れたいものだ。
[04:20:33.680] ひいなき鎧いにございます。そして紫の株りで今も眠っているはず。行ってみる。
[04:20:37.020] [音楽]
[04:20:57.880] うん。ドラ12
[04:21:00.560] は結構追加要素ありそうだね。マジで2
[04:21:01.800] なんかね、あれじゃんね。
[04:21:05.319] あの、なんでハッシュだめ
[04:21:11.680] さ来。
[04:21:13.640] あのサマルトリアの妹仲間になるらしいした。あ、下手くそ。
[04:21:39.600] どうし
[04:21:46.680] 何こいつ当たんねえんだけど。お前、
[04:22:00.439] お前なかなかやるな。
[04:22:08.730] [音楽]
[04:22:09.920] え、ここじゃなくない?俺目的地いやちゃうやん。全然。え、これやる?ここやる必要あんのかな?これ。まいっか。
[04:22:19.319] こんな大きくねえからやっちゃうか。
[04:22:22.080] 大きくねえからやったろ。どうした?
[04:22:30.880] ダッシュで行けるかな?これはよし。
[04:22:33.880] よしよしよし。オッケー。
[04:22:35.520] あとはいるの?あ、いた。いるな。ぶっちゃけこれもう刀とか集まっちゃったらさ、もうこの物資集める必要あるかな?
[04:22:55.359] おい、は伏せろって言ってるらしい。
[04:23:03.800] あ、そうなんだ。
[04:23:05.600] どうしよう。あんまり、あんまりこいつには聞かない。あんまりこいつには聞かないな、これ。
[04:23:23.319] どうしよう。
[04:23:33.439] これさ、鉄とかさ、玉鋼ってまだ使うの?あ、でも弓あれか。
[04:23:40.040] 弓新しく手に入れたら
[04:23:42.760] あれか。
[04:23:44.680] 待って待って待
[04:23:46.439] 待て待て待てや。
[04:23:50.760] あ、強いわ。確かにこれ
[04:23:55.600] 弓とかの強化に使うか。
[04:24:01.720] え、待って、待、待。これ危ねえ。あとは、あとは、え、全部倒したんじゃない?え?ああ、痛いた。
[04:24:30.520] 無駄な寄り道しちまったぜ。弾がんでぞ。新しい弓はさ、いつ手に入んだっけ?ダウンロードコンテンツやんきゃダめなんだっけか。
[04:25:00.399] なんでちょっと地味にお前生き延びような。
[04:25:03.680] あ、あれ?こんなとこ神社あった。あ、神社だ。おらおら。この神社やってないよね?あ、ごめん。
[04:25:15.520] [笑い]
[04:25:18.520] 鹿踏んじゃった
[04:25:23.080] 。この神社やったか?やってないな
[04:25:30.680] 。ごめん。ちょっと先神社やるわ
[04:25:33.840] 。あ、あれか
[04:25:39.479] 。なんかあるの?これ。おお。
[04:25:51.399] かけろ影。
[04:25:53.960] おお。来ましたよ。新しい神社。ちょっと待ってて。
[04:26:11.399] さてと。どこから?あ、あっちか
[04:26:16.479] 。す
[04:26:18.840] 、意外とこの神社のアソレチック好きなん
[04:26:21.840] だよね。おもろい。アクションゲーム。
[04:26:32.600] え、何これ?え、おお。絶景多くて好き。
[04:26:41.840] 分かる。めちゃめちゃ景色いんだよね。行くとね。ちょっとアい肉雨降ってますけど。
[04:26:58.800] 神社ってなんながあるんだっけ?行くと体力上がるんだっけ?
[04:27:07.640] 5歩。あ、5歩か。札。ああ、5
[04:27:11.800] 歩。うん。札というか、ま、5
[04:27:12.920] 歩な。札か。
[04:27:18.600] ぶっちゃけ相当強けりゃ嬉しいけど、あれ
[04:27:24.600] ?あ、いや、いいんだよな。いいんだよな
[04:27:32.239] 。お、父は病いです。体が触れています。
[04:27:35.960] そして食べ物がなくなりそうです。もう
[04:27:37.720] この兵がも、もこの兵が戻ってきました。
[04:27:41.119] 橋を渡る手を見つけられたと、え、弟を
[04:27:44.479] 怯えています。ああ、ここに住んでるやつ
[04:27:47.279] がいたんか
[04:27:58.920] 。ああ、なるほど。俺があっちから来て
[04:28:02.159] もう1個どっから行く?ああ、あれか。
[04:28:06.279] ああ、違うん。どっから行くん
[04:28:11.560] だん?どっから登るの?
[04:28:18.479] これ
[04:28:25.040] 。あ、なんかこの木行けるな。
[04:28:40.000] うん。どっから行くんだ、これ
[04:28:50.279] ?ここ上がれっかな
[04:28:53.239] ?あ、上がれる。ああ、上がれた。上がれ
[04:28:55.479] た。あ、てかここも上がれんじゃん
[04:29:05.960] 。危ねえ。
[04:29:22.640] んん違うね
[04:29:27.560] 。あは。うわあ
[04:29:36.399] 。んんうん。
[04:29:41.960] なんだこれ?どこだ
[04:29:45.560] ?ここなんか間違ったか
[04:29:51.119] ?もう1回やらせて。ここやっていって。
[04:29:56.199] はい。はい
[04:30:02.359] 。いや、こっちしかないな。え、なんで
[04:30:05.880] これ?間になんやねんこれ。
[04:30:33.319] 小学生の時こんなことばっかりしてたなと思いにふけっていたら落ちて死んだ。危険だったんだな。
[04:30:34.399] え、こんな、え、こんなことしてた
[04:30:40.119] の危なすぎるでしょ。ああ、まあでもあれ
[04:30:44.080] かやってたかもね。あ、そっち行けばいい
[04:30:47.080] んか?降りればいいんだった。こっち行く
[04:30:48.880] んか。ああ、確かに。なんかさ、ま、
[04:30:51.680] さすがこんな谷とかはなかったけどさ、
[04:30:54.439] 岩から岩に飛び移ったりとかやってたよな
[04:30:58.439] 。海分。
[04:31:00.680] え、嘘でしょ?それ分になってたらやばすぎるでしょ。いや、取れた。ほう。
[04:31:09.040] さすがに笑。マジか。
[04:31:13.840] 俺もなんか公園にあるなんかさ、でっかい岩からなんか岩が立っててで、なんかその岩が何個かた、岩から岩に飛び移ったりとかしてたもんね。で、普通に友達とかさ、あの、落っこちて歯ったりしてたもんね。
[04:31:26.440] [音楽]
[04:31:28.840] 笑たけどまだあの生え変わる前だから生ハ変わってなんとかなってね。
[04:31:35.630] [音楽]
[04:31:42.960] 笑いたよね。そうやってね。よし。なんかご歩布手に入れました。
[04:31:43.960] 5
[04:31:45.279] 歩なんか手に入れました。何の
[04:31:46.279] 5歩だっけ?稲が入ってないやん。
[04:31:48.640] 何のフだっけ?稲の5
[04:31:49.800] だった。稲のフ。え、物資た竹のた獣の皮ああ、別にいらないかな。
[04:31:57.239] 稲が入ってないやん。おお、絶景。なんだこの絶景は?
[04:32:01.800] 稲ない海分。
[04:32:05.199] なんか今日手抜きじゃねえ。なんか今日手抜きじゃない?さっきからなんか
[04:32:06.200] [笑い]
[04:32:10.880] なんか手抜きじゃない?なんか今日疲れた。めちゃくちゃいいね。すげえ綺麗じゃん。
[04:32:18.050] [音楽]
[04:32:23.640] なんか今日分手抜き。よし。オッケー。で、ここか。
[04:32:40.080] だって頑張って寝ってもちゃまのリアクションが気だも。
[04:32:44.100] [笑い]
[04:32:48.159] いや、まあね。確かに
[04:32:50.560] まあね。いや、まあね。でもね。
[04:32:51.640] でもさ、でもなんかさ、いや、まあ、え、だってじゃ、どうやって返したらいいねん。だって同じやぞ。同じだよ。何言われても。え、すっげえって
[04:33:03.119] 生きていらしたこと。笑笑。
[04:33:07.039] 同じやで。女言われても。
[04:33:13.160] お侍い様。サの村で妙なことがあるよう。
[04:33:16.279] あの、下が超えてるんだ。下が。
[04:33:17.840] 分かりません。
[04:33:19.080] 村の人は追い詰められたような顔をしているのですが気にするなというばかりで柱
[04:33:24.639] 仕事が起きておるようだな。
[04:33:26.920] 調べてみよう。
[04:33:29.840] もう下が超えてんねん。もうよし。
[04:33:39.650] [音楽]
[04:33:41.480] 焼肉で例えたら焼肉屋だった話好き。
[04:33:44.650] [笑い]
[04:33:47.760] そう、焼肉、うん、そう、焼肉毎日食ってたら飽きるじゃん。だってつってたまに食ったらうまいんだけどさら。あ、僕実家焼肉屋です。ええみたいな。焼肉海分おじさんじゃないか。あ、勝手におじさんにしちゃったけど。
[04:33:54.740] [笑い]
[04:34:06.279] 勝手におじさんにしちゃいました。すいません。
[04:34:08.419] [音楽]
[04:34:18.799] 焼肉は本当に毎日でも飽きませんね。笑
[04:34:21.080] [笑い]
[04:34:38.760] え、開分あれ何?紫のあれを探せって言われてるね。焼肉は毎日でも飽きないか。おお。
[04:34:39.840] 何これ?毎日焼肉が食える力が欲しいぜ。え、どこ?あ、あっちか。どこだ?紫の冠りってどこ?ですやん。
[04:35:10.920] 焼肉にきや分
[04:35:14.080] [笑い]
[04:35:16.359] 紫の菊が話して
[04:35:20.840] 今日今日今日のさ、
[04:35:33.110] [音楽]
[04:35:34.959] 今日のさ、今日のあのレベルそんくらいなんよ。なんか今日のレベルやっぱそんくらいだからな。ま、俺、俺はまだ
[04:35:35.959] 1個も出してないけど。
[04:35:45.400] どうやって解分って考えてんの?なんかそんなたまにえぐいの出してくけどさ。
[04:35:50.879] たまにエギいの出してくけどどうやって考えてんの?ここが冠り。ただよりの鎧があるはず。こうだ。
[04:36:05.520] 一応さっき集めてた時に突撃よ。
[04:36:06.600] 拠点切りかかり切りかかり兼よき分とか考えてましたがタイミング遅れたのでボツにしました。
[04:36:20.040] [拍手]
[04:36:30.320] いや、なんかさ、いや、ね、ごめん。あのね、もったいないよ。俺の配信でそんななんか俺も大して触れない。多分すごいことなんだよ、それ。多分もったいない。
[04:36:31.400] なんかこれを誰の記憶にも残らないまんま流されて終わるのがメモっといてね。なんかメモっといの方がいいよ。多分中に何かあるようだ。
[04:36:34.830] [笑い]
[04:36:41.199] 俺もなんかそれりのり
[04:36:45.199] 多分俺も多分ゲームあれやってたふで終わるじゃん。
[04:36:46.279] それそんくらいそのレベルのそのレベ何これあれそのレベルのさをさのし分な
[04:36:55.600] んだかおなんだおいしのぶデブの死
[04:37:03.639] 笑笑ダブル
[04:37:06.160] しのぶデブの死バしてんのかどこに来て
[04:37:15.920] 全く川なんか流れてないよね
[04:37:20.959] 。
[04:37:24.680] ん?いや、これなどこやねん、これ
[04:37:30.799] ?あ、あ、あ、あ、あ。ここか。この川
[04:37:35.279] ってそうじゃ
[04:37:36.760] ね。そうだろ。これ多分ここじゃね
[04:37:40.840] ?この辺じゃね
[04:37:58.199] ?
[04:38:01.039] せえ、違う
[04:38:05.639] 。このさ、この川がさ、この川がさ、この
[04:38:11.000] 川じゃないのかな
[04:38:13.199] ?あ、絶対そうやん。あの、あの山の上
[04:38:16.840] じゃん。絶対なんかあるもん。ほら見て。
[04:38:19.920] あの山の上なんかあるじゃん。くソたけえ
[04:38:22.400] けど。クソ高けえ山だけど
[04:38:28.000] 。違うかな?あ、
[04:38:34.879] 受け行くぞ。
[04:38:37.561] いや、邪魔。
[04:38:43.480] しぶデブのしぶデブのし
[04:38:50.439] デブのしら
[04:39:03.000] あっちだな、多分。あ。
[04:39:16.000] ねえ、敵多いって。
[04:39:18.199] さあ、かかってこい。
[04:39:20.150] [音楽]
[04:39:39.280] ああ、下手くそ。やべ、マジでミスった。ミスった。ミスった。ミスった。ミスった。ミス。ごめん。ミスった。ミスった。ボケットした。ちょっとボケットしちゃったかな?ちょっとボケットしちゃったかな?
[04:39:40.400] [笑い]
[04:39:55.878] よいしょ。
[04:39:59.260] [拍手]
[04:40:01.400] うるせえ。
[04:40:09.570] [音楽]
[04:40:13.080] あ、この川のこと言ってんじゃないのかな?違うかな?これ行けるかな?う、
[04:40:18.320] あ、え、ダめ。これ行けない。これ高すぎ。さすがに。
[04:40:19.410] [音楽]
[04:40:19.830] [笑い]
[04:40:31.400] しのぶデブのしのぶデブの死じゃないんかな?いや、こっちっぽいよね。
[04:40:55.760] 多分ね、
[04:41:05.520] 歌や。
[04:41:05.878] ここにも紫を聞く。たよりのりは近いな。あ
[04:41:15.680] ね、あの山の上めっちゃ気になるんですけど。
[04:41:16.760] これバカでかくね?バカべバカ高くね?ああ、そこっぽいな。
[04:41:17.990] [音楽]
[04:41:32.718] あ、
[04:41:33.160] 険しすぎて登れねえ。別の道があるはず。
[04:41:36.760] え、これじゃないの?絶対来れや。
[04:41:47.200] おお
[04:42:01.080] え
[04:42:02.440] もらなぜここが分かった?地図冠りのものと似ているな。
[04:42:09.920] 気づかず頂まで行くかと思った。いや、あれ関係ないなってなとなくわかったから。ただよりのいおり。
[04:42:11.970] [笑い]
[04:42:21.080] お、来た、来た。いや、でもこんなところがさ、よう気づかずに作られてるよな。このオープンワールドの中になんかたまたま来ちゃいそうじゃない?これ
[04:42:35.440] 誰の墓だろう?
[04:42:37.040] わかんねえもんだよな。
[04:42:38.560] な、紫の冠りと同じこいて間もない。
[04:42:43.718] ってことは奴がいるってことか。誰もいないね。
[04:43:04.560] なんかどうせここ戦うことになりそうじゃ
[04:43:06.320] ね?なん
[04:43:24.160] か時は立ち流れ静まる。
[04:43:27.920] たよりは安き心持て弓ば天たをい抜く
[04:43:35.840] はなんでこれちなんか何回調べればいいんだよ何もないよもう別にあ
[04:43:49.400] 長岡桶家の家紋だ
[04:43:51.200] おおたよりの一族
[04:43:53.560] ここで何をしている
[04:43:55.080] 誰
[04:43:57.280] 速告立ちされ。
[04:43:58.560] 争う気はない。我が名は酒人志村殿の追いだ。
[04:44:02.680] 嘘をつくな。盗び止め。いや、本当です。
[04:44:05.320] 覚悟するが良いねん。こいつ誰や?おかずクラブがいる。おかずクラブ。
[04:44:23.520] 我がナマックス時を戻せるものなり。
[04:44:28.120] 何ですか?知らないゲームですね。
[04:44:34.390] [音楽]
[04:44:41.160] 殺したくはない。
[04:44:42.360] そうだよ。女とは戦えねえよ、俺。
[04:44:46.638] うあ。
[04:44:56.360] えっと、じゃあ
[04:45:00.320] ただめど。
[04:45:03.360] あ、なるほどね。こういう時にも使えるんだね。
[04:45:05.638] ただより様の墓をね。
[04:45:11.120] あ、さすがにダめか。それはさすがにだめ。
[04:45:17.000] 負けてなるものか。立ち泥棒がよく戦うな。
[04:45:20.760] 立ち泥棒だ。
[04:45:23.520] あ、誰が弱?
[04:45:26.480] 何とぞお待ちを。我が名は替え出たより様の末裔です。侍は全て殺されたと聞きてっきり墓しかと
[04:45:39.400] 俗ではないがご先祖の鎧を探しておる。
[04:45:44.840] あなたにお譲りできれば良いのですが鎧行方知れずで
[04:45:49.680] 探すではないのか。
[04:45:52.240] 古い書にこんな一分があります。
[04:45:55.360] ただより校はアモ裏をアに見守ると
[04:46:00.160] 鎧の隠し場所を
[04:46:01.878] ええ、なんかこんなたらいでそんな強いんか、その鎧い。
[04:46:06.320] 戦理ガを授けると言われ小泉進む。
[04:46:11.680] 確かにちょっと似てるね。
[04:46:13.000] き民のためお使いください。ちょっと出るか
[04:46:17.040] でこれあれだよ。朝裏を
[04:46:18.718] いるんだよ。あれが村の裏にある山か。
[04:46:21.680] 遠くね。
[04:46:22.878] いえ、止めまらぬ。なんじら松海分進む次郎。
[04:46:30.160] 俺の代わりにリアクションしてやってくれよ。俺の代わりにリアクションしてやってくんねえか。すごいよ。
[04:46:31.440] [笑い]
[04:46:40.760] うおお。
[04:46:42.250] [笑い]
[04:46:48.680] すごいんだけどさ。
[04:46:51.400] 松えだ。
[04:46:52.840] ものすごいペースで来るじゃん。いえ、つまらなじラい
[04:47:02.600] すごすぎる。笑。
[04:47:04.558] いいね、いいね。いいね。いいよ、いいよ、いいよ。じらうらです。
[04:47:10.440] ああ、すいません。怒られた。
[04:47:15.320] 怒られました。怒られた
[04:47:19.040] 。ウヌですか?
[04:47:26.878] ええ、こんな街の中通ってくの
[04:47:34.920] ?なんやねん、
[04:47:40.440] そのなんか回りくどい道行く
[04:47:46.878] な。
[04:47:55.600] え、早くで海に出たいな。
[04:48:02.920] え、どこ?
[04:48:12.520] え、遠い。
[04:48:20.718] おお
[04:48:23.760] 。あざっす
[04:48:33.000] 。あと2個だ
[04:48:36.380] [音楽]
[04:48:41.440] 。いいり
[04:48:44.040] ないね。
[04:48:47.400] 稲が入ってないやん。こっから行っ
[04:48:50.840] ちゃおう
[04:48:54.040] 。この中の中で。
[04:48:58.480] え、こんなとこ登れませんけど。こんな
[04:49:02.160] とこ登れませんけど。え、何これ?こんな
[04:49:05.320] とこ登れないよ
[04:49:09.040] 。いや、稲が入ってない。うわ、めっちゃ
[04:49:12.200] 遠いや。ここ多分これ、これ山だ。
[04:49:13.878] ここ全部ここのここ全部山ですか?これええどうやって行ったもんかな?これ回るしかねえか。かつて蒙こが
[04:49:29.920] うん。こっちから回しかねえな。ほど
[04:49:31.680] 恐ろしいました
[04:49:48.680] 。あ、この辺から行ける。
[04:50:04.120] おおおおおおおおおおおおおおいるぞり
[04:50:09.798] 奴らどうしように
[04:50:18.718] あえたくそぶごめんなさい間違えました
[04:50:24.200] あやべやべやべ間違えましたやべえやべやべやべ間違えました危ね
[04:50:28.110] [音楽]
[04:50:30.798] 間違うってこともあります。どうしどうした。
[04:50:36.860] [音楽]
[04:50:40.000] もあつじゃないし。おら。
[04:50:49.020] [音楽]
[04:50:56.200] あとはこ
[04:51:00.558] 待たせてしまったな。刀強。
[04:51:03.080] うん。刀めっちゃ強いね。一振りでさ、敵ダシュってやって。
[04:51:08.120] 様よく来てください。
[04:51:09.760] たよりの末裔に導かれた。何があった?
[04:51:16.798] ただより校子校の着が書いた巻き物をこが見つけてしまったのです。
[04:51:23.000] 私はその解読のため連れて来られました。
[04:51:26.680] 鎧は奪われたか?
[04:51:30.320] いえ、酒井様が来ると信じ違う場所へ行かせました。
[04:51:35.958] けに出たのだな。私の勝ちですな。
[04:51:38.400] やるな。
[04:51:39.040] 鎧はこの石碑の下にありますさ。ご自分で手にしてください。
[04:51:46.040] ただよりの石碑だ。
[04:51:49.400] 手塗りの弓ってかっこいいな。
[04:51:50.960] [音楽]
[04:51:52.558] これシ塗り。
[04:51:57.200] うわ、
[04:52:01.798] ただよりの鎧い。エだ。
[04:52:05.600] これ強いんか?これ弓を引く。え、速さと
[04:52:09.400] 矢を構える。え、構えるるって読むんかな
[04:52:12.638] ?速さが15%。集中の、えー、制限時間
[04:52:16.840] が1秒。あ、1秒増えんの。でかいな。
[04:52:20.200] ああ、これあの食うやつ行けそうだね
[04:52:26.040] 。しかも頭ですね。しかもさ、あ、つえる
[04:52:29.878] 、これ。ああ、超とかの。ああ、ね。
[04:52:35.360] なかなか難しい読み方すんな。
[04:52:37.120] い抜く。
[04:52:42.280] えっと、あれだよ。頭を抜くと集中度制限時間が
[04:52:43.280] 25%
[04:52:43.958] 回復する。え、めっちゃ強いじゃん。ああ、なるほどね。弓矢の装備なんだ。あ、これはあっていいね。これはあっていいですわ。これはいい。
[04:53:00.000] ここからさらに強化できるね。
[04:53:02.200] そうよ。そうよ。こっからさらに強くなるからね。
[04:53:06.798] 全部覚えちゃう、これ。よしよしよし。ああ、いいね。かなりかなりもうさ、こ熟連もこれね、かなり高くなってきたよ。
[04:53:16.958] 下がっておれ。え、蒙こは近づかせぬ。
[04:53:20.480] 何?
[04:53:28.480] 全然下手じゃん。全然下手じゃん。
[04:53:33.760] 全然下手やんけ。全然下手だよ。動きながら
[04:53:39.680] [音楽]
[04:53:41.680] でもそうだったけれどステルスプレイ好きだったな。
[04:53:43.590] [音楽]
[04:53:45.520] いや、わかる。俺もね、ステルスだったら弓プレイ好きなんだけど。こ
[04:53:50.400] れなら数百の海賊も1人で。
[04:53:52.000] いや、そんなことない。めちゃめちゃ下手だったやん、今。
[04:54:12.240] おお、スローモードいね。
[04:54:13.638] あんあんあんめっちゃいいんだけどさ、なんかその無理に無理に無理にこいつでやろうとすると
[04:54:31.080] 荒手が来るぞ。無事か。
[04:54:32.760] はい。社会意外とさ。
[04:54:39.798] どし。でもこれさ、どうし、
[04:54:44.878] あれ?これはまずい。
[04:54:46.430] [音楽]
[04:54:59.160] 弓矢が足んなくない?弓矢が。
[04:55:01.280] よし。
[04:55:05.040] あ、俺弓ないよ。よしょ。
[04:55:07.120] 矢が足らない。矢が矢ないじゃない。
[04:55:10.878] すごい強いのは分かるんだけど、やっぱ矢は足りなくなってきたよね。
[04:55:15.120] ま、当たんねんだ、これ。
[04:55:23.718] お守りも弓化すればなんとか。
[04:55:26.160] あ、ああ、ここにあったよ、これ。あー。あ、やべ。なんかお前めっちゃダメージ食らってた。
[04:55:35.070] [笑い]
[04:55:37.160] ごめん、ごめん、ごめん。
[04:55:43.718] お守りも弓とかの鎧いだ。
[04:55:46.558] あなたにお話ししてよかった。さて、そろそろ出たします。いいね。これは取っといていいね。これは多分あとあ々と使うわね。おお、いいね。
[04:56:15.160] おし
[04:56:20.558] 。さっきさ
[04:56:23.000] 、さっきここのここ。いや、あのさ、クソ
[04:56:27.320] たえ山ってここだったよな、確かな。クソ
[04:56:29.958] たえ山行っていい?気になる。あそこ
[04:56:33.120] なんかある。絶対。
[04:56:36.920] あ、一応指、弓着替えと。あ、これ強化し
[04:56:40.280] に行ってもいいかもね。鎧いね
[04:56:42.958] 。いや、全然金ないんですけど。
[04:56:47.440] え、なんでこんな金ないの?俺あのでっけえ山ってどこだ?
[04:57:02.520] 近年だわ。
[04:57:04.480] 金ねえんだわ。だよ、本当に。
[04:57:08.718] 最後の負けじゃない。
[04:57:14.360] 山様のお話聞いたことあるか?あの盲目の方
[04:57:18.840] あれ?あのさ、バカ高い山ってどこ?あ、もしかしてそれかにまで出てきあ、これだったんかな?なんかすっげえ高い山あったよね。さっきんとこどこだったっけ?あ、覚えてねえや。
[04:57:50.760] 弓取りの丘。あ、ちげえ。ここか。え、
[04:57:54.080] もう全然あれ、さっきんとこどこだった
[04:57:58.718] ?
[04:58:00.638] 全あ、ただよりのあ、ああ、あんだから
[04:58:04.080] ここだな。あ、全然違った。ここだ
[04:58:09.480] 。いや、再戦はしないんだけど、こ行かせ
[04:58:12.120] てくん
[04:58:22.040] 。これストーリー関係あるんかないんだか
[04:58:25.280] わかんねえけど、この気になるところに行
[04:58:27.200] くってのも醍醐みだよな。あの山の上絶対
[04:58:30.760] なんかあるだろう。
[04:58:32.620] [音楽]
[04:58:43.718] え、あ、え、もう4
[04:58:44.920] 時あの山の上ね。こっから見て山の上ってこれじゃね?
[04:58:54.780] [音楽]
[04:58:59.680] あっち間やな。
[04:59:01.280] あっちやなあ。マジで
[04:59:07.920] オープンワールドは遠くの景色まで歩きたくなるよね。
[04:59:11.280] そうなんだ。気になるとこがあるとどうしてもなんか行きたくなっちゃうんだよね。こうすと全然ストーリーが進まないんだよ。
[04:59:23.240] ダウンロードコンテンツやるつって、もう
[04:59:24.920] ほとんどなんかこっちでダウンロード
[04:59:27.840] コンテンツやるっつったのにもう全然本当
[04:59:30.280] の方の
[04:59:31.400] この探索ばっか
[04:59:35.080] しだって気になるじゃん
[04:59:42.680] 。うわ、あの、あの、あの山の上絶対ある
[04:59:46.400] わ。なんか絶対あれ神社じゃねえか、あれ
[04:59:49.280] 。
[04:59:52.400] 神社じゃねえか。ああ。はい。来ましたねえ。あ、何?
[05:00:00.718] うん。俺が気になってんのはあそこ。ああ。はいはいはいはいはい。そこね。ああ、神社だ。よしよしよしよしよし。
[05:00:08.690] [音楽]
[05:00:14.638] どっから行くんだろう
[05:00:18.360] ?どこから行くの?
[05:00:23.600] これ
[05:00:28.320] あいつん。どっから行くんだろうね?これ
[05:00:31.120] ね
[05:00:37.878] 。金ブ神社。あった、あった、あった
[05:00:41.878] 。こっからか
[05:00:45.760] 。はい。はい。はい。はい。はい
[05:01:04.690] [音楽]
[05:01:08.320] 。あ、こっちね。
[05:01:18.760] は
[05:01:28.600] [音楽]
[05:01:32.360] 綺麗だね。
[05:01:45.440] なんだこれ?
[05:01:47.680] どこん?こっちか
[05:01:59.520] ?危ね
[05:02:05.798] 。
[05:02:08.760] オけんの?これちゃんと。あ、危ない。
[05:02:12.638] びっくりした
[05:02:18.920] 。あ、あ、あ、あ、こここっちか
[05:02:27.040] 。あ、
[05:02:32.798] え
[05:02:33.878] 、いや、なんかバグった。なんかバグって
[05:02:36.958] た。今なんかバグった。
[05:02:41.638] そっちか。こっち。ふ。
[05:03:11.120] よしよしよし
[05:03:13.080] よしよしよしよしよしよし
[05:03:29.160] オ
[05:03:50.080] [音楽]
[05:03:59.120] の
[05:04:00.680] か敵を倒すと敵あー体力中程度回復
[05:04:07.600] うーん
[05:04:09.400] うーんま悪くはない
[05:04:15.840] か
[05:04:19.360] はどうする戻る
[05:04:24.958] こっちいやどうしよっか
[05:04:29.320] どうしようかな。
[05:04:35.718] どうしよう。
[05:04:37.840] どうしようだよ。本当にどうしようだね。あっちに向いて吹いてるね。気力の風。これか。
[05:05:01.320] 仲間のサブイベもしや。
[05:05:03.440] いやーん、確かに。え、めちゃ遠いやん。いや、めちゃ遠いや。どこ?これか?うん。確かにね。高の墓。
[05:05:26.080] あ、絶対これだ。絶対
[05:05:29.280] これなあ。仲間のサブでもいいな。
[05:05:32.840] ぶっちゃけな
[05:05:34.558] 。あのなんだっけ?石川先生ね。石川先生
[05:05:38.798] 途中だもんね
[05:05:40.600] 。これ行けないかい。あ、あれ絶対そうだ
[05:05:43.480] な。いや、絶対そうなんだけど。絶対そう
[05:05:47.000] なんだけど。
[05:05:47.440] どうやって登んの?これ登れへん。こっから行った方が早えか。
[05:06:16.040] この上かどうやってなんかうまいこと行け
[05:06:19.718] なくなってんな。
[05:06:20.638] だこれ。この上ってここか?いや、こうでこうにな。うまいことけねえな。
[05:06:48.360] 何なんだ
[05:06:56.080] これ
[05:07:00.320] ?え
[05:07:07.840] ?あったった。あったったった。これやり
[05:07:12.760] たかったんだよ。これ
[05:07:14.360] がよし。
[05:07:18.240] 気力がさ、最大値増えるってめっちゃいい
[05:07:20.638] から
[05:07:32.280] [音楽]
[05:07:38.320] ムプみたいな
[05:07:39.798] もんよ。MPみたいなもんだよ。回復だっ
[05:07:42.638] てんだろ。ただこれ4つもやんなきゃいけ
[05:07:46.280] ないんだよ、これ。
[05:07:50.760] 結構結構ヘビーよ、これ。あと4
[05:07:51.958] つやるって。あれ?なんだお前?
[05:08:02.280] 結構ヘビーなんすよね。大体の位置はもうこれでつめるんだよね。た、絶対これだ。これだろ。絶対大体の位置はね、大、あ、絶対これだわ。あなちゃんこんばんは。
[05:08:17.400] あ、絶対
[05:08:21.600] これ大体の位置は把握できるから回っ
[05:08:24.680] ちゃうかね
[05:08:26.240] 。回っちゃっていいよね
[05:08:29.520] 。結局ね、あれよ。
[05:08:31.920] あのなちゃん、あの、やっぱ結局俺はもうこのゲームダウンロードコンテンツまでやろうということになりまして。
[05:08:38.200] うん。
[05:08:39.320] ダウンロードコンテンツやるって言ってんだけど、もう探索が楽しすぎてダウンロードコンテンツすら途中になって、今もう普通に探索。おもろいねん、このゲーム。
[05:08:52.480] 暇すぎてマルチホラゲを1
[05:08:53.638] 人でクリアまでやってました。
[05:08:55.558] マルチ用ホラゲ。あのなんとか名人来たってやつ。
[05:09:01.280] あれって何?ホラゲなの?ごめん。全然間違えた。間違った。待っ。
[05:09:19.400] マルチ向けか。
[05:09:24.840] レポってやつ。
[05:09:26.680] レポ。
[05:09:30.160] [音楽]
[05:09:32.798] ああ、このゲームじゃなくてってことね。
[05:09:37.840] てんてんてんてんてんてんてんて。いや、
[05:09:39.080] むず。てんてん
[05:09:41.200] てんてんてんてんてんてんて。
[05:09:44.760] むずいな。
[05:09:52.798] え、むずいこれ。
[05:10:01.240] タイミングが遅いってさ、むかつくわ
[05:10:05.000] 。オ
[05:10:09.480] 、あと3つもあんの
[05:10:12.718] 。あと3つもある
[05:10:22.638] 。うんと、
[05:10:25.360] こう、絶対これだろ。
[05:10:29.240] 絶対これだ。この導きの風の先。絶対これ
[05:10:33.320] だ
[05:10:34.280] 。ああ、でもさ、このさ、あの寒いとこ
[05:10:37.840] 全然俺やってないね。
[05:10:41.558] 寒いとこはもう全然やってないんだよ。あ
[05:10:44.558] 、絶対そうだ。
[05:10:53.680] これ来い。
[05:11:11.000] 気力1アップし
[05:11:13.480] たら気力1アップしたらあれやわ邪魔邪魔
[05:11:17.638] 邪魔なんやねん
[05:11:19.878] 。気力1アップしたら、
[05:11:24.240] あの、ダウンロードコンテンツも驚くか。さすがに。なんだここは?なんかあるぞ。ここ。いや、絶対そこにあんだよ、多分。
[05:11:52.080] おい、来た。オー、来ました。来ました
[05:12:02.000] 。あれ
