[00:00:14.599] どりゃ
[02:56:45.720] ね
[02:56:47.239] ねラアレンジャーあるんだこれ聞いたこと
[02:56:50.120] ないかも聞きたいスマブラアレンジャー
[02:56:54.279] あるんだちょ聞いてみ
[02:56:57.319] たい禁
[02:57:01.319] だな1び禁止
[02:57:07.560] だあクソかっけや懐かしい
[02:57:12.319] ねくかっこ
[02:57:15.960] いいあかっこいい
[02:57:19.560] いい
[02:57:21.479] ねやスマブラアレンジえぐいよなマジ
[02:57:33.160] でああかっこ
[02:57:43.120] いいあこれ
[02:57:46.399] ねHDM
[02:57:56.359] 懐しい
[02:58:14.319] なてい
[02:58:31.560] 負け
[02:58:42.640] ないこんなある懐かしいね懐しいね22
[02:58:50.040] 回あった
[02:58:52.399] ねいいね懐かしい懐かしいね本当ジカル
[02:58:56.399] 風俗懐かしい
[02:58:59.760] ねうち20回は私が見てるよ多分どこまで
[02:59:03.520] どこまで見たかなこれどこまで言見
[02:59:09.560] たじゃここれ見たこれ
[02:59:15.680] 見ああ懐かしい
[02:59:21.319] 懐かしいラハのね笑笑ラッハゲの
[02:59:25.239] モンスター図鑑ねラスハゲラスハゲの
[02:59:29.600] モンスターズ感かっけんだよそうラスト
[02:59:33.840] アルマゲドンってゲームやったんだよ俺
[02:59:35.479] これ昔ね配信でやったんだけどまラスト
[02:59:38.279] アルマゲドンのラストアルマゲドンの
[02:59:41.479] BGMめっちゃいいんだけどあのねあの
[02:59:45.000] 戦闘BGMがめっちゃ有名なのね超有名な
[02:59:47.359] 曲なんだけど
[02:59:49.279] そのねこのゲームで1番かっこいいBGM
[02:59:51.680] がモンスターズ鑑見てる曲時の曲なのね
[02:59:54.600] モンスターズ鑑の時しか流れない曲なんだ
[02:59:57.080] けどそれ死ぬほどかっこいいのよ
[03:00:04.080] この何このクソかっこいい
[03:00:07.279] 曲これこれ普通これボス戦の曲で使用され
[03:00:11.680] ないのバグすぎるボス戦の曲じゃないのこ
[03:00:15.239] れってうんモンスターの
[03:00:19.399] 曲じゃないのおかしい
[03:00:30.880] URなんだよなくそかっこいい
[03:00:50.640] ボ第1で流して
[03:00:55.120] ほしいこれがモンスターズ鑑を見てる時の
[03:00:58.359] 曲ね意味わかんねえだろなんと言っても
[03:01:01.479] このゲームボス戦も通常戦闘BGMという
[03:01:04.560] でもあの曲がでも良すぎるからなちょっと
[03:01:07.520] 1回あれ聞きてえわ普通に久々に聞き
[03:01:12.160] たいちょちょねなんかねえか
[03:01:15.840] な聞きたい久々に聞きたいよpcn聞かせ
[03:01:20.880] てくれ
[03:01:30.800] 頼む番だよ
[03:01:33.279] なでもこのも懐い
[03:01:36.319] もん
[03:01:37.880] うおいや
[03:01:40.760] 懐かしいやったなこれめっちゃ良かったよ
[03:01:43.680] ねこれねた
[03:01:51.880] これもやったのよめっちゃこのこのゲーム
[03:01:54.279] もめっちゃやったのよ
[03:02:00.319] なこの曲マジ
[03:02:03.080] 神力これはリメイクされんのかいや無理だ
[03:02:06.120] と思うもうあの権利誰が持ってるかわかん
[03:02:08.520] ないんだよ
[03:02:13.399] これ進行
[03:02:15.960] 不あれでやり直し最初から俺なるほど
[03:02:20.080] ハムスター頑張ってくれ昨日の出来事と
[03:02:23.600] 本歌邪おついでランランで懐しい
[03:02:30.680] やいや懐かしい
[03:02:42.080] なおないで
[03:02:45.200] ラララン懐かしい
[03:02:55.160] かっこいい
[03:02:56.720] ねかっこいいね懐かしいないい
[03:03:02.960] ね好きだ
[03:03:06.880] な何これゲだったちょびひげ
[03:03:11.120] かるたことないんだよなペルナっ
[03:03:14.359] て最高
[03:03:24.680] ペルソナな最後まで続かないよ
[03:03:28.279] あ長いね懐かしここ手出したらもう終わん
[03:03:33.359] ねえなっと思うマジでペルソナシリーズと
[03:03:36.560] か手出し
[03:03:39.120] たら間違いなくちゃまはれる長や長いんだ
[03:03:44.160] ストーリークリアだけで100時間じゃ
[03:03:46.560] やば絶対無理だわで100時間ペルソナ1
[03:03:49.880] でも変がつあるからねこれ歌って
[03:03:58.600] ほしい笑笑
[03:04:03.479] 笑笑
[03:04:08.800] 笑笑出るの
[03:04:14.160] 羨ましいちなみにこれもよく本気で歌って
[03:04:17.000] てた怒られたコリンク1ポケダコリンク1
[03:04:21.359] ポケ
[03:04:23.319] ダリン敵歌えそう笑笑聞きねと一緒に歌っ
[03:04:28.399] て
[03:04:32.920] ほしいこれ聞きね歌えんだよ
[03:04:35.640] なこれ歌えるでしょ聞きねすごいよねえ
[03:04:39.399] あれこれ世界で何人しか歌えないんじゃ
[03:04:42.479] ないの
[03:04:46.640] あれ
[03:04:52.800] お無理だろちゃまくもこれで敵界隈敵敵
[03:04:59.439] 界隈できてたらもう岡本なんとかにしか敵
[03:05:03.439] 会ですよ敵
[03:05:06.439] 界隈岡本友たねうん岡本友ね魔界隈あるの
[03:05:11.439] く敵界隈日すぎる界隈いいね敵界隈作んな
[03:05:16.560] よなんか
[03:05:18.359] 敵界隈になろう俺らで敵界隈になるあ俺も
[03:05:22.680] あ俺もう1個あった
[03:05:25.840] デラックスめちゃくちゃ好きなん
[03:05:31.880] よまこれよなやっぱこれなんす
[03:05:36.680] よゲームBGMで一番かっこいいか
[03:05:43.560] もごちょっと待ってねはいいんだけど
[03:05:47.960] 曲はいいんだけどこれこれ俺Bされる可能
[03:05:50.080] 性あるのこれこれあブレードランナーこれ
[03:05:52.920] ダメだろこれダこれダメだこれあの普通に
[03:05:55.120] 映画だこれ映画の映像だよこれダメダメダ
[03:05:57.640] 笑笑バンされるこれ普通に普通に聞かせて
[03:06:03.399] くれる笑笑あんや笑笑あのこのねあの
[03:06:08.000] スナッチャーってゲームはそのあの小島
[03:06:11.200] 監督がえとブレードランナーっていうあの
[03:06:15.479] なん昔の映画があるんだけどをめっちゃま
[03:06:18.479] 言ったらままオマージュがまパクりという
[03:06:21.279] かオマージュというかもうオープニング
[03:06:22.680] 画面とかめっちゃそっくりなんよそれで今
[03:06:25.800] ブレードランナーが流れたから普通に
[03:06:27.560] アウトだ
[03:06:33.160] ぞこの曲めっちゃいい
[03:06:47.680] おしゃれや
[03:06:50.200] ないやこれがオープニングなのよ俺が1番
[03:06:54.120] 好きなもう配信でいっちゃ面白かったと
[03:06:56.800] 言ってももうちょっと本当に過言じゃない
[03:06:59.760] いやちょっとオープニングも見てほしい神
[03:07:01.680] だから
[03:07:03.720] えっとなんていうゲームだっけこれナッ
[03:07:06.040] ちゃう
[03:07:08.080] かナッちゃーえオープニング神なんだよね
[03:07:12.040] この曲も合間ってね曲も合間ってね
[03:07:17.760] まこの辺はいいとしてこの辺はいいとして
[03:07:20.479] の侵略エネミーゼロがエイリアンの
[03:07:22.520] オマージュと同じ感じ
[03:07:27.960] かスナーのアーカイブって残してたりえ
[03:07:31.520] 残してるよ残してるよスナッチャーの
[03:07:32.800] アーカイブある
[03:07:41.040] よいやごめん待ってごめごめごめ待って
[03:07:43.720] ごめ待ってこっちにしていいPCエンジン
[03:07:45.760] の方にしていいごめん
[03:07:48.080] エンジンなんすよスナッチャーの
[03:07:51.319] オープニング
[03:07:58.800] はやっぱスナッチャーやっぱPCエンジン
[03:08:01.640] だよなスナッチャー
[03:08:11.000] は私アーカイブで見たよアップロードで
[03:08:14.200] フィルターかけたらちょっと少なくなる
[03:08:16.520] はず
[03:08:18.880] 本当はコレクションでまとめてたんだけど
[03:08:21.359] BANされたらコレクション全部消え
[03:08:25.680] ためっちゃいいよあ
[03:08:29.439] 笑笑それのせいかそうそれのせ
[03:08:32.160] コレクションで全部全部消えた動画は消え
[03:08:35.359] てないんだけどそコレクション登録し直し
[03:08:37.239] がだるくてやって
[03:08:41.120] ないめっちゃいいめっちゃいいよね
[03:08:50.319] これゲームのオープニングでこれやるんだ
[03:08:52.560] ぜすごく
[03:08:57.200] ない確かにさっきの映画
[03:09:00.120] のこの頃から映画
[03:09:02.680] ぽこの炎とかの感じとか
[03:09:06.520] ねや曲が良すぎんのよすぎるおしゃれ
[03:09:10.319] すぎるでしょはいこの曲作った人もえ
[03:09:12.920] コナミクラブです最高
[03:09:30.520] ケの五郎だよベンソン家人
[03:09:34.680] がURL
[03:09:41.880] 省略破
[03:09:45.160] 繋がり何それちょっと待って
[03:10:05.359] もうこのこのネオ神戸シーのこのこれも
[03:10:08.080] いいもんねこのドット絵ですごくない
[03:10:17.560] 確かこれなんか何色だっけ4色5色ぐらい
[03:10:20.600] しか色使えないんだよな使ってないんだよ
[03:10:22.640] 確かメタルごとみたいな感じでネオコーベ
[03:10:26.359] シティ歩き回れるゲームあったらいやね
[03:10:28.920] ネオコーベシティってのがいいんよねまた
[03:10:32.640] ねネオコベシティっていいよね確かにそれ
[03:10:37.040] めっちゃ面白
[03:10:38.680] そうこれリメイクしてほしいいや無理だな
[03:10:42.239] 小島監督がいなくなっちゃった
[03:10:45.439] から寝おか
[03:10:49.279] 影
[03:10:52.439] シティいやもう滅びればいい
[03:10:57.840] よ
[03:11:00.040] 影影
[03:11:02.840] シティ滅びればいいと
[03:11:07.000] ギリアンでもこの座り方がみ静まってるん
[03:11:10.200] だろう
[03:11:12.319] なうなになるよシベリアよ17時ベリア
[03:11:18.439] 探索会によってされめっちゃこれやった
[03:11:21.319] ことない人やってくださいマジで俺が今
[03:11:23.600] まで配信でやって番面白かったたらま
[03:11:26.800] ちょっと難しいけど一番なんだろうその
[03:11:30.399] 引き込まれたゲームだねこれねえと思った
[03:11:40.399] シティいいいいです素晴らしいこのゲム超
[03:11:44.439] 面白かったうるさいなうるさいよなんだ
[03:11:48.760] お前でっかい音すません
[03:11:54.439] ね
[03:11:58.000] えっとどこまで見たっけごめん飛ばしてる
[03:12:01.080] 人たらいたらごめん
[03:12:06.080] ね全然全然あれじゃねえけネオ警発なり駆
[03:12:11.319] 派じゃねえよこれあれだろあのスーパー
[03:12:13.840] ドンキコグのあの笑笑えっとんだけあいつ
[03:12:18.279] あいつなあんだっけ名前出てこねえよあの
[03:12:22.000] 誰だっけ言わないでちょっと待って言わ
[03:12:24.040] ないでねえほらデイビッドワイズな
[03:12:28.359] デービッドワイズワイズさんね俺なんか
[03:12:30.640] Twitterのフォロー帰ってきたんだ
[03:12:32.160] よなんであいつ俺のフォロー返したんだお
[03:12:36.760] と思ったんかなTwitter
[03:12:38.239] フォロー返してきたんだよ
[03:12:42.319] なすこれでもこめっちゃ
[03:12:46.120] いやあトゲトゲトゲトゲタメだよ俺が聞き
[03:12:50.200] てえのはトゲトゲタメといえばこれいや
[03:12:53.880] トゲトゲたメだってやっぱ一番いい
[03:12:57.760] ねトゲトゲ
[03:13:00.359] あトゲトゲたメはちこれえぐいよ
[03:13:07.000] ねこれえぐいよすぎる
[03:13:13.399] こっこせやそっもんなこっちだ
[03:13:19.359] ねこの曲が良すぎるおかげでこれあの
[03:13:23.840] スーパードンキーコング2のサントラCD
[03:13:26.920] 32万円とかすんだぜやばいだろプレミア
[03:13:30.319] きすぎて30万超えるの普通に多いけど
[03:13:33.600] これのスマブラのアレンジこれスマブラ
[03:13:35.960] レンジされ
[03:13:38.279] んえぐいあこれだあるよ絶対これだ
[03:13:42.920] ちょっと1回聞いていいかこれ
[03:13:47.279] のやつも好きレアのゲームのほとんどの
[03:13:49.960] BGM作ってたそうそうそうあのあのなん
[03:13:53.840] だけあれとかもそうだよえっとなんだっ
[03:13:56.640] けあのバトルトドバトルトードもえっと
[03:14:00.439] デイビッドワイズ
[03:14:05.160] す曲いいよ
[03:14:13.560] ね
[03:14:16.040] ほ悪くない
[03:14:18.800] じゃんスマブラ
[03:14:28.880] アレンジ悪くない
[03:14:32.479] ね今でも楽しめるくらい綺麗だよね電気
[03:14:36.560] ドンキさんのロックフェイスランブルも
[03:14:38.800] いいぞロックフェイスランブルはわかんね
[03:14:55.000] ああいいね全然いいと思う
[03:15:01.800] けどちょっと1回これ聞きてえわごめん1
[03:15:05.239] 回これポケモン聞かせてよかったよかっ
[03:15:12.040] たジトジムリーダー戦を歴代風にアレンジ
[03:15:16.080] してみた
[03:15:30.600] 懐かしい
[03:15:40.399] う歴代風ってどういうこと歴代風ってどう
[03:15:44.319] いうこと
[03:15:45.920] だあアドバンス風とかってこと
[03:15:48.840] ね聞かせる気ない
[03:15:52.199] じゃんあ待っ
[03:15:57.399] てこれ原曲だよなで次ルビサ風にな
[03:16:02.760] るってことねあああルビサっ
[03:16:07.359] ぽいおルビ様
[03:16:10.840] だこのさルビサファのこなかトランペット
[03:16:14.399] の音みたいのよく使うよねルビサファって
[03:16:19.399] 全然違和感ないねわルビサファっぽい
[03:16:25.239] わあすごい全然わかんないなんか中で流れ
[03:16:28.880] てて
[03:16:32.199] もめっちゃいいちゃまくにはの真似して
[03:16:36.960] ほしいなの
[03:16:40.239] 真似初代
[03:16:44.040] の笑笑
[03:16:48.880] 笑笑そり出るでしょ笑笑初代ののやつ
[03:16:55.040] でしょ
[03:17:01.080] な反動でなあファイヤーレッドリーフ
[03:17:06.319] グリーンアレンジもあるんだああ
[03:17:09.880] ファイヤーレッドリーフああこういう音
[03:17:12.199] 使う
[03:17:14.359] パパパでこかファイアリフて使うん
[03:17:18.520] よああぽい
[03:17:22.040] わうん使うねこういう
[03:17:27.640] 音あマダ11は本当天才だと思う
[03:17:37.199] わああぽいわ破壊光の
[03:17:43.800] もまあこれちょっと
[03:17:47.600] プラチナは
[03:17:49.560] ちょっとハート
[03:17:51.800] ゴールド怖いっていうけど結構好きあれの
[03:17:55.880] キキバージョンのシオタウンはめっちゃ
[03:17:57.960] いいよねこの辺からもうちょっとわかん
[03:18:00.479] ねえわんでの何にガブリアスの鳴き声やっ
[03:18:04.840] てほしいなガブリアスガブリアスの鳴き声
[03:18:08.160] あれガブリアスの鳴き声てちょっと待って
[03:18:11.279] ガブリアスの
[03:18:13.319] 鳴き声ガバイトだったら
[03:18:17.080] これガバイトこれガブリや出てこねえわ
[03:18:20.560] URL
[03:18:24.040] 省略あいやこガブリアスだったごめんあ
[03:18:27.239] ガバイトだと思ったのガブリアスだったわ
[03:18:29.640] あ俺正解引いてたわ笑笑笑笑笑笑
[03:18:36.560] 笑笑覚えてるもんだな覚えてるもまだった
[03:18:40.600] 覚えてるもんだわいやでも何でもいけます
[03:18:43.479] からダイヤモンドパールまでだったら
[03:18:47.000] さんいつもありがとうこの人のおかげで俺
[03:18:49.319] そういえばマリオワルドがどのこの凍結前
[03:18:51.960] のXで言ってなかった凍結なんで凍結前の
[03:18:56.199] で挟むの別にいらないだそ凍結前のXで
[03:18:59.560] 言ってた何がマリオワールドがどのあ
[03:19:01.880] マリオワールドのレコードが出るらしいん
[03:19:03.560] だよねそれめっちゃ欲しいなっていう
[03:19:05.439] 笑笑こりちゃんこれ
[03:19:08.439] 何あいやポケモンいいねポケモン戦闘
[03:19:12.399] 局レコードだレコードが出んなよ
[03:19:20.239] 苦戦したとても思い出深い曲こなんかこの
[03:19:23.399] あのさなんかさあのあれあれあれ
[03:19:27.080] あのこのなんかロケット団のBGMの俺
[03:19:31.359] やったことないんだけどなんかその後の
[03:19:34.359] 作品なんだXYかなけたてかなわかんない
[03:19:37.120] けどなんかでまた出てくんだよロケット
[03:19:39.199] ダンがなんかレインボーロケットダみたい
[03:19:41.040] なそれとの戦闘局が死ぬほどかっこよかっ
[03:19:43.760] たんだよなウルトラサムあわかんないえ
[03:19:47.399] それ出てくんのそれそれのなんかその
[03:19:50.160] ロケット断線の曲がなんかちょっとなんか
[03:19:53.359] その金銀の音源ちょっと使ったりしてて
[03:19:56.600] めっちゃかっこよかったんだよねねねねね
[03:20:00.600] ねこれはもうねいつも聞いてる曲だ
[03:20:03.920] けどなんかレインボーロケット団だっけ
[03:20:07.600] なんかそ聞きてえなちょっと切りなんか
[03:20:11.040] あったんだよなめっちゃかっこよかっただ
[03:20:14.040] さきて初めていつ出てきたん
[03:20:17.760] 前向きロケットダだよ前向きロケット
[03:20:21.399] ダマジかよ
[03:20:24.560] 笑笑えだってさきて赤緑からいる赤緑の
[03:20:29.520] だってあれじゃんロケットなんて
[03:20:32.199] レインボーロケット団のBGMって
[03:20:35.520] これあそうそうこれこれこれこれこれこれ
[03:20:38.880] これこれこれこれこれてかロケット弾の女
[03:20:41.399] 可愛すぎ
[03:20:42.720] ねロケット団女が可愛すぎ
[03:20:47.000] レインボーロケット団のBGMなんだけど
[03:20:48.640] このねエンカウントした時の曲がさ
[03:20:53.359] あのゲームボーイの音源なんすよこの
[03:21:05.080] ほらかっこ
[03:21:07.359] よめっちゃかっこ
[03:21:11.840] いい超かっこよくない
[03:21:17.040] 笑笑
[03:21:18.840] リンク
[03:21:20.399] リンクすげえかっけこの
[03:21:30.960] 曲
[03:21:37.479] 笑笑
[03:21:39.760] これいやこれは違うよねこれって3DSだ
[03:21:44.040] よねやってないんだもムーンと
[03:21:48.560] か
[03:21:51.600] えかな3DSだよけどこんな音楽なのねサ
[03:21:57.800] ムーンおもろかったあモロだっけやったん
[03:22:01.120] かゆやありちゃんこんばんはあちょ
[03:22:04.479] ポケモンは当分いいかなごめんポケモンは
[03:22:07.720] 当分いいやごめんね
[03:22:10.800] 笑笑ごめんよ笑笑プラチナプラチナは
[03:22:15.640] ちょっとごめんポケモン
[03:22:18.880] もう
[03:22:20.800] ねたあもうあちなみにこれ分かりますはい
[03:22:24.279] これあのこれあのなんだっけこれ誰だっけ
[03:22:26.239] これ
[03:22:27.040] えムックル
[03:22:29.840] ねえ新人の誰だてめえおいクどうでもいい
[03:22:36.279] わ聞かせろよ笑笑
[03:22:42.040] 笑笑えどこまで読んだんだっけどこまで
[03:22:46.000] てよ
[03:22:47.239] 絶対そいつよりちゃまくの方がうまいおこ
[03:22:50.399] だねおこだよ誰だよ今ご消しちゃっ
[03:22:53.439] たごめ消しちゃった誰今のょかんない絶対
[03:22:58.199] 俺の方がうまいマジ
[03:23:01.960] で鳴き声チャンネル
[03:23:05.399] 見ようどれでもいけるよどれでもいける
[03:23:07.800] どれでもいけるあこの最近のはわかんない
[03:23:10.319] けど最近なはわかんないけどそいつ前も出
[03:23:13.199] てきたね似てねえよってなったはず
[03:23:16.920] コリンク1ポケダ何人か鳴き声ものまね
[03:23:20.439] できる人見たけどキリザードン
[03:23:24.199] はちなみにサトめっちゃ似て
[03:23:31.479] ますリザド
[03:23:34.720] ね出るかななさ泣き声を聞かせろ
[03:23:40.000] よリザの声ね
[03:23:46.600] 泣きまねできるはい
[03:23:49.279] 何う泣き声じゃねえだろ鳴き声じゃねえ
[03:23:54.880] だろ何でもいけるからなんでもいけますよ
[03:23:59.239] 知ってるポケモンだったらこれを見て
[03:24:02.160] じゃあ俺分かるやつ答えてくわでももう
[03:24:04.800] わかるこんなも知らねえもんまず誰だよ
[03:24:07.520] こいつらスピア本当にポケモンかスピア
[03:24:11.920] ちょっと待ってあのねあのねあのね
[03:24:13.720] ちょっと答えを探すの待ってピライドて
[03:24:16.920] あったよなアライドってあったよなえ
[03:24:19.080] スピア
[03:24:20.760] は
[03:24:22.680] ライドン古い順で行きなよスピアははね
[03:24:28.359] もう1回聞こうぜこれめっちゃ似てる
[03:24:30.840] からめっちゃ似てる
[03:24:33.359] からスピアの鳴き声
[03:24:39.080] ついのか
[03:24:41.920] ようんちょちょっと歯がいらなかったな
[03:24:45.680] ちょっとまでもこんな感じ誰あとフア
[03:24:49.960] ライドフアライドってさっきなんか出てた
[03:24:52.560] よねフアライドはフアライドってなんか
[03:24:56.080] なかった強したスピアーちゃま君の中では
[03:24:59.120] 似てないフアライド
[03:25:00.800] はこれちょっと口でやんのむずいんだけど
[03:25:03.760] ニュアンスねボンボンボンブル
[03:25:07.080] ブンブンほらくそ
[03:25:10.840] うめえくそうめえや笑笑笑笑笑笑笑笑すご
[03:25:18.880] やばできてるじゃん笑笑に過ぎミカルゲは
[03:25:23.520] ミカルゲ
[03:25:31.439] はこの辺なんかもう大得意
[03:25:35.479] よ完全再現この辺むずいんだよだからね
[03:25:40.960] これ1回見てるのもやってるやつだなこれ
[03:25:43.680] やってるやつだなあフリーザーね
[03:25:50.439] やってるねこの辺もやってるよコスこすり
[03:25:54.800] 倒し
[03:25:56.680] てるもうなんか古い順で行こうああこれ
[03:26:00.920] 番号順になってんだ神もうこの辺なか全部
[03:26:04.640] できるよ全部できるよやって欲しいなる
[03:26:07.920] サンダーてどれサンダー神ミやっ
[03:26:11.279] シミシミも分かるよ分かるシェサンダやっ
[03:26:14.600] ていいえっとねサンダーはどどこサンダど
[03:26:18.160] やなサンダもっと後ろだよなサンダーは
[03:26:21.239] サンダーねサンダー行くよサンダ
[03:26:25.640] はこれままこんな感じもうもうなんか別に
[03:26:30.520] 何もないですそんなんかあれも笑えっと
[03:26:33.520] 待ってシェイミシェイミ笑笑シェイミは
[03:26:37.239] もう検索した方が早い
[03:26:43.040] わえシミ全然分かるからねミは
[03:26:46.640] キュキュキュ
[03:26:50.439] ンキお前
[03:26:52.880] もうなんで俺分かるんだ怖えなぜ俺分かる
[03:26:56.960] んだろうな笑笑笑笑わかるんだよな笑笑
[03:27:03.000] 笑笑さすがやそうんだよな入ってんだよね
[03:27:07.800] 脳みに入ってるんだよ
[03:27:10.399] ねもうあとなんでも何でもいけますよ
[03:27:14.319] 申し訳ないけど
[03:27:16.479] すごいよな何でもいけるなんでもいける
[03:27:19.279] もうもダイヤモンドパールまではマジで何
[03:27:22.160] でもいけると思うダイヤモンドパールまで
[03:27:23.960] はねそれ以降はもうちょっとわからんわ
[03:27:28.199] クラブクラブクラブクラブちょっと待正解
[03:27:31.279] ラパラこれ似てんだよクラブってどこに
[03:27:33.800] いるクラブってあクラブは
[03:27:40.840] ンンンンそう
[03:27:43.120] でしょ俺にお前そんなで俺の歩みは止め
[03:27:48.279] られない俺の歩みは止められないよこんな
[03:27:51.319] こと聞じゃすご
[03:27:53.800] すぎるあとは何でもいけるよ何でもいける
[03:28:01.800] よな合力合力合力合力合力合力待って合力
[03:28:10.359] ゴーリキーは
[03:28:13.760] ルージュラ待ってこれ似てないこれ
[03:28:18.960] けま許まあまあまあまあまあゴリ
[03:28:24.319] でしょルージュラなんてめちゃくちゃ簡単
[03:28:27.640] じゃないです
[03:28:28.800] かルージュラ
[03:28:31.239] はだルージュラなんてもう正直みんな
[03:28:33.920] 分かるじゃんそれは別タブで開いてあそか
[03:28:36.920] 別タブで開けばあれか別タブで開けばいい
[03:28:41.479] かルージュだルージュだルージュはルージ
[03:28:45.199] どこ
[03:28:47.319] ム
[03:28:56.439] めちゃそれ一番いてるこんなんもうだって
[03:29:01.000] こんなんもちょっと問題にならないうわも
[03:29:04.920] ちょっとユレイドルもでも分かりますけど
[03:29:07.439] ねあの言われて頭に来てるからちょっと
[03:29:09.920] 待っ
[03:29:12.880] ていど俺をなめるなあまり
[03:29:16.840] ユイの鳴き声行きますよイドは
[03:29:29.600] ワワワワなんか俺なんか脳みそにさなんで
[03:29:33.279] 入ってるのこんなの
[03:29:36.160] 笑笑全部いけますよ正直こんななんか
[03:29:39.239] マイナーなのとか言われても全然いけるあ
[03:29:42.520] でもリリーラだったらわかんなかったわ
[03:29:45.160] リリーラ言われたらちょっと悩むな
[03:29:47.720] ミロカロスミロめっちゃミロかそんなも
[03:29:52.040] サービス問題じゃないですかも回
[03:29:53.439] ユレイドル聞きたい回ユレイドル聞くもう
[03:29:56.239] ユレイドルねワワ
[03:30:03.680] ワワワワ完璧
[03:30:08.279] じゃん
[03:30:11.720] 本物ミロカロスの声ちゃったタイピングお
[03:30:15.160] じいちゃんあ番のたけしのフォレトス
[03:30:19.720] そそうでしょそれもそれで似てるし
[03:30:24.640] え
[03:30:26.279] 笑笑うんちゃん解明しちゃった何なんや
[03:30:30.640] それえマジでマジで解明してきそれなんだ
[03:30:34.279] それおいこんな変な変な名前にすんなよだ
[03:30:40.399] から水気なべ下痢気味とんでもねえとん
[03:30:46.399] 名前にしてやがったうわ絶対直したも半年
[03:30:50.359] 帰れねえのにななんでそれにしようと思っ
[03:30:52.840] た
[03:30:53.920] のなんでそれしよと思ったん
[03:30:57.720] だミロカロス
[03:31:01.359] ははちょミロカラスむずいな簡単なんだ
[03:31:06.040] けどむずずいわディティール上げようと
[03:31:08.040] すると長いんだこいつ
[03:31:13.120] みいなこれてね頭で分かってんだけどこれ
[03:31:17.000] 口でやんのむずいわわ枠いたよいいよ別に
[03:31:24.160] いいよ俺もうチマゲームでやってくんだよ
[03:31:26.600] 笑笑あチマゲームのあれでやったの
[03:31:30.960] ねあなた運の方がいいよあなたは運い
[03:31:39.319] だべ消した泣き声チャンネル消しま
[03:31:43.720] ちょっとそんな感じですも声言われたら何
[03:31:46.560] でもできますからうん頭に全部入ってるん
[03:31:49.359] で頭に全部入ってるんで俺あのなんか初代
[03:31:52.880] ポケモンの遊んで歌えるあ歌って遊べる
[03:31:57.040] CDみたいな持ってんのねそれを俺あのず
[03:32:00.399] すごすぎあのiTunesに入れたのね
[03:32:02.800] iTunesに入れたのあれってなんか
[03:32:04.399] しんねえけど
[03:32:05.960] あのあのなんかその当時のポケモンの主題
[03:32:09.359] 化の後に151匹分の鳴き声のデータが
[03:32:12.319] 入ってんだねもうそれitesに入れ
[03:32:15.160] ちまったもんだから
[03:32:20.640] シッ終になんかとかなるの
[03:32:26.239] よそれでもう育ってますからもう今のなん
[03:32:30.920] だなて分かるのようん今のはちなみにあの
[03:32:33.520] 声ね今のはちなみに
[03:32:36.920] ちなみに俺も入れて
[03:32:40.560] たああれうざいよねシックルでれてたいい
[03:32:46.040] わだしかもその後になんか図鑑の説明が
[03:32:48.439] 入んのよワン力なんとかポケモン高さ何点
[03:32:52.640] 何メーそうそう邪魔なんだよああれ151
[03:32:55.600] 匹入ってんだよ
[03:32:57.080] ね子供できた時退で聞かせてあげてそうだ
[03:33:00.920] ね退で聞かせてあげよう全部覚えて
[03:33:04.520] もらおう鳴き声俺にやらせたら
[03:33:08.199] もうえ教育
[03:33:13.160] しようモ
[03:33:16.040] わからんそうわかるがミウ2なんか余裕
[03:33:19.800] でミュ2はパラスと一緒パラセクトと一緒
[03:33:22.479] だちょ待ってこん違このサムネうざいわ
[03:33:25.520] もう完全に騙しに来てるやん騙されるかあ
[03:33:29.680] 鳴き声チャネルは泣き声チノ
[03:33:33.600] はコロトックの鳴き声でひコロトックの
[03:33:37.000] 鳴き声
[03:33:38.239] は
[03:33:39.880] ブ子供がルラの声で泣いて出てきたら泣き
[03:33:43.600] そう
[03:33:45.960] 何だっけミ2ミュ2なんかクソ簡単
[03:33:52.199] だろ
[03:33:54.160] 難度ミュ2は
[03:33:57.399] えっとトレトレだねまこれもだからねま
[03:34:02.760] トトト
[03:34:04.800] でしょこれはちなみにパラスとパラセクト
[03:34:07.640] と一緒ねパラセトと一緒ねこれパラセと
[03:34:10.399] 一緒ですちなみに笑笑さすが余裕すぎる
[03:34:15.000] だろ笑笑伝説のポケモンとかそんなのは
[03:34:19.840] 正直もうサービス問題よねおたちおたちと
[03:34:25.319] 一緒おたちおたちはも分かるよおたちも
[03:34:28.120] さんめちゃくちゃ色変わるおおおおたちお
[03:34:31.120] たちはちょっと待っておたちまで行って
[03:34:32.560] ジマくのトリトドンだっけ好きおたちまで
[03:34:36.040] 行くおたちは
[03:34:38.920] へほらねもう全部入ってんだから全部入っ
[03:34:44.080] てる申し訳ないコリンク1ポケダアメ玉む
[03:34:47.920] ずアメ玉はめっちゃむずいアメ玉は
[03:34:50.479] めっちゃむずい正直分かるけど分かるけど
[03:34:52.880] なんか人の声で再現できない声あれは
[03:34:55.600] なんかみたい
[03:34:57.520] なそういう系ギラティナフォルムで声違う
[03:35:01.800] んかあフォルムわかんねえわちょっと待っ
[03:35:04.359] ちょっと待って
[03:35:06.160] えっとアメ玉はむずいわアメ玉はみたい
[03:35:14.279] なはか
