[00:00:09.599] ググググググ
[03:51:47.120] なやってるとなんか途中なんか飽きてきた
[03:51:50.120] かもなと思うけどやってるとやってると
[03:51:53.279] やめらんねえ
[03:52:05.319] なえー誰見よっかなてかあずさが何歳か
[03:52:09.479] 確認しさせて
[03:52:15.159] そろそろやめようかなやっぱり続けようか
[03:52:18.080] な配信これでいいのかなおもろい
[03:52:21.680] エピソードはおもいおもろいエピソード急
[03:52:24.279] に来るよなマだけ来た田なんてむのこれ
[03:52:29.520] なんて
[03:52:32.359] だあ先生なんだああれ病院の先生か
[03:52:38.190] [音楽]
[03:52:41.479] 常に厳
[03:52:44.720] 勉けうにする娘のにはカメラを設娘が勉強
[03:52:47.880] らないように監視しているオンリーワンだ
[03:52:51.239] ねえ田子46歳業主婦停止白な夫マをうく
[03:52:57.120] 操る夫に監視されてノ気味な娘を密かに
[03:53:01.439] 気遣う娘と家庭師の恋愛関係にも気づいて
[03:53:04.359] いるあ気づいてるんだいいお母さんだね
[03:53:07.199] いいお母さんなのかわからない
[03:53:09.560] けど高校生あよかった高校生だったくねえ
[03:53:12.359] んだけどな高校生ってアウトだけどなえー
[03:53:15.560] 常に監視されてノイズ王気味父以外の注意
[03:53:18.120] を心配させているえー監視したまで勉強さ
[03:53:21.080] せようと父をを
[03:53:23.359] 組むま面白そうであるがま忘れた頃にもう
[03:53:26.960] 1回やってもいいでしょうさて次面白そう
[03:53:30.760] なやつは誰かいたか
[03:53:34.040] な誰か俺
[03:53:36.880] さひちゃんも今やったら多分最高の
[03:53:40.120] エンディング行けそうなんだよなカメラは
[03:53:41.960] やりすぎだよカメラやりすぎ
[03:53:46.680] な斎藤って誰ああキャバクラのママねあ
[03:53:51.479] キャバクラのママも気になるけど
[03:53:59.600] な
[03:54:01.319] あーキャバクラのママね
[03:54:11.850] [音楽]
[03:54:15.960] 行あー社長の愛人ねあ愛人も面白そうだ
[03:54:24.920] な近藤近藤ってだろあミリタリーマニアね
[03:54:33.080] うちょっとラス1ぐらいであさシ20歳
[03:54:37.720] 大学生アニメとネットの歌詞できる田舎の
[03:54:41.600] 母親には爽やかなよしこれで行こう
[03:54:45.040] よしこれで行こうみんなよしこいつで行き
[03:54:50.000] ますキモで行こうわキ
[03:54:53.239] モタピモータで行くかピモータ
[03:54:57.040] でピモータで
[03:55:00.800] 行こういきなりい感ぶっ込んでもいいぞ
[03:55:03.960] ただこい73って高いなやっぱ掃除て
[03:55:07.640] 言えるけどおタって自分で自分で幸せを
[03:55:11.359] 募らせることができるから最初から
[03:55:13.520] ハッピーが高いだよ誰にも話かけてないし
[03:55:24.040] ねポ見あこれなんかあれだなこれあれだ
[03:55:29.880] ジャケットにや分の嫌取るの上手なんだな
[03:55:33.120] そうなんだ
[03:55:35.439] よきたねええんかシコティッシュめっちゃ
[03:55:39.720] 落ちてない汚ねえマジで臭そうこいつの
[03:55:43.120] 部屋
[03:55:44.880] 何このカスみたいなあみきたんかこ
[03:55:48.840] かこかこやっスがついてる
[03:55:53.159] よ
[03:55:55.359] 笑笑きこどうもつって書いても大丈夫か
[03:56:00.239] な始まっ
[03:56:06.880] ちゃうそうこそたんに告白するん
[03:56:13.239] だなんだこいつ今日から僕は3事件に
[03:56:16.960] 生きるよああ記念
[03:56:21.239] パピコ今でもでもアイたんのアニメは
[03:56:23.760] ずっと見続けるから
[03:56:29.279] ねお
[03:56:34.800] 電話あママ大学行ってる
[03:56:39.680] よゲームは特に卒業したってば今テニス
[03:56:45.080] サークルかな俺から試合だから切る
[03:56:51.640] よ大変だまた嘘が増えちゃった結構ドク
[03:56:55.040] 出すな
[03:56:56.340] [音楽]
[03:57:00.359] お前あええ何何シャワーでも浴びるかさ何
[03:57:05.399] さサハあれガス止められてんだっけネット
[03:57:08.760] でもやろうかなえなんなんで隣の部屋の
[03:57:11.120] 12人のド俺が受けなきゃいけねんだよ
[03:57:12.840] 意味わかんね関係だんだこれ隣の部屋の
[03:57:16.520] 住人がなんでガス止められて俺にドが飛ん
[03:57:19.120] でくだり
[03:57:23.800] ダブル箱のとまダンボールは散らかるよ
[03:57:28.439] えええええなんだあいつ
[03:57:31.560] えガスまあ借りても減るもんじゃねえし
[03:57:35.279] あれドアの音が
[03:57:37.479] なんかとんでもねえやついるなガス止め
[03:57:41.120] られてるから無断で俺のとこ来た
[03:57:46.080] ふう生き返るぜちょっと誰が入ってん
[03:57:49.920] のなんだこいつシャワー勝手に使わないで
[03:57:53.920] よいこと言うな
[03:57:56.279] よきちゲだまた面白そうなキャラだだこれ
[03:58:04.319] サハいやいいのかよ何もないのか
[03:58:09.120] よ
[03:58:11.120] 笑笑ゲームの精霊戦入してる
[03:58:14.680] も許されなかった
[03:58:17.199] の吉澤涼って何それ何ダメだった何そこ
[03:58:20.760] やったのあ早くさくたんに会い
[03:58:26.399] たい今日はきっと入荷してるさもうワイプ
[03:58:29.800] がもうワクテカハスハスハスハスしてん
[03:58:33.920] じゃねえかワクテカしてん
[03:58:36.239] じゃん酔っ払った勢いにじて不侵入
[03:58:40.180] [音楽]
[03:58:42.640] ええは人をダにするねポみ
[03:58:48.239] 終了精霊対戦だっ
[03:58:57.239] て早ゲームショップ飲んでてごめんなさい
[03:59:03.319] えあお酒いいんじゃないお酒はいいよな俺
[03:59:08.600] もあんま飲まないけどたまに飲むと
[03:59:23.600] まだ全然起きてないキャラとかいるもんね
[03:59:26.080] ボブとか起きてない逆にずっと飲めるの
[03:59:28.319] すごいわ確かに
[03:59:34.159] ね二十歳かよ
[03:59:43.040] こいつ誰か凍ってない凍ってない
[03:59:45.840] ちっちゃいなゲーム屋
[03:59:48.920] さんあ
[03:59:52.000] 店員今月新シズ出る予定だけど毎日毎日ご
[03:59:56.760] 苦さんだね明日あたり入荷すんのかな美称
[04:00:00.319] 上卓はこれだ
[04:00:02.880] から今度のシリーズメイド戦士
[04:00:07.199] か店員さんに聞いちゃう
[04:00:09.960] ぞ一緒じゃねえか店員も今度の図んて言い
[04:00:13.120] ましたけメイト戦士シリーズだねやった
[04:00:16.880] 本当にメイト戦士
[04:00:19.279] だいやでも入荷は月末だけどう早く入荷し
[04:00:24.319] ないかな客さんノリノリだ
[04:00:27.399] ね入荷したら全部買いますこの情熱他に
[04:00:32.120] 向かないのか
[04:00:35.880] ね俺もそう思われてんのかなブックオフで
[04:00:39.880] ゲーム漁ってる時にこれだからゲーム
[04:00:42.600] オタク
[04:00:49.640] 随分お気に入りみたいだ
[04:00:51.600] ねちょっと見てただけですマジカル愛好き
[04:00:55.920] なんじゃない
[04:00:58.199] の別にそんなんじゃないです
[04:01:01.159] よ照れなくてもいいじゃ
[04:01:04.080] ない造形がいいから見てただけです
[04:01:07.359] こないだも見てたじゃ
[04:01:09.120] ないこのおせか野郎め
[04:01:15.600] バリまたいか持ってかれるお前来すぎだ
[04:01:19.120] からマジ
[04:01:20.880] でもう来るな出てくん
[04:01:28.560] なミージック
[04:01:44.850] [音楽]
[04:01:46.880] 嘘の恋愛楽しい
[04:01:50.680] か
[04:01:52.880] やめろ俺のリスナーにも刺さるだろうが
[04:01:55.600] お前
[04:01:57.840] バカ嘘の恋愛楽しい
[04:02:10.600] か嘘の恋愛楽しいか
[04:02:15.920] いいな俺も言いてえ
[04:02:18.680] なアニメ好きなやつに言いたい嘘の恋愛
[04:02:22.880] 楽しい
[04:02:25.620] [音楽]
[04:02:35.439] かダリーなあいつ出てくんじゃねえよ恋愛
[04:02:39.720] アニメ見ないからダメージなかったわ恋愛
[04:02:42.920] アニメっていうのは
[04:02:44.880] ど等分の花嫁は恋愛
[04:02:50.479] アニメプレミア版も入される
[04:02:56.479] しそっちも
[04:02:59.680] に精霊対戦いつに床ですか多分来週だと
[04:03:03.760] 思うようんあと少しの
[04:03:09.800] だて
[04:03:12.239] キャララがきなんでてっきり声優目当てか
[04:03:16.000] と思ったよ僕はそんなナパじゃないナパな
[04:03:19.760] んだ声優目当て
[04:03:21.159] 取ろうも必死だ
[04:03:24.920] ねずっといるなこのみきたんゲームみき
[04:03:27.960] たんゲーム好きなんだよね恋愛ゲームに
[04:03:29.800] はまってるらしいし僕もやれば共通の話題
[04:03:34.040] が一緒にゲームの話かいいよ
[04:03:37.880] な現実のフラグ攻略にもなるね
[04:03:49.279] そうだアイたんの新作ビデオがよし次は
[04:03:52.880] レンタル屋
[04:03:54.359] だ楽しそうじゃんでもうんいいと思うよ
[04:03:58.680] 楽しいよ多分それ
[04:04:03.479] はあ好きやったらレンタルじゃなくて買っ
[04:04:07.479] てほしいけどね
[04:04:14.120] このさ乙女とさっきの犯罪もどきの人
[04:04:16.760] どっちが幸せになるのか深い話題か
[04:04:22.800] もえどっちが幸せになるかわかんねえ
[04:04:29.239] なあ幸せのベクトルがちげえよこいつと
[04:04:32.359] あれ
[04:04:38.760] じゃだからなんかあんまりなんか起こせ
[04:04:41.640] なくなってきた人をなんか
[04:04:44.479] なかなか起こせなくなってきてる
[04:05:14.800] たまには洋画でも見てみるかなんて実は
[04:05:18.040] テレ隠しなんだよ
[04:05:20.760] な僕てやつはシイだ
[04:05:23.399] からいきなりアニメのところはちょっとね
[04:05:26.399] 関係ねえ
[04:05:36.479] だろLアニメ借りようと思っ
[04:05:39.800] たらなんで店員がいるんだよおっぱい見て
[04:05:42.920] なマニーかいいなエロアニメのところ行け
[04:05:46.920] ないよ僕もそんな風に呼ばれたいな僕って
[04:05:50.399] ちょっとシャイボイだし変なやつしかい
[04:05:53.000] ねえ
[04:05:54.319] なまどこまで待って
[04:06:03.840] よあ実用的なのは実用的あれ彼は今日は
[04:06:10.000] どのエロアニメにめっちゃ見られてんあ
[04:06:14.159] ラブリー萌入ってるでもうすん止め臭いし
[04:06:20.000] な止め臭いってなんでどういうこと止め臭
[04:06:24.840] いっていやお逆さんじゃないですかあ
[04:06:28.359] ゲームの店員
[04:06:30.760] じゃんこんなところで宮です
[04:06:34.680] ね
[04:06:37.600] やや何借りようとしてたんですかいや
[04:06:41.359] 間違ってこのに来ちゃって美少女には興味
[04:06:44.760] ないんだっ
[04:06:46.040] けなんかこの店員もうざいねこのなんで
[04:06:49.479] なんだこれ頭緑色になってえだじゃない
[04:06:51.880] ですかって話しかけられるのはひどいあの
[04:06:55.319] あのビデオ親の店員もうざいねなんかね
[04:06:57.560] なんかわざわざチクチク行ってきてお前も
[04:07:00.000] オタクなのにあいつ確かプラモデルオタだ
[04:07:02.239] よなは目を合わせないのが遊戯だろうが
[04:07:07.239] なあえおめえらエロDVDって借りたこと
[04:07:10.359] あんの同士のマウント取り合いですからね
[04:07:13.600] なんだ
[04:07:19.720] なロディVD借り俺がもうさあれの頃には
[04:07:23.920] もそおおすごいでかいLDVD借りてみ
[04:07:27.279] たかったなうえやっぱさ映画に挟んで持っ
[04:07:30.720] てくのないなもうだって俺らの時はネット
[04:07:33.279] があってさそれで見れちゃったもんねラ
[04:07:36.119] おじがないチャットの約束の時間だ
[04:07:43.760] 今日こそミキたん
[04:07:45.880] にみきたんもえ告白してネット恋愛するん
[04:07:50.279] だ学生の頃は借りてたな
[04:07:57.600] 本当なんかエロDVDこそ俺返すの忘れし
[04:08:01.520] もうなんか賢者モードでどうでもよく
[04:08:04.080] なんかさ賢者モードドってすごくない
[04:08:06.600] なんかさエロボについてなんかもうあもん
[04:08:09.199] なんかギャのAV見てささんはドブ
[04:08:13.640] であの抜いた後にさっきまでえろって思っ
[04:08:17.399] てたのにもういきなりこバーカつって消す
[04:08:20.000] もんおめえみたいなバカだ嫌いだよつって
[04:08:22.760] 消すまたすぐ見るの
[04:08:26.560] に賢者モードってそういうもんじゃんおに
[04:08:30.199] しか見えなく
[04:08:31.600] なるわかるななあダブルギャルものAV見
[04:08:38.760] て抜いた後にさっきまでうわエロいエロと
[04:08:42.600] 思ってたのにもうもうもうもう言ったら
[04:08:44.920] もうあうるさいんだよバカ
[04:08:52.080] って風俗説教おじさんじゃんそうだうん
[04:08:56.000] 風俗説教おじさん君さなんでこんな仕事し
[04:09:00.359] てるのいうね俺はアダルトサイトで一時
[04:09:04.520] あったらしいのが自分がそれでいしたら
[04:09:07.279] それを通報してまる
[04:09:10.760] 笑笑気分的に顔面けてそうだなこっ親が
[04:09:15.600] 泣いてると思わない
[04:09:17.520] のうんとすごいデリーターがいるじゃん
[04:09:20.800] デリーター
[04:09:26.720] があいたんこれ僕から僕これから勇気を
[04:09:30.040] 出すよミキたんについに告白するん
[04:09:36.399] だ今まで元気けてくれてありがとう
[04:09:43.560] 忘れないから
[04:09:48.000] ねもうすぐチャットの時間
[04:09:51.920] だ今日こそミキたんに告白する
[04:09:56.920] ぞ楽しくチャットできてた
[04:10:02.399] しきっと成功するはずさいいよいいよ
[04:10:06.680] いただきま
[04:10:13.680] その楽しくは観ではないですか告白する
[04:10:17.239] ぞ僕の恋人きい
[04:10:20.479] なネットで顔も見いたこと返事がない早
[04:10:24.279] すぎる
[04:10:26.520] だろあ来た
[04:10:30.319] ドキドキオッケーだってやったなんだそれ
[04:10:33.720] なんだそオッケーなんかいこの気持ち誰か
[04:10:37.439] に伝え
[04:10:38.800] なきゃママしか相手がいないや
[04:10:44.080] わちょっとハート欲しいなミたんいつ会っ
[04:10:46.840] かどうするよそれサだったらいやサハは
[04:10:50.040] あれだよパソコン持ってないから100の
[04:10:53.720] まま終わりてえな目印はピンクのリボンな
[04:10:56.800] のね僕はブルーのシャツだよ今と一緒じゃ
[04:11:00.760] ねえ週末か
[04:11:06.600] はは週末はたんとデートだるの笑屋さんが
[04:11:13.840] 月目ですありがと39月ペな
[04:11:18.840] ペパチパチ夢ならばどれほど良かった
[04:11:25.199] でしょ
[04:11:26.920] ペペペお疲れ
[04:11:29.720] 渡るやべえもう俺明日さ8時に起きなきゃ
[04:11:33.239] いけないのにちょっとえ
[04:11:36.080] えきたくそ汚たねうじ虫湧いてんじゃねえ
[04:11:41.000] かお前部屋によ汚たねなんだよこれ
[04:11:43.400] [音楽]
[04:11:45.159] 笑笑きたね汚たねえなもうシコティッシュ
[04:11:49.119] だらけだよお前シコティッシュフォールド
[04:11:50.760] だよお前は笑笑怖いお前はもうシコ
[04:11:53.960] ティッシュ
[04:11:55.420] [音楽]
[04:11:58.080] フォールドもう1キャラやらせてごめん
[04:12:00.279] もう1キャラでやって
[04:12:02.239] 寝ようもう1キャラやって寝よう
[04:12:07.680] ぜいやもうちょっとやだだて
[04:12:12.159] だ次このゲーム起動したらこれさっきの
[04:12:15.560] 汚ねえ部屋がオープニング画面なんでしょ
[04:12:18.000] やだ
[04:12:21.800] よ
[04:12:25.600] 笑笑きついきついよね45匹
[04:12:31.640] あとちょっとじゃあなんかあんまりなんか
[04:12:35.199] そのもう全然全然なんか今まで触れてこ
[04:12:37.760] なかった人行こうぜなんかその全く行動が
[04:12:40.680] 読めない人でなんかり何匹が起こせるよう
[04:12:44.760] な人行こうぜ
[04:12:56.319] ラストああちょっともろほし諸星のあれ
[04:13:01.199] 行きてえな諸星の娘一緒にお風呂入りてえ
[04:13:03.840] なイカ2つあるからぶっこんでやろうかな
[04:13:08.239] でラストででベストエンディング迎えて
[04:13:10.920] それがオープニングの方がいいねあの北
[04:13:13.159] オタクがやだ
[04:13:15.279] わあ諸星行くか幸せな一実更新しないと
[04:13:20.800] 結局さ乙女じゃないの知らんけどだから
[04:13:23.920] 幸せの1日狙えそうだからここは諸星クコ
[04:13:28.359] ハッピーエナジー初期
[04:13:30.760] 25ファレス店員えー行動は全てえ家族
[04:13:36.760] 全員でという父のやり方に不満いつか家を
[04:13:39.199] 出てくことを願っている職場ではだけてい
[04:13:41.439] て真面目な同僚動体を馬鹿にしているさ
[04:13:44.080] 行きましょうじゃこれちょっとああどう
[04:13:45.920] しようかな誰行こう
[04:13:49.520] あー誰行こうか
[04:13:55.239] なアザは多分この辺起こせるんだろうなざ
[04:13:59.640] やったら
[04:14:08.159] なあじゃあさ
[04:14:13.319] やっていいひ
[04:14:15.080] ちゃんひちゃんやれば
[04:14:20.680] 多分これ俺行けんじゃねえか
[04:14:23.720] なひちゃんだったら多分これ幸せな1日
[04:14:27.199] 行けると思うよ朝からいい感ぶっこん
[04:14:31.239] でこれ結構ド出すかなこい難しいんだよな
[04:14:45.319] ちょっとラストかな今日はもう寝なきゃ
[04:14:47.080] まずいわ俺明日帰ってきたからまたやる
[04:14:51.520] からおしっこし
[04:14:55.800] て太田秀25歳朝
[04:15:09.800] カモメクズバンドマンです
[04:15:14.479] バンドの練習行きたく
[04:15:17.800] ねえずっと休んでて今更行けねえよでも
[04:15:21.880] メクがうるせえし日光行くのうん明日日光
[04:15:26.159] 行くろうか
[04:15:38.199] なの練習行こうよだね
[04:15:43.319] ひちゃんのやらせたらとび1番だ
[04:15:46.640] なほぼ俺だ
[04:15:49.520] もんやばいもうハートがないこれド出し
[04:15:52.880] すぎなんだよなマジでド出すんだよこいつ
[04:15:56.640] ごめんねひちゃん無んだよとにかく
[04:16:01.760] なえ全然ドしか出さないじゃんお前
[04:16:06.479] マジドラムの調子はどうちゃんドラム心
[04:16:10.159] するなってはだからく
[04:16:13.479] のしょんぼり感もうまいんだよな笑ねえ
[04:16:16.680] もうドしか出さないだめだ
[04:16:20.600] こいついごめんこれ吸うよさすがにこれ
[04:16:23.279] さすがに吸う
[04:16:24.920] よいやこれめぐが幸せじゃねえからだな
[04:16:28.000] 多分これダメだメグがそんなに幸せじゃ
[04:16:31.159] ないあひちゃんが練習し
[04:16:35.279] てる天才ほど努力するんだよひちゃんうく
[04:16:39.239] なったね
[04:16:47.680] 話かけんなよ気が散る
[04:16:49.630] [音楽]
[04:16:51.080] だろちゃんひどいのせいでやる気なくした
[04:16:54.920] ああやめだやめ
[04:16:58.000] だそもうお前らマジで地獄みてなカップル
[04:17:03.439] だ
[04:17:04.080] な地獄みてえなカップルだよお前朝から朝
[04:17:08.040] からバカみてにド出しやがってよこっちの
[04:17:11.520] 身にもなつんだよ
[04:17:17.159] ひちゃん怒った当たりめだ
[04:17:20.239] バカね夕方の練習出ようよ機嫌わりんで
[04:17:24.080] 行くか
[04:17:25.199] よお願いだから練習出てあ少しは考えとく
[04:17:29.319] わそじゃバイト行ってくるあ後で練習する
[04:17:32.479] わ後で連絡するわいやこれきついない感
[04:17:38.239] ぶっこんでもこれ
[04:17:41.840] かぶっ込んでもこれです
[04:17:45.560] かいや大田秀樹は一生こなんだろうなきし
[04:17:50.960] は一生こだよこいつ
[04:18:07.960] [音楽]
[04:18:09.159] 多分っこがれな人がそんな簡単にわにあら
[04:18:20.119] ず眠たい眠たいしでもでもでもなんかこの
[04:18:24.439] ゲームやっちゃうんだよ
[04:18:27.800] な唇黒いなそれ髭か
[04:18:32.359] お前ゲーパラクローバーうわ起こせないよ
[04:18:35.920] 俺この人たち起こせんのか
[04:18:38.359] なワンドの練習行きたくねでしょ笑行けか
[04:18:43.600] そんだけど
[04:18:48.439] なめんどくさい
[04:18:54.279] な行かねえことにしようお前まじゴミだな
[04:18:58.720] お前マジゴミだ
[04:19:02.840] なこのおっ
[04:19:06.159] さんこれせね他人だもんこれ感使うかや
[04:19:13.760] いやも使うしかねえよな分使うしかねえよ
[04:19:21.600] ないやこれ本当はひちゃんにもう1回撃っ
[04:19:25.600] てあげて居酒屋でテンション上げて
[04:19:28.600] あげようと思ったんだ
[04:19:31.439] けど分ここの2人起こせんのこいつらしか
[04:19:34.239] いねえだろ
[04:19:39.159] 多分ちょっと解いてくれる
[04:19:47.199] まな何何しててもド出すんだな
[04:20:27.110] [音楽]
[04:20:29.199] おお取れた
[04:20:32.190] [音楽]
[04:20:34.720] じゃんゲットザざろ
[04:20:39.319] んあのすいません
[04:20:42.800] だよそ人形譲っていただけないです
[04:20:46.520] か私のアカが喜ぶんです自分のどれ
[04:20:54.800] バカもうせっかく75行ってもそれ全部
[04:20:59.399] 減らされんじゃねえか
[04:21:01.439] よハート出たらそれ以上にド出んだ
[04:21:08.119] よ才に練習が必要
[04:21:11.560] か俺のような天才に必要か必要ないよ
[04:21:16.359] なやっぱ練習はかね自分も周りも合わせに
[04:21:20.840] するグ本当にゴミこいつと橋元瞳はマジで
[04:21:23.800] ゴミだよデブってゴミなんだわ
[04:21:28.080] やっぱやぱデブってゴミなん
[04:21:33.319] だ
[04:21:37.199] なあか行かねえ
[04:21:41.199] ぞくても大丈夫なんだよじゃファミレスで
[04:21:44.560] 待っ
[04:21:45.560] てろゴミめぐの金で奢ってもらおうゴミ
[04:21:49.080] すぎるマジでマジでゴミ
[04:21:52.800] すぎるコ事故会えお前マジ
[04:21:58.800] ででもいるからねこういうバンドマン本当
[04:22:01.960] にになられたかまずは0.99Tにそう
[04:22:06.439] ですねすがすがしいほどゴミね本当にでも
[04:22:09.960] こういうバンドもいるからねデブじゃなく
[04:22:11.520] てガリガリのやつでもな女に全部お金出し
[04:22:14.600] てもらってんのに女殴るやついるんだから
[04:22:17.119] いるんだよそういうバンドマン本当になん
[04:22:20.279] でこういうやつに限って彼女いるのいや
[04:22:22.920] こういうだそういうのに惚れる女ってのが
[04:22:25.600] 一定数いるんだよマジでなんなんだろうね
[04:22:28.960] 不思議とそういうマッチはないマッチョは
[04:22:31.600] だってやっぱやっぱ痛にならないから
[04:22:35.199] ねそういうやつはなんかそ仕事してないと
[04:22:38.560] かこうなんだろうこの人は私がなんとかし
[04:22:42.720] 女の人って多分DNAにそういうのが刻ま
[04:22:45.040] れてるんだろうな思っちゃうんだよきっと
[04:22:47.600] そういうのが一定数いるんだやっぱで金も
[04:22:50.920] 全部出してやってあのご飯も全部奢って
[04:22:55.520] やって逆ももち全然あるだろうけどいやだ
[04:22:59.000] からやっぱそういうのあんだよなになっ
[04:23:01.439] たら彼女できるかな女殴るようになったら
[04:23:04.439] できんじゃない
[04:23:14.319] もうちょっとこれもうハート吸わないしど
[04:23:16.319] も吸わない死にたくなり
[04:23:19.479] そうだもうそんなやつは無理だ死にたく
[04:23:23.080] なんかならないからこいつは女殴って渡る
[04:23:25.359] の殴り
[04:23:25.940] [音楽]
[04:23:27.439] 部屋くそ怖えじゃん殴り部屋ってなんか
[04:23:30.479] もう拷問部屋見てくそ
[04:23:35.439] 怖え
[04:23:39.399] あお前のハート吸わないしも吸わないもう
[04:23:43.159] あは任せるわ
[04:23:53.199] 全部閉店ギリギリに半額が売れ残ってると
[04:23:57.000] かわなきゃいけない義務感に狩られるのに
[04:23:59.399] 似てる人間はどこを殴られるのが一番痛い
[04:24:03.520] か知ってるかい怖いな
[04:24:14.880] 怖いうわ腹壊し
[04:24:17.319] たでちゃんやるだけそする厳しいとです今
[04:24:23.239] から練習行こうと思ったんだ
[04:24:26.800] けど最近練習の前にお腹痛くなるよ
[04:24:32.479] ねやるだけ損んだよこいつマジでオ崩
[04:24:36.239] すぎる
[04:24:42.560] もうも多分誰も起こさないだろうからいい
[04:24:44.239] よハートいやきつ見てこれ00だよこの次
[04:24:49.439] がきついわまたちょっと充電器探さねえ
[04:24:57.359] と彼女可愛いのが腹立つそうなんだよな
[04:25:02.399] 彼女可愛いじゃん
[04:25:05.359] なまら罰悪くて顔出せねえだろひちゃん
[04:25:08.720] 今日のラストはくじゃねえか笑笑俺をガキ
[04:25:12.840] 扱いすんじゃねえ仕事してないし子供と
[04:25:15.920] 一緒だ
[04:25:17.560] よやめろいなに刺さるやつがいるだろうが
[04:25:22.560] そんなことねえよなおいしちさんにお金
[04:25:26.279] もらって充電しようあ社長さんお金あいね
[04:25:32.359] でかいハート
[04:25:42.520] んだよ何を心配してるの
[04:25:46.880] に
[04:25:49.199] ああほっとけ
[04:25:52.560] バカ終わりだよこいつら終わりだよお前ら
[04:25:56.080] マジで俺お前ら大っ嫌いだわ田村恵と太田
[04:26:00.279] 秀樹地獄だよこいつらマジで俺がせっせと
[04:26:04.080] 貯めたハート全部食いつぶし
[04:26:07.000] やがるいか2個あったんだぞいか2個あっ
[04:26:10.960] て今56点笑笑どんだけド出んだよお前
[04:26:18.640] ら今充電機がいたな今充電機がいる充電器
[04:26:22.960] がいるぞあそこ
[04:26:25.080] にもう無理だよこれ
[04:26:36.260] [音楽]
[04:26:48.399] 逆ここまで来たらひちゃんは何を楽しみに
[04:26:51.399] 毎日生きてるんだろうこの2人組と出版社
[04:26:54.960] 関係はマジで爆進地レベルで全てを
[04:26:57.600] 消し飛ばしますからね前回俺これベスト
[04:27:00.560] エニング出したんだよなヒデのどうやって
[04:27:03.239] やったん
[04:27:06.680] だこいつここで多分ねハートが80以上
[04:27:10.119] ないと多分いかねえんだよ最後な
[04:27:12.800] 無理だよ出版車は状況が状況だけにしゃあ
[04:27:16.319] ないよな確実にそのドロバフイベントが
[04:27:20.080] あるから給料が出ませ
[04:27:30.920] ん何もしてあげらんねえよハートもハート
[04:27:34.439] もど何も吸ってあげらんない
[04:27:39.640] し詫を入れるか
[04:27:43.439] 入れた方がええん
[04:27:45.479] ちゃてかあの邪魔者が来たのがでかかった
[04:27:48.720] なあいつがいなければもう1個あったのに
[04:27:51.000] ない感がなここでい感ぶっこめば
[04:27:54.279] テンション100になって
[04:27:56.530] [音楽]
[04:28:05.840] さあいつら楽しそうだ
[04:28:10.199] なの笑い声聞こえるいる
[04:28:15.439] し
[04:28:18.279] くそめが悪い
[04:28:21.000] だろなんかむかつくな本当ゴミだなお前っ
[04:28:24.040] て
[04:28:25.360] [音楽]
[04:28:39.920] なびっくりしたじゃねえか
[04:28:42.640] めぐのやつこっち来る
[04:28:46.760] から気づいたかと思った
[04:28:52.640] よ良かっ
[04:28:58.130] [音楽]
[04:29:04.800] たメギからメールだ
[04:29:25.240] [音楽]
[04:29:31.840] 謝ろう謝ろうひちゃん謝ろう
[04:29:35.520] 正直仲間入りたい
[04:29:39.760] ぜ謝ろう謝ろう
[04:29:44.520] 最後のさっきの最後のでかいハードが最後
[04:29:46.520] のチャンスあれで70超えてないと謝れ
[04:29:50.080] ない気が
[04:29:57.800] するあえ行くの
[04:30:02.199] 今行け行け行け行け行け行けけけけ行け
[04:30:06.359] 行けるいける
[04:30:08.840] 行けるお前マジゴミ
[04:30:13.439] 謝れ謝れ謝れ謝れるよ行ける
[04:30:19.479] よゴミだ
[04:30:21.640] なお前マジでゴミだと思うわお前みてな
[04:30:25.680] やつ
[04:30:27.680] はきいな
[04:30:29.359] お前キモいな最後の最後まで最後の最後
[04:30:33.680] までキモいよ
[04:30:35.680] お前しょうもなマジ
[04:30:38.359] でいやしょうもなつ
[04:30:42.560] だけやんけしょうもねえマジ
[04:30:46.399] でくさこれマジ臭いわ重んなマジこいつ男
[04:30:53.080] じゃねえわちょっともうもう1キやるわ
[04:30:55.760] だめ
[04:30:56.560] だだめだあのだめだめだめばれボケ2度と
[04:31:03.760] つら見せんなく
[04:31:06.840] かオープニングが確定したのであった
[04:31:12.080] えもう1キャラ
[04:31:13.450] [音楽]
[04:31:17.359] やる
[04:31:18.920] えーもうでもさハートない
[04:31:25.080] よハートないやんだっ
[04:31:28.960] てどうすんだよ
[04:31:32.720] これなんかやっぱハートめっちゃ出す
[04:31:35.960] キャラ行こうぜ
[04:31:45.560] マジでラストね次ちょマジもマジで寝
[04:31:47.840] なきゃやばいわも4時になるやんやばい
[04:31:49.520] やばいやばいさすがに起きれ
[04:31:54.560] ねええどうしよう誰誰ほんまああお前か
[04:32:02.119] あーハートいっぱい出すキャラって誰
[04:32:04.960] だろうま狂なきといけないんだよな
[04:32:09.790] [音楽]
[04:32:16.640] なんかこの辺なんかハートいっぱい出して
[04:32:18.800] くれそうな感じするけどね出す
[04:32:22.880] 右この辺なんかハート出してくれそうな
[04:32:25.560] 感じするけどななんかそのみんなラバ周り
[04:32:28.960] がレベル100あのハッピー100だから
[04:32:30.760] さあー
[04:32:33.640] ちょっとあこ行こうかあこ
[04:32:44.030] [音楽]
