[00:00:27.679] ピース
[01:36:07.840] なんでここに俺が打つんだよ。
[01:36:08.800] 買ってもらえないと刺される側も寂しいしね。増えた。
[01:36:14.000] 消すと増える。ケスト増えるで有名茶ゲームです。
[01:36:20.000] ちょっと待て。ちょっと待て。お兄さんパチパチパチパチパチパチ。
[01:36:25.600] ちょっとずつ帰ってきてる。右上いい顔で止まったな。
[01:36:34.679] こんばんは。あ、まギさん、どうもこんばんは。どうも。チまゲーム。チまゲームです。やっていきます。すいませんねえ。
[01:36:48.920] すいません。すいません。やっていきますよ。今日もレベル上げチャンネル。チマゲームのレベル上げチャンネル。
[01:36:56.119] あれ、てかさ、あれ、てかさ、あれ、メタルスライムなかったんだっけ?あれ、どう、どうなったんだっけ?どうなったんだっけ?もうこれちょっと分かった。分かった、分かった、分かった。俺もうさ
[01:37:03.017] [笑い]
[01:37:09.800] ん、ちょっといらねえもん抜くわ。いらねえさ、
[01:37:13.719] USB
[01:37:14.159] 一旦抜いていいか?使ってるやつ抜くべえよ、これ。多分差しすぎなんだよ、色々。これいらんいらんいらんいらんいらん。これ
[01:37:23.639] 抜きあり。マジか。抜く。
[01:37:25.942] [笑い]
[01:37:26.679] もうどれがどれだかじゃない
[01:37:29.040] ね。もういらないもんはもうどんどん抜こう。どんどん抜いてこう。抜いてこうやねん。これ
[01:37:36.760] よってあげな。ちゃんと
[01:37:39.360] 急に抜いたんねん。急に。あのね、ハードディスク、外付け、ハードディスクとか使ってねえから抜いとこう。
[01:37:41.007] [笑い]
[01:37:50.480] てても分からなくなる。笑。
[01:37:52.560] もう俺もぐっちゃぐちゃ。もう今もう試しで抜いた。
[01:37:54.800] 今もう試し。今配信のカメラとかマイクとか抜いてたら終わってたからな。
[01:38:03.679] 大体こんなもんだろう。
[01:38:05.159] 笑笑解除みたい。[笑い]
[01:38:08.960] 爆弾解除みたいな。頼む。
[01:38:12.719] そこで主は草。うん。ダ飯だし。どれかな?何がなんだかわかんない。まだ行けるんねんで。あと
[01:38:20.599] 1本ぐらい行けるから。
[01:38:21.719] 新年おみくじ。
[01:38:23.800] あと1本ぐらいいけるやろ。
[01:38:25.520] こなんかよ。
[01:38:27.320] これなんだろう?
[01:38:28.400] すごい。うん。笑。
[01:38:31.960] これ何かな?あ、何これ?何?え、これなんか大丈夫?え?これ大丈夫?止ま、え、止まってないよね?これ何?
[01:38:49.760] 大丈夫?
[01:38:50.480] あ、大丈夫だ。これなんだかわかんねえや。
[01:38:53.058] [笑い]
[01:38:53.760] え、これんだろう?いるらないんだったら抜いときたいんだけど。
[01:38:59.599] これなんだろう?抜くな。
[01:39:02.800] 引っ張ってみ。
[01:39:04.199] いや、もうね、引っ張ってもね、引っ張れないんだよ、これ。なん?ああ、こんないっちゃんいらんやん、こんなん。え、いるんかな?いらねえよ。くそ、これ、これだ。
[01:39:15.880] 1番いらねえの。
[01:39:17.000] 抜いたりさしたりすべ。
[01:39:18.920] 抜いたり刺したりが大好き。
[01:39:21.440] ちゃゲームです。よろしくお願いします。あの、今ね、あのね、一番いらね、あの、夏場にカメラをがね、熱で止まんないようにファン回してんだけど、それだめだな。パソコンから取っちゃ。
[01:39:32.880] こんばんは。
[01:39:33.719] あ、メさん、どうもこんばんは。どうもチまゲームこと橋本連です。今日はドラゴンクエスト
[01:39:40.280] 2
[01:39:40.440] にてレベル上げをしております。ハれ会ストーリーが
[01:39:44.803] [笑い]
[01:39:46.119] 1mm
[01:39:46.480] も進まないので今日はれ会です。よろしく。
[01:39:52.760] 頼むよ。いいよ。逃げんな。逃げんね。
[01:39:56.480] 逃げんね。お前ほんま根性ないの?
[01:40:01.679] コンゼウがない。コンゼウが。それでも
[01:40:04.119] 男か
[01:40:08.920] どうしよっかな。レベルさ21
[01:40:11.960] ダエスっぴ毒的なものはないの?
[01:40:16.040] 毒張り的なものはない。
[01:40:18.239] ストーリー進まないなんでなんでやったやねん。これさ何レベあればあいつ勝てんのけて草。逆に言うやつ結構多いよね。
[01:40:28.000] 何何何?この子の使い方何が何が何子の使い方?何この使い方って?ちょわか俺高卒だからわかんねえよく。
[01:40:39.960] 今日12時まで。
[01:40:41.119] 本当に今日12
[01:40:41.800] 時までだ。なんでだお前らがコメントでもっと盛り上げて俺の気分をよくしてくれたら
[01:40:47.119] 1
[01:40:47.320] までやるかもしんないよって言ってんじゃん。
[01:40:48.639] たげこと橋本ん
[01:40:50.480] あたまげこと橋本。あ、そうこそ。あ、コとってそういね。はいはいはい。ま、大卒だからな、俺。大卒だから。
[01:40:57.080] チャネルか
[01:40:58.159] なんやねんお前。
[01:41:00.119] AK
[01:41:02.119] AKってことね。チマ
[01:41:04.480] AKもう頼む。
[01:41:05.400] 気分第の
[01:41:06.679] 気分第。うん。
[01:41:07.520] 俺みんなが俺の気持ちをお良かったよ。今のいいよ。感
[01:41:12.119] 者大爆発です。
[01:41:13.480] お前らもだから回心の一撃をコメントで出してくれたら俺の気分が良くなって
[01:41:19.960] 1
[01:41:20.239] 番だあ。いや、これはいいよ。これはいいよ。かあ、
[01:41:31.480] 2800
[01:41:35.199] しみるぜ。
[01:41:37.480] 整う、整った。会館。
[01:41:41.320] いいね。いいね。気持ちいいですよ。いいよ。いら愛の鞭。いいよ。
[01:41:56.400] 本当に君は12時で満足なの?
[01:41:58.920] 全然満足。全然満足。
[01:42:01.045] [笑い]
[01:42:04.280] なぜなら12時にやめれば7
[01:42:06.360] 時間は寝れるから。最高やで。
[01:42:09.760] 睡眠最高や。
[01:42:11.920] あとあんま遅くなると
[01:42:14.360] 多分大丈夫だけど下の回に道をさ人が引っ越してきたからさ。
[01:42:18.599] でってサマ弱い。サマ弱い。まで大丈夫だと思うけどな。別にえなんかもうわかんねの。そり待ちっていう回信。
[01:42:28.880] おい、お前。あ、もうはい。
[01:42:30.960] みんなが君のせいで俺は昔の恥ずかしい記憶を掘り起こされてもうもう人の前に立てなくなったんでもう終わりです。ホイ
[01:42:43.400] は
[01:42:44.400] いやでもねファミコン版よりは強いよ。そりゃファミコン版よりは役に立ちます。
[01:42:49.440] カップルにされてからがゲームやろ。逆そり待ちの話やめなよ。
[01:42:55.639] ミングレイ
[01:42:58.199] おいおいこらなんでそんなすぐ出てくんねん俺がそれ受け受けると思って昔したツイートなんですぐ出てくんねん逆り待ち
[01:43:08.800] 嘘の笑笑ほんま
[01:43:12.000] お前ほんまお前覚えとけ覚えとけよにして予測に入れてる
[01:43:18.991] [笑い]
[01:43:19.560] 最悪すぎるさもうほら全然もうみんな離れてったやん
[01:43:25.480] 全員なくなったやんけ。
[01:43:29.480] 全員なくなったやん。思んないこと言うから。メタルスライム全員なくなっちゃった。あ、口笛あるじゃん。おい、こんな時のためのやん。これ口笛あったらもうさ、いいよね。口笛あったらもういいよね。あの戦わなくて。
[01:43:46.040] リスナー入るよ。
[01:43:48.679] リスナー。うん。リスナーはもうさ、ほんまにつまでもくれ、みんな。
[01:43:53.706] [笑い]
[01:43:55.280] 急に急にさ、急に普段言わないこと言って
[01:43:59.520] いい?急に何の脈落もなくいつまでも俺の
[01:44:02.679] 配信に来いな。
[01:44:06.800] いつまでも俺の配信に来て。
[01:44:09.320] マジでほんまにもう誰も今配信とか無理やから頼まえ
[01:44:17.287] [笑い]
[01:44:19.480] またなんかやらかすかもしれねえからそれはわかんねえよがカールまで来るわ
[01:44:28.000] いいじゃん
[01:44:29.599] 間に合った
[01:44:30.320] こういう感じのいいじゃないこういう感じのくせえくせえ配信でもいいじゃないね
[01:44:40.520] 手
[01:44:41.679] 涙が止まらないよな。
[01:44:43.239] は
[01:44:44.000] 頼むで。
[01:44:48.719] もう正味半年ぶりに配信つけた時とか。今年の視聴者ランキング
[01:44:52.840] 不安やってんで。不安やって。視聴者ランキング入る。
[01:44:57.679] ベリーベリーくてファせ。
[01:44:59.560] ま、そ、俺がその他の配信者に勝てるほど配信回数が増えるかどうかってとこだよ。
[01:45:05.280] まず
[01:45:07.960] おい、頼むよ。
[01:45:11.360] 見せてみ。見せてみろ。見せてみろ。倒して。これ頼む。
[01:45:16.360] これメタルスライムHP3
[01:45:18.159] じゃなくなったらてこれ絶対わざとだよな。パーティープレイだからだよね。多分
[01:45:22.599] ホイ
[01:45:23.440] 全員が5
[01:45:24.080] つ与えても死なないようになってんねん。これ
[01:45:28.000] 真面目な話とかもうないん
[01:45:33.760] いや全然。うん。なくもないけど需要ない
[01:45:37.920] なって思っちゃう。何がいくつなのって何
[01:45:41.239] ?あ、HP多分44か5ぐらいあるよ。4
[01:45:44.960] か5ぐらい。
[01:45:48.840] ドラクエ1の時は3固定だったので。固定
[01:45:51.320] だったかわかんないけど。やっぱ
[01:45:53.040] パーティーだからだよね。多分
[01:45:55.480] DJ配信とかな。
[01:45:59.360] DJ配信とか料理配信とかよやってた
[01:46:03.000] のちゃん1
[01:46:03.880] 年間の茶まげたまに祭り欲しいで
[01:46:09.159] プラモ作やつは
[01:46:10.760] プラモ作るのはやるそれは俺がやりたいからいやうんまねプラモは作るよ。俺やりたいのいっぱいあんだもんだって今年あれだぜキラーマシンのキラーマシンのプラモ出んだよ。
[01:46:23.360] そんなもんさ、そんなもんさ、
[01:46:26.000] 2つ買ってさ、1
[01:46:27.760] 個はさ、デラコマ君にさ、もう成功にクソかっこよくさ、プラも塗ってもらってさ、キラーマシンのさ、めっちゃかっこいいの作るじゃん。で、もう
[01:46:36.148] [音楽]
[01:46:37.560] 1個はさ、もう1
[01:46:39.119] 個もさ、もう今度真っ赤に塗ってもらってさ、タイプ
[01:46:42.480] GタイプGって分かるかみんな。タイプG
[01:46:44.679] ってあのキラーマシンの上位互感な、タイプ
[01:46:47.440] Gのプラン作るしかねえよな。
[01:46:50.320] キャダルコ、
[01:46:52.440] もうデラコマ君にもうやらせる前提。
[01:46:55.143] [笑い]
[01:46:56.080] あ、もうちゃっちゃってつって頼むわ。
[01:46:58.320] ちゃちゃちゃっと塗っちゃって。
[01:47:00.480] 入った。
[01:47:02.080] この
[01:47:02.679] メタルギアレックスまだ
[01:47:05.480] メタルギアレやね。高いんでレックスのキットが
[01:47:10.199] 1万とかすんだもん。た
[01:47:13.440] タイプGって何で出てきたかな?ドラクエ
[01:47:16.080] 6。
[01:47:16.639] いや、わかんない。何出たんだろう?あれ?
[01:47:17.760] 78ない。わかんないけど。
[01:47:19.760] いるんだよ。タイプG
[01:47:20.679] ってやつが。そう、ドラクエはさ、カラーリング変えれるからね。だ、緑色にしてさ、緑色のもういるよね。メタルあの、
[01:47:30.639] このキラーマシンのあの緑色なんて言うんだっけ?
[01:47:34.719] なんかのモンスターズにいたような。
[01:47:36.679] モンスターズにいた。うん。モンスターズいるけど多分ね、本編にもね、
[01:47:39.960] 安心して
[01:47:40.639] なんかで出てきてんだよな。
[01:47:44.199] あと銀色に塗ってメタルハンターとかね。
[01:47:48.080] 簡単に言ってっけど塗るの全部ラコマ君だからね。もう視聴者に音部に抱っこ配信者なんだから俺は。今
[01:47:50.819] [笑い]
[01:47:56.040] MDXさんが俺のMSX直してるし。
[01:47:58.719] 笑笑[笑い]
[01:48:01.239] お前らが怪せよ俺のことを。お前らが俺の世話をすんだよ。あ、これ逃げない。ナイス、ナイス、ナイス。いいよ。
[01:48:12.880] 写真は
[01:48:14.320] 写真は俺がもうちょっと痩せてから。
[01:48:17.019] [笑い]
[01:48:18.880] もうちょっとやって
[01:48:22.239] 色々できる人がいるね。
[01:48:23.920] そうなんだよ。
[01:48:24.960] よ介護配信マジ介護配信でよ介護配信よ介護配信え
[01:48:32.440] だめだよ。なんでレベル上がれんねんだ?なんでレベル上がねえんだ?
[01:48:40.520] 写真は加工するの
[01:48:42.520] しません。
[01:48:46.320] どう?マットみたいに。これ別に戦う必要ねえよ、これ。いやあ、プラム配信してオベリスク作りてえ。オベリスクの巨神兵作りてえよ。
[01:49:09.599] 3原神揃えないとな。作ったからさ。
[01:49:14.520] オシリスもさ、4月に出るんだよ。
[01:49:21.000] もうどんだけ、もう全部でも勝手に俺が
[01:49:24.159] 言ってるだけでデラコマ君の巨諾を一切得
[01:49:27.840] ていません。[笑い]
[01:49:31.360] どうせやってくれるんだろみたいな感じで
[01:49:33.880] やってます。[笑い]
[01:49:36.639] 本当に申し訳ない。
[01:49:44.880] 終わってるよ。入った。[笑い]
[01:49:48.800] そこがチマゲームの様子だみたいな
[01:49:51.040] ね。あるやん。
[01:49:52.760] それがチまゲームみたいなとこあるじゃないですか。やっぱりくらえ。
[01:50:03.320] うわ、どうしよう。50
[01:50:04.480] 分になったらじゃあラスボスラスボスじゃねえや。ボス戦行ってみるか。あそこの
[01:50:08.679] 50分になったら
[01:50:09.920] こまさんは見てるのかね。
[01:50:11.679] さったから多分聞いてくれてるのかもう。あ、俺に愛想をつかせてどっかに行ったから。
[01:50:16.239] そこはもう信頼関係構築できてるから。
[01:50:19.000] まあまあね。しかもね、僕がね、そういうのね、ただでやってもらってるってね、思ってる人がね、結構いるんですよ。ま、ほぼただなんだけど、まあまあ言うてもほぼただただみたいなもん。
[01:50:32.606] [笑い]
[01:50:38.320] ダブルわあ。
[01:50:40.466] [笑い]
[01:50:41.119] ま、申し訳程度にさ、酒のつまみとかはさ、一緒に入れて送るやん。そりゃな。そりゃ
[01:50:53.760] お子さんに手紙もらってなかったっけ?
[01:50:56.800] 違う違う。お子さんじじゃないよ。
[01:50:58.480] 毎回毎回デラコマ君は塗装するとデラコマ君からの直室の手紙が届くの。もうなんつもあるよ。もうしかも俺リスナーからもらった手紙全部ねなんだかんだ言って取っといてあるからね。全部
[01:51:04.701] [笑い]
[01:51:16.280] つまみだけじゃなく酒も送って。笑。
[01:51:19.520] ま、確かにな。酒って好みあるからわかんねえじゃん。
[01:51:24.760] ま、それ言ったら全部そうなんだ。
[01:51:31.360] MDX
[01:51:32.040] さんはなんだかんだ物届けてだからリペアとかにうちに来てくれた時とかは
[01:51:40.400] ラーメン奢ってるし
[01:51:43.920] 安い。どう考えても切符台ぐらいしかならない。
[01:51:48.587] [笑い]
[01:51:51.239] 痛いでしょ。
[01:51:52.000] 早えやん。
[01:51:54.360] いいこと見せます。トップvalリューー
[01:51:56.320] のだったら送んない方がマしだよ。
[01:51:59.000] トップ
[01:51:59.320] valリューの商品って申し訳ないけどほんまにすごいであれすごいで色々トップバリューの
[01:52:07.679] 1個80
[01:52:08.719] 円ぐらいのレトルトのカレーあれすごいでえてますね。一緒に食べられるのがもう価値あるじゃんね。
[01:52:18.520] あ、そうそう。MDX
[01:52:19.440] はそう。めっちゃそう。俺があの連れてたラーメン屋さん気に入ってくれたんだ。めちゃめちゃこのラーメン本当美味しいんですよ。
[01:52:28.639] 全然チェーン点だけど。全然チェーン点なんだけどなって思いながらまあでもいっか幸せそうだし。そうやね。ま、
[01:52:33.782] [笑い]
[01:52:39.280] もつけてあげて。
[01:52:40.920] 笑笑。
[01:52:41.440] 俺と一緒に飯食えるっていうのがまずね、もうまず
[01:52:44.239] 1[音楽]個。まず1個あるじゃん。まず
[01:52:45.679] 1
[01:52:45.840] 個。餃子もつけますよ。唐揚げもつけますよ。何でも。あ、来た。ああ、もう。
[01:52:46.883] [笑い]
[01:52:57.320] ちょっと50
[01:52:57.800] 分までレベル上げしたらちょっとボス行くね。デブと食うと飯うまいのか。
[01:53:04.568] [笑い]
[01:53:05.719] でも栃木はラーメンとか街中華強いよね。自体が得点。
[01:53:11.040] そうかも。そうかもね。そうかも。そうだよ。俺とそう。俺と会えるのがまずまず得点です。
[01:53:15.048] [音楽]
[01:53:25.360] 栃木なラーメンめっちゃ多いから本当に。
[01:53:40.520] うーん。どうしよっかな。レベル上げしど
[01:53:43.400] なってきたな。もう
[01:53:47.159] 多分逃げないで頼むよ。
[01:53:48.920] もうめちゃめちゃ見えるや。てくれ。
[01:53:52.880] え、マジで奢ってくれよ。飯奢ってくれ。さのラーメン美味しいから。のラーメンもうまいな。さのラーメンもうまいし。北方ラーメンもうまいしな。ま、とじゃねえけど。あれは
[01:54:05.719] 今年おすすめのアイス教えてください。
[01:54:08.880] うわ、何これ?こんなのもあるの?こんなの壊れちゃうよ。ハン食べたい。
[01:54:18.960] 爆破いいよな。爽やか全くほぼ一緒だから。おお。待て待て待て待て待て待て。頼むよ。頼むよ。いい。もう攻めていい。
[01:54:28.679] 1匹で。1匹でい。1匹でい。1
[01:54:30.360] 匹でいい。1匹で。1
[01:54:31.679] 匹でいい。頼む。いや、回心出してえな。回心出してえな。おし。オッケー。ナイス。
[01:54:40.000] 1匹逃げんよ。もうあんなに行って
[01:54:42.920] 1匹いな。も上がんねえし。
[01:54:52.119] 今年おすすめのアイス。アイスって気分になってきた。笑。
[01:54:59.679] 当たってこんな感じなの?これ
[01:55:01.480] RTAわかんねえんだよな。
[01:55:05.920] ナイスじゃない。ナイスじゃない。今のいいよ。はい。
[01:55:16.480] 叩き込む。
[01:55:20.719] レベル上がんじゃない?上がらない。もうこ、もうそんもうメタルスライムごときじゃお腹いっぱいになんなくなっちゃった。さんこんばんは。
[01:55:32.840] わくわクさん、どうもこんばんは。今レベル上げ中。なんかボスめちゃめちゃ強いね。もつも敵も普通に雑魚敵も強えな。
[01:55:43.079] 前ももうにゃむにゃむにゃむにゃむた
[01:55:46.599] 次のレベルまで聞けてみて多分ねもういいよ気持ち良くなってきたよ
[01:55:57.040] 大丈夫ですよ。
[01:55:59.760] それ
[01:56:03.679] の前
[01:56:06.840] どうで安心?
[01:56:09.239] まあまあ元気ですな。自分でも思うわ。元気やな。俺めっちゃ喋るやん、今日。もうすっげえじゃん。
[01:56:23.960] 1レベ上がるごとにどんどんHPが15
[01:56:28.280] ずつ増えてくんねん。こいつ化けもんやで
[01:56:30.639] 。
[01:56:38.679] 次のレベルまってどれてみんだっけ?強さ
[01:56:40.400] か?
[01:56:42.360] あ、いいね。あ、もうこいつらレベル
[01:56:44.119] 上がったらボス行こっか。あとあと1レベ
[01:56:46.400] 上がったら行こう。ああ、23232
[01:56:49.480] 。え、なんでこんなレベルあんの?こいつ
[01:56:51.599] ら24になるのに。
[01:56:53.000] なんで俺だけちょっと遅れてんの?俺
[01:56:55.400] 23
[01:56:55.760] になったばっかだよ、まだ。え、なんかどっかでずれたな。
[01:57:03.679] ここにずっといるとドラやってる。
[01:57:06.920] いいとこ見せます。
[01:57:08.560] BGMもそうだしね。
[01:57:11.000] あれ?これファミコン版とか
[01:57:12.480] スーファミマンのドラクエ2ってさ、
[01:57:14.960] BGMドラクエ1になったっけ?ここ来た
[01:57:17.320] 時って
[01:57:19.760] BGMドラクエ1のに変わるんだっけか?
[01:57:22.920] その昔のやつも
[01:57:26.440] ライデイン
[01:57:33.599] 頼む。これ倒れて終わろう。これ倒して
[01:57:37.920] 笑顔で帰ろう。
[01:57:45.800] いい呪文じゃん。
[01:57:47.560] いいね。やっぱりクッキーがデ員系覚えるんだね。
[01:57:51.920] はあ。は。
[01:57:55.079] うわあ。
[01:57:57.040] いいよ、いいよ。なん、ここまで来たらもう、もう、もう
[01:58:03.119] 1
[01:58:03.280] レベ上げてえなって思っちゃうけど、まあ、いっか。まあいいか。それは
[01:58:06.400] 体はでかい。
[01:58:08.079] 2
[01:58:08.280] 体はでかい。
[01:58:09.560] 使えない。出来損ないだからさ。
[01:58:11.280] できそこないとか言わないよ。それぞれだよ。学校に行くことで潰れる個性があるよ。えー、なんだっけ?俺ってあとどんくらいでレベル上がんの?じゃあいや、ま、
[01:58:32.599] 3000
[01:58:32.960] はきついわ。これ行くか。バリンのやつやめて。
[01:58:36.002] [笑い]
[01:58:39.520] さすがやっぱ分けやつはそういうのよく
[01:58:42.239] 分かるよな。
[01:58:44.599] じゃ、ちょっと行くか。回復していこうか
[01:58:47.040] ね。
[01:58:50.199] 回復していくか。
[01:58:53.400] えっと、どこだっけ?このさ、この全体
[01:58:57.000] マップ見るとさ、あの、マジでわかんなく
[01:58:59.840] なる。俺ドラクエ1の世界どんだけ
[01:59:02.199] ちっちゃかったねんて。ここだけやで。
[01:59:04.800] ここだけ。
[01:59:06.000] あんなでかかったのにわけわかんなくなるよな、これ。え、どこ竜王の人?ここか。
[01:59:10.880] 1回ちょっと回復してから行こう。
[01:59:14.719] え、
[01:59:16.960] そうやね。頭バくんだよね。だからどこにいるかわかんなくなる。
[01:59:36.280] オケ。
[01:59:38.079] やっぱBGMいいね。
[01:59:39.520] いや、神だよな。神。
[01:59:41.560] 地図で見るとロンダルでかすぎや。
[01:59:43.480] ロンダルでかすぎ。マジで。そう考えると
[01:59:48.119] 3
[01:59:48.440] ってもっとでかいからな。だと表面と裏面っていうかアレフガルドとね、あれがあるわけだから。ローレシア違うなんだっけ忘れた。
[01:59:57.880] あれがあるなわけだからね。
[02:00:05.440] えっと、鋼のカブアリアハ
[02:00:10.199] アリアハリアハン
[02:00:11.760] 鋼のカブと買おうかな。どうしようかな。
[02:00:15.920] いや、シルバーメイルでしょ。ここは
[02:00:24.960] 別の鎧い。うわあ。
[02:00:27.520] これさ、黒族って多分さ、主人公しか多分つけらんねえんだよな。そんなことねえかな。クッキーにあげよう。ここはこれはげますって
[02:00:33.903] [音楽]
[02:00:36.239] 1
[02:00:36.440] 番最初にやって面白いって思ったゲーム何?
[02:00:39.679] え?それは何?配信でってこと?それともう生まれて初めてはまったゲーム。配信
[02:00:46.348] [音楽]
[02:00:47.719] 人生で
[02:00:48.760] じいやむずいな。それはむずいわ。
[02:00:52.320] ゲームおしゲームって面白と思ったのは俺がリクみたくなったのはいやあ、むずいなあ。なんだろうな。え、マジでなんだろう?なんだろうな。やる。最悪の
[02:01:17.679] 2
[02:01:17.880] つあげるなよ。いや、嘘です。最悪じゃない。
[02:01:19.098] [笑い]
[02:01:20.719] 全いいゲームだけど。いいゲームだけど、それはない。え、むずいね。今俺好きなゲームってさ、ドラクエ好きだし、悪魔城ドラクエラとかメタメトロイドとか
[02:01:33.560] 好きなシリーズっていっぱいあるけど、多分最初にやったゲームなんか全然関係ないんだよ、多分ね。え、なんだろう。最初にやったの。最初俺ゲーム持ってなかったから。
[02:01:47.199] ああ、そこでゲームってもに目覚めたんだ。
[02:01:51.800] いや、なんかさ、
[02:01:54.469] [音楽]
[02:01:55.239] 俺もゲーム持ってなかったから、1番最初
[02:01:58.760] にやったゲームムってのはもうゲーム
[02:02:00.400] アドバンスなんだよ。ゲーム
[02:02:01.560] ボイアドバンスでもうそれ絶対変わらない
[02:02:03.840] 。もういこが持ってるのを何もわかんない
[02:02:06.360] でやってたんだけど、それ何やってたかだ
[02:02:08.520] よね。いや、厳しかったんじゃない?貧乏
[02:02:11.119] だったん。[笑い]
[02:02:13.560] 貧ン乏やってんで。
[02:02:19.119] で、ゲームていうのをまずさ、てかまずゲームていうものをのマリパ
[02:02:26.679] ゲームっていう若くないお前。それマジで中と俺そんな変わんねえよな。俺よりちょ、あ、あ、違うわ。とあれか、中とあのお猫が同じぐらいなんだよな。
[02:02:38.880] あ、だ、ちょっと確かにちょっと俺より若いわ、それ。さ、お前
[02:02:42.284] [笑い]
[02:02:43.040] 3DS
[02:02:43.679] なんか俺が高校卒業する頃のやつだぞ、お前。
[02:02:46.920] それは持ったけど、中学ぐらいか。
[02:02:48.834] [笑い]もうめ、俺離れてた。逆にゲーム
[02:02:51.159] から。
[02:02:53.159] 昔だ、俺がゲームやったのって本当いこが
[02:02:56.880] 持ってゲームアドバンスで
[02:03:00.000] そもそも貧乏で買えなかったのもあるかも
[02:03:02.119] しんないけどそもそもゲームというものを
[02:03:04.920] 知ったのが遅い。
[02:03:06.560] 本当にそのゲームを自分から欲しいって思ったことがなくていいこがなんかやっててそれなって感じで
[02:03:16.800] そこからゲームが始ま
[02:03:17.960] やったねんな。もうもう黒フで来よマジであん時の衝撃何この面白いおもちゃと思って何これみたいな感じではまったのが何だったかな。こが持ってるゲームをめっちゃやってた。マリオもやってたね。
[02:03:35.360] あのゲームボーイのゲームボーアドバンスとか言いながらゲームボーイなの灰色のカセットの大きいやつのマリオランドとかでその中にメトロイド
[02:03:47.840] 2と
[02:03:49.360] モグラーニャ
[02:03:50.400] あグラーニャもやった。でもモグラーニャいいとこじゃないねん。友達が持ってたのやってたんだ。
[02:03:56.480] 1
[02:03:56.599] 番最ったらマリオランドじゃない。マリオランドとマリオのピクロスとかやってたわ。もう最初はもうそれしかないから。
[02:04:00.885] [音楽]
[02:04:04.559] それをおもろいと思うしかないよね。て
[02:04:06.280] いうか、もうゲームの記憶がないから、
[02:04:08.719] もうゲーム、もうそれこそがもう
[02:04:11.599] 素晴らしいものみたいなマリオランドとか
[02:04:14.559] じゃなやってたの1番最初にで、ゲーム
[02:04:16.840] 面白ってなって、でもゲーム好きになった
[02:04:20.199] のはもう大人になってからだね。俺子供の
[02:04:22.280] 頃そんなにゲームやってないよ、多分。
[02:04:27.719] あ、やってたかな?でもわ、覚えてねえな
[02:04:29.920] 。
[02:04:31.840] そんなにどうしようもないぐらいゲーム
[02:04:33.880] 少年ってわけでもないと思う。
[02:04:40.800] 大人になってからでこんなま、でも
[02:04:42.320] ドラクエとかやってたか。でもドラクエ
[02:04:44.760] モンスターズとかだ俺らの世代って
[02:04:48.119] ちょうど今30ぐらいの俺らの年って
[02:04:49.960] ドラクエもちょうどドラクエがあんま出て
[02:04:53.159] ない世代なんだよね。俺らがやってんのっ
[02:04:55.520] て、俺らが生涯でリアルタイムで発売に
[02:04:58.960] 立ち合っ[音楽]てるドラクエ911だけ
[02:05:02.000] なんだよ。まだ3つしか出てないんだね。
[02:05:03.960] 俺ので8ってま、発売されてたけど幼稚園
[02:05:07.800] とかだからドラ俺ゲームその頃
[02:05:11.159] マジか
[02:05:11.880] そう俺らの世代ちょうどドラクエが頻繁に
[02:05:15.199] 出てない世代なんだよ
[02:05:19.599] にとってドラクエモンスターズなのよ。
[02:05:22.599] ジョーカー、ジョーカー2とかジョーカー
[02:05:24.639] 3
[02:05:24.840] とかキャラバンハートとかだね、俺ドラクエってね、そうモンスターズから入ってんだよね。
[02:05:32.639] そうなんだ。
[02:05:33.440] そうそうそう。ドラクエあ、わかんない。俺人生で初めてのり込んでやったらドラクエジョーカーかも。もしかしたらドラクエジョーカーかもしんない。めっちゃはまったもん。
[02:05:41.757] [音楽]
[02:05:51.280] カルマっそ長いわ。
[02:05:55.920] ゲームからのテニワなんてめっちゃ後いいだよ。やったのめちゃくちゃ後いでもあでもそんなことないか。友達が小学校の時持ってんのを借りてやったのかな。
[02:06:06.679] 大丈夫。ポケモン1
[02:06:07.960] 分もやってないでレトロゲー枠おるやつおるから。
[02:06:11.360] それかにレトロのドラクエ[笑い]
[02:06:14.440] タイミング伸ばしたら初めてのドラクエが
[02:06:16.480] 11
[02:06:16.800] って人も全然いるでしょ。ていうかていうかあれじゃね
[02:06:20.960] バカみたいに長くやったゲームはあるの?なんだろ?モンハでも言うてモンハンもそんなに俺長くやんねえしな。
[02:06:38.800] 動物の森。ええ、なんだろう俺さ、何百時間もゲームやらないんだよな。
[02:06:45.719] 1個のゲーム
[02:06:48.719] 入った。
[02:06:50.920] 痛いでしょ。な
[02:06:55.679] んだろうね。1番長くやったの。
[02:06:58.360] それ同全然やったことねえ。俺同場でやってないよ。なんだろうなあ。
[02:07:06.320] ポケモンファイアーレッドとかな。あ、
[02:07:09.320] ポケモンファイヤレッドもはまったね。
[02:07:12.559] だってほら多分図鑑コンプしたもんだって
[02:07:20.520] 時間かかったかどうかやってたから揃っ
[02:07:23.880] たってのもあるけど
[02:07:26.040] 超きたからみんなと楽しかっ
[02:07:29.239] たな。
[02:07:31.040] あの頃
[02:07:31.679] モンハンからBGM
[02:07:32.920] が環境音みたいになったと思ってずっとレベル
[02:07:36.639] 5
[02:07:37.000] 作品しかやってなかったからポケモンとか
[02:07:41.280] 俺らからしたらねあれなんだよ。ありさんこんばんは。
[02:07:44.840] あのね5
