[00:00:08.400] う、
[02:58:19.548] [音楽]
[02:58:22.120] 出るん?出るんかい?出るんかい?これで
[02:58:26.000] ちょっと待って。これ回復。え、どう
[02:58:27.239] しよっかな?これえ?ベギラゴンどん
[02:58:29.000] くらい効くんだろう?ちょやってみ。
[02:58:33.200] おお。
[02:58:35.160] でもでも大丈夫、これ。でも大丈夫か?あ、間違った。あ、オッケー。
[02:58:46.319] いや、大丈夫、大丈夫、大丈夫、大丈夫、大丈夫、大丈夫。え、
[02:58:50.319] あ、やばい。あ、やばい、やば。え、う、すげえ。
[02:58:56.200] 2000、1匹。2000、
[02:58:58.960] 1
[02:58:59.279] 匹、2000ももらえるの?
[02:59:02.600] セーフ。
[02:59:03.600] うますぎる。
[02:59:04.840] 会感。おは、見逃してくれた。
[02:59:09.328] [音楽]
[02:59:09.479] ちょ、美味しすぎ。
[02:59:11.399] 1匹2000
[02:59:12.160] はうますぎるだろ。気持ちよすぎるだろ。
[02:59:20.600] 1匹2000は気持ちよすぎるのだろ。
[02:59:24.120] 2
[02:59:24.359] 匹倒してえな、こいつは。
[02:59:32.239] え、でもさ、ぶっちゃけさ、これさ、
[02:59:36.640] はやぶさ気りとかのがあ、いや、まあでも
[02:59:40.080] やっぱりやっぱりベギラゴンなんかな。
[02:59:46.760] あー、なんともだなあ。
[02:59:53.399] なあ、強いよ、やっぱり。やっぱりっ
[02:59:58.399] ちょっとお前やめて。ああ。
[03:00:05.004] [音楽]
[03:00:05.120] あ、草。あ、なんやねん。これ何これ?意味わからん。
[03:00:16.040] 油断。
[03:00:17.840] いやだって通らのはもうあかんや。あかん。あかんやん。
[03:00:26.479] それは
[03:00:34.040] なんか思ったよりベギラゴンも効かないし
[03:00:36.359] 。[笑い]
[03:00:38.000] 思ったより効かなくない?もっと聞いて
[03:00:40.760] も良くない?お来た。
[03:00:44.040] え、なんでこ回復[笑い]しとけ。
[03:00:49.120] 回復しといてよ。
[03:00:53.680] イ。
[03:00:55.880] ここからだ。圏けない。あ、逃げてったわ。なんやね、あいつ。
[03:00:59.370] [笑い]
[03:01:05.319] ダブル
[03:01:07.520] なんやね、あいつ。
[03:01:08.239] 笑笑。
[03:01:12.200] ルードマン。あ、いいね。ガンガン出るね。
[03:01:22.600] ガンガン出るねえ。どうすっかな?ベギラゴンなんかね。やっぱ最適。これライデレインのが効くとかないかな?
[03:01:35.319] ベギラゴン
[03:01:37.680] 90でしょ?
[03:01:42.840] 炎よ。
[03:01:46.000] あれ?なんか、え、ダメージの幅ない?
[03:01:49.000] 90だったり160
[03:01:50.520] だったりするんだけど。
[03:01:54.319] ダメージの幅くない?そんな幅あるの?
[03:02:00.880] 防御中だからじゃね?
[03:02:02.479] 防御中は何?魔法いっぱい入るのってことなん?防御中は魔法いっぱい入るとかそんなルールあったっけ?
[03:02:10.110] [音楽]
[03:02:12.520] 防御してるから。
[03:02:13.640] え、防御してると何?魔法っていっぱい入んの?
[03:02:17.319] 逆
[03:02:19.840] あ、防御してた。1番最初もしかして
[03:02:23.760] 防御してた。1ター目にしてた。へい。
[03:02:30.000] おっと。
[03:02:30.560] 勝てな人面防御してなきゃ
[03:02:47.239] 120ぐらい食らうんだ。160
[03:02:49.040] ぐらい食らうんだ。ま、[音楽]2ターン
[03:02:51.439] ぐらいか。まあでも殴られたら終わりだし
[03:02:54.560] な。
[03:02:56.439] これ回復しといた方がいいよね。これ半分
[03:02:58.439] でさ、半分で必殺技みたいなことやっても
[03:03:01.520] 多分殴られたら終わりだもんね。これは
[03:03:04.319] 回復してやるべきだな。
[03:03:07.720] てかベギラゴンなんか必殺技になんないん
[03:03:09.560] だ。
[03:03:15.040] 誰こ
[03:03:15.439] 間違えた。なんかベギュラゴンもう
[03:03:19.040] 1個上あるよね。
[03:03:19.960] ブさ効かんしな。
[03:03:21.399] ハぶさ全然効かねえ。
[03:03:25.000] ベギラゴン。
[03:03:27.439] あ、強いな。あれなんかベギラゴンの上って何だっけ?なんかあるよね。キャドマキャドマヒャデドスみたいなやつ。バギムーチョとかさ、メラガイアーとかなんだっけ?ベギラゴンの
[03:03:42.640] 1番上って。ムーチほんま
[03:03:45.640] なんでバギムーチってあるやん。イオグランデとかな。なんだっけ?ベギラゴンの上。
[03:03:51.637] [音楽]
[03:03:56.600] あ、ギラグレイド。や、もうなんでこいつ逃げるんだ。
[03:04:01.640] 超絶技できるの?
[03:04:03.439] 進行切りあるよ。進り確か超絶技あったね。あるあるある。絶あるある。やったことねえけど。
[03:04:11.960] ギラグレイドってあったね。
[03:04:13.239] これもクっぽい。
[03:04:14.520] あ、そうなんだ。あ、じゃあ半分にしても、じゃあ半分にしてもいいか。
[03:04:21.560] 行け。
[03:04:30.399] 何気にこいつらもやべえんだよね。何気にこいつらもやばい。
[03:04:43.080] 全然倒せないんですけど、あれは。あ、
[03:04:46.359] もう1万2000貯まってる。いいね。
[03:04:47.920] 2万ぐらい溜まっ
[03:04:50.439] でも金2万じゃ全然5万ぐらい必要だよな
[03:04:53.560] 。
[03:04:55.359] いや、もうこれ美味しくないやつは逃げる
[03:04:56.840] わ。まずいこいつらあの
[03:05:01.080] 人面強え割に全然美味しくねえ。
[03:05:07.920] ドラゴンメール割と安かった。
[03:05:10.000] ドラゴンメール8000
[03:05:10.840] 円ぐらいだったっけ?ドラゴンメールってこっちに売ってんだっけ?ねえ、間違ってもなあ。
[03:05:24.560] ダブルダブル
[03:05:30.543] [笑い]
[03:05:32.200] 何をしてんの?
[03:05:33.319] これだ。強すぎるでしょねえ。
[03:05:37.000] も死んだ時のさ、あのペナルティがさ、少ねえからってやりすぎだよ。
[03:05:42.880] 何をしてんの?何をしてんの?何をしてんの俺?これやっぱ回復してこう。超絶技出したいから半分にしたいんだけどさ。してこう。
[03:06:05.520] 全然金たまんねえじゃねえかよ。
[03:06:15.760] 行け。
[03:06:18.200] いいね。もうさ、おかしいのこれ。
[03:06:26.800] 笑笑
[03:06:37.399] おかしいからね、これ本当に
[03:06:39.640] うんゲ
[03:06:44.640] もんゲー
[03:06:48.520] 1回回復しようで安定してるならそれでい
[03:06:54.760] いいか。
[03:06:55.920] うーん。まあね、一応グループで戦えるしね。もっとガンガン出てきてほしい。あのゴールドマン以外がめんどくさい。ああね。これさえこさ何買えばいいの?これ炎の盾か?御鏡の盾よりはこっちの方がいいよな。
[03:06:58.969] [音楽]
[03:07:23.479] 4
[03:07:23.760] しか変わんねえけど。え、どうしよっかな。
[03:07:23.859] [音楽]
[03:07:26.399] 気分
[03:07:28.720] 気分ですか?うわ、炎のよりえぐくね?
[03:07:33.439] 4044
[03:07:35.000] も上がるんだけど。でもさ、こんだけ頑張ってもさ、結局ロトの鎧とかが上書きされるんでしょ。だ最初からくれえよ。
[03:07:52.200] 今年も残すところ1
[03:07:53.840] 日となりました。おじさん。今年も残すところ
[03:07:57.080] 1日になりました。
[03:07:59.560] どうもこんばんは。あさんこんばんは。今年ももう
[03:08:03.399] 1日だ。残りな
[03:08:05.319] に見たらかと思った。
[03:08:08.800] もう明日で終わりなんですけど年内の配信どうしようか。明日やろうかな。明日夜はやらないよ。夜はめんどくせえからやんねえけど。
[03:08:18.359] 昼間やってもいいかなって言いながら昼間や。
[03:08:22.040] いや、もう年越し配人はいいべ。や、
[03:08:25.120] 年越し配信はいいべ。もう年越し配信はいいよ。なんだかんだみんなだって家族と過ごすでしょ。年越し。どうなのかわかんないけど。
[03:08:41.840] こそなんでみんなでジャンプ。
[03:08:44.425] [笑い]
[03:08:45.560] へえ。あれすぎるだろ。あれそうだね。
[03:08:51.120] 結局そうでしょ。
[03:08:52.120] の男だよ。年越しくらい抱かせてあげようよ。よぎ坊。
[03:08:52.285] [音楽]
[03:08:57.525] [笑い]
[03:08:59.399] バカ。お前俺に抱かれる抱かれて女が列作って待ってるっつうの。
[03:09:04.080] 俺に抱かれて女が食らうか
[03:09:05.960] 列作って待ってるっていうの。乾く暇ないんだから。
[03:09:13.399] 真空切りの必殺技ってこれどういうの?こ
[03:09:17.920] あ、え、強くね?
[03:09:23.479] 結構強くね?ま、もし明日やるとしてもいいよ。うーん、どうかな。明日はいっか。明日はいっかな。年明けでもいいかな、もう。
[03:09:32.896] [笑い]
[03:09:42.880] でもこれクリアしてえしな。えい。
[03:09:57.880] 強えって。
[03:10:12.399] ああ、
[03:10:15.279] これ金儲けで金稼ぎで終わりそう。今日
[03:10:20.720] これ裏でやろうかな、これ。
[03:10:31.319] 間違う間違った。
[03:10:36.960] もう魔法トンすん。
[03:10:45.439] 受けてみろ。
[03:10:47.960] 渡辺魔ホトーン。女殴る。ちょっと早くさ、もう出てきて。
[03:10:58.047] [音楽]
[03:11:00.800] あれ?ゴールドマンシュシュシュシュシュシュ
[03:11:11.802] [笑い]
[03:11:12.800] 挨拶ね。
[03:11:18.760] もうア
[03:11:24.239] やもういやつら逃げやつら逃げでいいかも。
[03:11:31.319] せい受けてみよう。
[03:11:35.120] 逃げね。
[03:11:36.600] ま、相手にする意味ない。マジでまずい。ゴールドマンだけ出てきてくれよ。もうさっきあんなに
[03:11:50.880] 2匹連続で出2
[03:11:52.640] 匹で出てきて俺のことぶっ殺したのにさ。いざ俺が勝てるようになったら全然出てこなくなりやがった。あいつら。
[03:12:00.040] ほら、全然出てこん。
[03:12:19.080] 全然エンカウントしない。来い。ああ。
[03:12:26.000] なんで回り込まれんだよ、こいつに。
[03:12:31.319] ここだ。
[03:12:39.560] シンボルエンカウント頼まい
[03:12:41.359] なあ。
[03:12:44.279] 全然ゴールドマンとか出ねえ。
[03:12:46.399] 森の方が演化率良いかもしれない。
[03:12:48.880] 2匹化引きまくって頼む。
[03:12:50.840] 森の方が演化率が高い。ああ、確かにそんなそんなのあったね。
[03:12:57.040] ファミコン時代はそんなのあったね。2匹
[03:13:00.200] か引きまくってぶっこ何回殺されたか
[03:13:02.319] わかんねえのにな。今全然出てこなかった
[03:13:05.279] 。出てきても1匹だけ
[03:13:08.920] 来いや。山とか森とかのがいいんか?
[03:13:12.323] [音楽]
[03:13:14.680] 銀の建事持ってりゃよな。モンスター
[03:13:17.439] 呼べれんのに。
[03:13:20.760] いて、
[03:13:23.479] もういいて。もうもうめんどいな。なん
[03:13:37.000] ま、2
[03:13:37.359] 匹化はね、体力満タじゃなかったらしばかれるだろうね。全然出てこねえじゃねえかよ。
[03:13:56.120] 逃げれねえ。さっきまであんな出てたのに。こっちってなんかあんのか?ええ。知らない人出てきた。
[03:14:19.960] え、知らない人出てきたよ。なんだ?
[03:14:25.680] うお、弱そう。
[03:14:28.200] いや、絶対やばいだろ。
[03:14:32.560] どちら様?
[03:14:34.080] いや、逃げよ、逃げよ。やめよう、やめよ。あ、やばい。危ねえ、危ね。何?こっから敵違うんかい?なんだよそれ。
[03:14:45.080] ただの裸と言うやん。[音楽]
[03:14:47.359] なんかやべえやついたぞ、今。
[03:14:49.680] 橋ないじゃん。
[03:14:52.439] 橋ないのに何モンスター切り替わってんだよ。勝手にトロルかな、あれ。トロルとキースドラゴンか。もうゴールドマン絶滅したかもしれん。デ滅したんか?ゴールドマン
[03:15:17.430] [音楽]
[03:15:17.800] 借り切った。
[03:15:18.880] 借り切ったかも。脇きつぶしちゃった。全然出ねえ。
[03:15:26.560] 全然出ねえよ。
[03:15:30.160] せや出ねえな。
[03:16:19.000] もういっか。もう
[03:16:22.640] 防具変わらなくても戦えんじゃねえかな。
[03:16:28.279] 全然出ないね、
[03:16:33.800] これ。なんかま、出るとこ決まってんのか
[03:16:35.800] 。こ、この端渡ってから1匹も出てないん
[03:16:38.439] だよ。こっちじゃないか出ないのか。
[03:16:41.960] そんなことないと思うんだよな。森の中は
[03:16:45.120] 出ないとか。いや、そんなこと[音楽]
[03:16:46.680] ないと思うんだよな。
[03:16:50.359] そんなことないよ。ない。出ないですね。
[03:17:04.279] そういやベホイムは習得した?
[03:17:06.319] え、してない。え、何?ベホイムってどうやって?え、してないよ。ベホイミだよ。俺未だに最強回復を。あほう。久しぶりに見たぜ。
[03:17:18.279] どこでもらえんの?レベホイムルキドに巻き物あるで。
[03:17:22.479] え、そうなん?全然もそういうのも取り逃してますやん。間違った。やば。さすがにベホイム欲しいでしょ。さすがにもう、もうベホイミじゃちょっともうどうしようもないよ。で、メルキド行こっか。
[03:17:41.720] セルフ縛りプレイ。
[03:17:43.199] セルフ縛りになってるよね。
[03:17:49.120] なんかでも別にぶっちゃけた話ね。ぶっちゃけた話別にこの巻き巻き物のさ、巻き物にする意味あったかな?別に普通にレベルアップで習得するようにすればよかった。ちゃうの?違う。
[03:18:05.760] わざわざ巻き物巻き物にしてさ。
[03:18:08.359] いや、これが仲間がいっぱいいてさ、誰に覚えさせようかな的な使い方ができるんだったらいいんだけど、結局こいつしか使わねえんだったらこいつが最初から覚えればいいかじゃね。わざわざなんかその取り逃しするようなじゃないですか。
[03:18:23.680] 意味ありますか?それ意味ある?マップいっぱい作ったから隅々まで見て欲しいって。ま、それはそうなんだけどさ。
[03:18:35.896] [音楽]
[03:18:37.199] え、どこにあんの?
[03:18:40.160] 開発者のエゴ。
[03:18:42.720] あ、なんかあった。癒しの双葉。なんやつ?
[03:18:49.652] [音楽]
[03:18:53.479] マップ中央左の家かな?
[03:18:55.720] 何?いいね。どんどん教えていいよ。もうそういうのはもうストーリーに関するネタバレじゃなければオッケー。
[03:19:07.520] どこ?上か?
[03:19:18.800] いや、いらないいらないいらない。
[03:19:22.319] 何これ?おあ
[03:19:29.120] 。[音楽]
[03:19:31.439] なならな。
[03:19:41.640] はい。神
[03:19:43.120] やったぜ。またこんなんさ、取り逃すて。こんなん取り逃しますやん。
[03:19:52.680] これ気づかんかったらマジで
[03:19:54.560] 本当だよな。こんなんさ、ぶっちゃけ取り逃すで。
[03:20:03.640] 意地悪だなあ、今作。
[03:20:25.199] やっとベホイム来たよ。
[03:20:26.960] これベホエムなかったらもう無理や。しかもなんか爆だきも来たわ。この
[03:20:36.640] 頼むよ。ホリー
[03:20:38.720] ホーリー頼むよ。ホーリー聖なる男
[03:20:42.640] U僕大きくなったらパと一緒にメルドを守る。もっと大きくなったら子供や孫と一緒にメルドを守る。
[03:20:53.720] ずっと守ってんな、こいつ。攻めろよ、
[03:20:56.199] たまには。
[03:20:58.279] 暴戦一方が。[音楽]
[03:21:03.840] ここは見たんだっけ?
[03:21:08.239] 助かった。ベホイムは助かりました。
[03:21:11.279] ありがとうございます。
[03:21:17.880] ああ、倍だぜ。倍。
[03:21:21.439] この服どこで買ったの?イなんよね。イ
[03:21:25.160] ムんだよな。やっぱイ。その服どこで買ったのってさ、俺に言ってる?それでもゲームの中ニくぞさんこんばんは。ポンポンやったぜ。これこの辺も出るよな。ああ。いや、ステイ、ステイシックね。ステイシッ
[03:21:46.760] クっこのやつなんだよ。
[03:21:50.239] わしが好きなステイシックっていうとなんだっけ?ベギラゴン
[03:22:01.720] 焼き尽くせ
[03:22:03.800] よかった。ベホイム手に入って
[03:22:09.880] ベギラゴン。
[03:22:13.040] イエー。いいね。
[03:22:14.479] こんくらいこんくらい簡単にさ、稼がせてよ。
[03:22:19.319] 帽子ドラキュラ君。
[03:22:20.680] あ、そう。帽子ドラキュラ君。さすが。さすが。よくわかったね。そう。可愛いしょ、これ。帽子ラキュラ君。これはね、ビデオゲーム東京っていうメーカーのやつ。レトロゲームの声出してんだよ。可愛くてさ。
[03:22:33.279] 始まったドラグニティ。
[03:22:35.199] 始まったドラグニティがあのサラマンダの帽子とかもあんだよ。結構こう欲しかったんだけどすぐ売り切れちゃって。
[03:22:43.160] 合法
[03:22:44.319] 合法だよ。ちゃんと許可出してるやつ。ちゃんとね、タグもね、ほら、こんな風。これちゃんとあの公式のやつだから。これめっちゃいいっしょ、これ。ちゃんと合法のやつ。レトロゲームのグッズ出してんだよね。制圧。
[03:23:10.160] あんまなかなかすぐ売り切れちゃってさ。
[03:23:12.680] 買えないんだけど。そう。結構あんだよね、色々。
[03:23:18.439] ルックスは高橋名人
[03:23:20.880] 俺うるせえよ。誰が高橋名人?
[03:23:27.680] ダブル
[03:23:28.520] 誰が高め人?
[03:23:31.399] 16
[03:23:31.840] 連打。これでスカ割ろうぜ。こうやって絶対嘘だろ。
[03:23:41.439] グースダックやってたわ。今度茶まげもやろう。な
[03:23:44.520] んだ?グースグースダックってなんだその何そのゲーム?ハ長お疲れ。何そんな?なんか最近流行りの
[03:23:58.239] VTuber
[03:23:58.840] とかがやるようなしょうもない。
[03:24:00.960] VTuber
[03:24:01.640] の女とかがやるようなゲームは俺やらないぞ。
[03:24:05.040] 役職多いですね。
[03:24:06.920] 夜の16連車だよ。
[03:24:08.840] うん。ここがいいのか?ここがいいのか?プルプブルプルプブルプルプブルつってな。やっちゃうんだ。すぐ
[03:24:17.479] AボタンとB
[03:24:18.239] ボタンどっちがいいんだいつってなっちゃうの?
[03:24:18.466] [音楽]
[03:24:23.199] 16
[03:24:23.680] 往復しか持たないんよね。は良くない。
[03:24:26.720] 16
[03:24:27.160] 往復も持たない。まだあるの?
[03:24:29.840] ベギラゴン
[03:24:30.560] ガシは良くない。ガシは良くないわな。ガシは良くない。
[03:24:39.399] ニコすりハだよ。
[03:24:42.160] Bちくボタン。
[03:24:44.011] [笑い]
[03:24:46.479] 下ネタになると分かりやわ。うお。下ネタになると分かりやすいぐらいコメント増えるんだよな。このスケベトのがあ、金溜まってきた。いいね。金溜まってきた。
[03:25:00.600] は、それとしてゴールドマン強くない?
[03:25:02.479] ゴールドマンめちゃくちゃ強い。
[03:25:04.520] これ本当にてかもうこのゲーム難易度高すぎるって
[03:25:15.319] みこすり反撃場こすり犯だよ本当に
[03:25:21.840] 簡単に博士がせないという意思を感じる。
[03:25:24.760] とんでもねえよな。
[03:25:25.880] 簡単にはクリアさせまいという。ああ、いいね。いいね。
[03:25:40.439] 敵ラゴン
[03:25:42.680] ホだって普通に殴ってきて
[03:25:48.040] 110削られるんだよ。
[03:25:50.560] ベギラゴン
[03:25:56.560] でしかも全然経験値まずいしま金は金だけなんだけどプやべどました。
[03:26:15.600] え、でもだってこれここで稼がんとさ、
[03:26:19.000] 全然買えないじゃん。
[03:26:22.720] MPやばいね。一旦休もっか。一旦休もう
[03:26:25.520] 。
[03:26:37.880] 今日もあんまりストーリー済まなかったな
[03:26:39.760] 。ずっとレベル上げしてた気がする。
[03:26:45.239] か。80
[03:26:45.920] ゴールドってリゾート地下角や。まあまま。
[03:26:58.680] 足元見やがって
[03:27:00.000] な。こんなボロボロホテルがよ。
[03:27:13.920] 神切りきてえな。毒も治らない宿なのに。
[03:27:19.000] 本当だよな。
[03:27:20.760] 今余裕で12万とかしますしね。
[03:27:24.760] で、現実世界の話たけえなあ。
[03:27:29.840] 年末って高いの?
[03:27:35.880] あ、俺も福岡行った時、アパホテル2泊で
[03:27:38.920] 4万ぐらい取られた。[笑い]
[03:27:42.520] 43万ぐらい取られた。
[03:27:45.160] と思って
[03:27:51.344] [音楽]
[03:28:00.040] 本当だよね。旅館止まれるよ、マジで。
[03:28:03.000] もうやめてくださいよ。
[03:28:14.399] よしよし。なんか装備買おっか。なんか
[03:28:18.960] 装備買おっか。
[03:28:24.439] ベホイム最強か[音楽]よ。マジで
[03:28:29.720] ももっとゴールドはもっとちょうだい。
[03:28:31.800] もっとちょうだい。もうお前みたいな
[03:28:33.960] ゴミゴミ下はもう無視。食らうか。貴様ら
[03:28:38.880] のような。
[03:28:41.239] なんで回り込まれてもうちょっとあれしただけでさ、もうくまれ受けてみろ。
[03:29:09.680] もう、もういっかな。なんかもう、もういいかな。めんどくせえ。こいつらの相手すんの
[03:29:21.359] やめん。うん。うん。もう、もう、あの、お金稼ぎてもいいかな。
[03:29:30.160] 買えるやつちょっと買ってみよっか。買えるやつ買ってだって結局これこんだけ金貯めてさ、買ってもさ、結局全部ロトの鎧とかヨトのロトのカブトとかに上がされるんでしょ。
[03:29:44.680] やべ、死ぬ。
[03:29:49.760] 結局それまでのつぎでしかないんだよな。いや、ベホイもいいわ。
[03:30:00.520] ロトのカブトとは?
[03:30:02.040] あ、ロトのカブトってないんだっけ?これ。え、ロトのカブトってこれないんだっけ?え、ロトのカブトってあるよね。
[03:30:08.800] でもロトに行けなかったら意味ないよ。
[03:30:12.199] まな、ロトのカブトってないんだっけ?装備品のあれでは。
[03:30:30.720] ある程度買えるだけ買って
[03:30:31.960] 盾あったっけ?
[03:30:33.359] ロトの盾はあるんでしょ?
[03:30:35.560] あるかもしれないしないかもしれない。
[03:30:37.600] やねんそれ。いや、炎の剣は別にいらんけど。鏡の盾。これさ、三鏡の盾じゃなくて炎の盾も売ってたんだよ。どっちのがいいんだ?
[03:30:48.239] 11
[03:30:48.720] か。
[03:30:53.600] ちょっと見のため11アップね。11
[03:30:56.160] アップ思いと11アップね。
[03:30:59.840] 11アップと
[03:31:04.080] さっきどこだっけ?さっきのとこっち
[03:31:10.439] には炎の盾が売ってんね。で、11。
[03:31:12.840] あ、いいね、いいね。ああ、
[03:31:24.279] 1の勇者はみの守りが低くてな。
[03:31:26.760] うーん。どっちのがいいかな。でもこっちさ、炎と炎、あ、氷とさ、呪文を軽減してくれるんですよ。
[03:31:40.120] うーん。でも
[03:31:42.319] 4
[03:31:42.520] しか上がんないんだよな。いや、どっちのがいいかな。ドラゴンキラーは持ってる。
[03:31:51.319] 炎かな。[音楽]
[03:31:53.080] こっちの方がでもいいよな。でも炎の鎧い
[03:31:56.279] 更新されそう。
[03:31:58.239] うん。いや、まあ、多分そうだと思うよ。いや、でもねえ、あのファミコン版と一緒だったらもうメルキ堂が最強装備だったと思う。
[03:31:58.937] [音楽]
[03:32:06.520] ロトなんちゃらっていうのを抜いて
[03:32:08.279] メルキドで大体もう揃揃うんだと思うんだ
[03:32:11.800] よね。最終装備
[03:32:14.960] ロトの[音楽]鎧いとかそういうの抜けば
[03:32:16.560] ね。だからここがもう多分最終だと思うん
[03:32:20.120] だよね。
[03:32:32.997] [音楽]
[03:32:36.560] 炎の剣はいらないくらいいらないくら
[03:32:39.720] まだロトの鎧いじゃないんだ。
[03:32:43.199] なんでもうロトの鎧い手に入んのかよ、これ。え、ロトの鎧もう手に入んの?手に入んだろ、まだ。
[03:32:56.880] なあななバイキルミンいいじゃない?
[03:33:07.057] [音楽]
[03:33:09.800] ロトの鎧いって油乗ってそうだよね。
[03:33:13.120] どういうこと?トロ?大トロ。
[03:33:20.199] こっちは何?
[03:33:23.600] ドラゴンメイル。あー。
[03:33:27.760] うにゃーだね。これどうしようかな。どう
[03:33:30.880] しよう。どうしよう。これどうしようかな
[03:33:33.600] 。マジで
[03:33:38.399] どうしよう
[03:33:40.199] どうしよう。金なんてたまるさ。い
[03:33:49.040] いや、猛牛ヘルムとかだって強いもんな、ぶっちゃけ。ドラゴンメールコスパええやん。
[03:33:58.147] [音楽]
[03:34:14.000] ああ、も30も上がるんか。確かに
[03:34:17.279] 30も上がるんか。1万3000
[03:34:19.279] で確かにめっちゃコスパい。クエスト出し買わないとダめやろ。
[03:34:21.073] [音楽]
[03:34:27.319] でもさ、炎の鎧欲しいない?炎の鎧欲しくねえ。
[03:34:30.897] [笑い]
[03:34:35.279] 3万するけど。あれ?3万4000
[03:34:36.840] 円ぐらいするけど。3万。
[03:34:43.800] まあでも1
[03:34:44.680] 回ドラゴンヘルムでドラゴンメイルでとりあえずこれは買おっか。とマと鳥間
[03:34:58.560] この系を使ってくるのがどれほどいるかっていう話よ。
[03:35:02.760] そうなんだよな。そう。炎系の方が多いんだよな。ぶっちゃけ。確かにそうなんだよ。
[03:35:07.279] 氷系の技ってそんなにそんな使ってくるやついねえだろ。ドラクエ
[03:35:11.399] 1って。
[03:35:12.880] まあ
[03:35:14.199] だからドラゴンメイルで
[03:35:17.199] ドラゴンだし。
[03:35:18.880] ドラゴンメイルで防ヘルムでああでもどうかな。ま、とりあえず魔法の鎧いはいらない。これはもういらない。
[03:35:35.744] [音楽]
[03:35:36.319] ファントムマスク
[03:35:41.040] 敵の攻撃かわしやすくなるってのが結構
[03:35:43.199] いいんだよな。
[03:35:50.809] [音楽]
[03:35:52.000] いや、これ盾買おう。盾買おう。これで炎
[03:35:55.439] の盾買おうぜ。これでじゃあ間を取って
[03:35:59.680] んで炎の戦って
[03:36:03.254] [音楽]
[03:36:18.040] これ買おう。
[03:36:20.600] 4しか上がん。
[03:36:26.840] まあいいだろ。
[03:36:32.800] もうあんな金あったのに3000円しか
[03:36:34.680] なくなっちったよ。
[03:36:41.359] え、2度手に入んねとか言うなよ。
[03:36:45.680] まあいっか。とりあえずこれで
[03:36:49.040] 防御ヘルムが若干欲しいぐらいだな。
[03:36:54.040] まあでもこれで防御力40ぐらい上がった
[03:36:55.880] からな。
[03:36:57.960] まあ、これもう進めていい?もう
[03:37:03.319] 進めていいかもう
[03:37:08.399] 橋を修復行こう
[03:37:10.239] 橋を修復する職人
[03:37:13.239] どこにいるの?
[03:37:18.279] ああ、なんか丸ついてな。
[03:37:28.160] あそこなんだ。ここか。ああ、ここね。
[03:37:34.720] 確かになんか前橋橋直してくれたっけ?
[03:37:40.851] [音楽]
[03:37:52.120] 何?大ぎで橋を直したいだと?
[03:37:56.720] 任せろと言いたいが、俺1人では難しい。
[03:37:59.920] 仲間の協力がいるだが、皆は人間嫌いでな
[03:38:02.800] 。
[03:38:07.600] さすがの当てれこ。
[03:38:10.560] ドワーフの声に自信話も聞いたぜ。やってやろうじゃねえか。
[03:38:18.560] 実質ドワーフ。ドワーフの再現度ぐい。
[03:38:22.115] [笑い]
[03:38:22.720] ドワーフみてな人間だから俺。ドワーフみてな男だから。お前たちいいのか?およ。人間は好きじゃねえか。そいつは気に入ってる。命がけてドワーフを助けてくれた。
[03:38:33.600] 滅多にいない変わりんだからな。
[03:38:36.800] それにも直せないと思われたらドア付属の
[03:38:39.560] 長くぜなあ。みんな
[03:38:42.640] 酒は1mmも飲めない。
[03:38:46.479] よし、すぐに出発するんだ。
[03:39:00.880] こ、わざわざこの町で来る前に直して行け
[03:39:03.040] や。この町より手前やろ、直すところ。ど
[03:39:07.760] ドワフドワーフ。しかもこんなに大勢
[03:39:13.720] 旅人よ。あなたが連れてきのか一体どう
[03:39:16.040] やって
[03:39:18.560] 説明は後だ。ありったけの木材を用意して
[03:39:20.640] くれ。
[03:39:23.840] 壊れた橋を直す。魔物が寄ってこないうち
[03:39:26.199] に一晩でな。
[03:39:31.680] 依頼は必ず果たす。お主は待って。おれ。
[03:39:35.600] 頼んだぞ。おい。
[03:39:46.880] ん?何?
[03:39:50.239] お
[03:39:56.359] ゆふ。子に若たれし大いなる力再び
[03:40:03.239] 1つに
[03:40:04.680] 何どういうこと?
[03:40:22.800] わしを拒ばんだ。
[03:40:33.040] かしいわ。
[03:40:36.239] 何?何?何?何これ?何?全然わかんない。
[03:40:52.800] 何?何ですか?なんやねん。
[03:41:03.040] 何を押されてる方なの?何?ピキット
[03:41:05.213] [笑い]
[03:41:07.680] 聞いてて草。顔真っ赤で草。
[03:41:15.800] え、何されてる方なの?今の人は何待ちの
[03:41:19.000] 時間なの?
[03:41:27.482] [音楽]
[03:41:30.319] なんだあのじはさっきからてめなんだ
[03:41:33.560] さっきからこのGGこらうむゴーレムを
[03:41:37.199] 倒しとアフの協力をいる。なったわ。
[03:41:39.800] まるで伝説のなんで言いてえことあるなら
[03:41:44.239] 言えよ
[03:41:47.239] ね。これ直ったの?もうこれで
[03:41:59.040] ん?そなたが印を求めるなら南の神殿に
[03:42:02.640] 住む老人を正せる。何?南の神殿に住む。
[03:42:06.800] これこの何?印[音楽]って
[03:42:19.040] でさっきの城がさっきのあれが治ってる
[03:42:23.120] から
[03:42:25.000] こっから行けばいいんだ。なんでここ
[03:42:27.520] ルーラできねえんだよ。
[03:42:35.800] え、何?何?何?何?[笑い]何?何?何
