[00:00:41.360] いつもより早いし、平日は暑い。
[01:51:47.920] に限ってなんかお尻痒くなったりするやん
[01:51:50.719] で、もう書くか。すっごい迷うねん。うわ
[01:51:53.239] 、もうこの体勢今動いたらこの感じ
[01:51:56.000] なくなるけど痒いから動いちゃうみたいな
[01:51:58.119] 。あるよね。
[01:52:06.280] あの寝れる寸前の意識が残った状態で
[01:52:10.320] ふわっとした時気持ちいいよな。なんか
[01:52:13.560] 浮かんでる感じにならない?なんかあ、
[01:52:17.400] おい。なるよな。
[01:52:23.360] 私はムーンペタの地下にいざという時に
[01:52:25.040] 避難場所があったんです。昔はか。うん。
[01:52:27.119] 昔は
[01:52:33.960] ムーンブルクの野郎とも頭はちょっとだけ
[01:52:36.360] 肩がいいやつらだよ。なるね。なって
[01:52:40.440] おいしい。なるね。俺も過去悪さをして
[01:52:43.760] まった時もあるがあいつらのおかげでまと
[01:52:46.079] に生きられるようになったんだ。え、特に
[01:52:48.560] あそこの王様は本当にすごいお人だと俺。
[01:52:50.719] 俺でさえ分かるぜ。
[01:52:53.840] この世に存在してるチーク菓子で美味しい
[01:52:56.119] もって存在しねえよな。
[01:52:59.719] チーク菓子って全部まずくおい
[01:53:04.199] おいおいおいこれ福引き
[01:53:08.199] たで。
[01:53:11.000] 福引きやで。トンガりコーン
[01:53:15.079] 反応したやついるな。とんがリコーンのどこがチークがしやねん。違ねるねるねるねとかさ。
[01:53:22.440] あとなんだ?チーク菓子って色々あるやん。なんか全部まずくねえか?なんか大して美味しくねえ。なんかべちゃべちゃ。あの、全部一緒。
[01:53:30.679] やろ。
[01:53:31.520] 全部一緒。それチークではねえだろ。
[01:53:34.199] ねるねるねるよ。嫌いんやねん。俺
[01:53:39.199] チークかしばかにするやつはチーク歌の楽しさを知らずに生きてきたんだな。かわいそうに。ねるねるで。知能育つか。
[01:53:47.400] 本当だよな。ねるねるねるね能育たねえしな。
[01:53:52.880] うん。確かに。でもチークガチャ高いから
[01:53:55.280] お菓子買ってもらえなかった昔ね。高い
[01:53:57.480] からそれはダメって。
[01:53:59.960] うわ、おい、これ10連があるやん。10
[01:54:02.639] 連うわ。今の福引き所やだな。10連用意
[01:54:07.560] されてんじゃん。
[01:54:11.719] やるもろ。なぜが
[01:54:16.440] なんとこれ実る寝るドックスやったぞ。
[01:54:19.719] 魔法のせず。
[01:54:21.960] ねるねるねるね。デラックス何そのダウンタウンデラックスみたい。
[01:54:28.000] 唐突頼まいよ。いや、ちょっとイブーカ黄金の爪くれ。イブーカちょっともうこれ魔法の先生も嬉しいけどね。お、あれ、これ違うよね。
[01:54:50.719] え、当たるんかい?
[01:54:59.840] え、
[01:55:00.119] こた
[01:55:04.800] 当たるんか?
[01:55:05.480] パチパチパチ。
[01:55:08.679] うまいじゃん。
[01:55:10.320] パチパチパチパチパチパチ。
[01:55:12.320] あ、特徴。うわあ、刃のブーメラン来た。
[01:55:18.360] ずルやめてね。
[01:55:19.560] ずルしてねえって。や、あんま強くねえや。
[01:55:24.280] やるじゃん。
[01:55:25.119] でもあんま、あんま強くねえわ。あ、パンダさん、こんばんは。あ、あんま強くねえわ。でもまあでもまあでも全体攻撃でこれって考えたらまあまあまあ悪くねえやな。え、当たったんだけど。これ結構確率低いよね。これ結構確率低いよね。
[01:55:47.320] あれ痩せた。
[01:55:50.159] そう思う。まあね。ま、俺配信休んでる間さ、痩せたんだよね。いや、嘘。痩せてないよ、別に。
[01:56:03.159] まあまあ低い。
[01:56:05.239] まあまあ低いんだ。特は多分相当低いだろうけど。
[01:56:12.560] 信じたのに。
[01:56:14.760] いや、でもちょっとはやったんじゃない?わかんないけど。
[01:56:18.000] ちょっとは朝早起きしてるだけだけどな。えー、せたと思うよ。角度によってはい。ま、別にええねん。どうでも痩せたとか痩せてないとかやめて。なんかなかなかわかんない。恥ずかしいわなんか。
[01:56:50.079] なんだこれ?
[01:56:50.440] 案件のおかげ。
[01:56:52.639] 全然全然。え、ムーンブルグの兵士さんですよね。大丈夫ですか?えー、ダめです。大丈夫じゃないです。ムーンブルクはもう教えてください。ムーンブルクで一体何があったんですか?分からない。俺にも分からないんだ。
[01:57:07.040] 俺はたまたま西の祠の番をしていて、それ
[01:57:09.280] で交代が来ないから変だと思ってムーンに
[01:57:11.520] 戻ったらもう白は
[01:57:15.079] まさかムーンブルク城が落ちたというん
[01:57:16.840] ですか?落ちたな。行ってその目で確かめ
[01:57:20.159] てくれ。そしたら分かるさ。俺の言葉
[01:57:22.440] なんかよりずっともっと
[01:57:25.079] ムーンブルクへ急いだ方が良さそうですね
[01:57:26.560] 。この犬コは
[01:57:34.320] 行ってみるか。
[01:57:35.159] じゃあムーンブルクにワンコは
[01:57:42.079] 犬のくせに斜めぐがある。
[01:57:46.480] なんか豪華な犬だよな、あいつな。なんでだろうな。犬のくせに斜めぐらがある。
[01:57:53.800] の顔で洗ってあげて。
[01:57:55.119] 他の他のキャラには斜め斜めぐらいないんだっけ?他のモブには強え。
[01:58:05.239] 川で洗ってやるか。犬強いね。や、今のブーメランいね。使いが勝がって。しかも待って。これグループじゃなくて全体なんだ。めっちゃ強いやん。サ強いやん。さむやん。やって。こっちなんかあるやろ。こっちなんかあるじゃろかい。こっちなんかあるや。じゃろかい。
[01:58:37.280] うわ、また出た。このこのドラゴンフライ、リザードフライ。
[01:58:45.719] あ、そっか。これあれだよな。ドラクエ
[01:58:47.639] 2
[01:58:47.880] からだもんな。よくよく考えたら出たのな。リザードフライってめちゃめちゃもい振たもんな。なんかありますやんこれ。
[01:59:04.639] ね、こんな村さ、ドラクエあのファミコン
[01:59:08.079] 版にあったないよね、これ。
[01:59:12.199] あわわわ。3歳取りに夢中になったら
[01:59:14.760] こんな怖いとこまで来ちゃったよ。ここ
[01:59:17.480] 化けが出るって有名なんだ。君たちも
[01:59:20.079] 見つかっちゃう前になんこうだよ。
[01:59:28.880] お化け出るねんて。
[01:59:40.639] チェーンクロス。
[01:59:47.800] お、いいね。
[02:00:01.639] 何もなかったな。なんかありそうだけどね。この辺ね。なんか
[02:00:16.719] バとチェーンでかなり楽だな。
[02:00:18.840] え、チェーンってこれ全体。うわあ、マンドリルやん。
[02:00:26.560] いやあ、こりゃまずいんじゃない?
[02:00:35.119] 危ね。
[02:00:37.639] 相変わらず、
[02:00:39.560] 相変わらずマンドリルさんちょっとだいぶ毛を振ってますねえ。
[02:00:47.400] これあれチェーンクロスって全体あ、グループ扱い。チェーンクロスって何ここ?
[02:01:00.520] グループや。
[02:01:01.560] うわ、めっちゃ強いじゃん。また何もないかな、この辺は。
[02:01:25.480] こんばんは。みやみちゃまさ。
[02:01:27.280] みごみやみ。どうもこんばんは。とりとこんばんは。いらっしゃい。
[02:01:35.679] えい。
[02:01:37.159] いらっしゃい。よく来たわね。
[02:01:47.199] 俺たちは昔からあの町に憧れて信じて生き
[02:01:55.159] てきた。
[02:01:58.560] そうだろう。
[02:02:02.599] それみやみ。
[02:02:06.599] ま、俺ヤマピーだしな。うん。うまいしょ
[02:02:09.040] 。ヤマピーだから。
[02:02:15.199] 山ピーに似てると言われて生きてきました。あ、本当だ。あ、これは楽ですわな。これは楽ですわな。
[02:02:30.520] 山誰だよもっちゃんとバカみてなあだ名。絶対デブのあだ名やん。もっちゃんと
[02:02:37.320] この辺りがよく似てる。
[02:02:38.840] 目電気だ。
[02:02:48.520] 目の数は同じ。
[02:02:51.119] 似てるだろ。言われんねん。橋本君でさ、目がさ、ヤナピーと同じ数だよね。食らえ。
[02:03:11.239] グーで行くしかない。
[02:03:13.679] なんでだよ。俺グーで行かれるんか?俺、
[02:03:18.239] 俺グーで行かれるんか?
[02:03:24.400] なんでグーで行かれるって?
[02:03:28.920] 俺グーで行かれるんか?
[02:03:32.639] どんな聞き方?どんな質問だよ。
[02:03:38.560] うわ、もう毒ぬ。
[02:03:41.000] え、なんかさ、
[02:03:43.520] これは関係ないですがちゃまさんが人類の皇帝だったら世界にどのような法律を貸しますか?
[02:03:50.679] なんだよそれは。お前もどんな質問それ?え?何それ?何?斜め上すぎてすぐ出てこねえよ。なんだそれ?世界にどのような法律?ええ。
[02:04:12.199] ええ、難しいよ。もうなんか大喜りみたいになってるもん。もうそ大喜り苦手やからやめてよ。そ大喜りみたいなコメントやめて。
[02:04:25.880] 笑笑。
[02:04:26.639] こんなもうおもろいこと言わなきゃかんみたいな感じになるやんけ。
[02:04:30.880] 4万をたくさんプレイしています。
[02:04:33.920] 何?大りでさせるならレトロゲ
[02:04:41.760] 罰ゲームでさせるならどのレトロゲ?
[02:04:48.679] いっぱいあるよ。
[02:04:50.159] が大喜りするわけねえだろ。笑。
[02:04:52.679] 大喜りの概念知らないけど、ず喜りが
[02:04:56.199] 生まれた。ここに多分多分昔の大喜りが
[02:04:59.599] 生まれた瞬間もこんな感じなんだろうな。
[02:05:02.920] こんな感じで生まれたんだろうな。大喜り
[02:05:04.719] が
[02:05:09.400] なんかこれでおもろいこと言ったやつが
[02:05:11.280] 1番偉くねみたいな。
[02:05:17.159] 罰ゲームでさせるならどのレトロゲー。
[02:05:21.480] ええ。
[02:05:25.280] むずいよ。それもむずいし。罰ゲームでレトロゲーじゃないけど、
[02:05:29.639] このゲームは人類が想像をする人間の軍事力で宇宙の全ての種族を奴隷化する工程によって支配されている。
[02:05:38.280] 4
[02:05:41.559] ムーンブルクの王妃様も生きていた頃一緒に遊びに来たのを覚えてる。
[02:05:50.760] たくさんお花が咲いていて、お城もとても
[02:05:54.520] 綺麗で
[02:05:57.119] 僕
[02:05:58.639] 今でも覚えてるよ
[02:06:01.400] なのに
[02:06:04.159] 魔物に襲撃されたのだろうとは思ってた
[02:06:06.360] けど
[02:06:07.960] でも
[02:06:10.159] まさかこまでなんて
[02:06:11.880] 毒が湧いてるもんね。もう土上からやられ
[02:06:15.199] てるもんね。
[02:06:15.920] 王女様は無事なのかな?なんか入ってみよう。
[02:06:24.960] ゴーストオブ津島のあいつと一緒のことやってもね。毒、もう毒で
[02:06:29.360] 毒でやるみたいな。
[02:06:32.320] 酒井ちゃん。ムンブルク国王陛下。
[02:06:44.520] おしやし。
[02:06:53.599] ああ、今思ったらこれドラクエ
[02:06:55.760] 11のさ、主人公のお父さんがさ、
[02:06:59.360] 口、口押しや、口押しやって言ったってこっから来てんのか。
[02:07:05.800] なぜ?
[02:07:06.800] あ、これ元ネタだったか。これ多分ファミコンの時も口押しや、口押しやって言ってるお化けたんだよね。
[02:07:11.880] ブルブルク国王陛下。
[02:07:15.079] こっから来てたんやな。元ネタ。あ、おい。
[02:07:25.760] 許せの塊り。
[02:07:28.040] 俺と俺の俺と同じレベルまで来いよ。お前らも俺と同じぐらいまで感動できるぐらいドラクエのドラクエへの造形を含めてから来。
[02:07:37.079] 我が娘を。あ、
[02:07:41.840] あ、ね。
[02:07:42.840] あ、ねじゃねえ。おい、
[02:07:43.920] 逃げ。
[02:07:45.599] あねじゃねえだろうか。僕全然分かってなかった。
[02:07:59.320] ぼ、ボキも
[02:08:01.800] 人が死ぬってことがどういうことなのか。
[02:08:06.599] 国がびるってことがどういうことなのか。こんな
[02:08:16.360] ドラクエ1
[02:08:17.320] これも通してたけど声優さんグ出ましたやてるのかもしれません。
[02:08:24.239] 声優さんの演技がグっと
[02:08:25.800] 音がした方へ行ってみましょう。
[02:08:27.320] ちょっと感動する。やっぱり中庭があった方ですね。
[02:08:30.400] あのドラゴンクエストヒーローズとは
[02:08:33.599] これが王なのかルーシュドラクエヒーローズとはもうもう比べ物にならない。
[02:08:42.440] ドラクエヒーローズと主人公のあれなん女のやつなんてえ、ブリザラッシュだもんだってあれまずいで
[02:08:50.040] のことが普通でしょ。
[02:08:52.119] あれひどかったで。ドラクエヒーローズの主人公の声。う、
[02:08:58.760] ブリザラッシュ
[02:09:00.840] もあす猫つきこんばんは。クッキーの声ルーシュルルーシュが分かりません。
[02:09:12.320] 海分な、海分なってた。俺今開分からずも開分言ってた。
[02:09:16.119] 胡調子しすぎた。ブリザラッシュ。
[02:09:18.040] いや、本当に本当にこういう感じだったんだって。何回も言ってるけどゲームの吹き換えとかにあの本色の声優じゃない俳優アイドルのね、あのを使うなとわ言いたいんですよ。
[02:09:37.280] わしは、
[02:09:37.920] えい、
[02:09:39.199] 本色のちゃんと
[02:09:40.920] 声でをなりわとしてる人を使ってください。すごいいいよ。
[02:09:45.520] 今回のドラクワツのこの声優さんの演技すごくいい。
[02:09:48.480] 足田さん。
[02:09:50.040] 足田なさんてか結構住んでる。嘘。
[02:09:54.360] 浜田のシュレックめっちゃええやん。
[02:09:56.480] あ、いや、浜田とかはいいよ。
[02:09:58.000] お前は浜田だ。はまちゃんなんか。お前ルギアの映画のあのルギアのさ、ルギアの映画のさ、あれだろうがなんだっけ?ヤドキングのお前困ったなあから来てるんだから。それはいいに決まってんだろ。
[02:10:16.440] ああ、困ったなあ。え、あれ?あれ?はまちゃんだよ。
[02:10:23.199] ルギアの映画のあのなんだっけ?宿
[02:10:27.040] 私は13
[02:10:28.000] 歳の時母が私の腕の中でノで見ました。
[02:10:33.400] 死普通のことなのです。な
[02:10:36.400] んやねん。さっきからなんかさっきからなんかすっごい重たいやついるの。なんや
[02:10:42.840] ムがドラクエにクリアしているところであちはドラクエなのや。
[02:10:46.840] あ、出たね。新しい足に続く。
[02:10:52.119] あしに続くもう
[02:10:54.400] 1個のギャルギャル1人称。
[02:10:56.639] 笑笑中村指導と竹中の直音がすごい。
[02:11:00.079] いや、そ、うまい、うまい、うまい。その辺はうまかった。あと
[02:11:04.719] そう山高幸とショたんも良かった。
[02:11:07.040] ただその誰と誰だ?誰とあれ?誰と誰?ああ、あちし、あちなんだ。あちって。あち、あち。や、
[02:11:22.719] 自分のこと、あち。松坂と谷。そう、そう、そう。ひどかったね。ひどかったよ。あれはひどかったなあ。棒読みでさ。
[02:11:36.000] お読みいやでもなんかあんまゾンビ切りの
[02:11:40.040] 巻き物。これ私が使います。
[02:11:44.800] さすがに。さすがに。あ、どっちも
[02:11:47.679] 覚えれるんだ。いや、でもえー、ちょっと
[02:11:51.440] まだ後で2で
[02:11:54.320] ローに玉物が出てくるなんて一体いつから
[02:11:56.480] 契約されてたんだ?
[02:12:01.000] とジも良かったよな。山ちゃん怒。
[02:12:05.239] が残していく。
[02:12:06.400] それ、それ映画違う。あれだろうよ。それトイストーリーの話じゃねえけど。え、
[02:12:13.440] そう、元々やまちゃんがやるつもりだったんだっけか。トイストーリーって。そう。まだちょっとね、あの巻き物はね、ちょっと難しいんですよね。
[02:12:32.480] 王家の秘宝を魔物たちからどうにか守らないと思ってたんだっけ?
[02:12:36.920] あ、そうなんだ。でもやっぱりあれがいいっつってあれだったんだよな。ホーリーランス
[02:12:48.239] 仲間揃ってから使ってもいいですよね。知らね。わあ、ま、上がるけどでもまだでもまだイブの方がいいよね。
[02:12:57.199] ブリザラッシュはでしょ。
[02:13:00.239] ホーリージホーリー
[02:13:02.119] U
[02:13:10.800] え、ミスターボドヘッド
[02:13:14.320] ミスターボトヘッドだ。
[02:13:24.360] いや、ミスポテトヘッドかも。な
[02:13:26.480] んで笑うねん?
[02:13:28.119] いいやろ。これ
[02:13:33.960] 俺さ、MSXさ、あ、豚もいいね。名前
[02:13:38.400] ハムだっけ?
[02:13:42.639] あ、なんかあるやん。
[02:13:48.760] あの、MSX買ったからさ、
[02:13:52.639] ホーリーのさ、初期の作品やりたいんだよ
[02:13:55.679] ね。
[02:13:57.520] トピアとさ、あのおつにはやったじゃん。あの軽い座は誘拐っていうゲームある。人間だったらおらく犯罪組織のリーダーだろう。
[02:14:09.360] 何が
[02:14:11.880] 誰もいないですね。さっきの音は
[02:14:17.639] 瓦礫か何かが崩れる音だった。
[02:14:19.719] 何?MGっての
[02:14:22.079] ハッピーディスク読めるの?
[02:14:25.440] いや、あれあれしょ。
[02:14:27.000] フロッピーじゃないっしょ、あれは。
[02:14:28.760] あ、フロッピー読める。フロッピー読める。
[02:14:30.800] フロッピー読めるよ。あ、メタルギアもやりたい。もやったんだよな。メタルに戻る前に一度途中にあった町に寄ってみませんか?
[02:14:39.639] ムーンペターな名前覚えろよ。
[02:14:41.040] 王女様や生き延びた人を見かけていないか。お
[02:14:44.639] 最後の
[02:14:45.119] おさん。あけおめ。あけおめ。あけおめ。
[02:14:48.599] フロッピーディスク読める?うん。読める、読める。あのなんだっけ?ソニーの
[02:14:54.079] FDXアーダゴダみたいなやつ買った。
[02:15:02.199] 東へ向かうのです。ラーの怒られへ。そしてどうかあの子
[02:15:15.280] 誰の声やねん。
[02:15:23.639] 本当の初セットテープですがって何ですか?
[02:15:28.440] 犬の名前?
[02:15:29.440] 名前可愛いじゃん。
[02:15:31.000] ラーの祠へ行けって言ってたよね。どこかで聞いたことがある声だったような。うーん。
[02:15:43.840] ペタはペれるのも尻りでムーンペタはムーンブルクの触れるほど。他に手がかりもないしってみましょうよ。
[02:15:51.239] どうせ嘘だろ。それしつこいな。ようそんな出てくるわ。
[02:15:55.599] チャッピーフロッピーなのかと。嘘です。
[02:15:59.520] ラッピーチャッピーフロッピー。え、まさか本当にフロッピー知らない。俺ギリギリフロッピー世代だよ。いや、世代ではないけど。
[02:16:08.199] はい。そうしましょう。
[02:16:10.000] ギリギリ小学校の低学なと思うんです。
[02:16:13.040] フロッピー使ってたよ。
[02:16:14.280] 行きましょうか。
[02:16:18.480] 西の洞窟に行けっつってたな。西の洞窟に行けって言ってたな。
[02:16:23.280] と角度なら知ってますね。
[02:16:26.599] MDC。MDCD
[02:16:28.639] なんて今だって使ってるやついるだろ。
[02:16:30.840] 無ドは
[02:16:32.200] MD
[02:16:32.519] 知ってるよ。ちっちゃいやつでしょ?持ってたよ、俺。
[02:16:35.120] MDプレイヤー。お母さんのお下がり。
[02:16:39.639] お母さんのお下がりもらって
[02:16:41.519] MD
[02:16:41.960] プレイヤーでなんか聞いてたよ。小学校の時スピッツとかでお母さんのお母さん
[02:16:48.800] in全部使って笑
[02:16:51.559] in3.5inああ、3.5in
[02:16:54.519] しか使ったことないね。
[02:16:56.519] 5inってペケ6とかだよね。5in
[02:16:59.639] フロッピーってペケ6とかだよね。
[02:17:07.880] 俺のお母さんからもらったあのクロ、クロッピーじゃねえ、なんだっけ?
[02:17:13.359] MD、MD
[02:17:16.319] プレイヤーで聞いてたんだけどさ、そ、お母さんがバーって
[02:17:19.599] MDいろんな多分なんかCD
[02:17:21.519] どっかからなんだ録音したやつとかいろんな入ってるやつ聞いたんだけどお気に入り
[02:17:27.639] の曲みたいな感じのフロッピーフロッピーとか
[02:17:30.479] MDがあってそれ聞いてみたら
[02:17:32.719] 1局目がサザンの
[02:17:34.679] サザのマンピーだったわ。や、
[02:17:39.880] あれはマンピーのジスポ、
[02:17:43.559] ジースポみたいな。
[02:17:45.719] ジポ。
[02:17:48.559] うん。ま、曲だからな。別にね。曲だから。
[02:17:53.359] ミスターポテトセッドとハームが敵退する犯罪組織のリーダーとして会議を開き抽選に同意する様子を想像しました。
[02:18:02.599] そこからうまいてあればなんだよ。
[02:18:06.840] 俺別にG
[02:18:07.599] スポからは生まれてないと思うんだけどな。わかんないけど。いや、わからんけどね。
[02:18:15.479] マンピーはきついな。笑笑
[02:18:18.359] いや、曲がいいんでしょ。曲が。曲調が知らんけど。当時小学生の俺ジスポの意味がわから。わからないから
[02:18:31.399] なんだろう。G
[02:18:32.280] スポね、今でもよく分かってませんけどもね。さ、今日今日さ、オ跡がよろしいようで今日はここの辺にしましょう。さあ、
[02:18:47.319] お跡がよろしいようで今日はこの辺にします。もう深夜の
[02:18:52.679] 12時なのでね。深夜の
[02:18:56.840] 安だって
[02:18:58.359] 寝ます
[02:19:01.200] や。
[02:19:13.599] 次回の配信は
[02:19:15.160] え、気が向いたらや、平日はね、いや、それこそ本当時間によるんだよな。
[02:19:22.359] 今日やれそうだなって時はやるからさ、もうだからもうチャンネル登録、え、通知をポチっとよろしくお願いします。他にも
[02:19:33.800] X、TwitterなどのSNS
[02:19:36.639] もやってるのでそちらもよろしく。はい。
[02:19:41.880] 明日やれ。
[02:19:43.040] やるか。もうだ、平日はちょっとね、気分
[02:19:49.960] 気向いたらやってね。
[02:19:51.359] うん。
[02:19:51.560] 気が向いたらやる。てかやれそうならやりたいの山々なんだよ。やれそうならやりたいのは山々なんだけどし。笑
[02:20:01.600] いやもうちょっと魔法が途切れちゃうんで寝ます
[02:20:08.399] ねえ。もうめちゃまずいた。
[02:20:15.520] ちょっとセーブしに戻るからそこまでやろ。
[02:20:21.479] うん。レベル12
[02:20:23.560] ポイントになるんですか?
[02:20:25.080] 豚もうほら重んなくなってきたし。どんどんこれ魔法溶けかかってきてるから魔法が溶けると思んなくなるから。俺
[02:20:35.880] レジ回ったら顔面フィルター切れるみたいな地獄頼そう。
[02:20:41.160] 顔面フィルター何もつけてないっちゅう。
[02:20:51.960] え、
[02:20:52.760] え、なんかつけてると思ってた。つけてねえや。
[02:21:05.000] こっちみんな笑。こんばんは。
[02:21:10.000] あ、なちゃんこんばんは。なちゃんこんばんは。だけどもう寝る。なぜなら俺は良い子だから。
[02:21:15.920] もう深夜の深夜のゼなんだよ。寝ます。昔俺仲いい友達とさ、
[02:21:22.280] 早いなんか笑
[02:21:24.120] 仲いい友達とさ、あれなんだよ。あの昔さ
[02:21:29.399] なんか遊ぶ中高校中学ぐらいの時に
[02:21:34.560] 仲い女の子と女の子じゃないや。
[02:21:37.160] 男友達してなんか女の子と遊ぶのが特別感あってさ、
[02:21:42.200] なんかあのなんか女の子と遊ぶ遊べるんだぜみたいのがなんかちょっとステータスみたいな感じでちょっと生きりたくてさ、あの夏祭り火にさ、そのちょっとなんか一緒に遊びたい女の子を誘って一緒に夏祭り行こうぜって誘ったら、あ、もう深夜の
[02:22:01.560] 7時だから無理って言われたし、夜
[02:22:06.800] あ、おうおつって。そ、そ、そっか。
[02:22:10.439] 笑笑。
[02:22:15.000] あ、お、そっか
[02:22:18.319] だよね。
[02:22:20.120] 茶まげ断られたっか。
[02:22:22.000] うん。お父さんが深夜の指示だからダめてしおうん。まだ明るいけど夏だし。
[02:22:34.200] 深夜の深夜の指示もう今日もう深夜の
[02:22:37.760] 12時だからもう寝る。
[02:22:39.200] なるほど。カフェアルツ大人の話か。
[02:22:42.760] 大人の話だ。ほげえだろ。
[02:22:50.359] こんばんは。インド行った。切り帰ってきってた。
[02:22:54.280] こんば。もう帰ってずっともう
[02:22:55.920] 11
[02:22:56.359] 月には帰ってきてた。久々に配信やってますけど残念ながら今日はもう寝ます。
[02:23:02.319] あ、俺さ、福もらったからもう1
[02:23:03.760] 回行こうぜ。なんか当たれや。あれ?俺福券もらってなかった?まいっかさ。セーブして終わろう。おめらもう深夜の
[02:23:15.800] 12時だから寝ろよ。深夜の
[02:23:17.560] え、深夜の12時?
[02:23:19.359] そうだよ。深夜の深夜は夜
[02:23:22.160] 4時からだからな。夜
[02:23:23.800] 7
[02:23:23.920] 時から。もう深夜の指示なんだから。レベル今日めっちゃ上がったや。もうレベル
[02:23:30.000] 15ぐらいまで行ったんじゃない。
[02:23:31.200] しませ。
[02:23:32.120] 笑。ませえ。それ王助しませる。レベル
[02:23:37.800] 12。
[02:23:39.479] だいぶな。あれだね。あれしたね。さ、ありがとうございました。ということで、ま、平日はこんなもんよ。
[02:23:45.600] 前ならまだ配信始まってない。
[02:23:48.120] 前ならまだ平日
[02:23:49.760] 朝は一体
[02:23:50.720] 前ならまだ前ならまだ配信を始まってない。
[02:23:54.800] おつちゃん。
[02:23:56.439] ゆみさんお疲れちゃん。ありがとうね。朝は一体。
[02:23:59.800] 朝はもう深夜の2
[02:24:01.399] 時から早朝。あ、間違えた。あ、
[02:24:05.640] おきちゃま。
[02:24:07.319] はい。お疲れちゃんどうもこんばんは。こんばんはじゃないや。もう終わるで。じゃあな。ありがとうな。
[02:24:13.600] MSX
[02:24:14.439] 見たいです。しょうがねえな。まだこれでもね、
[02:24:17.200] MDX
[02:24:17.880] さんにね、リペアしてもらうからね。まだね。疲れなんですよ。
[02:24:21.880] ちっちきち。
[02:24:25.399] これじゃい。これこれで今度ゲームやるからな。
[02:24:29.479] これで今度ゲームやる。1
[02:24:30.600] 時間自慢
[02:24:31.439] よろしく。
[02:24:32.640] ま、これちょっとリペアしないと動かないんですけど。いや、動くんだけどね。ちぎち。はい、ということでありました。
[02:24:40.000] 何それ?ええやん。お、
[02:24:42.160] ええやん。ええやん。え、
[02:24:44.560] MSXですけどご存知んじゃない?
[02:24:47.439] MSX
[02:24:48.200] 昔のパソコン。これでゲームやるんだよ。
[02:24:50.160] これ本当免疫なんですよな。いいもの手に入れたな。
[02:24:53.680] 後で送るからよろしく。大丈夫、大丈夫。簡単だから。
[02:24:58.319] ちゃちゃちゃっと直しちゃって。
[02:24:59.319] こんなんか
[02:25:00.279] ちゃっと直しちゃってよろしくつって。頼む側がめっちゃ偉そう。
[02:25:06.640] 楽しかったで。ありがと。
[02:25:08.160] あ、またね。ありがとう。お疲れちゃん。だよね。
[02:25:11.520] 見た目かっこいいのよ。あれやっ
[02:25:17.720] ドラクエにねあの危ない水のやつも一緒。パパって
[02:25:25.200] なんかさ、パパッと塗っちゃってよ。
[02:25:27.760] え、全然ちゃちゃちゃっでいいから
[02:25:30.399] 失礼。よろしく。こんな感じでな。今日は
[02:25:35.160] レードしよう。今日こそレドしようぜ、
[02:25:37.240] お前ら。俺半年ぶりに配信してまだ2回
[02:25:41.800] しかレドしてないんだから。
[02:25:44.640] 今日こそレドしよう。どっかに。あ、いい
[02:25:48.120] やん。レドしやすいやつがいるやん。
[02:25:51.560] やまハがいるじゃん。途中から。
[02:25:54.399] から全あいついなくなったなと思ったら配信つけてやがったわ。ことでやまハにドします。ていうことでみ子号ありがとうね。お疲れちゃん。はい、じゃということでもう深夜のね、深夜のもう父さんが深夜の指示だから出ちゃダめって言われたって。
[02:26:19.880] いや、もう別にさ、そんな嘘つくんだったらさ、断ってくれよ。普通にやだって言えばいい。何?深夜の指示だから家出るなって。いや、早すぎるやろ。ってことでありがとござ
[02:26:32.000] 優しさ。
[02:26:32.840] 優しさじゃねえ。それがなんか面白すぎて逆に指示は初めて聞いたわ。
[02:26:38.240] もう深夜の指示だからお父さんが出ちゃだめだって。
[02:26:41.840] 心配やねん。
[02:26:43.760] はい。ありがとうございた。ありがとうござました。
[02:26:45.960] またまあもしやるとしたらちょっと可能性高いのは明後日かな。明後日か金曜日かどっちか金かどっちか平日は
[02:26:57.240] かな。こんな感じです。ありがとうございました。またね。はい。お疲れ。
[02:27:01.399] おつおつでした。
[02:27:02.520] はい。おつ。
[02:27:03.520] ドラゴンクエスト7の体験版やって寝る。
[02:27:06.359] わあ。そっか。もうできるんか。もうドラクエがもうさ、もう知士料のドラクエだよ。
[02:27:13.760] こんなにドラクエいっぱい出さられたら困るって。前までもう
[02:27:17.880] 5年に1
[02:27:18.399] 回ぐらいしか出なかったのに。お休みを超えた。
[02:27:23.120] ちょっと多すぎる。
[02:27:31.800] を派な。いい加減
[02:27:35.279] 12の情報欲しい。
[02:27:36.640] いや、今年絶対出るでしょ。40
[02:27:38.279] 周年でしょ。絶対出るよ。
[02:27:40.640] 今年でなかったらもう作ってないね。
[02:27:42.680] これじゃシルバーサーもできんな。
[02:27:44.800] いや、回ってこんね。冗
[02:27:50.760] のが見えたよ。
[02:27:52.720] やりたいゲームいっぱいあんねんな。
[02:27:54.160] 作ってない可能性ある
[02:27:56.319] な。発表だけしてまだ作ってませんみたい。机にはね、言うの早いねん。
[02:28:07.120] 制作決定で発表するのやめろよ。
[02:28:09.880] いや、それは、それはそうやろみたいな。いや、それ制作決定はまあ、まあそうでしょうよっていう。
[02:28:17.240] ファイナルファンタジーあるある。
[02:28:18.800] 制作決定はええねん。そんなのはこちとらもうそんなん分かりきった上で待っとんね。な、
