[00:00:14.879] やり漫画な。
[02:05:45.800] 社教なんか死ぬな。年越しの瞬間とかさ、配信してないの?今日しないんだけど。年配信しないで年越し迎えんのめっちゃ久しぶりなんだけど。
[02:06:00.040] 毎回ま、ここ数年ずっと配信でなんか
[02:06:03.880] 難しいゲームやってギャーギャー言ってる
[02:06:05.880] 間に年越してたからな。久々だわ。何して
[02:06:09.960] いいかわかんない。何するのみんな?
[02:06:12.040] 年越しの瞬間って何してんの?年越しの
[02:06:15.719] 瞬間なんか神社とか行くの?あ、近所の
[02:06:19.159] 神社行こっかなと思ってんだよね。
[02:06:21.360] ちょっとなんか屋台とか出てるし行こっか
[02:06:24.199] なと思ってんだけど。
[02:06:25.000] お前ら何すんの?年越しの瞬間しってんの?
[02:06:29.119] 多分ゲームしてる。
[02:06:30.280] 多分ゲームしてる。特に何もしないんだ。別になんか年越す瞬間にあとか何し行くかも。
[02:06:41.520] あ、そうなんだ。あ、やっぱ都内に住んでる人はそういうことができるからいいです。いいですわな。うん。俺も近くのあれ行こっかな。散歩かてら近くの
[02:06:52.520] 寝ます。
[02:06:53.520] あ、寝る。ああ、まあでもそっか。え、何
[02:06:55.360] ?まだ、え、仕事収まったの?お猫は
[02:06:58.880] 収まってんのも
[02:07:01.012] [音楽]
[02:07:04.000] Zッマンだっけ?さっき仕事行く。これ
[02:07:05.719] から仕事つってたけど大変だよね。これ
[02:07:09.280] から仕事とか明日
[02:07:12.320] 明日すごい[笑い]
[02:07:16.440] ね。年明けと同人じゃん。大変だな。
[02:07:23.280] めっちゃ大変じゃん。
[02:07:29.440] じゃあ寝ないとだよね、俺。明日、明日で
[02:07:34.040] も実家帰ってあれだな。お1個、お1
[02:07:37.360] 個じゃ、目一個にお年玉上げといけないん
[02:07:40.159] で。
[02:07:41.880] 中学1年。中学1
[02:07:44.599] 年生ってお年玉いくらあげればいいの?中学
[02:07:47.920] 1年の女の子ってさ、
[02:07:49.520] いくらあげるの?
[02:07:50.400] いや、いくらあげればいいの?
[02:07:52.400] 100
[02:07:52.679] 円
[02:07:53.280] 安。いや、リアルに、リアルに
[02:07:56.559] 1万ぐらいやんなダめ。多い。
[02:07:58.520] 1万って多いよね。
[02:08:00.639] 1
[02:08:00.880] 万って多くね?めっちゃいいおじさんじゃない?
[02:08:04.760] 1万くれた。
[02:08:05.559] ちゃんは年齢かける500円。
[02:08:07.119] 年齢。1000円。35000、
[02:08:10.520] 5000円とかでいいよな。年齢×
[02:08:14.719] 500ってことは
[02:08:15.719] と同じだけ。
[02:08:17.559] 学年と同じだけってどういうこと?
[02:08:17.648] [音楽]
[02:08:19.079] 中1なら35じゃない?
[02:08:22.040] 値段にはないでAmazon
[02:08:23.400] ギフト券送ろうぜ。
[02:08:26.199] いや、Amazonとかなら7000円。
[02:08:29.440] どういう、どういう計算?あ、×
[02:08:31.840] 1000円ね。6年生の次だから
[02:08:33.559] 7000円
[02:08:35.239] って[笑い]中でもなんかま嬉しいか。
[02:08:38.719] 全部1000円札であげっか。なんか
[02:08:40.599] 分厚いた。全部1000円みたいな。ああ
[02:08:43.199] 、ま、7000円ね。細かいお金ねえな。
[02:08:46.239] 1万円とかしか財布の中入ってねけど
[02:08:52.400] 1万は多いよね。たださ、うちま性格
[02:08:58.960] 玉70枚にしよ。
[02:09:00.559] 俺の性格上さ、俺ってさ、
[02:09:05.000] もう嫌いじゃん。人となんか俺だけじゃなくて俺家族みんなそうなんだけどうち親戚付き合い全くないのね。うち嫌いなの。そういう人と関わるのが。俺もそうなんだけど。
[02:09:07.429] [笑い]
[02:09:22.760] だからさ、親戚とか1人もなんかそういう
[02:09:27.199] 集まりないからお年玉とかめっちゃ少ない
[02:09:30.040] んよ。そういうのってやっぱ親戚付き合い
[02:09:32.719] がめっちゃさ、もう血筋が陰キだから。
[02:09:35.520] そう。もう誰とも付き合ってないから親戚
[02:09:39.639] だ。ま、なんか親戚が多いとさ、なんかい
[02:09:43.599] たもんな。俺らの同級生でもさ、お年玉
[02:09:47.400] 5万とかさ、お年玉今年6万もらったとか
[02:09:51.559] 言ってるきみたいなやついっぱいいたけど
[02:09:53.599] さ、
[02:09:55.559] メイっこだからさ、俺と姉ちゃんお、あの
[02:09:59.000] 、メイ子のお母さんと俺のお母さんだから
[02:10:01.320] おばあちゃん。わがわさんこんばんは。
[02:10:02.800] 我がさん、こんばんは。で、ばあちゃん4
[02:10:04.719] 人からしかもらえないんだよ。4人からさ
[02:10:08.159] 、ま、ま、周りがみんながいくら開けんの
[02:10:10.400] かわかんねえけどさ、ま、1人一応1万
[02:10:13.480] だったら4でも4万だもな。ま、妥当と
[02:10:16.159] いうか。え、お前らどんくらいもらってた
[02:10:18.280] ?お年玉って
[02:10:20.360] どんくらいもらってた?俺めっちゃ
[02:10:24.079] ような気が2万
[02:10:25.800] おじさんからはいつも5000円だった。
[02:10:28.719] あ、そうだ。俺だもんね。5000円
[02:10:31.360] でっか
[02:10:32.880] な。5000円でいいよな。
[02:10:34.599] 5000円上げてさ、浮いた5000円で
[02:10:36.440] 俺自分でゲーム買おう。[笑い]
[02:10:40.320] いや、もう別にゲーム買うゲームもねえん
[02:10:42.119] だけどさ。別に5000円でいいよな。
[02:10:46.335] [音楽]
[02:10:47.480] ケチかな?ケチって思われん。でも
[02:10:48.960] ケチって思われたくないね。が1
[02:10:50.520] 個にちょっと少ない。
[02:10:53.199] プトに聞いたら未修学時は
[02:10:55.000] 1000円台小学生は
[02:10:56.920] 3000円5000円程度中学生は
[02:10:59.760] 5000円1万円高校生学生は
[02:11:03.639] 1万そうだよながって
[02:11:08.920] 高校に上がって1万円にしてあげよな。今
[02:11:12.639] 1
[02:11:12.880] 万円上げちゃったらさ、後がきついやん。
[02:11:16.040] 後がきついから
[02:11:17.719] 7万。
[02:11:18.800] ピークで総額7万。え、その7
[02:11:21.599] 万って全部もらえんの?お前
[02:11:23.599] 7万なんかガキが何使うわけ?
[02:11:26.440] 1年遊べるじゃん。
[02:11:28.000] うん。
[02:11:29.119] え、7万何買った?
[02:11:33.000] 3
[02:11:33.239] 勝った。段階を踏んでね。うわ、生き長きだね。
[02:11:39.400] 7万。7万。
[02:11:45.840] 片方のばあちゃんが狂ってたから3万とか
[02:11:48.360] もらってた。
[02:11:50.800] 狂ったババー持ってるといいな。家族に
[02:11:54.920] 金銭感覚狂古狂いバーんだ
[02:11:58.280] けど。金銭感覚狂
[02:12:01.440] ピークでも3万がいいとこだぞ。ばあ
[02:12:04.199] ちゃんがいっぱい作りしてくれたおかげで
[02:12:06.679] おばいとこ多かった。[笑い]
[02:12:09.360] やっぱ梅を梅を育てようみたいな感じだったんだな。当時はな。梅を育てようだな。
[02:12:16.239] 昔の戦後のやっぱ高度経済成長の日本の生きてるからやっぱり
[02:12:21.440] 3000円だけど上乗せして5000
[02:12:23.440] 円上げるみたいなダブルアップ式であげたら
[02:12:26.320] ダブルアップ式本当は
[02:12:27.960] 3000円だけど上乗せしてあえて元々
[02:12:31.079] 5000円あげるつもりだったけど最初
[02:12:33.040] 3000
[02:12:33.320] 円でしかわいそうだからボさんあげるみたいななんかこ釈じゃないそれ抽げてさなんか欲しいもの変えそうか聞いて裏口は色あげるべきコロ振らせて決めよう
[02:12:47.159] ちんちろやらせるか。ちんちろでちんちろやろうぜ。じゃあみんなのだ。みんなだから俺とお母さんと俺とお母さんと姉ちゃんとメイこ
[02:12:50.786] [笑い]
[02:12:56.239] 4人で元では俺たちが出してった。
[02:13:01.280] そうでちんち郎で勝負。いいじゃんね。ちんち郎で勝負で。ま、俺ちんち郎のルールよく分かってないんだけど。
[02:13:12.159] まあ、だから明日はちょっとさ、たげない。
[02:13:14.320] ひ踏みが出たらもう1番弱いからね。1
[02:13:17.040] 番弱いから。で、そこであの負けたメイこの横でラブとか散らつかせてさ、メイっこちゃんは下手っぴって欲望の解放が下手さとかつってその場で回収するみたいな。
[02:13:26.157] [笑い]
[02:13:33.920] みんなでゲームになる当たったらみたいな。
[02:13:34.017] [笑い]
[02:13:39.320] うちはお年玉めちゃくちゃもらって親戚の大人たちがガキ相手にガチのけ麻雀挑んですって天点になる時に倍になる時もあった。
[02:13:46.462] [笑い]
[02:13:48.559] 家族ぐるみでけ麻雀やってんのかな?
[02:13:51.702] [笑い]
[02:13:53.079] え、もう賭ばじゃん。反対だよ。だめだよ。家族でそんなことしちゃ。サイコロ買ってちんち郎でさ、マジでやるべきだよな。
[02:14:03.492] [笑い]
[02:14:05.599] でも点点になった状態から回収や
[02:14:10.042] [笑い]
[02:14:12.440] ねえ。デメがさ、あの
[02:14:14.880] 6と5と4
[02:14:15.840] しかないさ。あのサイコロを作ってさ、どうやって振っても強いやつしか出ないみたいな。やりてえ。そん時の目イこの顔を怪になるんだろうな。鼻とんがって。顎もこんなってさ。
[02:14:17.247] [笑い]
[02:14:31.280] 魚の骨用意しなきゃ
[02:14:33.639] やりてえな。
[02:14:35.360] すてになった場合は欲しいもの
[02:14:37.679] 1つだけ買える権利くれた。
[02:14:39.920] 優しいね。まあなあ。まあでもまあ
[02:14:44.960] 5000円だろうな。だって中
[02:14:47.480] 1だもんね。
[02:14:49.400] 5000
[02:14:49.760] 円あれば十分だろうなあ。まだ働いてもねえか。気がもらえるだけありがたいと思うや。
[02:14:59.000] ああ、俺も落とし玉欲しいな。よし、行こう。
[02:15:03.559] 6
[02:15:03.800] に重心が偏ったサイコロ作ろう。年玉の勝ちを知れ。
[02:15:10.119] お前、綾たはでもまだ高校生だよね。
[02:15:12.520] 17
[02:15:12.960] ってことはお前明日、明日お前お年玉もらえんの?
[02:15:18.239] 欲しいものは彼氏に勝てんだも彼氏とかいんのかな?中学で彼氏は早えだろ。
[02:15:23.840] 綾たは落と玉もらえんの?何これ?さっき聞いた。これ
[02:15:29.559] もうすっごいバイトしてるからな。
[02:15:31.920] あ、ま、確かに俺もバイト始めたら落年玉なかったかな?どうかな?覚えてないけど。
[02:15:40.520] 今の子はおるぞ。
[02:15:43.800] 何?今の子はおるぞ。ああ、中学。
[02:15:46.280] 中学で嘘でしょ?中学で何ズほぐれずしてんの生意きすぎんだろ。天井からお年玉もらえたけど。
[02:15:55.498] [音楽]
[02:15:57.679] ええ、優しい。
[02:16:04.880] これでどうだ?
[02:16:05.960] ないの?はれん君だけや。
[02:16:09.254] [笑い]
[02:16:09.480] 何?何が彼女か?うるせえバカ野郎。
[02:16:13.800] 悲しいね。
[02:16:14.960] 俺は俺はお前らが彼女みたいなもんなんでこと学生伝てことですわ。
[02:16:22.599] そういうことですわな。そういうことですわな。えっと、え、待って。え、ちょっと待って。え、フバーハかけた。防御力上げた。じゃあもうドラゴン切りでいいよね。ビーストモードやった方が、え、これビーストモードやった方がいいのかな?わかんないよ。もうわかんない。
[02:16:48.319] ここからだ。
[02:16:50.719] 時間停止は9割嘘ってわけですわな。
[02:16:55.200] 犬には効かない定期。犬には効かない定期。これさ、ドラゴンフライ倒した方がいいよね。せい、ここだ。
[02:17:07.920] いや、でもMP
[02:17:08.599] もったいねえような気もすんだよな、これな。わかんねえんだけどさ。
[02:17:15.240] ここだ。
[02:17:18.040] いやあ、どうすんのが正解なんだろうね、これね。えー、フバー。
[02:17:30.639] ここからだ。
[02:17:31.280] あんな見た目の飛んだく。
[02:17:34.639] いや、めっちゃ削りに来てる。こいつぐい。決める。
[02:17:43.120] 決める。いいね、いいね、いいね、い、いいよ、いいよ。オ、まだ、まだ。
[02:17:53.080] ここだ。
[02:17:54.280] 決める。
[02:17:55.319] いいよ、いいよ、いいよ、いいよ、いいよ、いいよ、いいよ、いいよ、いいよ、いいよ。ここでベホイム入れるよ。いって。やべ、危ね。うーん。バすぐ切れるやん。
[02:18:11.679] そう、これバフめっちゃ早いんだよ。切れんのマジで。
[02:18:14.319] どうだ?
[02:18:15.399] おかり。
[02:18:16.800] うわ、頑張る太郎。どうも久しぶり。今年もありがとうございました。すいません。半年も半年もちょっとあのこね、
[02:18:28.920] バルタ
[02:18:29.960] バルタさんじゃん。バルタ。ロボットバルタ
[02:18:32.359] 解説の人。
[02:18:33.960] 何解説の人って?
[02:18:36.280] 今考えたけどお年玉で何買ったか覚えてねえや。
[02:18:40.040] 全然覚えてねえよ。マジなお願いなんだけど。俺に落とし玉くれねえか、お前ら。全員。
[02:18:49.000] おっと。
[02:18:52.679] ま、俺もね、半年間
[02:18:54.399] Twitch
[02:18:54.760] をね、あの、捨てましたけどもね、あの、頑張る太郎さんもね、あの、頑張る太郎さんももう、あの、
[02:19:00.319] YouTuber
[02:19:00.840] として生きてるようなんでね。
[02:19:04.439] お年玉欲しいの?競馬当ててたらあげてた。
[02:19:08.120] マジで競馬当たった。
[02:19:09.519] あのなんだっけ?競馬当てのやつから結構もらったもんね。
[02:19:13.399] 笑笑
[02:19:15.080] 頑張る太郎さん。もう、もう
[02:19:18.080] tイッチ捨てちゃいましたからな。
[02:19:22.399] ここだ。
[02:19:24.439] もう、もうYouTuber
[02:19:25.639] ですわな。もうやめてって言ってるじゃん。
[02:19:32.306] [音楽]
[02:19:32.639] ここからだ。
[02:19:33.200] また遊ぼうね。
[02:19:35.581] [笑い]
[02:19:36.840] また遊ぼうね。
[02:19:39.040] 忘れないでね。
[02:19:45.120] 待って。めっちゃ強いんだけどこいつ。
[02:19:47.080] なんで思んなで。
[02:19:53.840] いや、もう強い。
[02:20:04.280] ここからだ。
[02:20:16.080] 1にこんな敵いたっけ?
[02:20:18.080] いないんだよ。オリジナルの展開なんよ。もうやめて。
[02:20:24.680] あとね、めちゃくちゃむずいよ、これ。このゲーム本当におかしい。裕ジフリーマジでご乱心。
[02:20:33.800] ここだ。
[02:20:38.280] え、
[02:20:39.359] おじ、お疲れちゃん。今年もありがとうございました。年のせドラゴンクエスト。もうほんまやめてマジで。ああ、強すぎる。ここからだ。
[02:21:01.840] 今年もありがとうございました。
[02:21:06.520] 来年も茶ゲームよろしくな。いやあ、まずいよ、これ。どうすんのよ。
[02:21:20.080] 良いを
[02:21:22.120] せやな。あとあと数時間だけどな。
[02:21:24.359] 配信しとるがな。
[02:21:26.240] 配信しとるよ。配信しとるぜ。くらさん、こんばんは。なんやねん。わし配信者やし。するやろ。お。
[02:21:39.880] いやあ、これ
[02:21:41.399] MPもねえよ。
[02:21:43.963] [音楽]
[02:21:46.479] お帰り。
[02:21:47.960] 昨いからやってるけどね。ただいま。いやあ、これちょっとマジ無理なんだけど。マジで。
[02:22:04.439] いや、ま、ほんまやめて。もう語れへん。これ語れへん。こんなん無理や。マジで無理じゃない?これどう勝つねん?これ
[02:22:18.600] なんでドラクエなのに1人なの?ず
[02:22:21.800] い。ドラクエまあまあ1人や。
[02:22:25.000] え、むずすぎるよ。
[02:22:27.560] もうまだレベル上げ必要か。おい、地獄のレベル上げやるぞ。じゃあ
[02:22:37.840] 寂しいね。
[02:22:41.560] 寂しい。寂しいよね。
[02:22:46.160] いや、これあえてさ、あえてこれさ、防御
[02:22:49.680] 力下がってもいいからさ、こういうなんか
[02:22:53.760] なんかあれした方がいいのかな?
[02:22:57.960] ちょっと下がってもいいから。
[02:23:01.399] これドラゴンメイルとかでこの炎の攻撃と
[02:23:04.920] かこうちょっと弱めるような[音楽]
[02:23:08.880] 弱めるような感じで行った方がいいのかな
[02:23:10.840] 。
[02:23:13.044] [音楽]
[02:23:16.479] ドラクエってどういう話なの?
[02:23:20.904] [笑い]
[02:23:21.120] え、また難しい話をするね。
[02:23:26.144] [音楽]
[02:23:27.760] えっとね、ドラクエ
[02:23:29.399] 1っていうのは竜王っていうのが
[02:23:37.439] 竜王っていうのが竜王を倒しに行くという話です。ドラク
[02:23:42.520] [笑い]
[02:23:46.080] 1
[02:23:46.279] って元々ファミコンのゲームだからさ、本当にそれぐらいしかないんだよ。ストーリーが。
[02:23:50.080] 竜王がいるから竜王を倒しに行けっていう話なんだけど、これはリメイク版だからなんか色々そこにね、色々そこにね、追加要素が
[02:24:00.120] が悪いやつ。
[02:24:02.080] 悪いやつだよ。悪いやつ。悪いやつ。色々そこにこうこんななかったもんな。こんなストーリー。ちょっとこれで行きますわ。もう
[02:24:12.200] 1回。もう
[02:24:14.520] 1
[02:24:14.600] 回これで行きますわ。あえてちょっと防具変えてきました。
[02:24:22.200] うーん。まあでもこれは必要だよね。
[02:24:26.600] これでどうだ?ま、フバーハーと防御上げとかなあかん。
[02:24:35.760] ここからだ。
[02:24:38.850] [音楽]
[02:24:41.920] ビーストモードやんない方がいいのかな?ここだ。
[02:24:55.225] [音楽]
[02:24:58.359] これがね、めんどせえんだよな。だってさ、防御力上げる上げるさ。
[02:25:04.396] [音楽]
[02:25:10.000] ターン2
[02:25:10.720] ターンしか上がんないんだよ。これすっげえ少なくね?
[02:25:22.920] でもチまゲームなら勝てるよ。
[02:25:26.880] いや、まあまあ、それはそうなんだけどやっぱこれね。
[02:25:37.399] いや、難しいって。ここだ。
[02:25:43.040] [音楽]
[02:25:52.240] いや、えぐい、えぐい。ここからだ。ホイム。
[02:26:08.640] せい。ここだ。
[02:26:22.960] MP足
[02:26:25.240] もこれ
[02:26:30.120] すぐ守備力戻るやろう
[02:26:32.080] 。そうなんだよ。
[02:26:35.840] 普通こんなん1回上げたらさ、1回の戦闘
[02:26:38.760] 中なかなか下がんないもんなんだけどさ。
[02:26:43.319] 何弱野郎だからさ、マジで。
[02:26:53.680] いや、もう当てろや。
[02:26:58.479] いやあ、むずすぎるマジで。
[02:27:11.359] ええ、難しすぎる。
[02:27:18.880] ここからだ。
[02:28:00.520] いや、まずいよ、これ。ほんまに。
[02:28:05.832] [音楽]
[02:28:26.520] ちなみにこれは1
[02:28:27.600] のどのくらいまで来てるの?
[02:28:29.920] ええ、どうなんだろう?半分ぐらい来てないんかな?わかんねえ。半分ぐらい来てないのかな?
[02:28:38.359] ここだ。うお。
[02:28:41.359] いや、待てろや。
[02:28:45.200] 半分で敵こんな強いんや。
[02:28:47.359] 半端じゃなく。いや、これはもう勝てねえな。引きが悪すぎるわ。
[02:28:52.880] 王とはいい戦いになりそうだね。
[02:28:56.760] そうなんね。ああ、ギガデインやるべきだったのかな、これ。ギガデイン覚えたら忘れてたね。
[02:29:05.080] ドラゴンなの、
[02:29:06.920] これドラゴンだべ。ドラゴンフライでしょ。
[02:29:10.120] だってこれ
[02:29:12.160] もう今年も終わるし。よし岡結婚してくれねえかな俺。
[02:29:16.120] よ岡ぎな。ドンキズのな。いや、もうこれあかん。もう勝たれへん。
[02:29:29.600] 行け。
[02:29:32.600] 強。めっちゃ強かったぞ、今。
[02:29:39.240] これもしかしてさ、パターン決まってんのか?パターン決まってんのか?これだめだ。
[02:29:53.120] MP足んない。ここだ。
[02:30:12.680] いや、マジ勝てない。こいつぐない?こいつ強さ。
[02:30:21.439] レベルカンストまで上げよう。
[02:30:23.760] いや、もうその1年ぐらいかかるって
[02:30:27.160] 1年は思ったけど1
[02:30:28.520] ヶ月ぐらいかかるん?えー、こいつどうやって勝てばいいんだよ、もう。
[02:30:35.920] あ、なんかこれパターン化されてそうだよね。でもね、
[02:30:46.319] ここからだ。
[02:30:52.479] うーん。あとはなんかな。ここだ。
[02:31:09.234] [音楽]
[02:31:18.680] ギガデイン
[02:31:21.279] いいね。いいね。いいね。いいね。
[02:31:23.760] バカって言われるかもしれねえけどチマゲームのこと信じてるよ。
[02:31:28.885] [笑い]
[02:31:31.720] な、何なん?なんか
[02:31:34.600] 何なんだよ、その。いや、強い。もう
[02:31:37.920] フバーハが間に合わねえよ
[02:31:40.880] 。もう強いんだよな。もう2回はダめ。俺
[02:31:46.359] も。これでどうだ?
[02:31:50.800] 本当にどうしようもねえ。バカ野郎だぜ。
[02:31:55.560] ここからだ。そんなバカのために頑張って
[02:31:57.960] やんねえとな。
[02:32:00.359] えっと
[02:32:01.920] ね、ドラゴン切りかな?
[02:32:07.880] こいつずっとデバフやってんのもだいぶ
[02:32:10.160] 腹立つよな。
[02:32:19.080] ああ、うぜえ。この仲間呼んでくんのが
[02:32:22.640] だいぶうざいんだよね。
[02:32:25.160] ま、仲間呼んだらもうギガデイン撃っちゃうか。
[02:32:32.680] オ、オ、オッケー。あ、でもなかなかいい、いいパターン入ってない?これいいパターン入ってない。仲間呼んできたらギガでいい。
[02:32:43.600] これでどうだ?
[02:32:48.279] 待って。ギガデイン必殺技あるじゃん。いや、見たいけど。これ見たいけど。
[02:32:54.240] 絶対今じゃねえな。これ見たいけどギガデイン必殺技。いや、見たいけど。これ今じゃねえな。絶対これもう今は絶対
[02:33:06.399] でも見たいよね。
[02:33:07.520] いや、見たいけど今じゃないんよ。絶対今じゃない。普通に知りそう。この
[02:33:19.520] え、皆員的なやつか。
[02:33:26.131] [音楽]
[02:33:32.840] もうハ切れそうやなあ。
[02:33:47.200] デバフが短が上がるだけじゃなくてバトルスピードオートセーブできたりするんだな。
[02:33:56.319] 三がいるねえ。あ、みかとみツ。みのポエムかと思った。リメイクって画質が上がるだけじゃなくてスピードが遅れたり、えー、オートセーブできたりするんだな。
[02:34:10.479] 密を居酒屋の壁に貼ってあるポエムかと思ったわ。間違って防具やっちゃったよ。ほら、こんなこと言ってたら
[02:34:18.760] 笑笑年おかもしれないよ。
[02:34:21.151] [笑い]
[02:34:23.200] 俺岡田年おで綺麗なんだよな。
[02:34:26.439] レの力
[02:34:29.240] 岡田年お嫌いなんですよ。
[02:34:32.800] ネタバレしにた。
[02:34:34.359] ネタバレしに来るんじゃねえ。今たんお疲れ。今たんお疲れ。あちもお疲れ。
[02:34:39.840] お疲れ。年の瀬配信ドラグニティクエスティやってるぜ。えー、フバーハが切れそう。フバーハが切れた方が痛い。
[02:34:50.319] ネタバレするとこの試合勝てます。
[02:34:51.937] [音楽]
[02:34:53.680] ネタバレするなよ。抱きまくってたから嫌い。
[02:34:57.279] え、年をろんな女、え、年ですら抱けるのに。年おですら女抱けるのに。
[02:35:05.920] 童貞顔だろ。
[02:35:08.200] これでどうだ?
[02:35:09.399] ちょっとスパイス顔になりましたか?
[02:35:11.800] スパイス顔なってないよ。スパイス顔なってる俺。え、年おって女抱くんだ。え、じゃ何?うんちくれんの?女っていうのはな、ここを触ると喜ぶんだ。言ってそう。年を女っていうのはここを触ると喜ぶんだ。そういうもんなんだ。
[02:35:35.439] そうで草。
[02:35:43.960] これMP持つかな?
[02:35:52.520] 邪魔意識してないかもしれないけど、たまに踊り出してるよ。
[02:35:57.000] どういうこと?どういうこと?どういうこと?年おがせい。
[02:36:04.479] いや、こいつ
[02:36:06.200] インドが
[02:36:07.918] [笑い]
[02:36:07.920] 何?あ、俺、俺が俺がインドに染まって踊り出してるってことな。わけかい。まさか
[02:36:20.120] もうやめて。まったな、邪魔。
[02:36:23.479] やめて。変わってないやろが。
[02:36:26.160] 何が変わってんの?
[02:36:27.840] ムプなくなって攻め負けるんか?
[02:36:30.600] MPが足りなすぎるんだって。せい。
[02:36:37.520] なんか仲間呼ばなくなってきたな。
[02:36:40.600] ここだ。
[02:36:44.359] インドに変えられちゃったんだ。
[02:36:47.640] なんか勝てそうじゃね?いて、もう驚きすみ。あかん。
[02:36:54.279] あ、やばい。
[02:36:55.640] もうやめて。もう勝、もう勝たせんねよ。もうやだ。
[02:37:10.359] まま。ガンジスはチまを変える。もうインドの水じゃないと満足できない体になれてる。
[02:37:20.479] もうこれ勘弁して。
[02:37:22.359] マジでもうやだ。もう
[02:37:27.520] もうやだ。
[02:37:42.238] [音楽]
[02:37:46.600] ええ、全然語れへんやんけ。
[02:37:54.800] ま、いいや。もう1回やろう。ちょ、もう
[02:37:56.200] ちょ、なんか、もうね、いや、なんか
[02:37:57.960] 分かった。行けそうな気がしてきた。なん
[02:38:00.279] かね、分かった、分かった、分かった、
[02:38:02.640] 分かった。MPが最後なくなってきちゃっ
[02:38:04.880] たのが範囲だったから、もう今俺MP回復
[02:38:07.160] 薬いっぱい持ってきたんで、もうアイテム
[02:38:09.479] ゴリ押しで。
[02:38:11.960] アイテムゴリ押しで勝つ。
[02:38:14.680] ええねん、こんな前座は。
[02:38:23.680] なんやねん、こいつ。きしいやな。え、妖精の剣
[02:38:30.160] ここから
[02:38:30.560] まず守備力を上げますからのフバー。
[02:38:36.279] これでどうだ?
[02:38:37.439] 回復でるのとホの方がいいの?
[02:38:42.000] うーん。ホの方がちょっと回復量が多いかな。だ、
[02:38:46.399] MP使うんだけどね。
[02:38:48.319] え、のアプって今食のやつで大概積むわな。
[02:38:53.080] そうなんですわな。金色の敵って大体強いんですわな。これさ、ドラゴン切りとさ、はやぶさ切りどっちが入るんっていう話なんすよ。まず
[02:39:06.880] ここだ。100
[02:39:09.479] までもMP7だからな、こっちはな。
[02:39:13.319] ここだ。
[02:39:13.800] だ、さっき防御力上げたじゃん。
[02:39:15.760] さっき防御力てもう防御下がんだぜ。これ
[02:39:18.120] ほら早すぎるでしょ。これデバフ切れんの
[02:39:21.520] 2ターンしか持たないんだぜ。
[02:39:25.120] これ裕ジがちょっとさ、本気出しすぎなん
[02:39:27.640] だよ。
[02:39:41.240] いや、防御上げた方がいいよな。
[02:39:47.120] いや、間違えた。何やってんだよ。ドラクエさんで散々簡単言われたからね。笑。
[02:39:55.920] だ、もうこれ本気出しすぎなんだよ。マジでやりすぎ。やりすぎ。裕ジーだよ、これ。やりすぎ。裕ジー。バハ切れそう。せい。
[02:40:12.520] いやあ、もう痛い。
[02:40:14.399] もうやだ。
[02:40:27.680] いや、もう
[02:40:30.120] 驚き上がっちゃうんだ。
[02:40:37.720] 裕二
[02:40:41.880] や出た。ここからだ。
[02:40:46.296] [音楽]
[02:40:46.920] ほんま勘弁してください。もう仲間を呼んだらでいい。や、フバーハ切れんの早いって。
[02:41:10.920] 2
[02:41:11.200] ターンしかないけどどういうこっちゃね。
[02:41:13.920] これでどうだ?
[02:41:15.880] さすがに勝てますわな。
[02:41:18.279] いや、まだだ。せい。
[02:41:31.160] ナイス。いや、もうデバフがマジで早い。間違えた。
[02:41:43.040] ここからだ。ここだ。
[02:41:53.920] やべえ。デバフ切れたけど。デバフ切れたけど。いや、ここはギガデンチ。いやー。フバー切れたらやらんですよな。
[02:42:16.640] いや、2
[02:42:17.240] 回連続はマジでやめて。本当にそれは、
[02:42:22.960] それはあかんで。やべ、リズム崩れた気がする。
[02:42:27.200] これでどうだ?
[02:42:31.160] もう1回回復入れないとだめだよ、これ。
[02:42:35.040] ベホイム。
[02:42:38.160] 食らうか。
[02:42:39.359] MP
[02:42:39.960] がないよね。防御力下がってんじゃねえけど。早いって。ここからだ。
[02:43:11.120] ああ、なんか勝てそう。勝てそう。いいぞ。もう炎ばっか吐くな。
[02:43:24.160] ベホイム。
[02:43:27.240] いや、守備力もなかっ。
[02:43:32.800] これでどうだ?ここからだ。ここだ。
[02:44:01.000] うん。きつい。
[02:44:02.399] 赤くなってからが長い。
[02:44:05.800] 強いねんな。こっからが強いんだよ。やでもイだな。うわー。きつい。ここ
[02:44:13.399] ここからだ。
[02:44:15.160] 名前赤くなると仲間呼ばなくなるな、こいつ。
[02:44:18.760] いや、バ入れてるぞ。
[02:44:31.800] ブレーって確定2ターン連続。
[02:44:34.000] そう、なんか多分これパターン決まってそうなんだよね。よし。いや、もう
[02:44:44.880] 1勝てるぞ、これ多分。
[02:44:53.319] ああ、長かった。やっと勝てた。
[02:44:57.120] 来た。
[02:44:59.000] しんどいわ。1万めっちゃもらえるわ。
[02:45:02.080] グググ。
[02:45:03.240] いや、長かった。いや、ま、ジってたからね、こいつ。う
[02:45:06.040] ないじゃん。
[02:45:07.520] いや、しんどい。
[02:45:08.520] ないじゃん。
[02:45:10.200] しんどかった。何回も負けてたんだから
[02:45:14.240] やるじゃん。
[02:45:15.000] おお、せさん、ありがとう。
