[00:00:07.480] あれこれ行ってる
[04:23:17.880] パラリドル出ましたうんダブルストローク
[04:23:20.600] とかつって練習してやってたで高校入って
[04:23:23.119] 初めてやっと本物のドラマ叩いた
[04:23:27.000] のそうなんだそうそうそうだったそうだっ
[04:23:30.479] たそんなドラマがあったんだだ時間通って
[04:23:35.680] でな
[04:23:37.119] 友達ぐらいになるとま中特に中病じゃない
[04:23:41.560] けど洋を聞き始めるわけですよはいはい
[04:23:45.720] はいみみんなの好きな洋楽ねうん
[04:23:48.080] ニルバーナねうんスメルスライクティン
[04:23:51.880] スピリットあれ友達と一ちゃん最初にあの
[04:23:55.920] バンド組んだっていうか別にスタジオも1
[04:23:58.119] 回も入ったことないけど友達がさギター
[04:24:01.399] 買って初心者用の初心者用のギターを買う
[04:24:05.720] の友達はい中学生のね同級生でうんそいつ
[04:24:09.479] らそいつがさ俺にち遊びくんだけど自慢気
[04:24:13.040] に持ってくるんだギター
[04:24:15.359] をでそいつがなお前引けんのかよつって
[04:24:18.680] 言ったらさまずいちゃん最初ちょっと練習
[04:24:21.359] したの聞いてつってうんスメルスライク
[04:24:24.119] ティンスピリットのあの最初のジン
[04:24:26.800] ジャジャンチカチカジンめちゃくちゃ簡単
[04:24:29.000] なんだよめちゃくちゃ簡単なフレーズで
[04:24:31.560] そうだね俺でも引けんだ
[04:24:33.359] けどめちゃくちゃ衝撃受けたのよ
[04:24:36.880] うわあなんかこいつめちゃくちゃかっこ
[04:24:39.920] いいみたいなあんなのいきなり引かれたら
[04:24:44.319] さこいつプロプロになる気だと思った
[04:24:48.520] ねどこまで思ったうんなんか思ったのよで
[04:24:52.319] お前すげえなつ何その曲つってニルバー
[04:24:55.359] ナっていう曲のつってで教えてもらってさ
[04:24:58.600] 俺もニルバーナすげえはまったね
[04:25:00.640] ニルバーナドラムほとんど叩けるんじゃ
[04:25:03.080] ないかな今は無理かもしんないけど当時は
[04:25:06.960] あー中学の頃は全然ねあの生ドラマは叩い
[04:25:11.479] たことなかったけどあのあでも電子ドラム
[04:25:14.080] 買ったんだそうそうそれで俺も負けてらん
[04:25:16.159] ねつって枕なんか叩いてらんねつって
[04:25:19.560] 誕生日だからなんかねお金もらってあの
[04:25:23.319] 電子ドラム買ったんだ
[04:25:26.040] 安い1万5000ぐらいのねはいはいはい
[04:25:30.600] それであのなんて言うの曲色々覚えたね
[04:25:36.040] ニルバーナとかあのネバーマインドた
[04:25:39.880] アルバムあんじゃんあの赤ちゃんがさお札
[04:25:41.960] で泳いでるお札ってか海で泳いでるさうん
[04:25:45.560] 有名なやでしょ有名あれ全局友達とコピー
[04:25:49.720] したね全然下手くそだっただろうけどああ
[04:25:53.760] そんくらいはまっ
[04:25:55.439] た電子ドラムててさいるはうんとそう別に
[04:26:01.359] うち来て俺の部屋でうるせえからアプに
[04:26:04.040] 繋がずエレキギターでも生音でげ
[04:26:10.000] のそうそうそうで俺も音あんま出さねえで
[04:26:14.119] ドラムでなんとか合わせて遊んだりしてた
[04:26:16.720] なそれが始まりだねバンドの
[04:26:20.119] ああうんそうそうそうニルバーナやったな
[04:26:25.479] あとはそれが終わったら今度レッチリ好き
[04:26:28.680] になったんだよ
[04:26:30.560] ねレッドホットチリ
[04:26:33.199] ペッパーズレチリ好きよねそうでレッチリ
[04:26:37.319] のせいで俺はベースにも目覚めちゃうわけ
[04:26:40.000] ああなるほどねやっぱそっち行くんだそう
[04:26:42.800] そうそうそうでスラップかっこいいじゃん
[04:26:45.880] うんベースそん時はままだでもドラムだっ
[04:26:49.560] たからそのなんて言うのそこまでベースに
[04:26:53.080] あれだったんだ
[04:26:54.359] けどもう1人の仲いい友達がさベース俺と
[04:26:58.560] もう1人の1人の友達がそのギターでそう
[04:27:01.040] いうことギターとドラムでこういうこと
[04:27:02.600] やってるっての知ってさ俺もなんかやりた
[04:27:05.319] いって言うからそしたらベースが欲しい
[04:27:07.279] じゃんまあそうだねベースやってよつって
[04:27:11.600] 買ってみなよつってやってさレンチ3人で
[04:27:13.680] 集まってさやるようになるんだようそいつ
[04:27:17.040] がそのレッチになんか分ニルマーダのこと
[04:27:19.920] 調べてたら多分出てきたんだようん近い
[04:27:22.000] からニルバーナとレッチリって仲いいあ
[04:27:24.640] そうだねうんそうだそしたらそのこのこの
[04:27:27.439] 曲めちゃくちゃかっけんだよつってさ
[04:27:30.479] なんかあのなんて言うのスラップがすごい
[04:27:33.640] からフリーわレッチリのベースシストは
[04:27:36.239] ですねそれをさなんか下手なりにそいつが
[04:27:38.960] コピーしてんのようんうんうんでもなんか
[04:27:41.560] わかんないけどめちゃくちゃかっこよくて
[04:27:44.040] スラップのあれがうんでその俺とその
[04:27:47.000] ギターの友達と3人ででもちょっと俺にも
[04:27:50.040] やらせて俺にもやらせてつって3人で1本
[04:27:52.880] のベースで練習するわけよそのあれ
[04:27:55.640] フレーズをなるほど
[04:27:57.359] そのスラップのフレーズをねうんうん
[04:28:01.199] そうそうそれでベースもかっこいいなと
[04:28:03.720] 思い
[04:28:04.840] ながらうんでもいやまあでもまだドラムで
[04:28:10.159] 高校入って高校で京音部入ってでもドラム
[04:28:13.399] だからそうドラムやるんだけど高校3
[04:28:17.460] [音楽]
[04:28:18.960] 年間でもう卒業して社会人1発目で組んだ
[04:28:23.720] ドラバンドで初めて俺はベースやるんだ
[04:28:28.840] ね社会人になってからなんだそうそう
[04:28:31.800] ベースでドラバンド組んだのは
[04:28:34.239] ねはいはい
[04:28:37.119] それまでずっとドラムだったからでも
[04:28:38.760] ベースやりたいなと思って
[04:28:41.640] てうんていうかね
[04:28:44.279] あのライブで前に出たかったんだよ
[04:28:48.720] ねやドラマてそういうのがあるのかな俺は
[04:28:52.840] あった
[04:28:55.000] うんなんかそういう人多いよねいやだって
[04:28:59.560] それずるいじゃんあんなさお立ち台に
[04:29:01.800] 上がってベースソロ引いたりとかさ
[04:29:04.720] うんそういうのないからなでもドラムも
[04:29:07.600] まあねそそう別にそういうことか思う人も
[04:29:10.159] いればいい思わない人もいるけどねまあ中
[04:29:12.840] にはねいそれでまベースはそれでやるんだ
[04:29:16.399] けどうんまあそうだねあと何か聞いたかな
[04:29:20.960] まあとワンオかななんていうかその本格的
[04:29:25.479] にさ追っかけじゃないけどさレッチリもさ
[04:29:29.680] ニルバーナも好きだけどライブは見れない
[04:29:31.960] じゃんうんうんうんもうねあのニルバーナ
[04:29:36.359] なんか解散してるしうん唯一国内のバン
[04:29:40.600] ドドっていう
[04:29:41.800] か本当にファンファンになったのがワンオ
[04:29:47.239] だねいっちゃん最初それも中学の時だった
[04:29:49.279] けどライブとかめちゃくちゃ行ったもんな
[04:29:52.920] 当時
[04:29:55.000] ワオ曲もいろんなのコピーした
[04:30:00.040] し感覚なんとかドリーマーとか完全感覚
[04:30:04.279] ドリーマーなあそうそれなそれもやった
[04:30:08.479] わずっと好きだったなワンオは長いこと
[04:30:11.800] 高校も
[04:30:14.279] ずっとワンオのライブ行って
[04:30:17.960] あのなんだダス症状で倒れかけたタン
[04:30:24.800] と何それ
[04:30:27.479] やばいじゃあのありアリーナだったんです
[04:30:30.920] たであうんうんで
[04:30:34.640] 暴れるワのライブなんか行くのじ
[04:30:38.040] さんあの当たったんだけど譲ってくれた人
[04:30:42.640] がいてあそうなんだうんほんで2人で行っ
[04:30:47.040] てきてうんうんうんそれ
[04:30:51.479] であの死にかけたっていう思い出しかない
[04:30:55.720] やめて
[04:30:59.560] よまあでもそのワオありまではあのま普通
[04:31:05.880] ロックというかああそうですねまあまあま
[04:31:09.159] 普通のロックっていうのかななんて言うん
[04:31:11.279] だろうねまパンクではない
[04:31:13.840] けどうんうんうんまあまあまロックパンク
[04:31:17.040] みたいな
[04:31:18.000] ねギターロックじゃないけどそんな感じの
[04:31:20.760] が好きだったの普通になるほどそうそう
[04:31:24.199] そうでもねそこでね友達が悪いの俺に進め
[04:31:28.319] てくるんだよあのスリップノット
[04:31:34.560] のてあるじゃんうんあれのねピーポー
[04:31:38.640] イコールシットか
[04:31:40.080] な聞いた時に俺もびっくりする
[04:31:44.600] わけ何これ
[04:31:46.720] あれ行かれてるやつかな
[04:31:49.600] ん行かれてるやつかなあのまあのアオって
[04:31:54.800] いうさあのセカンドアルバムかなあれね
[04:31:59.119] 銀色のジャケットよで羊じゃなくてあの
[04:32:02.640] ヤギ悪魔みたいな
[04:32:06.119] あれがねもう最初聞いた時にえ悪魔の音楽
[04:32:12.520] じゃん
[04:32:15.439] て俺
[04:32:18.040] こんなこの人たち大丈夫
[04:32:22.159] て9人だしビジュアルもやばい
[04:32:26.640] じゃんやばいねそうそれでさまそん時は
[04:32:30.680] あんまりはまんなかったのやばすぎてでも
[04:32:34.239] なんかちょっとずつ聞いて
[04:32:36.720] なんかそういう気持ちよさにめたんだね
[04:32:39.119] そういう思い音楽のブレイクダウンとかさ
[04:32:43.880] はいはいはいデスボイスとかそういうの
[04:32:46.800] かっこいいじゃんみたい
[04:32:49.439] なスリップノットのあれが好きだったんだ
[04:32:52.159] サイコソーシャルって曲がすげえ好きで今
[04:32:54.960] でも好きだ
[04:32:56.880] けどそういうのから色々聞くようになった
[04:32:59.439] なそういう思いのいやもうそっちで思い系
[04:33:03.720] にっ行っちゃうずずっとってことじゃも
[04:33:06.920] ないけどまそれから色々聞くけど広く浅く
[04:33:09.680] は聞くんだけどやっぱ1番好きなのは重い
[04:33:12.119] やつだよねななるほどねラップとかも好き
[04:33:16.840] だ
[04:33:17.760] けどラップ
[04:33:21.000] ねそうねそのいろんな好きなバンド
[04:33:25.000] めちゃくちゃたくさんあるけどそういう
[04:33:26.600] なんか節目節目で好きになったというか
[04:33:30.160] 影響を与えたのはその辺か
[04:33:33.561] ななるほど
[04:33:35.920] スリップノットまスリップノトもそんなに
[04:33:37.840] 詳しくはないんだけどね詳しくはないんだ
[04:33:39.879] けどでもライブ見に行った
[04:33:42.000] な2回
[04:33:44.199] ぐらいノットフェス来た
[04:33:46.799] 時あ見に行ってんだスリップのッ行ってる
[04:33:50.840] よ見れないじゃんなかなか
[04:33:53.160] あまあまそうだねそのノットフェス
[04:33:58.920] で来た時は見に行くようにしてる今年延期
[04:34:03.240] になっちゃったけどねうん
[04:34:06.199] うんそうなんなんかなかノットフースも
[04:34:09.199] 長くてさずっと最初からいるとさもう最後
[04:34:12.320] の方のあのスリップノットのライブもう
[04:34:16.680] みんなあのあれね会場がどこだっけあれ
[04:34:20.959] ほら幕張なんだっけあれまそういうとこな
[04:34:25.639] んだけど普通に地べたに座り込んでみんな
[04:34:28.799] 後ろの方で見てんの
[04:34:30.680] ね1番盛り上がるべき時なのに疲れちゃっ
[04:34:35.359] み疲れちゃった疲れちゃっ
[04:34:38.400] てしかもなげえことやるんだよもう
[04:34:41.719] スリップノートサービス精神だと思うんだ
[04:34:43.760] けどめったに日本じゃライブやりねえから
[04:34:46.439] なつってもう1時間半ぐらいやってくれん
[04:34:49.320] の
[04:34:50.359] ね
[04:34:52.359] 長いしかも俺そんなに好きな曲は結構ある
[04:34:55.879] けどめちゃくちゃ詳しいわけじゃないから
[04:34:59.240] あの知らない曲が多いんだよ最近の曲とか
[04:35:01.879] さああなるほどねなんだこれ知らねえな
[04:35:04.760] みたいなだだ知ってるやつが来ると
[04:35:06.840] めちゃくちゃ上がるけどねうわ来たみたい
[04:35:09.600] なあのだっていつもCDで聞いてたやつが
[04:35:13.359] 目の前で流れ始めんだで生音であれは
[04:35:17.480] テンション上がるねやっぱねああの瞬間
[04:35:20.669] [音楽]
[04:35:23.199] はそうだねそしそまそうだよなそっから
[04:35:28.080] 本当にいろんなバンド聞くようになった
[04:35:31.320] [音楽]
[04:35:32.719] ねなるほどねシステムバダウンとかねシソ
[04:35:36.400] ブ好きだね1回生で見てみたいよ本当に
[04:35:40.000] あれのはあれな確かに生で見てみたいね見
[04:35:43.799] てみたいよね俺でもいちゃん好きなのが
[04:35:46.680] レイジアゲ
[04:35:49.199] マシンレイジはやばいでしょレイジ好きよ
[04:35:53.000] 俺めちゃくちゃ
[04:35:54.600] 好きあの人のせいであのバンドのせいで
[04:35:58.840] バンドかけるラップっていうもののやばさ
[04:36:01.719] ああなんか分かる気がするそうそれで
[04:36:04.561] ラップコアっていうかさそういうのを
[04:36:07.199] めちゃくちゃ調べ
[04:36:09.160] ただからやっぱ今2強だね俺ん中でその
[04:36:13.320] 普通に激しいやつも好きだけどメタルコア
[04:36:15.320] みたいなの好きだけどラップコア好きなん
[04:36:17.920] だよリンプも好きだしそれこそリンキン
[04:36:21.080] パークもそうじゃんうんうんうんうんうん
[04:36:24.039] うんラップコアはまったねレイジはくそ
[04:36:27.959] はまったそそベースはまったベースに本格
[04:36:31.160] 的にはまったきっかけでもあるわもちろん
[04:36:33.799] レチリもそうスラップとかで頑張って
[04:36:36.600] コピーとかしてたけど俺めっちゃ練習した
[04:36:40.879] もんレイジのベース気ギターとベースの
[04:36:44.639] あの気持ちよさやばいよ
[04:36:47.719] ねあのレイジのレイジのはやばいしかもさ
[04:36:53.160] そんな難しくないじゃんぶっちゃけなんか
[04:36:55.320] 超単純なのにあんなかっこいいんだよね
[04:36:58.279] そうなんかペンタあたりでしょ難しい
[04:37:01.600] のあのギターはさあのじゃんこれ褒褒めて
[04:37:06.119] んだけどあいつやべえちょっとちょっと頭
[04:37:09.799] おかしい引き方するじゃん頭おかし基礎
[04:37:12.879] 天外なあそうだねそういうとこは難しい
[04:37:15.600] けどあの気持ちいい部分あの例えばさなん
[04:37:19.520] だろうゲリララジオだったらさあの
[04:37:23.199] デデデデデデデとか超簡単じゃんなのに
[04:37:27.439] あの気持ちよ
[04:37:28.719] さわベースとかあれ引いてとすげえ楽しい
[04:37:32.879] んだよねはいはいはいはいはいそれで
[04:37:36.439] めちゃくちゃはまったベースはほとんど
[04:37:38.279] あのコピーしたねあのバンドは今でもそれ
[04:37:42.080] は引ける最近の話だから結構あの社会人
[04:37:45.760] 過ぎてベース買ってからだからレイジはあ
[04:37:49.400] それでも最近になるのかい社会人出た18
[04:37:54.000] だからま6年ぐらい前だ最近ではないか
[04:37:57.680] うんただ本当にはまったねレイジは久し
[04:38:02.119] ぶりにそこまでめり込んだあのバンドは
[04:38:06.799] 気持ちいいんだ今でも聞くしね
[04:38:09.920] 全然レジのあこコピーは流せ
[04:38:15.879] ねえ演奏してみなあげる2人でレイジ
[04:38:19.920] コピーしてで歌詞を結構変えるとか結構
[04:38:24.000] あるじゃんラップってさ同じトラックでも
[04:38:27.520] 歌詞変えれるじゃん
[04:38:30.639] やさいうんてて
[04:38:33.920] ててうん何レイジの何どれが好き一番曲俺
[04:38:39.320] あれノユ
[04:38:40.959] エネミー
[04:38:44.799] ててめちゃくない
[04:38:47.279] あれい入
[04:38:50.439] [音楽]
[04:38:52.279] てあれめちゃくちゃかっこいいよね
[04:38:57.199] クあはいはいはいあれあの
[04:39:00.240] キリングインザネーム
[04:39:01.600] あれキリングインザネームだっけ
[04:39:06.561] あれキあれやってて超気持ちいいんだよ
[04:39:08.639] わかるあれあれベースもめちゃくちゃ
[04:39:09.879] 気持ちいいキリングインドネームじゃなく
[04:39:13.680] てなんだっけキリングインザネームだっけ
[04:39:17.160] ボムトラックだっけファーストアルバムだ
[04:39:20.160] よね多分ねうんそうそうそう
[04:39:28.359] そうそうあれめっちゃかっこいいよ
[04:39:32.160] ねやるか
[04:39:35.439] 1本動画出す
[04:39:37.400] デてつってゲリララジも好きめちゃくちゃ
[04:39:42.080] 好きあとなんだろう
[04:39:45.040] ねでファーストか
[04:39:48.638] なやるんけどやるんだったら俺無駄に凝っ
[04:39:52.200] ちゃうけど大丈夫何無駄に凝るってどどう
[04:39:54.958] 凝るのよいや音は凝るけどああまあまあ
[04:39:58.680] それはねそれは来るよねうんあと出すん
[04:40:03.160] だったらどうせ映像つけた方がいいるよ
[04:40:05.840] スタジオ入って取るよあスタジスタジオ
[04:40:09.878] 入るんだスタジオ入ってま音は別撮りだよ
[04:40:14.240] あうんうんただなんとなく動き付きで当て
[04:40:17.280] 振りでま一応実際に引くはするけどもう像
[04:40:21.600] 取るでしょうよあそういうやつかグリーン
[04:40:24.878] バッグでよくねあまグリーンバッグでも何
[04:40:27.080] でもいい
[04:40:30.420] [音楽]
[04:40:31.920] けどわなんかレジ聞きたくなってきた
[04:40:35.660] [音楽]
[04:40:42.718] あれ
[04:40:45.040] めちゃてねそう
[04:40:49.360] ねめちゃくちゃ簡単なんだよなそうあれ
[04:40:53.120] 簡単なのすご簡くそ簡単くそシンプルなん
[04:40:56.040] だけどくそかっこいいんだよそれがやっぱ
[04:40:58.360] それが番かっこいいシンプルで1番かっこ
[04:41:00.638] いいのがいいよねそうねなんか
[04:41:05.360] 何ま結構俺が聞いてるようなさ激しい
[04:41:08.080] バンドとかて難しいことやんじゃんよく
[04:41:10.200] ギターとかよくわかんないなんかもうごっ
[04:41:12.638] ちゃんごっちゃんでなんか難しいやたら
[04:41:15.520] 複雑にすんじゃんそうねそういうのいら
[04:41:19.040] ないんだよもうどシンプルでもういいわけ
[04:41:23.680] わかるめっちゃ簡単でめちゃくちゃかっこ
[04:41:26.440] いいそれが一番強いね確かにと言いつつも
[04:41:31.040] 彼らもめちゃくちゃうまいけどね1人1人
[04:41:34.760] やらせたら多分全然できちゃうだろう
[04:41:37.920] けど実際やってんだようん実際そう実際俺
[04:41:41.080] らがあの真似できないところでそうそう
[04:41:43.760] そうそうそうそうトモレロとか意味わかん
[04:41:45.440] ないことやんじゃんなんかジャック抜いて
[04:41:47.000] さげなんかあのあのスクラッチをみたいな
[04:41:50.718] の出すじゃんキキみたいなそう頭も
[04:41:53.280] おかしいなあれねあスイッチングだっけ
[04:41:56.000] なんかガチャガチャガチャガチャやってさ
[04:41:58.120] そうそうそうそうそう片っぽあれ音切って
[04:42:00.240] んだよね多分そうであのなんか途切れる
[04:42:03.080] 感じボリねあれねうんああいうこともやっ
[04:42:07.400] てんだあすごいよね
[04:42:09.920] うんそうなんだよレイジね復活なんか
[04:42:13.080] レイジ復活すんの知ってるああなんか
[04:42:16.760] ずっと前から言ってるけどどうなったのか
[04:42:19.160] 知らないけどさそんなよなこと言ってるよ
[04:42:21.638] ね言ってるねいや俺1回生で見てみたいね
[04:42:26.878] レイジーゲストマシンは確かに死ぬまでに
[04:42:30.878] 1回見てみたい
[04:42:33.560] え
[04:42:36.080] 見れるといいな難しいよね日本にい
[04:42:41.520] たらけどチケット取れなそうだな取れねえ
[04:42:44.878] よみんなそうやって思ってるもんだって
[04:42:46.240] 絶対
[04:42:47.718] ああうん今レイジ好きって言ってる人
[04:42:51.718] ほとんどが解散してからさ後大いでしょま
[04:42:56.798] まそうだねそうなるとやっぱ誰もがライブ
[04:42:59.520] 死ぬまでに見てみたいなと思うもんね復活
[04:43:02.718] してさま1回ぐらい来てくれそうな感じ
[04:43:05.480] あるけどさそしたらまま匂いはあるよね
[04:43:08.638] まあチケット取れねえだろうなもしそし
[04:43:11.280] だったら一緒に行こうよああ行く2人でさ
[04:43:13.958] あのチケット申し込めばどっちかが当たる
[04:43:16.320] かもしんない
[04:43:17.840] じゃんいやマジで行きてえだろあんな
[04:43:21.480] もんマジで見てみ
[04:43:24.120] たいちなみにじさんもっないの他なんか
[04:43:27.878] レイジぐらい好きな
[04:43:29.718] やつレイジーぐらい好きな
[04:43:33.480] やつ
[04:43:36.760] 出てこんだよな俺えリンプとかは聞いて
[04:43:40.600] ないんだ通ってないんだリンプビズキット
[04:43:43.440] あリンプビズキット通ってるあのなんだけ
[04:43:47.680] ミッションインポッシブルやったあ
[04:43:51.520] [音楽]
[04:43:53.680] はいあれかっこいいねママイ
[04:43:56.480] ジェネレーションとかねそうそうそうあれ
[04:43:58.798] はめちゃめちゃかっこいいあれかっこいい
[04:44:00.680] ね
[04:44:02.480] リプもいだよねリプはなんかまだ見れる
[04:44:07.360] けどね活動してるから薄くだけどうん
[04:44:12.480] なんかノットフェスかなんかで来てノット
[04:44:14.080] フェスじゃないなんなんかでま1回来たん
[04:44:16.240] だよねああ日本に数年前行けなかった
[04:44:22.560] けどなるほどねそれこそ言ったらリキ
[04:44:26.638] パーク見てみたかった
[04:44:30.120] なまあねうんま自殺しちゃったかながね
[04:44:35.600] あれだって日本でやる予定だったんだよ
[04:44:37.840] あの後そうらしいねでうん対っていうか
[04:44:42.040] 前坂1オクロックでうんうんうんうんて
[04:44:45.240] いう感じでさすげえ行きたかったんだけど
[04:44:48.120] さ残念ながらね
[04:44:52.400] まあしょうがないねまあしょうがないな
[04:44:56.120] うんああいうのはしょうがないいやでも
[04:44:59.958] 本当にねそういう海外バンドのは見たい
[04:45:03.280] ねマリリンマンソンも1回見たいわ
[04:45:07.080] マリリンマンソンは見てみたいねあの面白
[04:45:10.200] そうじゃん単純に分かるわかるわかる
[04:45:12.400] わかるあんなライブわかる竹馬みての乗っ
[04:45:15.920] たりしてさすごいじゃんライブ映像あれ1
[04:45:20.080] 回見てみたいね生でね日本であそこまで
[04:45:23.760] するバンドいないもんねあんななんかわけ
[04:45:26.520] わかんねわけわかんねっていうかちょっと
[04:45:28.560] あの人が天才すぎて俺らがついてけてない
[04:45:30.718] だけなんだろうけどそれはある
[04:45:33.280] ねマリリンマンソンも好きだ
[04:45:37.000] ねマンソンね好き世界観がいい
[04:45:42.280] わあれはちゃビースティボーイズとか
[04:45:47.240] 何ビビビースティボーイズ何それ知らない
[04:45:53.560] マジかえ知らない知らないラップ好きで
[04:45:57.040] これ結構前からバンドだけどあそうなんだ
[04:46:00.080] バンドというか2人組かえ知らない知ら
[04:46:03.320] ないかっこいいんだ有名有名有名
[04:46:06.280] めちゃめちゃ有名へえラップで言ったらさ
[04:46:10.000] やっぱ
[04:46:11.920] からしいやからしマイナーだろうからし
[04:46:15.040] ってマイナーかでも好きだよからし
[04:46:16.840] めっちゃ
[04:46:17.680] 好きいそれも純に教えてもらったんだぜ俺
[04:46:20.798] 多分そううん辛そうあのグーが出てる
[04:46:25.360] アルバムでしょグーが出てるあれ完全にで
[04:46:28.558] もさレイジのパクりだよなまあまあまあま
[04:46:31.120] ゲリラディスコでしょあの名前あそうそう
[04:46:33.360] そうパクりや
[04:46:35.600] んまあまあまあでもまあいいいけどねカ
[04:46:39.360] 自体があの国が違うからまあまあまあまあ
[04:46:42.878] たまたまですよねそうそうそうていうこと
[04:46:45.240] にしてゲリラディスコ好きゲリラリスコも
[04:46:47.638] 好きだしジンクスだっけうんうんうんうん
[04:46:50.878] いファーストアルバムだかなわかんない
[04:46:52.280] けどそれも好きだねはいはいはいからし
[04:46:54.520] 結構好きなんだ
[04:46:56.120] よ
[04:46:57.760] はあからし
[04:47:00.160] とインソレンス
[04:47:02.600] はインレンスわからないあ取ってないうん
[04:47:07.440] まそっちもラップまラップていうちょっと
[04:47:10.638] レゲーも入ってんのかなインソレンス
[04:47:12.320] ちょっと癖がある感じああ歌い方が
[04:47:15.558] ちょっとレゲっぽいはいはいはいはいうん
[04:47:18.240] でもねめちゃくちゃかっこいいよそれも
[04:47:20.320] かっこいいなるほどね最近そういうバンド
[04:47:24.160] 少ないよねラップコアじゃなくてラップ
[04:47:27.000] デスボシャウトじゃなくてラップで勝負
[04:47:29.120] するみたいないないねいないよねラップコ
[04:47:32.280] アってのは結構いるんだけどうんうんうん
[04:47:34.878] うんでも最近その若手で有名なラップ
[04:47:39.280] ラップバンドがいてフィーバー333って
[04:47:43.200] バンドがいるんだ
[04:47:44.920] けどこれはねガチでかっこいい
[04:47:50.080] へえあのなんだろうレイジをあもう
[04:47:54.920] ちょっとスピード感があってはいはいはい
[04:47:58.638] ちょっと激しくした感じううんま人から
[04:48:03.360] 進めたら聞くか知らないけどぜひ聞いてみ
[04:48:06.000] て
[04:48:07.718] くださいてたそさっきのあれに帰るじゃん
[04:48:10.520] うまでもじさん絶対好きだと思うよその
[04:48:13.558] こない言ったなんだっけきもとかよりも
[04:48:15.558] 全然じさんは好きだと思うなるねけまだ
[04:48:18.798] 聞けますよ全然聞けるあれだってあの
[04:48:21.680] すっきりあのあんじゃん朝の
[04:48:24.040] 番組出てたもんスタジオでライブしてた
[04:48:28.200] もん加藤にさマイク向けてわみたい
[04:48:32.480] なたあるかもあ本当あの黒いつなぎ着てる
[04:48:36.600] 3人組あ見たことあるかも3人だよな3人
[04:48:41.360] 3人あれめちゃくちゃかっこいいよ本当に
[04:48:44.240] で
[04:48:46.958] もエイジ好きな人は好きだ
[04:48:50.260] [音楽]
[04:48:55.280] ねフィバ333は
[04:48:58.520] ねあれ
[04:49:00.840] は久々に来たね
[04:49:05.040] かきりで見たことあん
[04:49:11.760] な調べて
[04:49:17.718] やがるズそうそれそれそれそれそれあれ
[04:49:21.440] それ茶で共有しないとあれなの流れねえの
[04:49:25.040] 流れない流れないから聞いていいよ流れ
[04:49:26.920] たらだめだけど大丈夫今これ音流れない
[04:49:30.120] からそっち
[04:49:31.280] は俺が一番好きな曲は
[04:49:34.638] うわなんだろうでもミュージックビデオの
[04:49:37.160] バンイットが一番有名なのねトップ
[04:49:42.600] ソングでもね俺ね結構ね迷うな1番好きな
[04:49:48.320] のは
[04:49:49.440] ねプレイフォmeもすげえかっけ
[04:49:53.080] けどメイドインアメリカだっけなメイド
[04:49:56.520] インアメリカっての
[04:49:58.400] ないあああったあったあったメイドアカ
[04:50:01.558] それもかっこあワンオブアスもかっこいい
[04:50:04.000] 全部かっこいい全部聞けるねあのアルバム
[04:50:06.600] 2個しかないからああなんかあんま出て
[04:50:09.638] ない感じだねうんそうそうそうだからすげ
[04:50:12.000] 聞きサクっと聞けていい感じはいはいはい
[04:50:16.520] でもねあやべえごめん乗ってる消して消し
[04:50:22.160] てめちゃくちゃでけえ音で
[04:50:27.240] 飲んった消えてない
[04:50:32.840] よ
[04:50:34.840] おいおいなんだ
[04:50:44.440] よオオ
[04:50:46.600] オットで大丈夫あのさっと消したから
[04:50:50.160] デスクトップ音声
[04:50:53.120] やでも大丈夫だよそっち聞いて今はマジで
[04:50:57.638] うんこっち切ったからあのこっち切っ
[04:50:59.798] たっていうのはうん流れないようにした
[04:51:01.400] から大丈夫ああなるほどね
[04:51:07.070] [音楽]
[04:51:11.400] まかっこいいんです
[04:51:14.000] わああなるほど
[04:51:18.760] 悪く
[04:51:20.558] ないしょあこいいわいいしょ
[04:51:25.680] うんそうそうそうそうそれはね
[04:51:28.280] ちょくちょく来日すんだよ日本が好きなん
[04:51:30.200] かわかんないけど
[04:51:32.760] ああまだ行けてないんだけどねなかなか
[04:51:35.520] はいはいはいはい結構それのさますっきり
[04:51:39.958] に出たせいかわかんないけど人気なんか
[04:51:41.878] しんないけど
[04:51:43.480] さ結構こういうバンドドってさま俺は好き
[04:51:47.520] だけどなかなかま他に好きな人をさまば
[04:51:50.360] なんつう
[04:51:51.520] の見つけるのって難しいじゃんうんうん
[04:51:54.760] うんこないだラーメン食いったのラーメン
[04:51:56.840] 次郎ねうんうんこのこれのTシャツ着てる
[04:51:59.638] 人いたのええびっくりしちゃったええて
[04:52:04.520] じゃあわざわざ取り寄せたっていうかあれ
[04:52:06.320] 買っただそうかライブ行ったかだよねだ
[04:52:08.360] からやっぱ好きな人ってやっぱいるんだ
[04:52:11.280] ねまそうだねうんただこんな自分の近くに
[04:52:16.240] いるなんて思わなかったからさびっくりし
[04:52:18.040] たわなるほどねいやでもねかっこいい
[04:52:21.360] fer333
[04:52:23.200] は
[04:52:28.040] うーんかっこいいわ今聞いてるけど普通に
[04:52:30.958] かっこいいっしょめちゃくちゃ
[04:52:32.638] ああ
[04:52:34.680] バーン1トってやつがそのすっきりでやっ
[04:52:37.520] た曲はいはいはいはい1番人気の曲なんか
[04:52:40.920] なまあだからハイスタで言ったらステイ
[04:52:44.520] ゴールドあはいはいはいみたいな
