[00:00:15.210] 持った
[04:14:16.240] あのますいいま行くする仲良くセルッティ
[04:14:19.870] 可能がついても良くしないんで普通はん
[04:14:23.540] よくしてまたういって言ってもそのね
[04:14:25.310] ちょっとした駐車のまずじゃなくたら全身
[04:14:27.440] 麻酔手術かな原的に入れて
[04:14:31.470] なかなかのやつねなかなかのやつ
[04:14:34.529] んうんデー
[04:14:36.580] でまぁそれが楽しいだけじゃないけどもう
[04:14:39.700] その時点ではがシーンだよ
[04:14:41.730] 何回もやってるとまたかってなるじゃない
[04:14:45.040] まぁ姉あん
[04:14:47.619] また
[04:14:48.699] まあ周知するんですカントゥク
[04:14:51.920] ねまあそうそれを備えてくれてるんだよな
[04:14:55.970] そうなってくれる楽しみ方がちょっと
[04:14:57.590] 変わってくるんでもう4の楽しい6気に
[04:15:00.200] 入ってるんだそうそうそう
[04:15:06.440] [音楽]
[04:15:21.080] ブーブー俺
[04:15:22.900] 亀ねーぞってジョンソ
[04:15:26.510] bar
[04:15:27.729] jam あのをぺー前の人がねうん松井稼
[04:15:32.120] の前世が久留米織り2位はくる説明しに
[04:15:35.960] くるじゃんうんえっなんか承諾書そうそう
[04:15:38.810] そう俺それさあね13はそんな何とも思っ
[04:15:42.439] てないんだろうけど普通の人はその時点で
[04:15:45.641] めちゃくちゃ不安なの
[04:15:47.399] だったりマイナスな事しかし米人とさ最悪
[04:15:50.279] 死ぬかもしれませんで書いてるんでしょ
[04:15:52.229] そうそう新マンに参院しろっていうんだね
[04:15:54.329] めちゃくちゃうじゃんあれどうかした方が
[04:15:57.180] いいよね持ってやおらか言い方にするとか
[04:15:59.999] ああっイヤーけどあれもしょうがないと
[04:16:02.249] 思ったら大袈裟に書いといてアパートって
[04:16:04.560] ことだよねー
[04:16:06.050] けど失敗してもまあ実夢と一気に大丈夫
[04:16:09.350] っていう証明書だからねぇうーん
[04:16:11.470] [音楽]
[04:16:12.130] あー
[04:16:12.970] 生姜られは海怖くないんだそれ全然後編
[04:16:16.180] また書いてある
[04:16:17.010] [笑い]
[04:16:19.870] う
[04:16:21.869] なんなら酔わないも
[04:16:24.229] ない iok 名前ね入ってうんいいね
[04:16:29.429] 恐ろしいらーん
[04:16:32.579] その時はその時じゃん
[04:16:34.560] まあまあね
[04:16:35.970] 吉岡ないよねー
[04:16:37.641] そうでまあまあ水に打ち勝つていう話なん
[04:16:41.631] だけど
[04:16:43.029] 先生に言うの上毎回毎回そのまずいい
[04:16:47.270] 科の先生が来てくれるカラー
[04:16:49.790] 左手先生今回は
[04:16:52.890] あの
[04:16:54.140] あの勢勢に負けませんとう
[04:16:57.150] うん
[04:16:58.840] ジョブ千葉とんびすえた貼付してるわけ
[04:17:02.290] ねーけどな沼まずまあそうなんだけど
[04:17:06.760] 麻酔かけてくれるうーん
[04:17:09.640] 描けるから今回負けねえぞと
[04:17:11.890] そうそうます以下の人に運今回ねないんで
[04:17:16.730] 者だねてからあの子の追って初めて
[04:17:20.631] くださいあっうん8れ全然めるんでしょ
[04:17:24.261] 全然ねえね
[04:17:25.960] a型が2秒で
[04:17:28.000] に罪はない
[04:17:29.620] ばっかけどいるいやー1回あるのがマジ
[04:17:34.150] かっちって本当に買ったああっあれへ入る
[04:17:39.670] 前にちょっと薬のまたレンジャーああ
[04:17:41.680] ああん
[04:17:42.750] 運動意図するようだからわかるはからあっ
[04:17:44.790] たったったー飲む奴が海ですいい飲まされ
[04:17:47.670] てっ
[04:17:48.710] でまぁ人によるんだから車いすで移動う
[04:17:51.830] すたるあのあれに運ばれたりとかね猫は今
[04:17:54.830] 想像そう
[04:17:56.271] でそこまで行ってその後にいうとまあよく
[04:18:01.910] ドラマであるようなさ電気のかちゃんって
[04:18:04.730] やつ
[04:18:05.450] 俺も春最初見たときもマジでドラマだと
[04:18:07.671] 思ったらあのねあのリングのでっかいロス
[04:18:10.790] の大とメイリングっていうかも丸くなっ
[04:18:13.190] てるそう
[04:18:15.930] あれを見てああまたくるなあと思ったよ
[04:18:18.909] うんでも前てきたこの入ったらけど自分
[04:18:24.050] じゃあモコ作るなーみたいな感じになって
[04:18:27.860] ブー
[04:18:43.330] ブーっ
[04:18:44.950] にコーナーあてられる
[04:18:47.850] ん
[04:18:48.540] でまあまあまあね閉じてくださいって言わ
[04:18:51.180] れるんだけど
[04:18:52.440] ぜってーと者なったらん
[04:18:55.120] 誰も沿っどうしたら負けそうだね目ちゃう
[04:18:57.790] よね
[04:18:58.540] あの試合負けなん
[04:19:00.210] で起こしたら負けぬんだずっとあげて
[04:19:05.511] ならちょっと早く名としてくれなきゃいけ
[04:19:08.061] ないな
[04:19:09.051] もういいね赤らめたバッチ4早くしてくん
[04:19:12.440] じゃなければ
[04:19:13.899] 主治医もあって者年くらいな感じで
[04:19:18.761] 良いそう損でもあであれ本当に勝手にば2
[04:19:23.591] が落ちるんだよねー
[04:19:25.410] 最後まで我慢するか
[04:19:28.990] 出ず待ってて
[04:19:31.819] もう聞いてくるのがわかる自分の中であ
[04:19:34.159] そうなんだ
[04:19:35.329] 暑くなってくる可能感覚と雄平
[04:19:39.119] まず生きてる生きてるみたいなマジでられ
[04:19:42.149] ん時マジで一瞬だったけどねもうそこまで
[04:19:44.699] 言ってんだなぁ部で頑張ってるから意識て
[04:19:48.060] いきたいとは多分マン何回も繰り返して
[04:19:49.949] さあちょっと作ろう遅くなってんだよ
[04:19:52.939] てょそりゃあからじゃあねーかまぁその
[04:19:56.759] 聞いてくるなんてわかんないけどねぇ別れ
[04:19:59.140] じゃあわかるんだ
[04:20:01.341] あーきてるきてるみたいな
[04:20:02.939] そう
[04:20:04.189] もくるくるてるくーっと思っていっ
[04:20:07.521] ぶーぶーっ
[04:20:22.880] アホすぎれてたブラーと砂を妬んだの
[04:20:26.360] だろうねその叫び声が終わるかどうかの
[04:20:29.210] 切った六んですよね
[04:20:31.770] 馬鹿すぎる
[04:20:33.300] やるぞが富5位ねぇなんか
[04:20:36.520] 俺もざまぁ鈴音が数年前にしたけどうーん
[04:20:40.810] めっちゃくちゃさあのさあ何て言うのあの
[04:20:43.390] 手術する前のさあのまあこっちはもうおれ
[04:20:45.880] オレで初めてだったらめちゃくちゃ緊張し
[04:20:48.310] てるわけで山目のあの自分が手術してうね
[04:20:51.250] てさもう女の自分の目の上にはさあの
[04:20:54.369] ドラマで見るようなライトがあって
[04:20:57.221] めちゃくちゃガチガチになってるのになん
[04:20:59.631] かさ
[04:21:00.621] その先生たちすげーな親かなんだよね
[04:21:03.211] 某はーちゃん車チェーン普通に悪いもの c
[04:21:06.091] でなんとかでたねあー見たこと言いノロ
[04:21:08.281] この人たち本当に大丈夫うんて立つだして
[04:21:11.581] ないって
[04:21:13.029] 結構そういう空気なんだよねそうだねま俺
[04:21:16.270] の緊張をとるためなのか
[04:21:18.529] いやそんなことはない普通にした普通に
[04:21:20.810] 釣られ慣れ普通だと思う
[04:21:25.971] ブーブー等するもう全生徒たちはアーマー
[04:21:29.221] たあーこいつ ir って
[04:21:35.870] ブーバーし悪いかんっ
[04:21:39.970] いやでもねあの初めて時全身松井したけど
[04:21:43.560] なんか最後に覚えているのか本当にマスク
[04:21:48.189] つけられてはいじゃあ眠くなりまーすって
[04:21:51.460] いよう録音ないかぐらいに
[04:21:53.721] びって何か体中にあって思った瞬間に
[04:21:58.251] 終わった青木てくださいあーなすごいね
[04:22:01.940] あれね
[04:22:03.200] じゃあまーすそうだねじゃないって困る
[04:22:05.601] けどんんんんっ
[04:22:07.160] いやでも13あれ賞だってそれ聞いていく
[04:22:09.860] のがわかるとかあんでしょうわかるわから
[04:22:11.960] な一瞬文字で何も覚えてない
[04:22:15.561] 気がついたらもうあれ目ぇ覚めてあの
[04:22:18.110] ノードからアレイを出してうえってなって
[04:22:20.511] いる瞬間な
[04:22:21.681] まだちゃんとなんでの感覚も
[04:22:24.160] ね緩いからべきか苦しいとかもなく苦しい
[04:22:27.460] んだけどねめちゃくちゃ多分でもがよく
[04:22:29.440] わかんない者も
[04:22:31.561] まボールを足せなどとしてでボケエイド
[04:22:34.230] 自分の部屋戻されてうん
[04:22:37.410] 騒音で際
[04:22:39.061] ちゃんしんどかったのはさあ
[04:22:41.819] あれこれ本当にこんな時間だから言うけど
[04:22:45.239] 男性はさあ
[04:22:47.720] そうだねうん
[04:22:49.670] なの選んだ男性はさあで理解してたらもう
[04:22:52.660] やめてそれ
[04:22:54.790] もうあの手術エキスパートなんだから嫌な
[04:22:58.910] んなんでもわかると思うんだけど断水は
[04:23:02.330] さあだけでもう
[04:23:04.381] 分かったんだまあそういうことだから男性
[04:23:06.841] はね
[04:23:07.650] スーツするときに
[04:23:09.440] 大事なあのねぇ6すこうと言いますか
[04:23:13.431] 年に
[04:23:14.950] cuda を1本と押さなきゃいけない
[04:23:16.300] わけね俺あれがあれもそれももちろん
[04:23:19.210] 初めて立ったんだけど
[04:23:20.800] うん
[04:23:21.670] 色々あって俺が手術したのはヘルニアなん
[04:23:24.160] だけど a めっちゃくちゃそれこそ地物
[04:23:27.311] なるまではさあもう1年くらい
[04:23:29.170] ほったらかして毎日めちゃくちゃ痛いを
[04:23:31.150] 申し出た薄毛つらかったその1年間でもね
[04:23:34.150] えちょい知念寛+入院中のまあいろんな
[04:23:38.090] ことは天敵だったりなんだったり注射だっ
[04:23:40.340] たり手術の後の傷全部含めてもそれが一番
[04:23:44.810] 苦痛だっ
[04:23:47.819] あのフード息子の管が一番一番苦しい一番
[04:23:52.140] 痛いいっ
[04:23:54.010] なるほどねーあのそれまでのそのヘルニア
[04:23:56.590] の痛み1年間拾ってきたやつを全部
[04:23:58.870] ひっくるめてもそれよりも嫌だった区
[04:24:02.110] ああ
[04:24:03.290] あのあれってさあ
[04:24:04.850] スーツ終わった後に入ってるね入ってる
[04:24:07.910] じゃあもう気づいた入ってるわけだ命がさ
[04:24:09.350] なりたいっうん
[04:24:10.840] であれって何かお礼
[04:24:12.880] 夕方の
[04:24:15.030] で昼間の3時から手術でいう方が楽しいに
[04:24:17.820] 終わったんだよ
[04:24:19.170] 5時に終わって
[04:24:21.240] でまぁ60度金感じに目覚めたのかよく
[04:24:24.510] わかんねーんだけど
[04:24:25.590] もう入ってるね起きたらなぁーそのはまず
[04:24:28.800] 起きたら
[04:24:30.561] ん
[04:24:31.700] 自分のあそこにめちゃくちゃ違和感を
[04:24:34.251] 感じる理由
[04:24:36.340] あー違和感を感じるんだえっ感じないの
[04:24:38.890] あなたも
[04:24:40.270] ブルーウェイ
[04:24:41.579] はダメそっちの領域が入っちゃったらあっ
[04:24:43.889] もうあの広がっちゃってんのもう
[04:24:45.929] ありがとうございけどえっ
[04:24:48.141] いやもう当たり前なんじゃないか
[04:24:50.871] や恐ろしいあれになれるとかあるんだ
[04:24:53.730] なぜなれいなのまぁまぁそれが入っててさ
[04:24:57.150] うんでもめっちゃくちゃしんどいの4位
[04:24:59.779] 停止
[04:25:13.090] ブーバーれ author あのー
[04:25:16.279] もうれ朦朧としながらね聞いた廊下子さん
[04:25:19.100] があのこ
[04:25:20.919] れっていつ取れるんですかって
[04:25:23.810] うーんこれは明日の朝ですかねぇと言われ
[04:25:27.140] てもう俺もそこでもう地獄に落ちだろう
[04:25:30.379] その話状態って朦朧としてでまだ
[04:25:33.390] もうロードしているのに終わったものでハ
[04:25:36.239] ハイッ
[04:25:37.310] でももう本当に半分泣きながら
[04:25:40.340] 辛すぎて
[04:25:41.850] 梅がいいですからとってください地ても
[04:25:43.890] 本当にまた呂律回らないんだよ
[04:25:46.050] うーん雨の日が受けきってないかな
[04:25:48.480] なのにもうずに先生のあのすっ何そで
[04:25:52.830] つかむぐらいの勢いでベッドの上からお
[04:25:55.771] 願いですこれ撮ってもらうばえっつって
[04:25:58.080] 半分泣きながら言ったら先生はその手術し
[04:26:00.811] てきたつ制作出てきてくれて
[04:26:03.240] あーこれつらいよねーっつってまぁ本当は
[04:26:05.641] ダメなんだけどまぁ
[04:26:07.620] と直ガーッって
[04:26:09.771] とってくれることになったんだよ
[04:26:11.511] もうが良かったんじゃねそれもさあ大事な
[04:26:14.450] 息子ようん
[04:26:16.910] まあそういうもんあのねぇあれじゃない
[04:26:19.400] ですかそれをね誰その先生が抜いてくれる
[04:26:22.340] のかなと思う男の先生だから
[04:26:24.311] 思ったら普通に看護士さんが
[04:26:27.030] よくのねあれ
[04:26:28.320] そうそう
[04:26:29.480] めぇ俺は vipper しちゃってえっ
[04:26:32.710] そういうお店じゃんっ
[04:26:34.990] お兄ちゃん
[04:26:36.610] 知らねえなちがうちが違うけどお店なら
[04:26:39.400] ないえええっちょうどさそういうそういう
[04:26:43.030] 変な考えも全く起きないのでもう誰でも
[04:26:45.670] いいから抜いてくれって感じで
[04:26:47.440] アービックレってそういう意味じゃないよ
[04:26:49.830] なぁパウダーをねっ
[04:26:52.359] 管九段南くるっ
[04:26:55.250] それさあのそのね抜くドッキーが一番機
[04:26:58.910] 作ったね
[04:27:00.870] それ何何きつかった運河うさうまぁもう1
[04:27:04.620] 機に一気に行くわけじゃん
[04:27:06.851] まあまあそうだねじゃあ行きますねーっ
[04:27:09.730] つって
[04:27:10.480] はい321みたいなで抜きますよ
[04:27:14.610] 321座って服脱ぐ者
[04:27:18.790] そういうのよさまあ注射とかなんでもそう
[04:27:20.980] だけど辛いのびっしゅんじゃ抜く瞬間
[04:27:24.000] なんか死んでいるめっちゃくちゃなが簡単
[04:27:26.980] な背かれている変化ザーっに出る
[04:27:30.470] まあそこそこ入ってるかねやっぱれる結構
[04:27:32.689] の中入ってるわけじゃんぷろ自分の大事な
[04:27:35.239] 息子の先っぽから多くのその魔防子
[04:27:39.920] 暴行魔男性はその分ね女性より長いわけだ
[04:27:43.520] だから多分阿蘇も相当なアレが入ってんだ
[04:27:45.890] よね
[04:27:46.760] これ多く患者れ直ちょっと抜いてる瞬間が
[04:27:51.380] 長くて差を埋めてはもうそろしくずった
[04:27:55.750] はいだぬ
[04:27:57.130] 叫び声を上げて版も本当に泣いてた涙出た
[04:28:00.640] いいな歩い金魔女に24年間生きてきて
[04:28:04.240] 一致倍だったほんとなあーガーンあれあれ
[04:28:08.140] ほどの痛みはないわピアスとがいいでね
[04:28:10.750] 拡張もしてるけど a それもそこをやっ
[04:28:13.899] たよ
[04:28:14.699] 指3本ぐらいに入るぐらいの痛みだった
[04:28:17.189] けど
[04:28:17.939] ビアスの拡張もねうんガーリーまあもう
[04:28:21.029] トップだね
[04:28:22.979] ni の音符にがあればなぁ
[04:28:25.579] うーん
[04:28:27.370] この先にも結構思いやられる音をより本当
[04:28:30.370] にだかそれを考えると言いつつ俺ね
[04:28:33.220] 痩せようなんて思わないけど
[04:28:35.080] それを考えるとちょっと痩せようかな多分
[04:28:38.290] 越中服とかしたくないから
[04:28:40.470] ナロンでうん
[04:28:42.189] へジュンさん色管
[04:28:45.200] いや別にいやー
[04:28:48.250] 恐ろしいね何とも思わないんだ何とも思わ
[04:28:51.670] ないからないけど
[04:28:53.260] なぜこべっにその邪魔ほどの
[04:28:56.609] ダーっていいじゃない
[04:28:58.020] やれキッツいいぜ
[04:29:00.830] 逆に抜けるならすぐぬ愛おしいスって感じ
[04:29:03.440] だし
[04:29:04.630] うーんん何釣るんたんちゃまと理由が
[04:29:07.850] 違くて
[04:29:09.610] ジャム等そのなんだろう
[04:29:11.940] 勝手に出て行く感じが気持ち悪いんだよな
[04:29:14.790] なんかぶっ通しっ子漏らしてる感じそう
[04:29:17.221] 言わターンがあるならやって言っていかん
[04:29:19.440] でしょ
[04:29:20.810] じゃなくて俺はただに単純に動けないから
[04:29:24.680] なぁ
[04:29:25.710] ああ
[04:29:26.620] なるほどねもう何手術した後ももう動き
[04:29:29.440] たいんだ動きたいいっ
[04:29:31.840] 皆アホじゃん寝てろよ
[04:29:35.320] 料理なんだからつずつした後位 s あの
[04:29:38.770] すあーそうそれあのあるあるんだよいや俺
[04:29:44.439] やれでは手術したってマジで動けなかった
[04:29:47.170] よっ
[04:29:47.950] だるくてだるいしまぁ何あもうなんて腰の
[04:29:51.851] 手術だったからさターナー金貨切ってた
[04:29:54.521] から動けないもう物理的に動けないのも
[04:29:57.400] あったんだけどまぁ動いちゃいけないって
[04:29:59.470] いうのはもう霧吹きっていうかせずに
[04:30:01.150] 生まれたねただあの本当に当分の間
[04:30:03.851] 起き上がれない
[04:30:05.631] んだけど筋肉切っちゃってるからまあ若い
[04:30:08.421] から回復も早いからまあ一週間ぐらいすれ
[04:30:10.431] ばみたいな感じだったんだけどそんなこと
[04:30:13.161] よりやもう動きたくないですだるくて
[04:30:16.010] 動けなかった本当に
[04:30:19.430] 嘘その状態であれ
[04:30:22.800] 動作何
[04:30:24.600] やはり移設がもうああだから動けないと
[04:30:27.989] 言いつつもそのここ沖と後起き上がるため
[04:30:31.529] のなんかの手すりとか使っても
[04:30:34.110] 這いつくばりながらいったねん
[04:30:36.500] パワー言われたんだよだからその
[04:30:39.510] いやーこれ抜いちゃうとほんと排泄がた
[04:30:41.250] 入り大変でが動けないと思うのでいやもう
[04:30:43.439] もういいですよいい
[04:30:45.180] 早くオムツします
[04:30:47.210] あの
[04:30:48.460] 今でもまあ漏らすわけにもいかず
[04:30:51.100] なんとか這いつくばって
[04:30:53.710] あのいったよトイレまででまたさあ
[04:30:57.301] そのトイレで一発目を次の日かなぁなお
[04:31:01.621] シックを初めてした時を抜いたあとにもう
[04:31:05.011] そっこの地獄で今なら超多いて
[04:31:10.550] マジであ
[04:31:12.670] なんかねえ
[04:31:14.069] 多分管を入れるのがさあ俺初めてだから
[04:31:16.470] まあ火が広がっていないわけで燃えるぜ
[04:31:18.600] ごめんなさいねこんな話ばっかりねなーん
[04:31:20.879] だから多分結構無理矢理でたんだろう
[04:31:24.240] 違ういやいきみ抱きついて体
[04:31:29.050] めっちゃしみんなよ
[04:31:32.280] なあ分かりよしかもしかも上に本当に本当
[04:31:35.370] にこれ想像させたで本当にごめんなさい
[04:31:37.590] 汚いんだけど
[04:31:39.670] 自分のむす校
[04:31:41.979] から何カッ
[04:31:44.470] 空拭きが出たんだえん
[04:31:46.709] なるほど
[04:31:48.420] これは普通ません本当にいやそれだめっ
[04:31:52.710] 椎体
[04:31:53.940] マジで
[04:31:56.090] マジ大医大でか分かる
[04:32:00.420] 痛いってがおらずし見るぐらいかの
[04:32:02.880] めっちゃ痛くないわれ
[04:32:04.960] いた偉大なた砂場にバラみたいな感じさ
[04:32:08.439] んでいます
[04:32:10.160] 遺体の間違い r 映画地獄で俺それこそ
[04:32:13.670] れでトラウマになっちゃって
[04:32:15.680] そっから1日おしっこ我慢したので
[04:32:18.230] そっから1回もトイレ行かなかった怖くて
[04:32:21.909] ねあーもうなぁ次の日の昼ぐらいでも漏れ
[04:32:25.479] そうになって仕方なく意気だけど本当に
[04:32:27.310] まぁちょっと痛かったん
[04:32:29.890] ありゃ人の学科な
[04:32:33.859] なるほどなぁ
[04:32:38.160] 本音あの淳さんからしたらさ
[04:32:41.290] まだまだ青い
[04:32:44.380] 青いてが舞う誰もが通る道だよね対象安泰
[04:32:49.750] なんだからそうですねまだその淳さんの
[04:32:53.350] 高みにはまだまだ足元にも及ばないですね
[04:32:55.990] こんくらいじゃ
[04:32:58.261] いやエルマーもっとずらしたいると思っ
[04:33:01.621] てるやまあまあねそう
[04:33:03.979] そんな確かにまあいろんな音病気というか
[04:33:06.889] ね2 g あれはあるから
[04:33:09.320] まあそうだと思うけど
[04:33:11.500] だから親なんかが困難で音順 in 辛い
[04:33:14.230] 辛いなんかなかなかこうね言うのもあれだ
[04:33:17.439] けど
[04:33:18.400] いうのはつらいものじゃないかなつらい御
[04:33:20.561] あれはつらかった本当にもう全然その後
[04:33:22.869] 飲み派ビリとカッター
[04:33:25.160] ね全然きつくなかったもうあの管が抜けた
[04:33:28.551] だけで最高
[04:33:30.109] ああ
[04:33:31.090] なるほどねええ
[04:33:34.240] 使ったなぁ
[04:33:37.541] 俺自分であのってあの3点適しているとさ
[04:33:43.070] 自分に危害ができないじゃんそうねっ
[04:33:46.279] 着替えもできなかった from 入り
[04:33:48.020] ネーション
[04:33:49.010] 創造看護師さんを呼ぶじゃない運河一環
[04:33:52.730] 展示機泊めてもらったそう
[04:33:55.980] もうそういうのも全部
[04:33:58.639] pentium がラインはハリアー抜か
[04:34:00.109] ないけど止め方を覚えて
[04:34:04.270] 金真ん中
[04:34:12.891] ブーバー一般常識みたいに言わないで
[04:34:15.510] もらっていうかああああ
[04:34:17.211] それ r ってなるのは本当にょまあ医療
[04:34:22.471] 従事者スターターはからまあまあだよね
[04:34:25.490] なるんだんじゃないあるあるあるんだ
[04:34:29.340] な俺もそれにはそういうのは習ってない
[04:34:31.111] から別にそうだよねうんだからまあ見て
[04:34:35.041] 学んだけどマジでいいね4つ応援何ででき
[04:34:38.641] たね怖くない
[04:34:41.270] いやいや大丈夫でそれより感もいい
[04:34:44.801] 何看護師さんを呼ぶ方が合う
[04:34:48.270] 申し訳ないなっていうんです
[04:34:49.951] もう鮭なくねぇ誰だとあっちはそれが仕事
[04:34:52.781] なんだからいや自分でできるんだものっ
[04:34:56.609] もうあの段階も入院してすんませんみたい
[04:34:59.760] な
[04:35:00.930] もう僕なんかねあのあれですかっつって
[04:35:03.420] 自分でやっておきますからって行ってき
[04:35:05.760] ますからいやまだプロだね
[04:35:09.730] 金融隠者の鏡だよ
[04:35:11.920] 自分で言ってそうもう止めて
[04:35:15.551] 以外の上脱いでまぁ
[04:35:18.180] で違えてあたつないでん
[04:35:22.041] もう一回行っ
[04:35:23.900] マジ
[04:35:25.230] 盟約その点的なんでそれこそジャーミン見
[04:35:28.621] て覚えたって言うけどなんか間違ったら8
[04:35:30.691] アンダーぬ
[04:35:31.861] そうだから本当にその気もとってか針が
[04:35:35.881] 刺さってる先の延長のところ止められるん
[04:35:38.520] だけどうーん
[04:35:40.471] それがあっ
[04:35:41.719] ちょっとわかんない時も味にはまります
[04:35:44.389] ちょっと難しいとギランがその順次時そう
[04:35:48.168] いう時はもう件的事
[04:35:52.090] あのあの何点滴台2のあるじゃんうーん
[04:35:56.830] あれからがんばってきてる時入れない
[04:35:59.439] ニコラに外して
[04:36:01.699] それごとそれからとし
[04:36:04.869] あのないからになればことこそ
[04:36:08.869] あ
[04:36:10.680] じゃグレア
[04:36:12.689] 端でいうそうそうすれば着替えられる
[04:36:15.600] じゃん
[04:36:16.480] そこまでして着替えたい
[04:36:19.211] 我慢すらよく目
[04:36:21.760] いやんや何ももう議案なんだ
[04:36:25.070] やばもう何回も入院してるともう我慢効か
[04:36:28.070] なくなっていくんだねうんいっちゃあ投げ
[04:36:29.600] だった人にお礼なんか一生に一回だと思っ
[04:36:31.850] て別に確か山の風呂入り姉じゃあずっとや
[04:36:35.451] 入れないつらかったけど我慢したね
[04:36:39.279] クローネ頭まわらいねーじゃん
[04:36:41.720] [音楽]
[04:36:43.100] そうれ腰にさあ
[04:36:44.900] 馬頭入れたから
[04:36:46.311] あー欲しいからなんか出たの翼だがまだ
[04:36:49.039] その家がたまんないようにみたいなそれを
[04:36:52.580] 腰に自分のベルトみたいに巻きつけて家が
[04:36:56.719] 見えないそこから抜けてくる家が俺がアナ
[04:37:00.561] いいよくっ
[04:37:03.090] なにそのプロ目線いいねぇ
[04:37:05.850] よくないん
[04:37:07.770] それがたあーこのなんていうのをプロ入っ
[04:37:10.680] たれちゃわービーチャーそっから違うもう
[04:37:12.748] ねってさ
[04:37:15.070] じゃやっぱああいう病院てさあちーに
[04:37:17.770] 触れるのが一番タブーじゃ
[04:37:20.029] なんての関税者がそう風呂場で違う音の
[04:37:23.840] こっちゃれたらやばいから釣って阿部れ
[04:37:25.791] なかったんだようん
[04:37:27.770] barbie j なぁ頭だけでも新井弟
[04:37:30.199] と思ってパワーわかるわかる払え兄から
[04:37:33.859] うーん
[04:37:34.840] なんていうのはの
[04:37:36.850] なんか
[04:37:37.980] [音楽]
[04:37:39.570] 部屋のサー
[04:37:41.160] あの洗面所で
[04:37:43.131] 頭だけ洗おうかなと思ってますが
[04:37:45.262] ちっちゃくてざー
[04:37:46.762] しかし他に人もいるし
[04:37:49.520] 我慢しとめちゃくちゃ
[04:37:52.340] でライン
[04:37:54.000] 俺そこを我慢しぬあるちゃう
[04:37:57.211] あの
[04:37:59.311] ちゃんとじゃんとさ手順を踏むなにそれ
[04:38:03.311] 看護師さんにお願いして
[04:38:06.260] そこから主治医に相談してもらってそれも
[04:38:11.471] っていう手順はもちろんふむけどそれが
[04:38:14.621] 正式なてしまうので雑雑じゃねち g が
[04:38:17.740] シェア牛が出て普通の人は洗わないんだよ
[04:38:20.320] そういうときは洗えないの
[04:38:22.781] ダマンするんでだから自分坂もうプロだ
[04:38:26.111] から依頼人中山用の手順じゃないのコレ
[04:38:29.561] だって
[04:38:30.449] 抜くはわかんないけど
[04:38:32.699] う
[04:38:34.070] 麻生をチェンジ riche ジーニーん
[04:38:35.900] じゃ言うんだナースがあの人頭杯程度言っ
[04:38:38.930] てるんですけどどうしますソアーまたかん
[04:38:42.141] でも
[04:38:43.100] 良いやらせて i 後とプロだからうん
[04:38:46.880] [音楽]
[04:38:48.189] 勝手に争いてですよ
[04:38:50.500] あっはぁ
[04:38:51.949] 恐ろしいわー
[04:38:53.460] [音楽]
[04:38:55.219] ぞー
[04:38:56.320] あれはマジで
[04:38:58.830] そんであのあともう一個面白いのがあっん
[04:39:03.381] まあ
[04:39:04.650] ていオペ子何にまあ何日後ぐらいとかに
[04:39:10.260] バーンなあんま記憶ないんだけど
[04:39:14.230] なんだっけな
[04:39:15.590] あの
[04:39:16.920] ちょっと大便の方がしたくなってうーん
[04:39:19.740] 色々まだからだ
[04:39:22.461] についててうん
[04:39:25.490] あの
[04:39:26.660] いやだこれもど取るドレーンつなきゃ位牌
[04:39:31.100] ドレーン
[04:39:32.469] 1脱いでそうそうそうある花見
[04:39:35.051] プラサ8分いろいろ点滴をぶら下がって
[04:39:38.600] っていう状態の時なんだけど
[04:39:41.950] で大便をしたくなってん
[04:39:45.090] あのトイレに行ったんですよ
[04:39:47.440] でその
[04:39:48.968] で鍵を閉めないでくださいルールあるある
[04:39:52.450] ある鍵閉めないでって言われたわ
[04:39:54.850] そう
[04:39:55.880] 鍵島の中で倒れちゃうとヤバイからところ
[04:39:58.282] だよねそう開けられなくなっちゃうから
[04:40:00.878] だからその今空いてますかってなんだあっ
[04:40:03.668] 者君婦だっか何かでやるんだよね船口数
[04:40:07.810] で俺はもういいんだ is んが大丈夫と
[04:40:10.330] 思ってん
[04:40:12.250] あの回ガチャって締めてうん
[04:40:15.190] でまぁ2に大便をしません
[04:40:18.910] をしたら
[04:40:20.050] 経営にケチャ探さ下がり始めたいっ
[04:40:23.872] まじ
[04:40:25.070] なぁ
[04:40:26.730] ケチャ下がったりケアの1個4重奏死んだ
[04:40:29.460] けど話し始めるときにもう一個面白い話が
[04:40:34.170] あるんだけどって言ったらトイレで死に
[04:40:36.570] そうになった話面白い話として話すのは
[04:40:38.880] やめてくれない
[04:40:40.350] これ俺でも笑えないよ
[04:40:42.980] いい
[04:40:44.690] まあ続き聞くけどさ言って結界生きてる
[04:40:48.350] から安全だけだからね今となってはみたい
[04:40:50.900] なそうそうそうそういやそれやばくない
[04:40:54.040] ほんと穴は下がってきちゃって
[04:40:57.120] んだけど自分はあの関心全部降ろした
[04:41:01.080] まんまじゃん
[04:41:02.700] で座ってもうをまあを破っよう私た後なん
[04:41:06.210] だけどもうそういう状態なわけだよんでそ
[04:41:10.230] 保温の殴っまあ鍵閉まってるのもそうだ
[04:41:12.780] けど
[04:41:14.230] 底の状態で倒れちゃうとん
[04:41:17.292] 恥ずかしいじゃん
[04:41:19.710] いやもうもう事例米恥ずかしいとかじゃ
[04:41:22.830] ないよね死ぬかもしれんえっ
